"zone","state","lga","sector","ea","item_cd","c8q1","c8q2"
4,1,102,1,1690,125,1,700
4,1,102,1,1690,126,1,30
4,1,102,1,1690,130,1,800
4,1,102,1,1690,133,1,900
4,1,102,1,1690,136,1,400
4,1,102,1,1690,140,1,1000
4,1,102,1,1690,141,1,550
4,1,102,1,1690,142,1,600
4,1,102,1,1690,143,1,650
4,1,102,1,1690,145,1,1000
4,1,102,1,1690,147,1,100
4,1,102,1,1690,152,1,1200
4,1,102,1,1690,154,1,100
4,1,102,1,1690,170,1,200
4,1,102,1,1690,171,1,250
4,1,102,1,1690,174,1,200
4,1,102,1,1690,181,1,350
4,1,102,1,1690,182,1,1000
4,1,102,1,1690,201,1,10
4,1,102,1,1690,202,1,120
4,1,102,1,1690,204,1,50
4,1,102,1,1690,611,1,250
4,1,102,1,1690,612,1,700
4,1,102,1,1690,903,1,120
4,1,102,1,1690,906,1,1000
4,1,102,1,1690,951,1,200
4,1,102,1,1690,1061,1,400
4,1,102,1,1690,1512,1,650
4,1,102,1,1690,1513,1,1300
4,1,102,1,1690,1531,1,80
4,1,102,1,1690,1532,1,120
4,1,102,1,1690,1551,1,50
4,1,102,1,1690,1552,1,150
4,1,102,1,1690,1553,1,250
4,1,102,1,1690,1601,1,20
4,1,102,1,1690,1602,1,300
4,1,102,1,1690,1612,1,650
4,1,102,1,1690,1613,1,1200
4,1,102,1,1690,1621,1,5
4,1,102,1,1690,1622,1,130
4,1,102,1,1690,1801,1,10
4,1,102,1,1690,1802,1,220
4,1,102,1,1690,1901,1,10
4,1,102,1,1690,1911,1,10
4,1,102,1,1690,1922,1,450
4,1,102,1,1690,1931,1,100
4,1,102,1,1690,1932,1,70
4,1,102,1,1690,2031,1,50
4,1,102,1,1690,2032,1,70
4,1,102,1,1690,2033,1,100
4,1,102,1,1690,9002,1,200
4,1,102,1,1690,9004,1,150
4,1,102,1,1690,9011,1,200
4,1,102,1,1690,9012,1,220
4,1,102,1,1690,9013,1,300
4,1,102,1,1690,9014,1,200
4,1,104,2,1364,3,1,170
4,1,104,2,1364,4,1,170
4,1,104,2,1364,5,1,200
4,1,104,2,1364,7,1,260
4,1,104,2,1364,8,1,100
4,1,104,2,1364,9,1,10
4,1,104,2,1364,10,1,10
4,1,104,2,1364,21,1,300
4,1,104,2,1364,30,1,50
4,1,104,2,1364,31,1,150
4,1,104,2,1364,32,1,150
4,1,104,2,1364,33,1,150
4,1,104,2,1364,34,1,200
4,1,104,2,1364,35,1,100
4,1,104,2,1364,36,1,150
4,1,104,2,1364,38,1,20
4,1,104,2,1364,52,1,20
4,1,104,2,1364,53,1,10
4,1,104,2,1364,63,1,100
4,1,104,2,1364,65,1,80
4,1,104,2,1364,70,1,300
4,1,104,2,1364,73,1,200
4,1,104,2,1364,76,1,350
4,1,104,2,1364,78,1,200
4,1,104,2,1364,80,1,700
4,1,104,2,1364,81,1,50
4,1,104,2,1364,82,1,20
4,1,104,2,1364,84,1,50
4,1,104,2,1364,85,1,30
4,1,104,2,1364,86,1,100
4,1,104,2,1364,87,1,300
4,1,104,2,1364,88,1,300
4,1,104,2,1364,91,1,120
4,1,104,2,1364,101,1,500
4,1,104,2,1364,102,1,20
4,1,104,2,1364,103,1,10
4,1,104,2,1364,104,1,350
4,1,104,2,1364,108,1,50
4,1,104,2,1364,111,1,30
4,1,104,2,1364,120,1,900
4,1,104,2,1364,125,1,750
4,1,104,2,1364,126,1,30
4,1,104,2,1364,130,1,800
4,1,104,2,1364,133,1,800
4,1,104,2,1364,141,1,600
4,1,104,2,1364,142,1,650
4,1,104,2,1364,143,1,500
4,1,104,2,1364,145,1,500
4,1,104,2,1364,147,1,120
4,1,104,2,1364,152,1,1300
4,1,104,2,1364,170,1,200
4,1,104,2,1364,171,1,200
4,1,104,2,1364,174,1,200
4,1,104,2,1364,182,1,800
4,1,104,2,1364,201,1,10
4,1,104,2,1364,202,1,120
4,1,104,2,1364,204,1,50
4,1,104,2,1364,611,1,210
4,1,104,2,1364,612,1,500
4,1,104,2,1364,903,1,100
4,1,104,2,1364,906,1,500
4,1,104,2,1364,951,1,200
4,1,104,2,1364,1061,1,350
4,1,104,2,1364,1512,1,750
4,1,104,2,1364,1531,1,100
4,1,104,2,1364,1532,1,130
4,1,104,2,1364,1551,1,100
4,1,104,2,1364,1552,1,150
4,1,104,2,1364,1601,1,20
4,1,104,2,1364,1602,1,300
4,1,104,2,1364,1612,1,700
4,1,104,2,1364,1621,1,5
4,1,104,2,1364,1622,1,150
4,1,104,2,1364,1801,1,10
4,1,104,2,1364,1802,1,240
4,1,104,2,1364,1901,1,20
4,1,104,2,1364,1911,1,10
4,1,104,2,1364,1922,1,450
4,1,104,2,1364,1931,1,100
4,1,104,2,1364,1932,1,70
4,1,104,2,1364,2031,1,50
4,1,104,2,1364,2033,1,100
4,1,104,2,1364,9003,1,200
4,1,104,2,1364,9004,1,150
4,1,104,2,1364,9011,1,200
4,1,104,2,1364,9012,1,200
4,1,104,2,1364,9013,1,300
4,1,105,2,638,5,1,200
4,1,105,2,638,7,1,260
4,1,105,2,638,8,1,120
4,1,105,2,638,9,1,10
4,1,105,2,638,10,1,10
4,1,105,2,638,30,1,40
4,1,105,2,638,31,1,130
4,1,105,2,638,32,1,140
4,1,105,2,638,33,1,140
4,1,105,2,638,34,1,120
4,1,105,2,638,35,1,100
4,1,105,2,638,38,1,20
4,1,105,2,638,50,1,300
4,1,105,2,638,52,1,20
4,1,105,2,638,53,1,10
4,1,105,2,638,63,1,150
4,1,105,2,638,65,1,60
4,1,105,2,638,70,1,300
4,1,105,2,638,73,1,220
4,1,105,2,638,78,1,220
4,1,105,2,638,80,1,200
4,1,105,2,638,81,1,50
4,1,105,2,638,82,1,10
4,1,105,2,638,84,1,40
4,1,105,2,638,85,1,30
4,1,105,2,638,86,1,150
4,1,105,2,638,91,1,20
4,1,105,2,638,101,1,500
4,1,105,2,638,102,1,20
4,1,105,2,638,103,1,10
4,1,105,2,638,104,1,600
4,1,105,2,638,108,1,30
4,1,105,2,638,111,1,30
4,1,105,2,638,125,1,800
4,1,105,2,638,126,1,30
4,1,105,2,638,130,1,900
4,1,105,2,638,141,1,500
4,1,105,2,638,142,1,500
4,1,105,2,638,143,1,600
4,1,105,2,638,147,1,120
4,1,105,2,638,170,1,150
4,1,105,2,638,174,1,150
4,1,105,2,638,182,1,1000
4,1,105,2,638,201,1,10
4,1,105,2,638,202,1,120
4,1,105,2,638,611,1,210
4,1,105,2,638,612,1,600
4,1,105,2,638,903,1,100
4,1,105,2,638,906,1,500
4,1,105,2,638,951,1,220
4,1,105,2,638,1061,1,500
4,1,105,2,638,1512,1,750
4,1,105,2,638,1531,1,80
4,1,105,2,638,1532,1,130
4,1,105,2,638,1612,1,750
4,1,105,2,638,1621,1,5
4,1,105,2,638,1622,1,150
4,1,105,2,638,1801,1,10
4,1,105,2,638,1802,1,250
4,1,105,2,638,1901,1,20
4,1,105,2,638,1911,1,10
4,1,105,2,638,1922,1,100
4,1,105,2,638,2031,1,50
4,1,105,2,638,2033,1,120
4,1,105,2,638,9003,1,200
4,1,105,2,638,9004,1,150
4,1,105,2,638,9011,1,200
4,1,105,2,638,9012,1,200
4,1,105,2,638,9013,1,300
4,1,106,2,880,5,1,220
4,1,106,2,880,7,1,260
4,1,106,2,880,8,1,100
4,1,106,2,880,9,1,10
4,1,106,2,880,10,1,10
4,1,106,2,880,21,1,400
4,1,106,2,880,30,1,40
4,1,106,2,880,31,1,120
4,1,106,2,880,32,1,150
4,1,106,2,880,33,1,150
4,1,106,2,880,34,1,80
4,1,106,2,880,35,1,100
4,1,106,2,880,38,1,20
4,1,106,2,880,52,1,20
4,1,106,2,880,53,1,10
4,1,106,2,880,63,1,150
4,1,106,2,880,65,1,60
4,1,106,2,880,70,1,280
4,1,106,2,880,73,1,250
4,1,106,2,880,76,1,320
4,1,106,2,880,78,1,200
4,1,106,2,880,80,1,700
4,1,106,2,880,81,1,50
4,1,106,2,880,82,1,10
4,1,106,2,880,84,1,50
4,1,106,2,880,85,1,20
4,1,106,2,880,86,1,150
4,1,106,2,880,91,1,120
4,1,106,2,880,101,1,450
4,1,106,2,880,102,1,20
4,1,106,2,880,103,1,10
4,1,106,2,880,104,1,400
4,1,106,2,880,108,1,20
4,1,106,2,880,111,1,30
4,1,106,2,880,120,1,750
4,1,106,2,880,125,1,700
4,1,106,2,880,126,1,30
4,1,106,2,880,130,1,850
4,1,106,2,880,132,1,900
4,1,106,2,880,141,1,500
4,1,106,2,880,142,1,500
4,1,106,2,880,143,1,400
4,1,106,2,880,145,1,500
4,1,106,2,880,147,1,120
4,1,106,2,880,152,1,1200
4,1,106,2,880,154,1,50
4,1,106,2,880,170,1,200
4,1,106,2,880,171,1,200
4,1,106,2,880,174,1,200
4,1,106,2,880,201,1,10
4,1,106,2,880,202,1,120
4,1,106,2,880,204,1,50
4,1,106,2,880,611,1,50
4,1,106,2,880,612,1,450
4,1,106,2,880,903,1,100
4,1,106,2,880,906,1,450
4,1,106,2,880,951,1,200
4,1,106,2,880,1061,1,500
4,1,106,2,880,1512,1,600
4,1,106,2,880,1531,1,80
4,1,106,2,880,1532,1,130
4,1,106,2,880,1551,1,100
4,1,106,2,880,1552,1,150
4,1,106,2,880,1601,1,20
4,1,106,2,880,1602,1,280
4,1,106,2,880,1612,1,700
4,1,106,2,880,1621,1,5
4,1,106,2,880,1622,1,1140
4,1,106,2,880,1801,1,10
4,1,106,2,880,1802,1,220
4,1,106,2,880,1901,1,20
4,1,106,2,880,1911,1,10
4,1,106,2,880,1922,1,500
4,1,106,2,880,1931,1,70
4,1,106,2,880,1932,1,100
4,1,106,2,880,2031,1,50
4,1,106,2,880,2033,1,100
4,1,106,2,880,9003,1,200
4,1,106,2,880,9004,1,150
4,1,106,2,880,9011,1,200
4,1,106,2,880,9012,1,200
4,1,106,2,880,9013,1,300
4,1,107,2,1044,1,1,10
4,1,107,2,1044,5,1,200
4,1,107,2,1044,7,1,260
4,1,107,2,1044,8,1,100
4,1,107,2,1044,9,1,10
4,1,107,2,1044,30,1,40
4,1,107,2,1044,31,1,150
4,1,107,2,1044,32,1,140
4,1,107,2,1044,33,1,140
4,1,107,2,1044,34,1,120
4,1,107,2,1044,35,1,120
4,1,107,2,1044,38,1,20
4,1,107,2,1044,52,1,20
4,1,107,2,1044,53,1,10
4,1,107,2,1044,63,1,120
4,1,107,2,1044,65,1,60
4,1,107,2,1044,70,1,280
4,1,107,2,1044,73,1,220
4,1,107,2,1044,76,1,330
4,1,107,2,1044,78,1,220
4,1,107,2,1044,80,1,800
4,1,107,2,1044,81,1,50
4,1,107,2,1044,82,1,10
4,1,107,2,1044,84,1,30
4,1,107,2,1044,85,1,20
4,1,107,2,1044,86,1,100
4,1,107,2,1044,91,1,120
4,1,107,2,1044,101,1,600
4,1,107,2,1044,102,1,20
4,1,107,2,1044,103,1,10
4,1,107,2,1044,104,1,400
4,1,107,2,1044,108,1,30
4,1,107,2,1044,111,1,30
4,1,107,2,1044,125,1,800
4,1,107,2,1044,126,1,30
4,1,107,2,1044,130,1,900
4,1,107,2,1044,141,1,500
4,1,107,2,1044,142,1,500
4,1,107,2,1044,143,1,600
4,1,107,2,1044,147,1,120
4,1,107,2,1044,170,1,150
4,1,107,2,1044,174,1,150
4,1,107,2,1044,201,1,10
4,1,107,2,1044,202,1,120
4,1,107,2,1044,204,1,50
4,1,107,2,1044,611,1,200
4,1,107,2,1044,612,1,600
4,1,107,2,1044,903,1,100
4,1,107,2,1044,906,1,500
4,1,107,2,1044,951,1,220
4,1,107,2,1044,1061,1,400
4,1,107,2,1044,1512,1,750
4,1,107,2,1044,1531,1,80
4,1,107,2,1044,1532,1,130
4,1,107,2,1044,1612,1,750
4,1,107,2,1044,1621,1,5
4,1,107,2,1044,1622,1,150
4,1,107,2,1044,1801,1,10
4,1,107,2,1044,1802,1,250
4,1,107,2,1044,1901,1,20
4,1,107,2,1044,1911,1,10
4,1,107,2,1044,1922,1,100
4,1,107,2,1044,2031,1,60
4,1,107,2,1044,2033,1,100
4,1,107,2,1044,9003,1,200
4,1,107,2,1044,9004,1,150
4,1,107,2,1044,9011,1,200
4,1,107,2,1044,9012,1,200
4,1,107,2,1044,9013,1,300
4,1,108,2,904,3,1,170
4,1,108,2,904,4,1,120
4,1,108,2,904,5,1,200
4,1,108,2,904,7,1,260
4,1,108,2,904,8,1,150
4,1,108,2,904,9,1,10
4,1,108,2,904,10,1,10
4,1,108,2,904,21,1,300
4,1,108,2,904,30,1,40
4,1,108,2,904,31,1,150
4,1,108,2,904,32,1,150
4,1,108,2,904,33,1,150
4,1,108,2,904,34,1,200
4,1,108,2,904,35,1,200
4,1,108,2,904,36,1,300
4,1,108,2,904,38,1,20
4,1,108,2,904,51,1,150
4,1,108,2,904,52,1,20
4,1,108,2,904,53,1,10
4,1,108,2,904,64,1,600
4,1,108,2,904,65,1,80
4,1,108,2,904,70,1,300
4,1,108,2,904,73,1,200
4,1,108,2,904,76,1,320
4,1,108,2,904,78,1,200
4,1,108,2,904,80,1,800
4,1,108,2,904,81,1,50
4,1,108,2,904,82,1,20
4,1,108,2,904,84,1,60
4,1,108,2,904,85,1,40
4,1,108,2,904,86,1,200
4,1,108,2,904,87,1,300
4,1,108,2,904,88,1,300
4,1,108,2,904,91,1,120
4,1,108,2,904,101,1,600
4,1,108,2,904,102,1,20
4,1,108,2,904,103,1,10
4,1,108,2,904,104,1,500
4,1,108,2,904,108,1,40
4,1,108,2,904,111,1,30
4,1,108,2,904,120,1,900
4,1,108,2,904,125,1,750
4,1,108,2,904,126,1,30
4,1,108,2,904,130,1,850
4,1,108,2,904,132,1,900
4,1,108,2,904,133,1,900
4,1,108,2,904,141,1,550
4,1,108,2,904,142,1,600
4,1,108,2,904,143,1,550
4,1,108,2,904,145,1,600
4,1,108,2,904,147,1,120
4,1,108,2,904,152,1,1250
4,1,108,2,904,154,1,100
4,1,108,2,904,170,1,200
4,1,108,2,904,171,1,200
4,1,108,2,904,174,1,200
4,1,108,2,904,182,1,1000
4,1,108,2,904,201,1,10
4,1,108,2,904,202,1,120
4,1,108,2,904,204,1,50
4,1,108,2,904,611,1,210
4,1,108,2,904,612,1,600
4,1,108,2,904,903,1,100
4,1,108,2,904,906,1,500
4,1,108,2,904,951,2,200
4,1,108,2,904,1061,1,400
4,1,108,2,904,1512,1,700
4,1,108,2,904,1513,1,1400
4,1,108,2,904,1531,1,80
4,1,108,2,904,1532,1,120
4,1,108,2,904,1551,1,1000
4,1,108,2,904,1552,1,150
4,1,108,2,904,1601,1,20
4,1,108,2,904,1602,1,300
4,1,108,2,904,1612,1,700
4,1,108,2,904,1613,1,1400
4,1,108,2,904,1621,1,5
4,1,108,2,904,1622,1,140
4,1,108,2,904,1801,1,10
4,1,108,2,904,1802,1,230
4,1,108,2,904,1901,1,10
4,1,108,2,904,1911,1,10
4,1,108,2,904,1931,1,100
4,1,108,2,904,1932,1,70
4,1,108,2,904,2031,1,60
4,1,108,2,904,2033,1,100
4,1,108,2,904,9003,1,200
4,1,108,2,904,9004,1,150
4,1,108,2,904,9011,1,200
4,1,108,2,904,9012,1,200
4,1,108,2,904,9013,1,300
4,1,110,2,76,5,1,200
4,1,110,2,76,7,1,260
4,1,110,2,76,8,1,70
4,1,110,2,76,9,1,10
4,1,110,2,76,10,1,10
4,1,110,2,76,30,1,30
4,1,110,2,76,31,1,150
4,1,110,2,76,32,1,150
4,1,110,2,76,33,1,150
4,1,110,2,76,34,1,200
4,1,110,2,76,35,1,200
4,1,110,2,76,36,1,300
4,1,110,2,76,38,1,20
4,1,110,2,76,50,1,250
4,1,110,2,76,52,1,20
4,1,110,2,76,53,1,10
4,1,110,2,76,65,1,70
4,1,110,2,76,70,1,250
4,1,110,2,76,73,1,220
4,1,110,2,76,78,1,220
4,1,110,2,76,80,1,200
4,1,110,2,76,82,1,10
4,1,110,2,76,84,1,40
4,1,110,2,76,85,1,30
4,1,110,2,76,86,1,150
4,1,110,2,76,91,1,120
4,1,110,2,76,101,1,500
4,1,110,2,76,102,1,20
4,1,110,2,76,103,1,10
4,1,110,2,76,104,1,300
4,1,110,2,76,105,1,600
4,1,110,2,76,108,1,40
4,1,110,2,76,111,1,30
4,1,110,2,76,120,1,1000
4,1,110,2,76,125,1,800
4,1,110,2,76,126,1,20
4,1,110,2,76,130,1,900
4,1,110,2,76,133,1,900
4,1,110,2,76,141,1,600
4,1,110,2,76,142,1,600
4,1,110,2,76,143,1,550
4,1,110,2,76,145,1,700
4,1,110,2,76,147,1,120
4,1,110,2,76,152,1,1300
4,1,110,2,76,170,1,150
4,1,110,2,76,171,1,150
4,1,110,2,76,174,1,100
4,1,110,2,76,182,1,1000
4,1,110,2,76,201,1,10
4,1,110,2,76,202,1,120
4,1,110,2,76,611,1,250
4,1,110,2,76,612,1,700
4,1,110,2,76,903,1,70
4,1,110,2,76,906,1,500
4,1,110,2,76,951,1,220
4,1,110,2,76,1061,1,400
4,1,110,2,76,1512,1,750
4,1,110,2,76,1531,1,90
4,1,110,2,76,1532,1,130
4,1,110,2,76,1612,1,700
4,1,110,2,76,1621,1,5
4,1,110,2,76,1622,1,140
4,1,110,2,76,1801,1,10
4,1,110,2,76,1802,1,220
4,1,110,2,76,1901,1,20
4,1,110,2,76,1911,1,10
4,1,110,2,76,1922,1,400
4,1,110,2,76,1931,1,100
4,1,110,2,76,1932,1,60
4,1,110,2,76,2031,1,60
4,1,110,2,76,2033,1,120
4,1,110,2,76,9002,1,200
4,1,110,2,76,9004,1,120
4,1,110,2,76,9011,1,180
4,1,110,2,76,9012,1,200
4,1,110,2,76,9013,1,300
4,1,110,2,76,9014,1,180
4,1,111,1,1146,1,1,125
4,1,111,1,1146,2,1,125
4,1,111,1,1146,3,1,125
4,1,111,1,1146,4,1,125
4,1,111,1,1146,5,1,200
4,1,111,1,1146,7,1,260
4,1,111,1,1146,8,1,100
4,1,111,1,1146,9,1,10
4,1,111,1,1146,10,1,10
4,1,111,1,1146,21,1,250
4,1,111,1,1146,24,1,450
4,1,111,1,1146,30,1,40
4,1,111,1,1146,31,1,150
4,1,111,1,1146,32,1,150
4,1,111,1,1146,33,1,150
4,1,111,1,1146,34,1,250
4,1,111,1,1146,35,1,200
4,1,111,1,1146,36,1,250
4,1,111,1,1146,38,1,20
4,1,111,1,1146,51,1,150
4,1,111,1,1146,52,1,20
4,1,111,1,1146,53,1,10
4,1,111,1,1146,54,1,300
4,1,111,1,1146,55,1,150
4,1,111,1,1146,63,1,350
4,1,111,1,1146,64,1,600
4,1,111,1,1146,65,1,60
4,1,111,1,1146,70,1,250
4,1,111,1,1146,73,1,200
4,1,111,1,1146,76,1,300
4,1,111,1,1146,78,1,200
4,1,111,1,1146,80,1,950
4,1,111,1,1146,81,1,50
4,1,111,1,1146,82,1,10
4,1,111,1,1146,84,1,50
4,1,111,1,1146,85,1,30
4,1,111,1,1146,86,1,150
4,1,111,1,1146,87,1,250
4,1,111,1,1146,88,1,250
4,1,111,1,1146,91,1,100
4,1,111,1,1146,101,1,400
4,1,111,1,1146,102,1,20
4,1,111,1,1146,103,1,10
4,1,111,1,1146,104,1,450
4,1,111,1,1146,107,1,200
4,1,111,1,1146,108,1,30
4,1,111,1,1146,111,1,25
4,1,111,1,1146,120,1,900
4,1,111,1,1146,125,1,700
4,1,111,1,1146,126,1,30
4,1,111,1,1146,130,1,800
4,1,111,1,1146,133,1,900
4,1,111,1,1146,136,1,400
4,1,111,1,1146,140,1,1000
4,1,111,1,1146,141,1,550
4,1,111,1,1146,142,1,600
4,1,111,1,1146,143,1,600
4,1,111,1,1146,146,1,1000
4,1,111,1,1146,147,1,100
4,1,111,1,1146,152,1,1350
4,1,111,1,1146,154,1,100
4,1,111,1,1146,170,1,200
4,1,111,1,1146,171,1,250
4,1,111,1,1146,174,1,200
4,1,111,1,1146,181,1,350
4,1,111,1,1146,182,1,1000
4,1,111,1,1146,201,1,10
4,1,111,1,1146,202,1,120
4,1,111,1,1146,204,1,50
4,1,111,1,1146,611,1,250
4,1,111,1,1146,612,1,600
4,1,111,1,1146,903,1,100
4,1,111,1,1146,906,1,1000
4,1,111,1,1146,951,1,200
4,1,111,1,1146,1061,1,400
4,1,111,1,1146,1512,1,650
4,1,111,1,1146,1513,1,1300
4,1,111,1,1146,1531,1,80
4,1,111,1,1146,1532,1,120
4,1,111,1,1146,1551,1,50
4,1,111,1,1146,1552,1,150
4,1,111,1,1146,1553,1,250
4,1,111,1,1146,1601,1,20
4,1,111,1,1146,1602,1,300
4,1,111,1,1146,1612,1,650
4,1,111,1,1146,1613,1,1300
4,1,111,1,1146,1621,1,5
4,1,111,1,1146,1622,1,130
4,1,111,1,1146,1801,1,10
4,1,111,1,1146,1802,1,200
4,1,111,1,1146,1901,1,10
4,1,111,1,1146,1911,1,10
4,1,111,1,1146,1922,1,450
4,1,111,1,1146,1931,1,100
4,1,111,1,1146,1932,1,60
4,1,111,1,1146,2031,1,60
4,1,111,1,1146,2032,1,70
4,1,111,1,1146,2033,1,100
4,1,111,1,1146,9002,1,200
4,1,111,1,1146,9004,1,150
4,1,111,1,1146,9011,1,200
4,1,111,1,1146,9012,1,220
4,1,111,1,1146,9013,1,300
4,1,111,1,1146,9014,1,200
4,1,115,1,670,1,1,125
4,1,115,1,670,2,1,125
4,1,115,1,670,3,1,125
4,1,115,1,670,4,1,125
4,1,115,1,670,5,1,200
4,1,115,1,670,7,1,260
4,1,115,1,670,8,1,100
4,1,115,1,670,9,1,10
4,1,115,1,670,10,1,10
4,1,115,1,670,21,1,250
4,1,115,1,670,24,1,500
4,1,115,1,670,30,1,40
4,1,115,1,670,31,1,150
4,1,115,1,670,32,1,150
4,1,115,1,670,33,1,150
4,1,115,1,670,34,1,200
4,1,115,1,670,35,1,120
4,1,115,1,670,36,1,250
4,1,115,1,670,38,1,20
4,1,115,1,670,51,1,150
4,1,115,1,670,52,1,20
4,1,115,1,670,53,1,10
4,1,115,1,670,55,1,150
4,1,115,1,670,64,1,650
4,1,115,1,670,65,1,60
4,1,115,1,670,70,1,200
4,1,115,1,670,73,1,200
4,1,115,1,670,76,1,320
4,1,115,1,670,78,1,200
4,1,115,1,670,80,1,1000
4,1,115,1,670,81,1,50
4,1,115,1,670,82,1,10
4,1,115,1,670,84,1,60
4,1,115,1,670,85,1,30
4,1,115,1,670,86,1,200
4,1,115,1,670,87,1,250
4,1,115,1,670,88,1,250
4,1,115,1,670,91,1,100
4,1,115,1,670,101,1,400
4,1,115,1,670,102,1,20
4,1,115,1,670,103,1,10
4,1,115,1,670,104,1,400
4,1,115,1,670,107,1,200
4,1,115,1,670,108,1,30
