"zone","state","lga","sector","ea","item_cd","sc8q1","sc8q2"
5,9,912,2,102,1802,1,250
5,9,912,2,102,2001,1,50
5,9,912,2,102,2002,1,100
5,9,912,2,102,2031,1,60
5,9,912,2,102,9002,1,120
5,9,912,2,102,9011,1,200
5,9,913,2,2266,1,2,0
5,9,913,2,2266,2,2,0
5,9,913,2,2266,3,1,100
5,9,913,2,2266,4,2,0
5,9,913,2,2266,5,1,30
5,9,913,2,2266,7,2,0
5,9,913,2,2266,8,1,50
5,9,913,2,2266,9,1,10
5,9,913,2,2266,10,1,20
5,9,913,2,2266,11,2,0
5,9,913,2,2266,20,2,0
5,9,913,2,2266,21,2,0
5,9,913,2,2266,22,2,0
5,9,913,2,2266,23,2,0
5,9,913,2,2266,24,2,0
5,9,913,2,2266,30,1,400
5,9,913,2,2266,31,1,1500
5,9,913,2,2266,32,2,0
5,9,913,2,2266,33,1,1800
5,9,913,2,2266,34,2,0
5,9,913,2,2266,35,2,500
5,9,913,2,2266,36,2,0
5,9,913,2,2266,37,2,0
5,9,913,2,2266,38,1,40
5,9,913,2,2266,50,2,0
5,9,913,2,2266,51,2,0
5,9,913,2,2266,52,1,10
5,9,913,2,2266,53,1,10
5,9,913,2,2266,54,1,10
5,9,913,2,2266,60,2,0
5,9,913,2,2266,61,1,50
5,9,913,2,2266,62,1,20
5,9,913,2,2266,63,1,100
5,9,913,2,2266,64,1,200
5,9,913,2,2266,65,2,0
5,9,913,2,2266,70,1,150
5,9,913,2,2266,71,2,0
5,9,913,2,2266,72,2,0
5,9,913,2,2266,73,2,0
5,9,913,2,2266,74,2,0
5,9,913,2,2266,75,2,0
5,9,913,2,2266,76,1,250
5,9,913,2,2266,80,1,50
5,9,913,2,2266,81,2,0
5,9,913,2,2266,82,1,20
5,9,913,2,2266,83,1,20
5,9,913,2,2266,84,1,30
5,9,913,2,2266,85,2,0
5,9,913,2,2266,86,1,50
5,9,913,2,2266,87,2,0
5,9,913,2,2266,88,2,0
5,9,913,2,2266,90,2,0
5,9,913,2,2266,91,2,0
5,9,913,2,2266,101,2,0
5,9,913,2,2266,102,2,0
5,9,913,2,2266,103,1,50
5,9,913,2,2266,104,1,300
5,9,913,2,2266,105,2,0
5,9,913,2,2266,106,1,500
5,9,913,2,2266,107,2,0
5,9,913,2,2266,108,1,0
5,9,913,2,2266,109,2,0
5,9,913,2,2266,111,2,0
5,9,913,2,2266,120,1,1000
5,9,913,2,2266,121,1,1200
5,9,913,2,2266,122,2,0
5,9,913,2,2266,123,2,0
5,9,913,2,2266,125,1,750
5,9,913,2,2266,126,1,50
5,9,913,2,2266,130,1,200
5,9,913,2,2266,131,2,0
5,9,913,2,2266,132,1,200
5,9,913,2,2266,133,1,200
5,9,913,2,2266,134,1,200
5,9,913,2,2266,136,2,0
5,9,913,2,2266,140,1,400
5,9,913,2,2266,141,1,100
5,9,913,2,2266,142,1,500
5,9,913,2,2266,143,1,150
5,9,913,2,2266,144,1,50
5,9,913,2,2266,145,1,200
5,9,913,2,2266,146,2,0
5,9,913,2,2266,147,2,0
5,9,913,2,2266,170,1,150
5,9,913,2,2266,171,1,150
5,9,913,2,2266,174,1,150
5,9,913,2,2266,175,1,250
5,9,913,2,2266,182,1,600
5,9,913,2,2266,201,1,10
5,9,913,2,2266,202,1,100
5,9,913,2,2266,204,1,50
5,9,913,2,2266,903,1,100
5,9,913,2,2266,905,1,400
5,9,913,2,2266,951,1,170
5,9,913,2,2266,1512,1,650
5,9,913,2,2266,1532,1,120
5,9,913,2,2266,1612,1,650
5,9,913,2,2266,1801,1,10
5,9,913,2,2266,1802,1,170
5,9,913,2,2266,1901,1,10
5,9,913,2,2266,2001,1,80
5,9,913,2,2266,2002,1,120
5,9,913,2,2266,2031,1,60
5,9,913,2,2266,9002,1,170
5,9,913,2,2266,9004,1,170
5,9,913,2,2266,9011,1,200
5,9,914,2,1746,1,1,800
5,9,914,2,1746,3,1,100
5,9,914,2,1746,5,1,25
5,9,914,2,1746,8,1,50
5,9,914,2,1746,9,1,10
5,9,914,2,1746,10,1,10
5,9,914,2,1746,30,1,500
5,9,914,2,1746,31,1,1200
5,9,914,2,1746,35,1,500
5,9,914,2,1746,38,1,400
5,9,914,2,1746,52,1,20
5,9,914,2,1746,53,1,5
5,9,914,2,1746,54,1,10
5,9,914,2,1746,55,1,100
5,9,914,2,1746,61,1,30
5,9,914,2,1746,62,1,20
5,9,914,2,1746,70,1,130
5,9,914,2,1746,76,1,250
5,9,914,2,1746,80,1,50
5,9,914,2,1746,82,1,10
5,9,914,2,1746,83,1,10
5,9,914,2,1746,84,1,50
5,9,914,2,1746,101,1,300
5,9,914,2,1746,102,1,20
5,9,914,2,1746,104,1,250
5,9,914,2,1746,105,1,350
5,9,914,2,1746,106,1,400
5,9,914,2,1746,108,1,20
5,9,914,2,1746,111,1,40
5,9,914,2,1746,120,1,800
5,9,914,2,1746,121,1,700
5,9,914,2,1746,125,1,750
5,9,914,2,1746,126,1,30
5,9,914,2,1746,130,1,200
5,9,914,2,1746,132,1,200
5,9,914,2,1746,133,1,200
5,9,914,2,1746,134,1,200
5,9,914,2,1746,140,1,500
5,9,914,2,1746,141,1,100
5,9,914,2,1746,142,1,200
5,9,914,2,1746,143,1,300
5,9,914,2,1746,144,1,50
5,9,914,2,1746,145,1,300
5,9,914,2,1746,146,1,300
5,9,914,2,1746,170,1,100
5,9,914,2,1746,171,1,100
5,9,914,2,1746,174,1,100
5,9,914,2,1746,182,1,500
5,9,914,2,1746,201,1,10
5,9,914,2,1746,202,1,120
5,9,914,2,1746,204,1,50
5,9,914,2,1746,903,1,50
5,9,914,2,1746,905,1,300
5,9,914,2,1746,951,1,250
5,9,914,2,1746,1512,1,650
5,9,914,2,1746,1552,1,400
5,9,914,2,1746,1601,1,50
5,9,914,2,1746,1602,1,300
5,9,914,2,1746,1612,1,650
5,9,914,2,1746,1621,1,10
5,9,914,2,1746,1622,1,250
5,9,914,2,1746,1801,1,10
5,9,914,2,1746,1802,1,250
5,9,914,2,1746,2001,1,50
5,9,914,2,1746,2002,1,100
5,9,914,2,1746,2031,1,60
5,9,914,2,1746,9002,1,120
5,9,914,2,1746,9011,1,200
5,9,915,1,1390,1,2,0
5,9,915,1,1390,2,2,0
5,9,915,1,1390,3,1,100
5,9,915,1,1390,4,,
5,9,915,1,1390,5,1,25
5,9,915,1,1390,7,1,50
5,9,915,1,1390,8,1,50
5,9,915,1,1390,9,1,10
5,9,915,1,1390,10,1,5
5,9,915,1,1390,11,2,0
5,9,915,1,1390,20,2,0
5,9,915,1,1390,21,2,0
5,9,915,1,1390,22,2,0
5,9,915,1,1390,23,2,0
5,9,915,1,1390,24,2,0
5,9,915,1,1390,30,2,0
5,9,915,1,1390,31,1,1500
5,9,915,1,1390,32,1,2000
5,9,915,1,1390,33,1,1800
5,9,915,1,1390,34,1,400
5,9,915,1,1390,35,1,200
5,9,915,1,1390,36,1,50
5,9,915,1,1390,37,2,0
5,9,915,1,1390,38,1,40
5,9,915,1,1390,50,2,0
5,9,915,1,1390,51,2,0
5,9,915,1,1390,52,1,10
5,9,915,1,1390,53,1,10
5,9,915,1,1390,54,1,10
5,9,915,1,1390,55,2,0
5,9,915,1,1390,60,2,0
5,9,915,1,1390,61,1,50
5,9,915,1,1390,62,1,20
5,9,915,1,1390,63,2,0
5,9,915,1,1390,64,2,0
5,9,915,1,1390,65,1,50
5,9,915,1,1390,70,1,160
5,9,915,1,1390,71,2,0
5,9,915,1,1390,72,2,0
5,9,915,1,1390,73,2,0
5,9,915,1,1390,74,2,0
5,9,915,1,1390,75,2,0
5,9,915,1,1390,76,1,250
5,9,915,1,1390,78,2,0
5,9,915,1,1390,80,1,50
5,9,915,1,1390,81,1,50
5,9,915,1,1390,82,1,50
5,9,915,1,1390,83,1,50
5,9,915,1,1390,84,1,100
5,9,915,1,1390,85,1,50
5,9,915,1,1390,86,1,200
5,9,915,1,1390,87,1,200
5,9,915,1,1390,88,2,0
5,9,915,1,1390,90,2,0
5,9,915,1,1390,91,2,0
5,9,915,1,1390,101,1,900
5,9,915,1,1390,102,1,50
5,9,915,1,1390,103,1,50
5,9,915,1,1390,104,1,400
5,9,915,1,1390,105,2,0
5,9,915,1,1390,106,1,700
5,9,915,1,1390,107,1,2500
5,9,915,1,1390,108,1,50
5,9,915,1,1390,109,2,0
5,9,915,1,1390,111,1,45
5,9,915,1,1390,120,1,2500
5,9,915,1,1390,121,1,2000
5,9,915,1,1390,122,2,0
5,9,915,1,1390,123,2,0
5,9,915,1,1390,125,1,750
5,9,915,1,1390,126,1,50
5,9,915,1,1390,130,1,400
5,9,915,1,1390,131,2,0
5,9,915,1,1390,133,1,1000
5,9,915,1,1390,134,1,500
5,9,915,1,1390,136,1,1500
5,9,915,1,1390,140,1,600
5,9,915,1,1390,141,1,200
5,9,915,1,1390,142,1,400
5,9,915,1,1390,143,1,200
5,9,915,1,1390,144,1,200
5,9,915,1,1390,145,1,50
5,9,915,1,1390,146,1,100
5,9,915,1,1390,150,1,0
5,9,915,1,1390,154,1,100
5,9,915,1,1390,170,1,100
5,9,915,1,1390,171,1,200
5,9,915,1,1390,172,2,0
5,9,915,1,1390,173,2,0
5,9,915,1,1390,174,1,200
5,9,915,1,1390,175,1,200
5,9,915,1,1390,181,2,0
5,9,915,1,1390,182,1,500
5,9,915,1,1390,183,2,2
5,9,915,1,1390,184,2,0
5,9,915,1,1390,201,1,10
5,9,915,1,1390,202,1,100
5,9,915,1,1390,204,2,0
5,9,915,1,1390,1511,1,650
5,9,915,1,1390,1512,1,6
5,9,915,1,1390,1551,1,100
5,9,915,1,1390,1552,2,0
5,9,915,1,1390,1601,1,300
5,9,915,1,1390,1602,1,300
5,9,915,1,1390,1611,1,320
5,9,915,1,1390,1612,1,650
5,9,915,1,1390,1613,1,1300
5,9,915,1,1390,1621,1,10
5,9,915,1,1390,1622,1,200
5,9,915,1,1390,1801,1,10
5,9,915,1,1390,1802,1,190
5,9,915,1,1390,2001,1,100
5,9,915,1,1390,2002,1,120
5,9,915,1,1390,2031,1,100
5,9,915,1,1390,2032,1,100
5,9,915,1,1390,2033,2,60
5,9,916,2,1068,1,2,0
5,9,916,2,1068,2,2,0
5,9,916,2,1068,3,1,100
5,9,916,2,1068,5,1,20
5,9,916,2,1068,8,1,50
5,9,916,2,1068,9,1,10
5,9,916,2,1068,10,1,10
5,9,916,2,1068,31,1,1200
5,9,916,2,1068,32,1,1500
5,9,916,2,1068,35,1,500
5,9,916,2,1068,38,1,20
5,9,916,2,1068,52,1,20
5,9,916,2,1068,53,1,10
5,9,916,2,1068,54,1,10
5,9,916,2,1068,55,1,50
5,9,916,2,1068,61,1,30
5,9,916,2,1068,62,1,10
5,9,916,2,1068,65,1,50
5,9,916,2,1068,70,1,150
5,9,916,2,1068,76,1,250
5,9,916,2,1068,80,1,50
5,9,916,2,1068,82,1,10
5,9,916,2,1068,83,1,10
5,9,916,2,1068,84,1,10
5,9,916,2,1068,85,1,20
5,9,916,2,1068,86,1,50
5,9,916,2,1068,101,1,450
5,9,916,2,1068,102,1,50
5,9,916,2,1068,104,1,300
5,9,916,2,1068,105,1,450
5,9,916,2,1068,106,1,500
5,9,916,2,1068,108,1,20
5,9,916,2,1068,111,1,40
5,9,916,2,1068,120,1,1200
5,9,916,2,1068,121,1,1500
5,9,916,2,1068,125,1,750
5,9,916,2,1068,126,1,30
5,9,916,2,1068,130,1,200
5,9,916,2,1068,132,1,200
5,9,916,2,1068,133,1,200
5,9,916,2,1068,134,1,300
5,9,916,2,1068,140,1,400
5,9,916,2,1068,141,1,150
5,9,916,2,1068,142,1,500
5,9,916,2,1068,143,1,200
5,9,916,2,1068,144,1,50
5,9,916,2,1068,145,1,300
5,9,916,2,1068,170,1,100
5,9,916,2,1068,171,1,100
5,9,916,2,1068,174,1,100
5,9,916,2,1068,175,1,250
5,9,916,2,1068,182,1,500
5,9,916,2,1068,201,1,10
5,9,916,2,1068,202,1,120
5,9,916,2,1068,903,1,50
5,9,916,2,1068,905,1,300
5,9,916,2,1068,951,1,250
5,9,916,2,1068,1512,1,650
5,9,916,2,1068,1532,1,120
5,9,916,2,1068,1601,1,50
5,9,916,2,1068,1602,1,350
5,9,916,2,1068,1612,1,650
5,9,916,2,1068,1621,1,10
5,9,916,2,1068,1622,1,250
5,9,916,2,1068,1801,1,10
5,9,916,2,1068,1802,1,290
5,9,916,2,1068,1901,1,20
5,9,916,2,1068,2001,1,120
5,9,916,2,1068,2002,1,150
5,9,916,2,1068,2031,1,60
5,9,916,2,1068,9002,1,130
5,9,916,2,1068,9011,1,200
5,9,917,1,1254,1,2,0
5,9,917,1,1254,2,2,0
5,9,917,1,1254,3,1,100
5,9,917,1,1254,4,2,0
5,9,917,1,1254,5,1,25
5,9,917,1,1254,7,1,50
5,9,917,1,1254,8,1,50
5,9,917,1,1254,9,1,10
5,9,917,1,1254,10,1,10
5,9,917,1,1254,11,2,0
5,9,917,1,1254,20,2,0
5,9,917,1,1254,21,2,0
5,9,917,1,1254,22,2,0
5,9,917,1,1254,23,2,0
5,9,917,1,1254,24,2,0
5,9,917,1,1254,30,2,0
5,9,917,1,1254,31,2,0
5,9,917,1,1254,32,1,1800
5,9,917,1,1254,33,1,1600
5,9,917,1,1254,34,1,1200
5,9,917,1,1254,35,1,500
5,9,917,1,1254,36,1,400
5,9,917,1,1254,37,2,0
5,9,917,1,1254,38,1,50
5,9,917,1,1254,50,2,0
5,9,917,1,1254,51,2,0
5,9,917,1,1254,52,1,20
5,9,917,1,1254,53,1,10
5,9,917,1,1254,54,1,10
5,9,917,1,1254,55,1,10
5,9,917,1,1254,60,1,50
5,9,917,1,1254,61,1,30
5,9,917,1,1254,62,1,50
5,9,917,1,1254,63,1,50
5,9,917,1,1254,64,2,0
5,9,917,1,1254,65,1,100
5,9,917,1,1254,70,1,120
5,9,917,1,1254,71,1,200
5,9,917,1,1254,72,2,0
5,9,917,1,1254,73,2,0
5,9,917,1,1254,74,2,0
5,9,917,1,1254,75,2,0
5,9,917,1,1254,76,1,300
5,9,917,1,1254,78,1,250
5,9,917,1,1254,80,1,50
5,9,917,1,1254,81,1,50
5,9,917,1,1254,82,1,10
5,9,917,1,1254,83,1,10
5,9,917,1,1254,84,1,20
5,9,917,1,1254,85,1,50
5,9,917,1,1254,86,1,250
5,9,917,1,1254,87,1,300
5,9,917,1,1254,88,2,0
5,9,917,1,1254,90,2,0
5,9,917,1,1254,91,1,150
5,9,917,1,1254,101,1,500
5,9,917,1,1254,102,1,50
5,9,917,1,1254,103,1,50
5,9,917,1,1254,104,1,300
5,9,917,1,1254,105,2,0
5,9,917,1,1254,106,1,400
5,9,917,1,1254,107,2,0
5,9,917,1,1254,108,1,50
5,9,917,1,1254,109,2,0
5,9,917,1,1254,111,1,40
5,9,917,1,1254,120,1,1500
5,9,917,1,1254,121,1,5500
5,9,917,1,1254,122,1,3000
5,9,917,1,1254,123,2,0
5,9,917,1,1254,125,1,750
5,9,917,1,1254,126,1,50
5,9,917,1,1254,130,1,500
5,9,917,1,1254,131,2,0
5,9,917,1,1254,132,1,300
5,9,917,1,1254,133,1,400
5,9,917,1,1254,134,1,600
5,9,917,1,1254,136,2,0
5,9,917,1,1254,140,1,1500
5,9,917,1,1254,141,1,150
5,9,917,1,1254,142,1,600
5,9,917,1,1254,143,1,50
5,9,917,1,1254,144,1,50
5,9,917,1,1254,145,1,100
5,9,917,1,1254,146,1,100
5,9,917,1,1254,147,2,0
5,9,917,1,1254,170,1,150
5,9,917,1,1254,171,1,150
5,9,917,1,1254,172,2,0
5,9,917,1,1254,174,1,150
5,9,917,1,1254,175,1,200
5,9,917,1,1254,182,1,500
5,9,917,1,1254,184,1,10
5,9,917,1,1254,201,1,10
5,9,917,1,1254,202,1,100
5,9,917,1,1254,903,1,30
5,9,917,1,1254,905,1,200
5,9,917,1,1254,906,1,250
5,9,917,1,1254,951,1,170
5,9,917,1,1254,1512,1,450
5,9,917,1,1254,1532,1,120
5,9,917,1,1254,1552,1,120
5,9,917,1,1254,1801,1,20
5,9,917,1,1254,1802,1,200
5,9,917,1,1254,2001,1,100
5,9,917,1,1254,2031,1,60
5,9,917,1,1254,9002,1,150
5,9,917,1,1254,9011,1,200
5,9,917,1,1254,9012,1,230
5,9,918,2,834,3,1,100
5,9,918,2,834,5,1,20
5,9,918,2,834,8,1,40
5,9,918,2,834,9,1,10
5,9,918,2,834,10,1,5
5,9,918,2,834,31,1,1000
5,9,918,2,834,32,1,1200
5,9,918,2,834,33,1,800
5,9,918,2,834,35,1,350
5,9,918,2,834,52,1,20
5,9,918,2,834,53,1,10
5,9,918,2,834,54,1,10
5,9,918,2,834,55,1,10
5,9,918,2,834,60,1,250
5,9,918,2,834,61,1,20
5,9,918,2,834,62,1,10
5,9,918,2,834,64,1,10
5,9,918,2,834,65,1,40
5,9,918,2,834,70,1,200
5,9,918,2,834,76,1,250
5,9,918,2,834,78,1,150
5,9,918,2,834,80,1,50
5,9,918,2,834,82,1,20
5,9,918,2,834,83,1,10
5,9,918,2,834,84,1,50
5,9,918,2,834,86,1,50
5,9,918,2,834,101,1,300
5,9,918,2,834,102,1,50
5,9,918,2,834,104,1,500
5,9,918,2,834,105,1,1000
5,9,918,2,834,106,1,1500
5,9,918,2,834,108,1,20
5,9,918,2,834,120,1,700
5,9,918,2,834,121,1,500
5,9,918,2,834,125,1,750
5,9,918,2,834,126,1,20
5,9,918,2,834,130,1,200
5,9,918,2,834,132,1,200
5,9,918,2,834,133,1,300
5,9,918,2,834,134,1,700
5,9,918,2,834,141,1,200
5,9,918,2,834,143,1,100
5,9,918,2,834,144,1,50
5,9,918,2,834,170,1,100
5,9,918,2,834,171,1,100
5,9,918,2,834,174,1,100
5,9,918,2,834,175,1,100
5,9,918,2,834,182,1,500
5,9,918,2,834,183,1,50
5,9,918,2,834,201,1,10
5,9,918,2,834,903,1,70
5,9,918,2,834,905,1,50
5,9,918,2,834,951,1,250
5,9,918,2,834,1512,1,650
5,9,918,2,834,1532,1,120
5,9,918,2,834,1552,1,100
5,9,918,2,834,1612,1,750
5,9,918,2,834,1801,1,10
5,9,918,2,834,1802,1,170
5,9,918,2,834,1901,1,50
5,9,918,2,834,2001,1,120
5,9,918,2,834,2031,1,60
5,9,918,2,834,9002,1,200
5,9,918,2,834,9004,1,170
5,9,918,2,834,9011,1,200
5,10,1001,2,172,7,1,50
5,10,1001,2,172,8,1,50
5,10,1001,2,172,10,1,150
5,10,1001,2,172,31,1,120
5,10,1001,2,172,32,1,100
5,10,1001,2,172,33,1,100
5,10,1001,2,172,35,1,20
5,10,1001,2,172,38,1,100
5,10,1001,2,172,53,1,10
5,10,1001,2,172,61,1,350
5,10,1001,2,172,62,1,10
5,10,1001,2,172,65,1,50
5,10,1001,2,172,70,1,250
5,10,1001,2,172,73,1,200
5,10,1001,2,172,76,1,350
5,10,1001,2,172,78,1,250
5,10,1001,2,172,80,1,600
5,10,1001,2,172,81,1,400
5,10,1001,2,172,84,1,30
5,10,1001,2,172,85,1,20
5,10,1001,2,172,86,1,50
5,10,1001,2,172,101,1,500
5,10,1001,2,172,102,1,40
5,10,1001,2,172,104,1,600
5,10,1001,2,172,106,1,300
5,10,1001,2,172,111,1,30
5,10,1001,2,172,125,1,30
5,10,1001,2,172,130,1,500
5,10,1001,2,172,134,1,700
5,10,1001,2,172,136,1,250
5,10,1001,2,172,141,1,300
5,10,1001,2,172,142,1,250
5,10,1001,2,172,143,1,650
5,10,1001,2,172,170,1,150
5,10,1001,2,172,171,1,200
5,10,1001,2,172,174,1,150
5,10,1001,2,172,201,1,5
5,10,1001,2,172,202,1,100
5,10,1001,2,172,903,1,50
5,10,1001,2,172,905,1,180
5,10,1001,2,172,906,1,350
5,10,1001,2,172,951,1,200
5,10,1005,1,662,3,1,600
5,10,1005,1,662,4,1,700
5,10,1005,1,662,7,1,700
5,10,1005,1,662,8,1,150
5,10,1005,1,662,9,1,20
5,10,1005,1,662,10,1,20
5,10,1005,1,662,21,1,2500
5,10,1005,1,662,22,1,800
5,10,1005,1,662,23,1,400
5,10,1005,1,662,30,1,1600
5,10,1005,1,662,33,1,300
5,10,1005,1,662,34,1,100
5,10,1005,1,662,35,1,100
5,10,1005,1,662,36,1,100
5,10,1005,1,662,38,1,500
5,10,1005,1,662,50,1,360
5,10,1005,1,662,51,1,1000
5,10,1005,1,662,52,1,50
5,10,1005,1,662,53,1,10
5,10,1005,1,662,54,1,10
5,10,1005,1,662,61,1,350
5,10,1005,1,662,62,1,200
5,10,1005,1,662,63,1,100
5,10,1005,1,662,65,1,70
5,10,1005,1,662,70,1,250
5,10,1005,1,662,72,1,150
5,10,1005,1,662,76,1,270
5,10,1005,1,662,78,1,350
5,10,1005,1,662,80,1,150
5,10,1005,1,662,82,1,20
5,10,1005,1,662,83,1,20
5,10,1005,1,662,84,1,150
5,10,1005,1,662,85,1,50
5,10,1005,1,662,86,1,350
5,10,1005,1,662,88,1,100
5,10,1005,1,662,90,1,100
5,10,1005,1,662,91,1,150
5,10,1005,1,662,101,1,300
5,10,1005,1,662,102,1,15
5,10,1005,1,662,103,1,10
5,10,1005,1,662,104,1,250
5,10,1005,1,662,105,1,300
5,10,1005,1,662,106,1,250
5,10,1005,1,662,111,1,50
5,10,1005,1,662,120,1,1400
5,10,1005,1,662,121,1,3000
5,10,1005,1,662,122,1,1800
5,10,1005,1,662,125,1,700
5,10,1005,1,662,126,1,100
5,10,1005,1,662,130,1,1400
5,10,1005,1,662,132,1,1350
5,10,1005,1,662,133,1,1200
5,10,1005,1,662,136,1,700
5,10,1005,1,662,140,1,1350
5,10,1005,1,662,141,1,900
5,10,1005,1,662,142,1,1000
5,10,1005,1,662,143,1,2000
5,10,1005,1,662,144,1,600
5,10,1005,1,662,145,1,1500
5,10,1005,1,662,147,1,160
5,10,1005,1,662,170,1,150
5,10,1005,1,662,171,1,150
5,10,1005,1,662,174,1,200
5,10,1005,1,662,175,1,250
5,10,1005,1,662,181,1,500
5,10,1005,1,662,182,1,1600
5,10,1005,1,662,201,1,60
5,10,1005,1,662,202,1,100
5,10,1005,1,662,903,1,150
5,10,1005,1,662,905,1,120
5,10,1005,1,662,906,1,750
5,10,1005,1,662,951,1,120
5,10,1005,1,662,1512,1,600
5,10,1005,1,662,1513,1,1300
5,10,1005,1,662,1531,1,100
5,10,1005,1,662,1552,1,120
5,10,1005,1,662,1601,1,35
5,10,1005,1,662,1602,1,300
5,10,1005,1,662,1612,1,650
5,10,1005,1,662,1613,1,1300
5,10,1005,1,662,1801,1,10
5,10,1005,1,662,1802,1,300
5,10,1005,1,662,1901,1,50
5,10,1005,1,662,2001,1,50
5,10,1005,1,662,2002,1,70
5,10,1005,1,662,2003,1,120
5,10,1005,1,662,2031,1,60
5,10,1005,1,662,2032,1,70
5,10,1005,1,662,2033,1,100
5,10,1005,1,662,9002,1,200
5,10,1005,1,662,9011,1,180
5,10,1005,1,662,9013,1,250
5,10,1005,1,662,9014,1,200
5,10,1005,2,1374,3,1,500
5,10,1005,2,1374,4,1,550
5,10,1005,2,1374,7,1,50
5,10,1005,2,1374,8,1,100
5,10,1005,2,1374,10,1,10
5,10,1005,2,1374,30,1,1500
5,10,1005,2,1374,31,1,300
5,10,1005,2,1374,32,1,600
5,10,1005,2,1374,33,1,700
5,10,1005,2,1374,34,1,200
5,10,1005,2,1374,35,1,50
5,10,1005,2,1374,36,1,100
5,10,1005,2,1374,38,1,50
5,10,1005,2,1374,50,1,500
5,10,1005,2,1374,52,1,20
5,10,1005,2,1374,53,1,10
5,10,1005,2,1374,54,1,250
5,10,1005,2,1374,61,1,1000
5,10,1005,2,1374,62,1,500
5,10,1005,2,1374,63,1,400
5,10,1005,2,1374,65,1,60
5,10,1005,2,1374,70,1,250
5,10,1005,2,1374,71,1,200
5,10,1005,2,1374,73,1,350
5,10,1005,2,1374,76,1,300
5,10,1005,2,1374,78,1,200
5,10,1005,2,1374,80,1,250
5,10,1005,2,1374,82,1,20
5,10,1005,2,1374,83,1,20
5,10,1005,2,1374,84,1,150
5,10,1005,2,1374,85,1,50
5,10,1005,2,1374,86,1,300
5,10,1005,2,1374,87,1,100
5,10,1005,2,1374,88,1,150
5,10,1005,2,1374,90,1,200
5,10,1005,2,1374,91,1,200
5,10,1005,2,1374,101,1,600
5,10,1005,2,1374,102,1,70
5,10,1005,2,1374,103,1,20
5,10,1005,2,1374,104,1,450
5,10,1005,2,1374,105,1,500
5,10,1005,2,1374,106,1,350
5,10,1005,2,1374,111,1,50
5,10,1005,2,1374,120,1,1500
5,10,1005,2,1374,121,1,3000
5,10,1005,2,1374,125,1,800
5,10,1005,2,1374,126,1,5100
5,10,1005,2,1374,130,1,1000
5,10,1005,2,1374,132,1,700
5,10,1005,2,1374,133,1,800
5,10,1005,2,1374,134,1,2000
5,10,1005,2,1374,136,1,150
5,10,1005,2,1374,140,1,1600
5,10,1005,2,1374,141,1,900
5,10,1005,2,1374,142,1,1700
5,10,1005,2,1374,143,1,3000
5,10,1005,2,1374,144,1,1000
5,10,1005,2,1374,152,1,700
5,10,1005,2,1374,170,1,200
5,10,1005,2,1374,171,1,150
5,10,1005,2,1374,174,1,200
5,10,1005,2,1374,181,1,400
5,10,1005,2,1374,182,2,1200
5,10,1005,2,1374,184,1,800
5,10,1005,2,1374,202,1,100
5,10,1005,2,1374,903,1,100
5,10,1005,2,1374,905,1,120
5,10,1005,2,1374,906,1,700
5,10,1005,2,1374,951,1,180
5,10,1005,2,1374,952,1,2100
5,10,1005,2,1374,1512,1,650
5,10,1005,2,1374,1513,1,1200
5,10,1005,2,1374,1531,1,100
5,10,1005,2,1374,1551,1,100
5,10,1005,2,1374,1611,1,650
5,10,1005,2,1374,1802,1,220
5,10,1005,2,1374,2001,1,80
5,10,1005,2,1374,2002,1,100
5,10,1005,2,1374,2003,1,150
5,10,1005,2,1374,2031,1,60
5,10,1005,2,1374,2032,1,70
5,10,1005,2,1374,2033,1,100
5,10,1005,2,1374,9002,1,150
5,10,1005,2,1374,9011,1,180
5,10,1005,2,1374,9013,1,250
5,10,1005,2,1374,9014,1,100
5,10,1007,1,1166,4,1,100
5,10,1007,1,1166,7,1,50
5,10,1007,1,1166,8,1,120
5,10,1007,1,1166,10,1,150
5,10,1007,1,1166,30,1,30
5,10,1007,1,1166,31,1,150
5,10,1007,1,1166,32,1,100
5,10,1007,1,1166,33,1,100
5,10,1007,1,1166,35,1,50
5,10,1007,1,1166,38,1,100
5,10,1007,1,1166,61,1,400
5,10,1007,1,1166,62,1,350
5,10,1007,1,1166,65,1,50
5,10,1007,1,1166,70,1,300
5,10,1007,1,1166,76,1,400
5,10,1007,1,1166,78,1,200
5,10,1007,1,1166,80,1,600
5,10,1007,1,1166,84,1,30
5,10,1007,1,1166,86,1,70
5,10,1007,1,1166,101,1,500
5,10,1007,1,1166,102,1,20
5,10,1007,1,1166,103,1,5
5,10,1007,1,1166,104,1,550
5,10,1007,1,1166,106,1,450
5,10,1007,1,1166,111,1,30
5,10,1007,1,1166,123,1,700
5,10,1007,1,1166,130,1,500
5,10,1007,1,1166,134,1,700
5,10,1007,1,1166,141,1,250
5,10,1007,1,1166,142,1,250
5,10,1007,1,1166,143,1,600
5,10,1007,1,1166,152,1,1200
5,10,1007,1,1166,170,1,100
5,10,1007,1,1166,171,1,100
5,10,1007,1,1166,174,1,100
5,10,1007,1,1166,201,1,5
5,10,1007,1,1166,202,1,100
5,10,1007,1,1166,903,1,30
5,10,1007,1,1166,905,1,280
5,10,1007,1,1166,906,1,380
5,10,1007,1,1166,951,1,200
5,10,1008,2,1314,7,1,25
5,10,1008,2,1314,8,1,160
5,10,1008,2,1314,10,1,140
5,10,1008,2,1314,31,1,200
