"zone","state","lga","sector","ea","hhid","indiv","s4bq1","s4bq2","s4bq3","s4bq4","s4bq4b","s4bq5","s4bq6","s4bq7","s4bq8","s4bq9","s4bq10","s4bq11","s4bq12","s4bq13","s4bq14","s4bq15","s4bq16","s4bq17","s4bq18","s4bq19","s4bq20","s4bq21","s4bq22","s4bq23","s4bq23b","s4bq24","s4bq25","s4bq25b","s4bq26a","s4bq26b","s4bq26c","s4bq26d","s4bq26e","s4bq27","s4bq28"
5,12,1202,1,2710,120028,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120028,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120028,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120028,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120028,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120028,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120028,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120028,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120028,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120029,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120029,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120029,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120029,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120029,5,1,2,1,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,1,,1,,,0,6,,2,,,,,0,2
5,12,1202,1,2710,120030,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120030,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120030,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120030,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120030,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120030,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1202,1,2710,120030,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120031,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120031,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120031,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120032,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120032,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120032,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120032,4,1,2,1,1,,1,3.5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,,6,,,2,,,,,6,2
5,12,1212,1,1392,120032,5,1,2,1,1,,1,3.59999990463257,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2,2,,2,6,,,,2,1
5,12,1212,1,1392,120032,6,1,2,1,1,,1,3.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2,2,,2,6,,,,2,1
5,12,1212,1,1392,120033,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120033,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120033,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120033,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120033,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120033,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120034,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120034,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120034,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120034,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120034,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120034,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120034,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120034,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120035,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120035,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120035,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120036,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120036,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120036,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120036,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120036,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120037,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120037,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120037,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120037,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120037,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120037,6,1,1,1,1,,2,,1,2,1,1,2,2,1,1,2,2,2,2,2,1,,1,,,2,6,,2,8,2,,,,1
5,12,1212,1,1392,120038,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120038,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120038,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120038,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120038,5,1,2,1,1,,2,3.5,1,2,1,,2,2,1,2,2,2,2,2,2,1,,1,,,0,3,,2,,,,,0,1
5,12,1212,1,1392,120039,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120040,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120040,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120040,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120040,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1212,1,1392,120040,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120041,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120043,4,1,2,1,1,,2,99,1,2,1,1,1,1,1,1,1,1,2,2,1,1,,1,,,1,4,,1,2,3,,,3,1
5,12,1208,2,526,120044,4,1,2,1,2,,2,2.59999990463257,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,6,,,1,2,7,,,7,2
5,12,1208,2,526,120045,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120045,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120045,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120045,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120045,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120045,6,1,1,1,1,,1,3.59999990463257,1,2,1,1,1,2,1,1,1,2,2,2,2,1,,1,,,0,3,,2,,,,,5,1
5,12,1208,2,526,120046,7,1,2,1,3,,5,99,2,2,1,2,2,2,1,1,2,2,2,2,2,1,,2,1,,0,5,,1,2,5,,,6,2
5,12,1208,2,526,120049,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120049,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120049,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120049,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120049,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120049,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,526,120050,4,1,2,2,3,,5,99,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,,,0,4,,1,2,,,,0,1
5,12,1216,2,618,120051,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120051,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120051,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120051,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120051,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120051,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120051,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120051,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120051,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120055,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120055,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120055,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120055,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120056,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120056,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120056,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120056,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120056,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120056,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120056,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120056,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120056,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120056,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120056,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120057,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120057,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120057,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120057,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120057,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120057,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120058,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120060,8,1,5,1,2,,2,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,8,,,1,2,3,5,7,9,1
5,12,1210,2,462,120061,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120061,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120061,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120061,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120061,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120062,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120062,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120062,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120063,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120063,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120063,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120063,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120064,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120065,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120065,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120065,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120066,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120066,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120066,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120066,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120066,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120066,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120066,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120069,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120069,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120069,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120069,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120069,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120069,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120069,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120069,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120069,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120069,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120070,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120070,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1210,2,462,120070,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120074,6,1,2,1,1,,1,99,1,2,1,1,1,1,1,1,1,1,2,2,2,1,,1,,,3,4,,1,2,5,,,3,1
5,12,1204,2,736,120077,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120078,4,1,99,1,1,,2,3.09999990463257,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,7,,2,5,,,,,1
5,12,1204,2,736,120079,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120079,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120079,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120081,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120081,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120082,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120082,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120082,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120082,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120082,5,1,2,1,1,,1,,1,2,1,1,1,1,1,1,1,1,2,2,2,1,,1,,,4,6,,2,,,,,0,1
5,12,1211,1,2220,120083,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,12,1,2,1,1,,2,,1,2,1,2,2,2,1,2,2,2,2,2,2,1,,1,,,3,4,,2,5,,,,2,1
5,12,1211,1,2220,120084,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120085,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120085,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120085,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120085,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120085,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120087,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120087,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120087,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120087,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120087,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120087,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120087,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120087,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120087,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120088,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120089,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120090,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120090,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120090,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120090,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120090,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120090,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120091,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120091,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120091,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120092,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120092,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120092,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120092,4,1,2,1,3,,5,3.59999990463257,1,2,1,1,1,1,1,1,1,1,2,1,1,1,,1,,,10,,,1,2,5,6,7,6,2
5,12,1214,2,452,120093,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120093,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120093,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120093,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120093,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120094,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120094,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120094,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120094,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120095,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120095,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120095,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120095,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120095,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120096,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120096,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120096,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120097,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120098,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120099,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120099,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120099,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120100,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120100,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120100,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
