"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s11aq1","s11aq2","tracked_obs"
4,4,410,2,4036,40126,104,"Public transport (bus, rail, b",2,,0
4,4,410,2,4036,40128,101,"Cigarettes or tobacco",2,,0
4,4,410,2,4036,40128,102,"Matches",1,10,0
4,4,410,2,4036,40128,103,"Newspaper and magazines",2,,0
4,4,410,2,4036,40128,104,"Public transport (bus, rail, b",1,600,0
4,4,410,2,4036,40129,101,"Cigarettes or tobacco",2,,0
4,4,410,2,4036,40129,102,"Matches",2,,0
4,4,410,2,4036,40129,103,"Newspaper and magazines",2,,0
4,4,410,2,4036,40129,104,"Public transport (bus, rail, b",1,500,0
4,4,410,2,4036,40130,101,"Cigarettes or tobacco",2,,0
4,4,410,2,4036,40130,102,"Matches",1,10,0
4,4,410,2,4036,40130,103,"Newspaper and magazines",2,,0
4,4,410,2,4036,40130,104,"Public transport (bus, rail, b",1,600,0
4,4,407,2,796,40131,101,"Cigarettes or tobacco",2,,0
4,4,407,2,796,40131,102,"Matches",1,10,0
4,4,407,2,796,40131,103,"Newspaper and magazines",2,,0
4,4,407,2,796,40131,104,"Public transport (bus, rail, b",1,200,0
4,4,407,2,796,40132,101,"Cigarettes or tobacco",2,,0
4,4,407,2,796,40132,102,"Matches",1,20,0
4,4,407,2,796,40132,103,"Newspaper and magazines",2,,0
4,4,407,2,796,40132,104,"Public transport (bus, rail, b",1,200,0
4,4,407,2,796,40133,101,"Cigarettes or tobacco",2,,0
4,4,407,2,796,40133,102,"Matches",2,,0
4,4,407,2,796,40133,103,"Newspaper and magazines",2,,0
4,4,407,2,796,40133,104,"Public transport (bus, rail, b",1,350,0
4,4,407,2,796,40134,101,"Cigarettes or tobacco",2,,0
4,4,407,2,796,40134,102,"Matches",2,,0
4,4,407,2,796,40134,103,"Newspaper and magazines",2,,0
4,4,407,2,796,40134,104,"Public transport (bus, rail, b",1,450,0
4,4,407,2,796,40135,101,"Cigarettes or tobacco",2,,0
4,4,407,2,796,40135,102,"Matches",2,,0
4,4,407,2,796,40135,103,"Newspaper and magazines",2,,0
4,4,407,2,796,40135,104,"Public transport (bus, rail, b",1,150,0
4,4,407,2,796,40136,101,"Cigarettes or tobacco",1,50,0
4,4,407,2,796,40136,102,"Matches",1,10,0
4,4,407,2,796,40136,103,"Newspaper and magazines",2,,0
4,4,407,2,796,40136,104,"Public transport (bus, rail, b",1,200,0
4,4,407,2,796,40137,101,"Cigarettes or tobacco",1,120,0
4,4,407,2,796,40137,102,"Matches",1,20,0
4,4,407,2,796,40137,103,"Newspaper and magazines",2,,0
4,4,407,2,796,40137,104,"Public transport (bus, rail, b",2,,0
4,4,407,2,796,40138,101,"Cigarettes or tobacco",2,,0
4,4,407,2,796,40138,102,"Matches",2,,0
4,4,407,2,796,40138,103,"Newspaper and magazines",2,,0
4,4,407,2,796,40138,104,"Public transport (bus, rail, b",1,750,0
4,4,407,2,796,40139,101,"Cigarettes or tobacco",2,,0
4,4,407,2,796,40139,102,"Matches",1,20,0
4,4,407,2,796,40139,103,"Newspaper and magazines",2,,0
4,4,407,2,796,40139,104,"Public transport (bus, rail, b",1,200,0
4,4,407,2,796,40140,101,"Cigarettes or tobacco",2,,0
4,4,407,2,796,40140,102,"Matches",2,,0
4,4,407,2,796,40140,103,"Newspaper and magazines",2,,0
4,4,407,2,796,40140,104,"Public transport (bus, rail, b",1,500,0
4,4,410,1,3192,40141,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3192,40141,102,"Matches",1,5,0
4,4,410,1,3192,40141,103,"Newspaper and magazines",2,,0
4,4,410,1,3192,40141,104,"Public transport (bus, rail, b",1,600,0
4,4,410,1,3192,40142,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3192,40142,102,"Matches",2,,0
4,4,410,1,3192,40142,103,"Newspaper and magazines",2,,0
4,4,410,1,3192,40142,104,"Public transport (bus, rail, b",1,2000,0
4,4,410,1,3192,40143,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3192,40143,102,"Matches",1,20,0
4,4,410,1,3192,40143,103,"Newspaper and magazines",2,,0
4,4,410,1,3192,40143,104,"Public transport (bus, rail, b",1,150,0
4,4,410,1,3192,40144,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3192,40144,102,"Matches",1,50,0
4,4,410,1,3192,40144,103,"Newspaper and magazines",2,,0
4,4,410,1,3192,40144,104,"Public transport (bus, rail, b",1,350,0
4,4,410,1,3192,40145,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3192,40145,102,"Matches",2,,0
4,4,410,1,3192,40145,103,"Newspaper and magazines",2,,0
4,4,410,1,3192,40145,104,"Public transport (bus, rail, b",2,,0
4,4,410,1,3192,40146,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3192,40146,102,"Matches",2,,0
4,4,410,1,3192,40146,103,"Newspaper and magazines",2,,0
4,4,410,1,3192,40146,104,"Public transport (bus, rail, b",1,600,0
4,4,410,1,3192,40147,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3192,40147,102,"Matches",1,20,0
4,4,410,1,3192,40147,103,"Newspaper and magazines",2,,0
4,4,410,1,3192,40147,104,"Public transport (bus, rail, b",1,150,0
4,4,410,1,3192,40148,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3192,40148,102,"Matches",1,20,0
4,4,410,1,3192,40148,103,"Newspaper and magazines",2,,0
4,4,410,1,3192,40148,104,"Public transport (bus, rail, b",2,,0
4,4,410,1,3192,40149,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3192,40149,102,"Matches",1,20,0
4,4,410,1,3192,40149,103,"Newspaper and magazines",2,,0
4,4,410,1,3192,40149,104,"Public transport (bus, rail, b",1,350,0
4,4,410,1,3192,40150,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3192,40150,102,"Matches",2,,0
4,4,410,1,3192,40150,103,"Newspaper and magazines",2,,0
4,4,410,1,3192,40150,104,"Public transport (bus, rail, b",1,600,0
4,4,410,1,3414,40151,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3414,40151,102,"Matches",1,10,0
4,4,410,1,3414,40151,103,"Newspaper and magazines",2,,0
4,4,410,1,3414,40151,104,"Public transport (bus, rail, b",1,2500,0
4,4,410,1,3414,40152,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3414,40152,102,"Matches",1,20,0
4,4,410,1,3414,40152,103,"Newspaper and magazines",2,,0
4,4,410,1,3414,40152,104,"Public transport (bus, rail, b",2,,0
4,4,410,1,3414,40153,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3414,40153,102,"Matches",1,20,0
4,4,410,1,3414,40153,103,"Newspaper and magazines",2,,0
4,4,410,1,3414,40153,104,"Public transport (bus, rail, b",1,400,0
4,4,410,1,3414,40154,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3414,40154,102,"Matches",1,20,0
4,4,410,1,3414,40154,103,"Newspaper and magazines",2,,0
4,4,410,1,3414,40154,104,"Public transport (bus, rail, b",2,,0
4,4,410,1,3414,40155,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3414,40155,102,"Matches",2,,0
4,4,410,1,3414,40155,103,"Newspaper and magazines",2,,0
4,4,410,1,3414,40155,104,"Public transport (bus, rail, b",2,,0
4,4,410,1,3414,40156,101,"Cigarettes or tobacco",1,200,0
4,4,410,1,3414,40156,102,"Matches",1,20,0
4,4,410,1,3414,40156,103,"Newspaper and magazines",2,,0
4,4,410,1,3414,40156,104,"Public transport (bus, rail, b",1,500,0
4,4,410,1,3414,40157,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3414,40157,102,"Matches",1,5,0
4,4,410,1,3414,40157,103,"Newspaper and magazines",2,,0
4,4,410,1,3414,40157,104,"Public transport (bus, rail, b",1,1000,0
4,4,410,1,3414,40158,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3414,40158,102,"Matches",1,20,0
4,4,410,1,3414,40158,103,"Newspaper and magazines",2,,0
4,4,410,1,3414,40158,104,"Public transport (bus, rail, b",2,,0
4,4,410,1,3414,40159,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3414,40159,102,"Matches",1,10,0
4,4,410,1,3414,40159,103,"Newspaper and magazines",2,,0
4,4,410,1,3414,40159,104,"Public transport (bus, rail, b",1,1000,0
4,4,410,1,3414,40160,101,"Cigarettes or tobacco",2,,0
4,4,410,1,3414,40160,102,"Matches",1,10,0
4,4,410,1,3414,40160,103,"Newspaper and magazines",2,,0
4,4,410,1,3414,40160,104,"Public transport (bus, rail, b",1,1200,0
4,4,401,1,738,40161,101,"Cigarettes or tobacco",2,,0
4,4,401,1,738,40161,102,"Matches",1,10,0
4,4,401,1,738,40161,103,"Newspaper and magazines",2,,0
4,4,401,1,738,40161,104,"Public transport (bus, rail, b",1,800,0
4,4,401,1,738,40162,101,"Cigarettes or tobacco",2,,0
4,4,401,1,738,40162,102,"Matches",1,5,0
4,4,401,1,738,40162,103,"Newspaper and magazines",2,,0
4,4,401,1,738,40162,104,"Public transport (bus, rail, b",1,3000,0
4,4,401,1,738,40163,101,"Cigarettes or tobacco",2,,0
4,4,401,1,738,40163,102,"Matches",2,,0
4,4,401,1,738,40163,103,"Newspaper and magazines",2,,0
4,4,401,1,738,40163,104,"Public transport (bus, rail, b",1,800,0
4,4,401,1,738,40164,101,"Cigarettes or tobacco",2,,0
4,4,401,1,738,40164,102,"Matches",1,20,0
4,4,401,1,738,40164,103,"Newspaper and magazines",2,,0
4,4,401,1,738,40164,104,"Public transport (bus, rail, b",2,,0
4,4,401,1,738,40165,101,"Cigarettes or tobacco",2,,0
4,4,401,1,738,40165,102,"Matches",1,20,0
4,4,401,1,738,40165,103,"Newspaper and magazines",2,,0
4,4,401,1,738,40165,104,"Public transport (bus, rail, b",2,,0
4,4,401,1,738,40166,101,"Cigarettes or tobacco",2,,0
4,4,401,1,738,40166,102,"Matches",1,10,0
4,4,401,1,738,40166,103,"Newspaper and magazines",2,,0
4,4,401,1,738,40166,104,"Public transport (bus, rail, b",1,300,0
4,4,401,1,738,40167,101,"Cigarettes or tobacco",2,,0
4,4,401,1,738,40167,102,"Matches",2,,0
4,4,401,1,738,40167,103,"Newspaper and magazines",2,,0
4,4,401,1,738,40167,104,"Public transport (bus, rail, b",1,150,0
4,4,401,1,738,40168,101,"Cigarettes or tobacco",2,,0
4,4,401,1,738,40168,102,"Matches",1,10,0
4,4,401,1,738,40168,103,"Newspaper and magazines",2,,0
4,4,401,1,738,40168,104,"Public transport (bus, rail, b",1,400,0
4,4,401,1,738,40169,101,"Cigarettes or tobacco",2,,0
4,4,401,1,738,40169,102,"Matches",1,20,0
4,4,401,1,738,40169,103,"Newspaper and magazines",2,,0
4,4,401,1,738,40169,104,"Public transport (bus, rail, b",1,400,0
4,4,401,1,738,40170,101,"Cigarettes or tobacco",2,,0
4,4,401,1,738,40170,102,"Matches",1,20,0
4,4,401,1,738,40170,103,"Newspaper and magazines",2,,0
4,4,401,1,738,40170,104,"Public transport (bus, rail, b",2,,0
4,4,421,1,800,40171,101,"Cigarettes or tobacco",2,,0
4,4,421,1,800,40171,102,"Matches",1,10,0
4,4,421,1,800,40171,103,"Newspaper and magazines",2,,0
4,4,421,1,800,40171,104,"Public transport (bus, rail, b",1,600,0
4,4,421,1,800,40172,101,"Cigarettes or tobacco",2,,0
4,4,421,1,800,40172,102,"Matches",2,,0
4,4,421,1,800,40172,103,"Newspaper and magazines",2,,0
4,4,421,1,800,40172,104,"Public transport (bus, rail, b",1,600,0
4,4,421,1,800,40173,101,"Cigarettes or tobacco",2,,3
4,4,421,1,800,40173,102,"Matches",1,20,3
4,4,421,1,800,40173,103,"Newspaper and magazines",2,,3
4,4,421,1,800,40173,104,"Public transport (bus, rail, b",1,200,3
4,4,421,1,800,40174,101,"Cigarettes or tobacco",2,,0
4,4,421,1,800,40174,102,"Matches",1,20,0
4,4,421,1,800,40174,103,"Newspaper and magazines",2,,0
4,4,421,1,800,40174,104,"Public transport (bus, rail, b",1,400,0
4,4,421,1,800,40175,101,"Cigarettes or tobacco",2,,0
4,4,421,1,800,40175,102,"Matches",1,10,0
4,4,421,1,800,40175,103,"Newspaper and magazines",2,,0
4,4,421,1,800,40175,104,"Public transport (bus, rail, b",1,200,0
4,4,421,1,800,40176,101,"Cigarettes or tobacco",2,,0
4,4,421,1,800,40176,102,"Matches",2,,0
4,4,421,1,800,40176,103,"Newspaper and magazines",2,,0
4,4,421,1,800,40176,104,"Public transport (bus, rail, b",2,,0
4,4,421,1,800,40177,101,"Cigarettes or tobacco",2,,0
4,4,421,1,800,40177,102,"Matches",2,,0
4,4,421,1,800,40177,103,"Newspaper and magazines",2,,0
4,4,421,1,800,40177,104,"Public transport (bus, rail, b",1,600,0
4,4,421,1,800,40178,101,"Cigarettes or tobacco",2,,0
4,4,421,1,800,40178,102,"Matches",1,20,0
4,4,421,1,800,40178,103,"Newspaper and magazines",2,,0
4,4,421,1,800,40178,104,"Public transport (bus, rail, b",2,,0
4,4,421,1,800,40180,101,"Cigarettes or tobacco",2,,0
4,4,421,1,800,40180,102,"Matches",2,,0
4,4,421,1,800,40180,103,"Newspaper and magazines",2,,0
4,4,421,1,800,40180,104,"Public transport (bus, rail, b",1,500,0
4,4,411,1,1486,40181,101,"Cigarettes or tobacco",2,,0
4,4,411,1,1486,40181,102,"Matches",2,,0
4,4,411,1,1486,40181,103,"Newspaper and magazines",2,,0
4,4,411,1,1486,40181,104,"Public transport (bus, rail, b",2,,0
4,4,411,1,1486,40182,101,"Cigarettes or tobacco",2,,0
4,4,411,1,1486,40182,102,"Matches",1,10,0
4,4,411,1,1486,40182,103,"Newspaper and magazines",2,,0
4,4,411,1,1486,40182,104,"Public transport (bus, rail, b",1,200,0
4,4,411,1,1486,40183,101,"Cigarettes or tobacco",2,,0
4,4,411,1,1486,40183,102,"Matches",1,60,0
4,4,411,1,1486,40183,103,"Newspaper and magazines",2,,0
4,4,411,1,1486,40183,104,"Public transport (bus, rail, b",2,,0
4,4,411,1,1486,40184,101,"Cigarettes or tobacco",2,,0
4,4,411,1,1486,40184,102,"Matches",1,10,0
4,4,411,1,1486,40184,103,"Newspaper and magazines",2,,0
4,4,411,1,1486,40184,104,"Public transport (bus, rail, b",2,,0
4,4,411,1,1486,40185,101,"Cigarettes or tobacco",2,,0
4,4,411,1,1486,40185,102,"Matches",1,10,0
4,4,411,1,1486,40185,103,"Newspaper and magazines",2,,0
4,4,411,1,1486,40185,104,"Public transport (bus, rail, b",1,500,0
4,4,411,1,1486,40186,101,"Cigarettes or tobacco",2,,0
4,4,411,1,1486,40186,102,"Matches",1,10,0
4,4,411,1,1486,40186,103,"Newspaper and magazines",2,,0
4,4,411,1,1486,40186,104,"Public transport (bus, rail, b",2,,0
4,4,411,1,1486,40187,101,"Cigarettes or tobacco",2,,0
4,4,411,1,1486,40187,102,"Matches",1,10,0
4,4,411,1,1486,40187,103,"Newspaper and magazines",1,150,0
4,4,411,1,1486,40187,104,"Public transport (bus, rail, b",2,,0
4,4,411,1,1486,40188,101,"Cigarettes or tobacco",2,,0
4,4,411,1,1486,40188,102,"Matches",2,,0
4,4,411,1,1486,40188,103,"Newspaper and magazines",2,,0
4,4,411,1,1486,40188,104,"Public transport (bus, rail, b",2,,0
4,4,411,1,1486,40189,101,"Cigarettes or tobacco",2,,0
4,4,411,1,1486,40189,102,"Matches",1,10,0
4,4,411,1,1486,40189,103,"Newspaper and magazines",2,,0
4,4,411,1,1486,40189,104,"Public transport (bus, rail, b",2,,0
4,4,411,1,1486,40190,101,"Cigarettes or tobacco",2,,0
4,4,411,1,1486,40190,102,"Matches",1,10,0
4,4,411,1,1486,40190,103,"Newspaper and magazines",2,,0
4,4,411,1,1486,40190,104,"Public transport (bus, rail, b",1,1200,0
4,4,401,2,2106,40191,101,"Cigarettes or tobacco",2,,0
4,4,401,2,2106,40191,102,"Matches",1,5,0
4,4,401,2,2106,40191,103,"Newspaper and magazines",2,,0
4,4,401,2,2106,40191,104,"Public transport (bus, rail, b",1,200,0
4,4,401,2,2106,40192,101,"Cigarettes or tobacco",2,,0
4,4,401,2,2106,40192,102,"Matches",2,,0
4,4,401,2,2106,40192,103,"Newspaper and magazines",2,,0
4,4,401,2,2106,40192,104,"Public transport (bus, rail, b",2,,0
4,4,401,2,2106,40193,101,"Cigarettes or tobacco",2,,0
4,4,401,2,2106,40193,102,"Matches",1,20,0
4,4,401,2,2106,40193,103,"Newspaper and magazines",2,,0
4,4,401,2,2106,40193,104,"Public transport (bus, rail, b",1,300,0
4,4,401,2,2106,40194,101,"Cigarettes or tobacco",2,,0
4,4,401,2,2106,40194,102,"Matches",1,20,0
4,4,401,2,2106,40194,103,"Newspaper and magazines",2,,0
4,4,401,2,2106,40194,104,"Public transport (bus, rail, b",2,,0
4,4,401,2,2106,40195,101,"Cigarettes or tobacco",2,,0
4,4,401,2,2106,40195,102,"Matches",1,20,0
4,4,401,2,2106,40195,103,"Newspaper and magazines",2,,0
4,4,401,2,2106,40195,104,"Public transport (bus, rail, b",2,,0
4,4,401,2,2106,40196,101,"Cigarettes or tobacco",2,,0
4,4,401,2,2106,40196,102,"Matches",1,5,0
4,4,401,2,2106,40196,103,"Newspaper and magazines",2,,0
4,4,401,2,2106,40196,104,"Public transport (bus, rail, b",1,500,0
4,4,401,2,2106,40197,101,"Cigarettes or tobacco",2,,0
4,4,401,2,2106,40197,102,"Matches",2,,0
4,4,401,2,2106,40197,103,"Newspaper and magazines",2,,0
4,4,401,2,2106,40197,104,"Public transport (bus, rail, b",1,400,0
4,4,401,2,2106,40198,101,"Cigarettes or tobacco",2,,0
4,4,401,2,2106,40198,102,"Matches",1,20,0
4,4,401,2,2106,40198,103,"Newspaper and magazines",2,,0
4,4,401,2,2106,40198,104,"Public transport (bus, rail, b",2,,0
4,4,401,2,2106,40199,101,"Cigarettes or tobacco",2,,0
4,4,401,2,2106,40199,102,"Matches",1,5,0
4,4,401,2,2106,40199,103,"Newspaper and magazines",2,,0
4,4,401,2,2106,40199,104,"Public transport (bus, rail, b",1,1200,0
4,4,401,2,2106,40200,101,"Cigarettes or tobacco",1,200,0
4,4,401,2,2106,40200,102,"Matches",1,50,0
4,4,401,2,2106,40200,103,"Newspaper and magazines",2,,0
4,4,401,2,2106,40200,104,"Public transport (bus, rail, b",1,700,0
4,4,402,2,1080,40201,101,"Cigarettes or tobacco",1,100,0
4,4,402,2,1080,40201,102,"Matches",1,20,0
4,4,402,2,1080,40201,103,"Newspaper and magazines",2,,0
4,4,402,2,1080,40201,104,"Public transport (bus, rail, b",2,,0
4,4,402,2,1080,40202,101,"Cigarettes or tobacco",2,,0
4,4,402,2,1080,40202,102,"Matches",1,10,0
4,4,402,2,1080,40202,103,"Newspaper and magazines",2,,0
4,4,402,2,1080,40202,104,"Public transport (bus, rail, b",1,1700,0
4,4,402,2,1080,40203,101,"Cigarettes or tobacco",2,,0
4,4,402,2,1080,40203,102,"Matches",1,10,0
4,4,402,2,1080,40203,103,"Newspaper and magazines",2,,0
4,4,402,2,1080,40203,104,"Public transport (bus, rail, b",1,300,0
4,4,402,2,1080,40204,101,"Cigarettes or tobacco",2,,0
4,4,402,2,1080,40204,102,"Matches",2,,0
4,4,402,2,1080,40204,103,"Newspaper and magazines",2,,0
4,4,402,2,1080,40204,104,"Public transport (bus, rail, b",1,200,0
4,4,402,2,1080,40206,101,"Cigarettes or tobacco",2,,0
4,4,402,2,1080,40206,102,"Matches",1,10,0
4,4,402,2,1080,40206,103,"Newspaper and magazines",2,,0
4,4,402,2,1080,40206,104,"Public transport (bus, rail, b",1,400,0
4,4,402,2,1080,40207,101,"Cigarettes or tobacco",2,,0
4,4,402,2,1080,40207,102,"Matches",1,10,0
4,4,402,2,1080,40207,103,"Newspaper and magazines",2,,0
4,4,402,2,1080,40207,104,"Public transport (bus, rail, b",2,,0
4,4,402,2,1080,40208,101,"Cigarettes or tobacco",2,,0
4,4,402,2,1080,40208,102,"Matches",2,,0
4,4,402,2,1080,40208,103,"Newspaper and magazines",2,,0
4,4,402,2,1080,40208,104,"Public transport (bus, rail, b",1,500,0
4,4,402,2,1080,40209,101,"Cigarettes or tobacco",2,,0
4,4,402,2,1080,40209,102,"Matches",2,,0
4,4,402,2,1080,40209,103,"Newspaper and magazines",2,,0
4,4,402,2,1080,40209,104,"Public transport (bus, rail, b",2,,0
4,4,402,2,1080,40210,101,"Cigarettes or tobacco",2,,0
4,4,402,2,1080,40210,102,"Matches",1,10,0
4,4,402,2,1080,40210,103,"Newspaper and magazines",2,,0
4,4,402,2,1080,40210,104,"Public transport (bus, rail, b",1,200,0
4,4,403,2,836,40211,101,"Cigarettes or tobacco",2,,0
4,4,403,2,836,40211,102,"Matches",1,10,0
4,4,403,2,836,40211,103,"Newspaper and magazines",2,,0
4,4,403,2,836,40211,104,"Public transport (bus, rail, b",1,100,0
4,4,403,2,836,40212,101,"Cigarettes or tobacco",2,,0
4,4,403,2,836,40212,102,"Matches",2,,0
4,4,403,2,836,40212,103,"Newspaper and magazines",2,,0
4,4,403,2,836,40212,104,"Public transport (bus, rail, b",1,100,0
4,4,403,2,836,40213,101,"Cigarettes or tobacco",2,,0
4,4,403,2,836,40213,102,"Matches",1,10,0
4,4,403,2,836,40213,103,"Newspaper and magazines",2,,0
4,4,403,2,836,40213,104,"Public transport (bus, rail, b",1,500,0
4,4,403,2,836,40214,101,"Cigarettes or tobacco",2,,0
4,4,403,2,836,40214,102,"Matches",2,,0
4,4,403,2,836,40214,103,"Newspaper and magazines",2,,0
4,4,403,2,836,40214,104,"Public transport (bus, rail, b",2,,0
4,4,403,2,836,40215,101,"Cigarettes or tobacco",2,,0
4,4,403,2,836,40215,102,"Matches",2,,0
4,4,403,2,836,40215,103,"Newspaper and magazines",2,,0
4,4,403,2,836,40215,104,"Public transport (bus, rail, b",2,,0
4,4,403,2,836,40216,101,"Cigarettes or tobacco",2,,0
4,4,403,2,836,40216,102,"Matches",1,20,0
4,4,403,2,836,40216,103,"Newspaper and magazines",2,,0
4,4,403,2,836,40216,104,"Public transport (bus, rail, b",1,200,0
4,4,403,2,836,40217,101,"Cigarettes or tobacco",2,,0
4,4,403,2,836,40217,102,"Matches",2,,0
4,4,403,2,836,40217,103,"Newspaper and magazines",2,,0
4,4,403,2,836,40217,104,"Public transport (bus, rail, b",1,600,0
4,4,403,2,836,40218,101,"Cigarettes or tobacco",2,,0
4,4,403,2,836,40218,102,"Matches",1,10,0
4,4,403,2,836,40218,103,"Newspaper and magazines",2,,0
4,4,403,2,836,40218,104,"Public transport (bus, rail, b",1,800,0
4,4,403,2,836,40220,101,"Cigarettes or tobacco",2,,0
4,4,403,2,836,40220,102,"Matches",2,,0
4,4,403,2,836,40220,103,"Newspaper and magazines",2,,0
4,4,403,2,836,40220,104,"Public transport (bus, rail, b",2,,0
2,5,506,2,830,50001,101,"Cigarettes or tobacco",2,,0
2,5,506,2,830,50001,102,"Matches",1,10,0
2,5,506,2,830,50001,103,"Newspaper and magazines",2,,0
2,5,506,2,830,50001,104,"Public transport (bus, rail, b",2,,0
2,5,506,2,830,50002,101,"Cigarettes or tobacco",2,,1
2,5,506,2,830,50002,102,"Matches",1,60,1
2,5,506,2,830,50002,103,"Newspaper and magazines",2,,1
2,5,506,2,830,50002,104,"Public transport (bus, rail, b",1,1000,1
2,5,506,2,830,50003,101,"Cigarettes or tobacco",2,,0
2,5,506,2,830,50003,102,"Matches",1,10,0
2,5,506,2,830,50003,103,"Newspaper and magazines",2,,0
2,5,506,2,830,50003,104,"Public transport (bus, rail, b",2,,0
2,5,506,2,830,50004,101,"Cigarettes or tobacco",2,,0
2,5,506,2,830,50004,102,"Matches",1,20,0
2,5,506,2,830,50004,103,"Newspaper and magazines",2,,0
2,5,506,2,830,50004,104,"Public transport (bus, rail, b",2,,0
2,5,506,2,830,50005,101,"Cigarettes or tobacco",2,,0
2,5,506,2,830,50005,102,"Matches",1,20,0
2,5,506,2,830,50005,103,"Newspaper and magazines",2,,0
2,5,506,2,830,50005,104,"Public transport (bus, rail, b",2,,0
2,5,506,2,830,50006,101,"Cigarettes or tobacco",2,,0
2,5,506,2,830,50006,102,"Matches",1,10,0
2,5,506,2,830,50006,103,"Newspaper and magazines",2,,0
2,5,506,2,830,50006,104,"Public transport (bus, rail, b",2,,0
2,5,506,2,830,50007,101,"Cigarettes or tobacco",2,,0
2,5,506,2,830,50007,102,"Matches",1,10,0
2,5,506,2,830,50007,103,"Newspaper and magazines",2,,0
2,5,506,2,830,50007,104,"Public transport (bus, rail, b",1,1500,0
2,5,506,2,830,50008,101,"Cigarettes or tobacco",2,,0
2,5,506,2,830,50008,102,"Matches",1,10,0
2,5,506,2,830,50008,103,"Newspaper and magazines",2,,0
2,5,506,2,830,50008,104,"Public transport (bus, rail, b",1,100,0
2,5,506,2,830,50009,101,"Cigarettes or tobacco",2,,0
2,5,506,2,830,50009,102,"Matches",1,20,0
2,5,506,2,830,50009,103,"Newspaper and magazines",2,,0
2,5,506,2,830,50009,104,"Public transport (bus, rail, b",2,,0
2,5,506,2,830,50010,101,"Cigarettes or tobacco",1,70,0
2,5,506,2,830,50010,102,"Matches",1,5,0
2,5,506,2,830,50010,103,"Newspaper and magazines",2,,0
2,5,506,2,830,50010,104,"Public transport (bus, rail, b",2,,0
2,5,502,1,2194,50011,101,"Cigarettes or tobacco",2,,0
2,5,502,1,2194,50011,102,"Matches",1,20,0
2,5,502,1,2194,50011,103,"Newspaper and magazines",2,,0
2,5,502,1,2194,50011,104,"Public transport (bus, rail, b",2,,0
2,5,502,1,2194,50012,101,"Cigarettes or tobacco",2,,0
2,5,502,1,2194,50012,102,"Matches",1,10,0
2,5,502,1,2194,50012,103,"Newspaper and magazines",2,,0
2,5,502,1,2194,50012,104,"Public transport (bus, rail, b",2,,0
2,5,502,1,2194,50013,101,"Cigarettes or tobacco",2,,0
2,5,502,1,2194,50013,102,"Matches",1,20,0
2,5,502,1,2194,50013,103,"Newspaper and magazines",1,550,0
2,5,502,1,2194,50013,104,"Public transport (bus, rail, b",2,,0
2,5,502,1,2194,50014,101,"Cigarettes or tobacco",2,,0
2,5,502,1,2194,50014,102,"Matches",1,10,0
2,5,502,1,2194,50014,103,"Newspaper and magazines",2,,0
2,5,502,1,2194,50014,104,"Public transport (bus, rail, b",2,,0
2,5,502,1,2194,50015,101,"Cigarettes or tobacco",2,,0
2,5,502,1,2194,50015,102,"Matches",1,10,0
2,5,502,1,2194,50015,103,"Newspaper and magazines",2,,0
2,5,502,1,2194,50015,104,"Public transport (bus, rail, b",2,,0
2,5,502,1,2194,50016,101,"Cigarettes or tobacco",2,,0
2,5,502,1,2194,50016,102,"Matches",1,20,0
2,5,502,1,2194,50016,103,"Newspaper and magazines",2,,0
2,5,502,1,2194,50016,104,"Public transport (bus, rail, b",2,,0
2,5,502,1,2194,50017,101,"Cigarettes or tobacco",2,,0
2,5,502,1,2194,50017,102,"Matches",1,10,0
2,5,502,1,2194,50017,103,"Newspaper and magazines",2,,0
2,5,502,1,2194,50017,104,"Public transport (bus, rail, b",2,,0
2,5,502,1,2194,50018,101,"Cigarettes or tobacco",2,,0
2,5,502,1,2194,50018,102,"Matches",1,20,0
2,5,502,1,2194,50018,103,"Newspaper and magazines",2,,0
2,5,502,1,2194,50018,104,"Public transport (bus, rail, b",2,,0
2,5,502,1,2194,50019,101,"Cigarettes or tobacco",2,,0
2,5,502,1,2194,50019,102,"Matches",1,20,0
2,5,502,1,2194,50019,103,"Newspaper and magazines",2,,0
2,5,502,1,2194,50019,104,"Public transport (bus, rail, b",2,,0
2,5,502,1,2194,50020,101,"Cigarettes or tobacco",2,,0
2,5,502,1,2194,50020,102,"Matches",1,10,0
2,5,502,1,2194,50020,103,"Newspaper and magazines",2,,0
