"zone","state","lga","sector","ea","hhid","s6aq01","s6aq02","s6aq03","s6aq04","s6aq05","s6aq06","s6aq07","s6aq08","s6aq09","s6aq10","s6aq11","s6aq12","s6aq13","s6aq14","s6aq15","version"
1,7,715,2,780,70135,1,1,1,,1,1,,1,1,,2,2,2,2,2,1
1,7,715,2,780,70136,1,1,1,,1,1,,1,1,,2,2,2,2,2,2
1,7,715,2,780,70137,1,1,1,,2,,2,1,1,,2,2,1,2,1,1
1,7,715,2,780,70138,1,1,1,,1,2,,1,1,,2,2,1,2,1,2
1,7,715,2,780,70139,1,1,1,,2,,2,1,2,,2,2,2,2,1,1
1,7,715,2,780,70140,1,1,2,,2,,2,1,1,,2,2,1,1,1,2
1,7,715,1,294,70141,5,1,1,,2,,2,1,1,,2,2,1,1,2,1
1,7,715,1,294,70142,2,1,1,,1,2,,1,1,,2,1,1,2,2,1
1,7,715,1,294,70143,1,1,1,,2,,2,1,1,,2,2,1,2,1,2
1,7,715,1,294,70144,1,1,1,,2,,2,1,1,,2,2,2,2,1,2
1,7,715,1,294,70145,1,1,1,,1,2,,1,1,,1,1,1,2,1,2
1,7,715,1,294,70147,1,1,1,,2,,2,1,1,,2,2,2,2,1,1
1,7,715,1,294,70148,1,1,1,,2,,2,1,1,,2,2,1,2,1,1
1,7,715,1,294,70149,1,1,1,,1,2,,2,,1,1,2,1,2,1,2
1,7,715,1,294,70150,3,1,1,,1,1,,1,1,,2,2,1,2,1,1
1,7,713,2,304,70151,1,1,1,,1,1,,1,1,,2,2,2,2,1,2
1,7,713,2,304,70152,1,2,,2,2,,2,2,,2,2,2,1,3,3,1
1,7,713,2,304,70153,1,1,2,,2,,2,1,1,,1,1,3,3,3,2
1,7,713,2,304,70154,1,2,,1,2,,2,1,1,,1,2,2,3,2,2
1,7,713,2,304,70155,1,1,2,,2,,2,1,1,,1,2,2,3,2,1
1,7,713,2,304,70156,1,1,1,,1,1,,1,1,,1,1,1,1,3,2
1,7,713,2,304,70157,1,1,1,,1,1,,1,1,,1,1,1,1,2,1
1,7,713,2,304,70158,1,1,1,,1,1,,1,2,,2,2,1,2,1,2
1,7,713,2,304,70159,2,1,2,,2,,2,1,2,,1,2,2,2,1,1
1,7,713,2,304,70160,3,1,1,,1,1,,1,1,,1,2,1,1,2,1
2,8,813,2,2094,80002,1,2,,2,2,,2,2,,2,2,1,1,2,2,2
2,8,813,2,2094,80003,2,2,,2,2,,1,2,,1,1,2,4,4,3,1
2,8,813,2,2094,80004,1,1,1,,1,1,,2,,1,2,2,1,4,2,2
2,8,813,2,2094,80005,6,2,,1,2,,2,1,1,,2,2,2,2,1,2
2,8,813,2,2094,80006,7,1,1,,2,,2,1,2,,1,2,1,2,4,1
2,8,813,2,2094,80007,1,1,1,,1,1,,1,1,,2,2,1,1,2,1
2,8,813,2,2094,80008,1,2,,1,1,2,,2,,1,1,2,4,4,4,2
2,8,813,2,2094,80009,1,1,1,,2,,1,1,1,,2,2,2,1,2,1
2,8,821,1,1448,80011,1,1,1,,2,,1,1,1,,1,2,1,1,2,1
2,8,821,1,1448,80012,1,1,1,,1,1,,2,,1,2,2,1,2,3,2
2,8,821,1,1448,80013,1,1,1,,1,2,,1,1,,1,1,2,1,4,2
2,8,821,1,1448,80014,1,1,1,,1,1,,2,,1,1,1,1,2,1,1
2,8,821,1,1448,80015,1,1,1,,1,1,,1,1,,1,2,4,2,4,1
2,8,821,1,1448,80016,1,2,,1,1,1,,2,,2,1,1,1,2,3,2
2,8,821,1,1448,80017,1,1,1,,1,1,,1,1,,2,2,1,1,1,1
2,8,821,1,1448,80018,1,1,1,,1,1,,1,1,,2,2,2,2,2,2
2,8,821,1,1448,80019,1,1,1,,1,1,,1,1,,1,2,3,3,3,2
2,8,821,1,1448,80020,1,1,1,,2,,2,1,1,,1,2,2,1,1,1
2,8,821,1,5062,80021,1,1,1,,1,1,,2,,1,1,2,1,2,2,2
2,8,821,1,5062,80022,2,1,1,,1,1,,1,2,,1,2,2,4,2,2
2,8,821,1,5062,80023,1,1,1,,1,1,,1,1,,1,2,2,1,3,2
2,8,821,1,5062,80024,1,1,1,,1,1,,1,1,,1,2,1,2,2,1
2,8,821,1,5062,80025,1,1,1,,1,1,,1,1,,1,2,1,1,1,1
2,8,821,1,5062,80026,1,1,1,,1,1,,1,1,,2,2,1,1,1,1
2,8,821,1,5062,80027,1,2,,1,1,2,,1,1,,2,2,1,1,1,2
2,8,821,1,5062,80028,1,1,1,,1,1,,1,1,,2,2,1,1,1,2
3,19,1925,1,0,80029,1,1,1,,1,1,,1,1,,2,2,1,2,1,2
2,8,821,1,5062,80030,2,1,1,,1,1,,1,1,,1,2,1,3,2,1
2,8,812,2,866,80081,1,1,1,,1,1,,1,1,,2,2,1,1,1,2
2,8,812,2,866,80082,1,1,1,,1,1,,1,1,,1,2,1,1,1,1
2,8,812,2,866,80083,2,1,1,,1,1,,1,1,,1,2,1,2,3,2
2,8,812,2,866,80084,1,1,1,,2,,2,1,2,,1,2,1,1,1,2
2,8,812,2,866,80085,2,1,1,,1,1,,1,1,,1,1,2,1,3,1
2,8,812,2,866,80086,1,1,1,,1,1,,1,1,,2,2,2,2,2,2
2,8,812,2,866,80087,1,2,,2,2,,2,1,1,,2,2,1,2,4,1
2,8,812,2,866,80088,1,1,1,,1,1,,2,,2,1,2,3,1,1,1
2,8,812,2,866,80089,1,1,1,,1,1,,2,,2,2,2,2,1,1,2
2,8,812,2,866,80090,1,1,1,,1,1,,1,1,,1,2,1,1,1,1
2,8,805,2,46,80091,1,1,1,,1,1,,1,1,,2,2,1,1,1,2
2,8,805,2,46,80092,1,1,1,,1,1,,1,1,,2,1,2,2,2,2
2,8,805,2,46,80093,1,1,1,,1,1,,1,1,,2,2,1,1,1,1
2,8,805,2,46,80095,2,1,1,,1,1,,1,1,,1,2,2,1,2,1
2,8,805,2,46,80097,2,1,1,,1,1,,2,,2,2,2,3,1,1,1
2,8,805,2,46,80098,1,2,,2,2,,2,1,1,,1,2,1,1,1,1
2,8,805,2,46,80099,1,2,,2,2,,2,1,1,,1,2,2,2,2,2
2,8,805,2,46,80100,1,1,1,,1,2,,1,1,,1,2,2,1,1,2
2,8,827,2,804,80101,1,1,1,,1,1,,1,1,,1,2,1,1,1,1
2,8,827,2,804,80102,1,1,1,,1,1,,1,1,,1,2,1,1,1,2
2,8,827,2,804,80103,1,1,1,,1,1,,1,1,,1,1,2,2,1,2
2,8,827,2,804,80104,5,1,1,,1,1,,1,1,,1,2,3,3,4,1
2,8,827,2,804,80105,1,1,1,,1,1,,1,1,,1,2,2,3,3,2
2,8,827,2,804,80106,2,1,1,,1,1,,1,1,,2,1,1,1,1,1
2,8,827,2,804,80107,1,1,1,,1,1,,1,1,,1,2,1,1,1,2
2,8,827,2,804,80108,1,1,1,,1,1,,1,1,,1,2,4,3,4,2
2,8,827,2,804,80109,1,1,1,,1,2,,2,,1,1,2,1,1,1,1
2,8,827,2,804,80110,1,1,1,,1,1,,2,,1,1,2,1,1,1,1
2,8,820,2,1030,80141,1,2,,2,2,,1,1,1,,2,2,2,2,2,2
2,8,820,2,1030,80142,1,2,,1,2,,1,1,1,,2,1,2,4,2,2
2,8,820,2,1030,80143,1,2,,2,2,,1,2,,1,1,2,2,2,2,1
2,8,820,2,1030,80144,1,1,1,,2,,1,1,1,,1,2,1,2,4,1
2,8,820,2,1030,80145,1,2,,2,2,,1,1,2,,1,1,1,3,2,1
2,8,820,2,1030,80146,1,2,,1,2,,1,2,,2,2,1,4,4,4,1
2,8,820,2,1030,80147,1,1,2,,2,,1,1,1,,2,2,2,3,2,2
2,8,820,2,1030,80148,1,1,1,,1,1,,1,1,,1,2,1,2,2,2
2,8,820,2,1030,80149,1,1,1,,2,,1,1,2,,1,2,2,4,2,2
2,8,820,2,1030,80150,1,1,1,,1,1,,1,1,,1,2,1,1,1,1
2,8,824,2,768,80151,1,1,1,,1,1,,1,1,,1,2,1,1,2,2
2,8,824,2,768,80152,1,1,1,,2,,1,1,1,,1,2,2,1,3,2
2,8,824,2,768,80153,1,1,1,,2,,1,1,1,,2,2,2,4,2,2
2,8,824,2,768,80154,1,1,2,,1,2,,1,1,,2,2,1,4,2,1
2,8,824,2,768,80155,1,2,,1,1,1,,1,1,,2,2,2,4,2,2
2,8,824,2,768,80156,1,2,,2,2,,1,2,,1,1,1,1,4,4,1
2,8,824,2,768,80157,1,2,,1,2,,1,1,1,,1,1,1,4,1,1
2,8,824,2,768,80158,3,2,,2,2,,1,1,1,,1,2,1,4,1,1
2,8,824,2,768,80159,2,2,,2,1,1,,1,2,,1,1,2,3,1,2
2,8,824,2,768,80160,1,1,1,,1,1,,1,1,,2,2,1,2,2,1
1,7,704,2,0,80161,1,1,1,,1,1,,1,1,,1,2,2,2,1,2
2,8,815,2,362,80201,1,1,1,,1,2,,2,,1,1,1,2,1,1,1
2,8,815,2,362,80202,2,2,,1,2,,2,1,1,,1,2,3,4,4,2
2,8,815,2,362,80203,1,1,1,,1,1,,1,1,,1,2,2,2,2,2
2,8,815,2,362,80204,2,1,1,,1,1,,1,1,,1,1,1,1,1,2
2,8,815,2,362,80205,1,1,1,,1,1,,1,1,,1,2,1,2,2,1
2,8,815,2,362,80207,1,2,,1,2,,1,1,1,,1,1,2,1,3,2
2,8,815,2,362,80208,1,1,1,,2,,1,1,2,,1,2,2,4,2,2
2,8,815,2,362,80209,3,1,2,,1,1,,2,,2,1,1,1,3,2,1
2,8,815,2,362,80210,2,1,1,,1,1,,2,,1,2,2,2,4,2,1
5,9,908,1,278,90001,1,1,1,,1,1,,1,1,,1,2,2,2,1,2
5,9,908,1,278,90002,1,1,1,,1,1,,1,1,,1,2,2,1,1,1
5,9,908,1,278,90003,3,2,,1,2,,2,1,2,,1,1,2,3,2,2
5,9,908,1,278,90004,2,1,1,,1,1,,1,1,,1,2,2,2,2,1
5,9,908,1,278,90005,6,1,1,,2,,1,1,1,,2,2,3,4,2,2
5,9,908,1,0,90006,2,1,1,,2,,1,1,2,,2,2,2,3,2,2
5,3,312,2,0,90007,1,1,1,,2,,2,1,1,,2,2,1,2,3,1
5,9,908,1,0,90008,1,1,2,,2,,2,2,,1,1,2,1,4,1,1
5,9,908,1,278,90009,1,2,,2,2,,2,1,1,,1,2,1,4,2,1
5,9,908,1,278,90010,2,1,1,,2,,2,1,1,,1,2,1,2,2,1
5,9,903,2,48,90011,1,1,1,,2,,2,1,1,,2,2,1,2,2,2
5,9,903,2,0,90013,1,1,2,,1,1,,1,1,,1,2,1,3,2,2
5,9,903,2,48,90014,1,1,1,,1,1,,1,1,,1,2,1,2,1,2
5,9,903,2,48,90015,1,2,,2,2,,2,1,1,,1,2,2,1,1,1
5,9,903,2,48,90016,1,1,1,,1,1,,1,1,,1,2,3,2,1,1
5,9,909,1,0,90017,1,2,,2,2,,2,1,1,,1,2,2,1,1,1
5,9,903,2,48,90018,1,2,,2,2,,1,2,,2,1,2,1,4,2,2
5,9,903,2,48,90019,7,1,1,,1,1,,1,1,,2,2,1,3,1,2
5,9,903,2,48,90020,1,2,,2,1,1,,1,1,,2,2,3,4,1,1
5,9,915,1,1390,90021,7,2,,1,2,,2,2,,1,2,2,1,2,1,2
5,9,915,1,1390,90022,1,1,1,,1,1,,1,1,,1,1,1,3,2,1
5,9,915,1,1390,90024,2,2,,2,2,,2,1,1,,1,2,2,2,1,2
5,9,915,1,1390,90025,1,1,1,,1,2,,1,1,,1,2,3,1,1,1
5,9,915,1,1390,90026,2,1,1,,1,1,,1,1,,1,1,3,1,1,1
5,9,915,1,1390,90027,2,1,1,,1,1,,1,1,,2,1,1,3,1,1
5,9,915,1,1390,90028,2,2,,2,1,1,,1,2,,1,1,1,4,1,2
5,9,915,1,1390,90029,1,2,,1,2,,2,1,1,,2,2,3,2,1,1
5,9,915,1,1390,90030,1,1,1,,1,1,,1,1,,1,2,1,2,2,2
5,9,917,1,1254,90031,1,1,1,,1,1,,1,1,,2,2,1,3,2,2
5,9,917,1,1254,90032,6,1,2,,1,2,,2,,1,2,2,1,2,1,2
5,9,917,1,1254,90033,1,1,1,,1,1,,1,1,,1,2,2,1,1,1
5,9,917,1,1254,90034,2,1,1,,1,1,,1,1,,1,2,1,2,1,2
5,9,917,1,1254,90035,1,2,,2,1,1,,2,,2,1,1,2,2,2,2
5,9,917,1,1254,90036,2,1,1,,1,1,,1,1,,1,2,2,1,2,1
5,9,917,1,1254,90037,2,1,1,,1,1,,1,1,,1,2,2,4,2,1
5,9,917,1,1254,90038,11,2,,2,2,,2,1,1,,2,2,1,1,1,1
5,9,917,1,1254,90039,1,2,,2,2,,2,1,1,,1,2,1,2,2,1
5,9,917,1,1254,90040,1,1,1,,1,1,,1,1,,2,2,1,2,1,2
5,9,901,2,398,90041,1,1,1,,1,1,,1,1,,1,2,2,1,1,1
5,9,901,2,398,90042,2,1,1,,1,1,,2,,1,2,2,1,2,1,2
5,9,901,2,398,90043,1,1,1,,1,1,,1,1,,1,2,2,2,2,1
5,9,901,2,398,90044,1,1,1,,1,1,,1,1,,1,2,1,2,1,2
5,9,901,2,398,90045,1,2,,2,2,,2,1,1,,1,2,2,1,2,1
5,9,901,2,398,90046,1,1,1,,2,,1,1,1,,1,2,1,2,4,2
5,9,901,2,398,90047,2,2,,2,2,,2,2,,2,2,2,3,1,3,1
5,9,901,2,398,90048,2,2,,2,2,,2,2,,1,2,2,3,3,2,1
5,9,901,2,398,90049,1,2,,2,1,1,,1,1,,2,2,1,2,2,2
5,3,331,1,0,90051,1,2,,2,2,,2,1,1,,2,2,1,3,2,2
5,9,910,2,200,90052,1,2,,2,2,,2,2,,1,1,2,3,1,2,1
5,9,910,2,200,90054,1,2,,2,2,,2,1,2,,1,2,2,1,2,2
5,9,910,2,0,90055,1,1,1,,1,1,,1,1,,1,2,1,2,1,2
5,9,910,2,200,90057,8,2,,1,2,,2,2,,1,1,2,2,1,1,2
5,9,912,2,0,90058,1,2,,2,2,,2,1,1,,1,2,1,2,1,1
5,9,910,2,200,90059,1,1,1,,1,1,,1,1,,1,2,2,1,2,2
5,9,910,2,200,90060,1,2,,2,2,,2,1,1,,1,2,2,1,1,2
5,9,907,2,1446,90061,1,1,1,,1,1,,1,1,,2,2,2,2,2,1
5,9,907,2,1446,90062,1,1,1,,1,1,,1,1,,1,2,2,3,1,2
5,9,907,2,1446,90063,1,1,1,,1,1,,1,1,,2,2,1,2,1,1
5,9,907,2,1446,90064,3,2,,2,2,,2,2,,2,1,2,2,4,1,1
5,9,907,2,1446,90065,4,2,,2,2,,2,1,2,,1,1,1,2,2,2
5,9,907,2,1446,90066,2,1,1,,1,1,,1,1,,1,2,2,3,1,2
5,9,907,2,1446,90067,1,1,1,,2,,2,1,1,,2,2,2,2,1,1
5,9,907,2,1446,90068,2,1,1,,1,1,,1,1,,2,2,2,2,2,2
5,9,907,2,1446,90069,1,1,1,,1,1,,1,1,,2,2,1,2,1,2
5,9,907,2,0,90070,1,1,1,,1,1,,1,2,,1,2,1,1,1,1
5,9,912,2,102,90071,1,2,,2,2,,2,1,1,,1,2,1,2,1,1
5,9,912,2,0,90072,1,2,,2,1,1,,1,1,,1,2,2,3,1,1
5,9,912,2,102,90073,2,1,1,,1,1,,2,,2,1,1,4,3,1,2
5,9,912,2,102,90074,9,1,1,,1,1,,2,,1,2,2,1,1,1,1
5,9,912,2,102,90075,1,1,1,,1,1,,1,1,,1,2,1,2,1,1
5,9,912,2,102,90076,1,1,1,,1,1,,1,1,,2,2,2,2,1,2
5,9,912,2,102,90077,2,1,2,,1,1,,1,1,,1,2,1,2,1,1
5,9,912,2,102,90078,1,1,1,,1,1,,1,1,,1,2,2,1,1,1
5,9,912,2,102,90079,4,1,2,,1,2,,1,1,,2,2,2,1,1,2
5,9,912,2,102,90080,1,1,1,,1,1,,1,1,,1,2,1,2,1,2
5,9,916,2,1068,90081,2,1,2,,2,,1,1,1,,1,2,2,2,2,1
5,9,916,2,1068,90082,1,1,1,,1,1,,1,1,,2,1,1,1,2,1
5,9,916,2,1068,90083,2,1,1,,1,1,,1,1,,1,1,1,1,1,1
5,9,916,2,1068,90084,1,1,1,,1,1,,1,1,,1,2,2,1,1,2
5,9,916,2,1068,90085,1,1,1,,1,1,,2,,1,1,2,2,1,1,2
5,9,916,2,1068,90086,9,1,1,,1,1,,1,1,,1,2,2,2,2,2
5,9,916,2,1068,90087,1,2,,2,2,,2,2,,2,2,2,4,1,1,2
5,9,916,2,1068,90088,2,1,1,,1,1,,1,1,,1,2,2,2,1,2
5,9,916,2,1068,90089,1,1,1,,1,1,,1,1,,1,2,1,2,1,2
5,9,916,2,1068,90090,1,1,1,,1,1,,1,1,,1,2,2,1,1,1
5,9,918,2,834,90091,1,1,1,,1,2,,2,,2,2,2,2,2,2,1
5,9,918,2,834,90092,2,1,1,,1,1,,1,1,,1,2,2,2,1,2
5,9,918,2,834,90093,1,1,1,,1,1,,1,1,,2,2,2,2,2,1
5,9,918,2,834,90094,2,2,,2,2,,2,1,1,,1,2,2,2,2,1
5,9,918,2,834,90095,2,2,,2,2,,2,2,,2,2,2,3,2,1,2
5,9,918,2,834,90096,7,2,,2,1,1,,1,1,,2,2,3,2,2,2
5,9,918,2,834,90097,1,1,1,,1,1,,1,1,,2,2,1,3,2,2
5,9,918,2,0,90098,1,1,1,,1,2,,1,1,,1,2,4,2,2,2
5,9,918,2,834,90099,2,2,,2,2,,2,1,1,,1,2,2,1,1,2
5,9,918,2,834,90100,1,1,1,,1,1,,1,1,,1,2,2,1,1,1
5,9,905,2,978,90101,1,1,1,,1,1,,1,1,,1,2,1,3,1,1
5,9,905,2,978,90102,1,1,1,,1,1,,1,1,,1,2,1,2,1,2
1,25,2503,2,0,90103,1,1,1,,1,1,,1,1,,1,2,1,2,1,1
5,9,905,2,978,90104,2,2,,2,2,,2,1,1,,1,2,2,2,2,2
5,9,905,2,978,90105,1,2,,2,2,,2,1,1,,1,2,2,3,1,2
5,9,905,2,978,90106,2,2,,1,2,,2,2,,2,2,2,2,2,2,1
5,9,905,2,978,90107,4,1,1,,1,1,,1,1,,2,2,2,2,1,1
5,9,905,2,978,90108,2,1,1,,1,1,,1,1,,1,2,1,1,1,1
5,9,905,2,0,90109,1,1,1,,1,1,,1,1,,1,2,1,1,2,1
5,9,905,2,978,90110,2,1,1,,1,1,,1,1,,1,1,1,3,1,2
5,9,914,2,1746,90112,1,1,1,,1,1,,2,,1,1,2,4,2,1,1
5,9,914,2,1746,90113,5,1,1,,1,1,,1,1,,1,2,2,2,1,1
5,9,914,2,1746,90114,1,2,,2,2,,2,1,1,,1,2,2,1,2,2
5,9,914,2,1746,90115,2,2,,2,2,,2,2,,1,2,2,2,2,1,1
5,9,914,2,1746,90116,1,1,1,,1,1,,2,,1,2,2,1,2,4,1
5,9,914,2,1746,90117,1,1,1,,1,1,,1,1,,2,2,2,3,2,2
5,9,914,2,1746,90118,9,1,1,,1,1,,1,1,,1,2,4,2,1,2
5,9,907,2,0,90119,5,2,,2,1,1,,1,1,,1,2,2,1,1,2
5,9,914,2,1746,90120,1,2,,1,1,1,,1,1,,1,2,2,2,1,2
5,9,913,2,2266,90121,1,1,1,,1,1,,1,1,,1,2,2,3,1,1
5,9,913,2,2266,90122,1,1,1,,1,1,,1,1,,1,2,1,2,1,1
4,11,1107,2,0,90123,1,1,1,,1,1,,1,1,,1,2,1,2,2,1
5,9,913,2,2266,90124,1,1,1,,1,1,,2,,2,1,2,2,2,1,2
5,9,913,2,2266,90125,1,2,,2,2,,2,1,1,,1,2,2,2,1,2
5,9,913,2,2266,90126,1,1,1,,1,1,,1,1,,1,2,1,3,1,1
5,9,913,2,2266,90127,2,1,1,,1,1,,1,1,,1,2,1,1,1,2
5,9,913,2,2266,90128,1,1,1,,1,1,,1,1,,1,2,1,2,1,1
5,9,913,2,2266,90129,1,2,,2,2,,1,1,1,,2,2,4,2,2,2
5,9,913,2,2266,90130,6,2,,2,1,1,,1,1,,2,2,1,4,2,1
5,10,1014,2,80,100001,1,1,1,,2,,2,1,1,,2,2,1,3,1,2
5,10,1014,2,80,100002,2,2,,2,2,,2,1,1,,1,2,1,1,1,2
5,10,1014,2,80,100003,1,1,1,,1,1,,1,1,,1,2,1,1,1,1
5,10,1014,2,80,100004,1,1,1,,1,1,,1,1,,1,2,1,1,1,1
5,10,1014,2,80,100005,1,1,1,,2,,2,1,1,,2,2,1,3,1,2
5,10,1014,2,80,100006,1,1,1,,1,2,,1,1,,1,2,2,2,2,1
5,10,1014,2,80,100007,2,1,2,,1,2,,1,1,,2,1,2,4,1,2
5,10,1014,2,80,100008,1,1,2,,2,,2,2,,1,2,2,1,2,1,1
5,10,1014,2,80,100009,1,2,,2,2,,2,1,1,,2,2,1,3,3,1
5,10,1001,2,172,100013,1,1,1,,2,,2,1,2,,2,2,1,2,1,1
5,10,1001,2,172,100014,1,1,1,,2,,2,1,1,,1,2,1,4,1,2
5,10,1001,2,172,100015,1,2,,2,2,,2,1,1,,2,1,2,3,1,1
5,10,1001,2,172,100016,1,1,1,,1,1,,1,1,,1,1,2,4,1,1
5,10,1001,2,172,100017,1,2,,2,2,,2,1,1,,1,2,2,1,1,1
5,10,1001,2,172,100018,1,2,,2,2,,2,1,1,,1,2,1,2,1,2
5,10,1001,2,172,100019,1,2,,2,2,,2,1,1,,1,2,2,1,1,2
5,10,1001,2,172,100020,1,1,1,,2,,2,1,1,,2,2,2,3,2,2
5,10,1002,2,0,100021,1,1,1,,1,1,,1,1,,2,2,1,3,2,2
5,10,1007,1,1166,100022,1,2,,2,2,,2,1,1,,2,1,2,3,1,1
5,10,1007,1,1166,100024,1,1,1,,1,1,,2,,2,2,2,1,1,1,2
5,10,1007,1,1166,100025,2,1,1,,2,,2,1,1,,2,2,2,2,1,1
5,10,1007,1,1166,100026,1,1,1,,1,2,,2,,2,2,2,1,2,1,2
5,10,1007,1,1166,100027,2,2,,2,2,,2,1,1,,1,2,1,1,1,1
5,10,1007,1,1166,100028,1,1,1,,2,,2,1,1,,1,2,1,4,1,2
5,10,1007,1,1166,100029,2,1,2,,2,,2,1,1,,2,1,2,3,1,1
5,10,1007,1,1166,100030,1,1,1,,2,,2,1,1,,1,2,1,3,1,2
5,10,1008,2,1314,100031,1,1,1,,2,,2,1,1,,2,2,1,2,1,1
5,10,1008,2,1314,100032,1,1,1,,2,,2,1,1,,1,2,1,3,1,2
5,10,1008,2,1314,100033,1,2,,2,2,,2,1,1,,1,2,1,2,2,2
5,10,1008,2,1314,100034,2,1,1,,2,,2,1,1,,2,2,1,3,1,2
5,10,1008,2,1314,100035,1,2,,2,2,,2,1,1,,1,2,1,1,1,2
5,10,1008,2,1314,100036,3,2,,2,2,,2,1,1,,1,2,1,1,1,1
5,10,1008,2,1314,100037,1,1,1,,2,,2,1,1,,1,2,1,2,1,1
5,10,1008,2,1314,100038,1,2,,2,2,,2,1,1,,2,1,3,3,2,2
5,10,1008,2,1314,100039,3,1,1,,2,,2,1,1,,1,2,1,1,1,1
5,10,1008,2,1314,100040,6,2,,2,2,,2,1,1,,1,2,1,2,1,1
5,10,1008,2,1718,100041,2,1,1,,1,1,,2,,2,1,2,1,2,2,2
5,10,1008,2,1718,100042,2,1,1,,1,1,,2,,2,1,1,1,4,2,1
5,10,1008,2,1718,100043,1,1,2,,1,2,,2,,1,2,2,1,3,2,1
5,10,1008,2,1718,100044,1,2,,2,2,,2,1,1,,2,2,2,1,1,1
5,10,1008,2,1718,100045,1,1,1,,2,,2,1,1,,1,2,1,4,1,2
5,10,1008,2,1718,100046,2,1,1,,2,,2,1,1,,2,2,1,2,1,2
5,10,1008,2,1718,100047,1,2,,2,2,,2,1,2,,2,2,1,1,1,2
5,10,1008,2,1718,100048,1,1,1,,1,2,,1,1,,2,2,2,1,1,1
5,10,1008,2,1718,100049,4,1,1,,1,1,,1,2,,1,2,1,1,1,1
5,10,1008,2,1718,100050,1,2,,1,1,2,,2,,2,1,1,1,2,1,1
5,10,1021,2,120,100053,1,1,1,,2,,2,1,1,,1,2,3,1,1,1
5,10,1021,2,120,100054,3,2,,2,2,,2,1,2,,1,2,1,2,2,1
5,10,1021,2,120,100055,1,2,,2,2,,2,2,,2,1,2,1,1,1,2
5,10,1021,2,120,100056,1,1,2,,1,1,,1,1,,1,2,1,1,1,2
5,10,1021,2,120,100057,2,1,1,,2,,2,1,1,,1,2,1,2,1,1
5,10,1021,2,120,100058,1,2,,2,2,,2,1,2,,2,1,3,4,1,2
5,10,1021,2,120,100059,2,1,2,,1,2,,2,,1,2,2,1,2,1,1
5,10,1012,2,936,100061,2,2,,2,2,,2,2,,1,1,1,1,1,1,1
5,10,1012,2,936,100063,1,1,2,,2,,1,2,,2,2,2,2,3,1,2
5,10,1012,2,936,100064,1,1,1,,2,,2,1,1,,2,2,2,3,1,2
5,10,1012,2,936,100065,1,1,2,,2,,2,1,1,,1,2,1,4,1,2
5,10,1012,2,936,100066,2,2,,2,2,,2,2,,1,1,2,2,1,1,2
5,10,1012,2,0,100067,2,1,1,,1,2,,1,1,,2,2,1,4,1,1
5,10,1012,2,936,100068,1,1,1,,1,2,,1,1,,2,2,1,3,1,1
5,10,1012,2,936,100070,1,2,,1,2,,2,1,1,,2,2,2,2,1,1
5,10,1010,2,20,100071,2,1,2,,2,,1,1,1,,1,2,2,4,2,1
5,10,1010,2,20,100072,1,1,1,,1,1,,2,,1,2,1,2,1,2,1
5,10,1010,2,20,100073,2,2,,2,2,,2,1,1,,1,2,1,3,1,2
5,10,1010,2,20,100074,1,1,1,,1,2,,2,,2,1,2,2,4,2,2
5,10,1010,2,20,100075,2,2,,2,2,,2,1,1,,2,2,1,3,1,2
5,10,1010,2,20,100076,1,1,1,,1,1,,2,,2,1,2,2,3,2,2
5,10,1010,2,20,100077,2,1,2,,2,,1,1,1,,1,2,1,4,2,1
5,10,1010,2,0,100078,1,1,1,,2,,1,1,1,,1,2,1,3,2,1
5,10,1010,2,20,100079,1,1,2,,2,,2,1,1,,1,2,2,2,2,1
5,10,1010,2,20,100080,1,1,2,,2,,1,1,1,,1,2,1,4,2,2
5,10,1005,2,1374,100082,1,2,,1,2,,1,2,,1,1,1,2,1,2,2
5,10,1005,2,1374,100083,2,2,,2,2,,2,2,,2,1,2,1,3,1,1
5,10,1005,2,1374,100085,1,1,1,,1,1,,2,,2,2,2,1,4,1,2
5,10,1005,2,1374,100086,2,2,,2,2,,2,2,,1,2,2,1,3,1,1
5,10,1005,2,1374,100087,1,1,1,,1,1,,1,1,,1,2,1,4,2,1
5,10,1005,2,1374,100088,1,1,1,,1,1,,1,2,,1,1,2,3,2,2
5,10,1005,2,1374,100089,1,1,2,,2,,1,1,1,,1,2,1,4,2,1
5,10,1005,2,1374,100090,2,1,2,,2,,2,1,1,,1,2,1,4,2,2
5,10,1005,1,662,100091,1,1,1,,1,1,,1,1,,1,2,1,3,2,1
5,10,1005,1,662,100092,4,1,1,,1,1,,2,,1,1,2,1,2,1,2
5,10,1005,1,662,100093,1,1,1,,1,1,,1,1,,1,2,1,3,3,1
5,10,1005,1,662,100094,1,2,,2,2,,2,1,1,,1,2,1,2,1,2
5,10,1005,1,662,100095,1,1,1,,1,2,,2,,1,1,1,2,4,1,2
5,10,1005,1,662,100096,2,1,1,,1,1,,1,1,,1,2,1,4,2,1
5,10,1005,1,662,100097,1,1,1,,1,1,,1,1,,1,2,1,4,2,2
5,10,1005,1,662,100098,2,1,1,,1,1,,1,1,,1,2,1,4,2,1
5,10,1005,1,662,100100,1,1,1,,1,1,,1,1,,1,2,1,4,2,1
5,10,1018,2,898,100101,1,1,1,,2,,2,1,1,,1,2,2,3,1,1
5,10,1018,2,898,100102,1,1,1,,1,1,,1,1,,1,2,1,3,1,1
