"zone","state","lga","sector","ea","hhid","hhno","qno1","qno2","s1q10","s1q11","tracked_obs"
2,5,518,2,1304,50158,21,2,2,5,1,0
2,5,518,2,1304,50159,15,2,2,5,1,0
2,5,520,2,1756,50161,1,2,2,7,2,0
2,5,520,2,1756,50162,2,2,2,7,2,0
2,5,520,2,1756,50163,3,2,2,5,2,0
2,5,520,2,1756,50164,5,2,2,7,2,0
2,5,520,2,1756,50165,6,2,2,5,2,0
2,5,520,2,1756,50166,7,2,2,6,2,0
2,5,520,2,1756,50167,8,2,2,5,2,0
2,5,520,2,1756,50168,4,2,2,6,2,0
2,5,520,2,1756,50169,60,2,2,6,2,0
2,5,520,2,1756,50170,12,2,2,5,2,0
5,6,602,2,1356,60003,4,2,2,2,1,0
5,6,602,2,1356,60004,6,2,2,2,1,0
5,6,602,2,1356,60006,13,2,2,2,1,0
5,6,602,2,1356,60008,18,2,2,3,1,0
5,6,602,2,1356,60009,21,2,2,3,1,0
5,6,602,2,1356,60010,24,3,3,2,1,0
5,6,606,2,1372,60014,6,2,2,3,1,0
5,6,606,2,1372,60015,9,2,2,2,1,0
5,6,606,2,1372,60016,12,2,2,3,1,0
5,6,606,2,1372,60017,13,2,2,3,1,0
5,6,606,2,1372,60020,20,2,2,3,1,0
5,6,608,1,3978,60021,2,2,2,3,1,0
5,6,608,1,3978,60022,3,2,2,2,1,0
5,6,608,1,3978,60026,8,2,2,3,1,0
5,6,608,1,3978,60027,8,2,2,3,1,0
5,6,608,1,3978,60028,7,2,2,2,1,0
5,6,608,1,3978,60029,10,2,2,20,1,0
5,6,608,1,3978,60030,12,2,2,3,1,0
5,6,607,2,1892,60038,17,2,2,3,1,0
5,6,601,2,640,60045,28,2,2,3,1,0
5,6,601,2,640,60048,28,2,2,3,1,0
5,6,605,2,162,60051,1,2,2,2,1,0
5,6,605,2,162,60052,2,2,2,3,1,0
5,3,317,2,0,60053,0,2,2,2,1,1
5,6,605,2,162,60054,6,2,2,2,1,0
5,6,605,2,162,60059,14,2,2,3,1,0
5,6,608,2,748,60066,6,2,2,3,1,0
1,7,707,2,560,70001,1,2,2,5,1,0
1,7,707,2,560,70002,2,2,2,3,1,0
1,7,707,2,560,70003,3,2,2,5,1,0
1,7,707,2,560,70005,5,2,2,3,1,0
1,7,707,2,560,70006,6,2,2,3,1,0
1,7,707,2,560,70007,7,2,2,3,1,0
1,7,707,2,560,70008,8,2,2,4,1,0
1,7,707,2,560,70009,9,2,2,5,1,0
1,7,707,2,560,70010,10,2,2,4,1,0
1,7,708,2,754,70011,1,2,2,3,1,0
1,7,708,2,754,70012,3,2,2,4,1,0
1,7,708,2,754,70013,4,2,2,4,1,0
1,7,708,2,754,70014,6,2,2,5,1,0
1,7,708,2,754,70015,7,2,2,5,1,0
1,7,708,2,754,70016,19,2,2,5,1,0
1,7,708,2,754,70017,11,2,2,3,1,0
1,7,708,2,754,70018,12,2,2,3,1,0
1,7,708,2,754,70019,20,2,2,4,1,0
1,7,708,2,754,70020,15,2,2,4,1,0
1,7,705,2,4186,70021,1,2,2,5,1,0
1,7,705,2,4186,70022,3,2,2,3,1,0
1,7,705,2,4186,70023,5,2,2,4,1,0
1,7,705,2,4186,70024,7,2,2,4,1,0
1,7,705,2,4186,70025,9,2,2,5,1,0
1,7,705,2,4186,70026,11,2,2,3,1,0
1,7,705,2,4186,70027,13,2,2,5,1,0
1,7,705,2,4186,70028,15,2,2,4,1,0
1,7,705,2,4186,70029,18,2,2,3,1,0
1,7,705,2,4186,70030,26,2,2,3,1,0
1,7,722,2,234,70031,1,2,2,4,1,0
1,7,722,2,234,70032,2,2,2,3,1,0
1,7,722,2,234,70033,4,2,2,3,1,0
1,7,722,2,234,70034,14,2,2,4,1,0
1,7,722,2,234,70035,16,2,2,4,1,0
1,7,722,2,234,70036,17,2,2,5,1,0
1,7,722,2,234,70037,9,2,2,5,1,0
1,7,722,2,234,70038,10,2,2,3,1,0
1,7,722,2,234,70039,10,2,2,3,1,0
1,7,722,2,234,70040,12,2,2,5,1,0
1,7,722,2,892,70041,1,2,2,5,1,0
1,7,722,2,892,70042,2,2,2,3,1,0
1,7,722,2,892,70043,4,2,2,5,1,0
1,7,722,2,892,70044,15,2,2,5,1,0
1,7,722,2,892,70045,7,2,2,3,1,0
1,7,722,2,892,70046,16,2,2,3,1,0
1,7,722,2,892,70047,9,2,2,4,1,0
1,7,722,2,892,70048,11,2,2,4,1,0
1,7,722,2,892,70049,12,2,2,4,1,0
1,7,722,2,892,70050,14,2,2,4,1,0
1,7,710,2,2726,70051,1,2,2,5,1,0
1,7,710,2,2726,70052,23,2,2,3,1,0
1,7,710,2,2726,70053,5,1,2,4,1,0
1,7,710,2,2726,70054,6,2,2,3,1,0
1,7,710,2,2726,70055,8,2,2,3,1,0
1,7,710,2,2726,70056,9,2,2,5,1,0
1,7,710,2,2726,70057,12,2,2,5,1,0
1,7,710,2,2726,70058,14,2,2,3,1,0
1,7,710,2,2726,70059,15,2,2,4,1,0
1,7,710,2,2726,70060,17,2,2,4,1,0
1,7,711,2,2532,70061,3,2,2,3,1,0
1,7,711,2,2532,70062,3,2,2,3,1,0
1,7,711,2,2532,70063,4,2,2,5,1,0
1,7,711,2,2532,70064,16,2,2,4,1,0
1,7,711,2,2532,70066,9,2,2,5,1,0
1,7,711,2,2532,70067,10,2,2,5,1,0
1,7,711,2,2532,70068,12,2,2,5,1,0
1,7,711,2,2532,70069,22,2,2,4,1,0
1,7,711,2,2532,70070,15,2,2,4,1,0
1,7,709,2,1226,70071,16,2,2,3,1,0
1,7,709,2,1226,70072,2,2,2,5,1,0
1,7,709,2,1226,70073,4,2,2,5,1,0
1,7,709,2,1226,70074,5,2,2,5,1,0
1,7,709,2,1226,70075,1,2,2,4,1,0
1,7,709,2,1226,70076,8,2,2,4,1,0
1,7,709,2,1226,70077,10,2,2,4,1,0
1,7,709,2,1226,70078,11,2,2,4,1,0
1,7,709,2,1226,70079,13,2,2,3,1,0
1,7,709,2,1226,70080,14,2,2,3,1,0
1,7,719,1,1612,70083,48,2,2,7,2,0
1,7,719,1,1612,70084,18,2,2,7,2,0
1,7,719,1,1612,70088,61,2,2,6,2,0
1,7,719,1,1612,70089,31,2,2,8,2,0
1,7,719,1,1612,70090,52,2,2,8,2,0
1,7,717,2,1248,70091,15,2,2,6,2,0
1,7,717,2,1248,70092,24,2,2,7,2,0
1,7,717,2,1248,70093,3,2,2,6,2,0
1,7,717,2,1248,70094,1,2,2,6,2,0
1,7,717,2,1248,70095,22,2,2,8,2,0
1,7,717,2,1248,70096,28,2,2,8,2,0
1,7,717,2,1248,70097,11,2,2,8,2,0
1,7,717,2,1248,70098,5,2,2,7,2,0
1,7,717,2,1248,70099,13,2,2,7,2,0
1,7,717,2,1248,70100,26,2,2,7,2,0
1,7,701,2,606,70101,1,2,2,6,2,0
1,7,701,2,606,70102,2,2,2,6,2,0
1,7,701,2,606,70103,3,2,2,8,2,0
1,7,701,2,606,70104,4,2,2,7,2,0
1,7,701,2,606,70105,6,2,2,6,2,0
1,7,701,2,606,70106,7,2,2,6,2,0
1,7,701,2,606,70107,8,2,2,8,2,0
1,7,701,2,606,70108,17,2,2,7,2,0
1,7,701,2,606,70109,13,2,2,7,2,0
1,7,701,2,606,70110,11,2,2,8,2,0
1,7,702,2,632,70111,24,2,2,8,2,0
1,7,702,2,632,70112,27,2,2,8,2,0
1,7,702,2,632,70113,10,2,2,7,2,0
1,7,702,2,632,70114,2,2,2,8,2,0
1,7,702,2,632,70115,33,2,2,7,2,0
1,7,702,2,632,70116,5,2,2,6,2,0
1,7,702,2,632,70117,8,2,2,7,2,0
1,7,702,2,632,70118,15,2,2,6,2,0
1,7,702,2,632,70119,21,2,2,6,2,0
1,7,702,2,632,70120,18,2,2,7,2,0
1,7,718,2,1640,70121,27,2,2,8,2,0
1,7,718,2,1640,70122,11,2,2,6,2,0
1,7,718,2,1640,70123,20,2,2,8,2,0
1,7,718,2,1640,70124,17,2,2,7,2,0
1,7,718,2,1640,70125,23,2,2,8,2,0
1,7,718,2,1640,70126,1,2,2,8,2,0
1,7,718,2,1640,70127,4,3,3,7,2,0
1,7,718,2,1640,70128,7,2,2,6,2,0
1,7,718,2,1640,70129,39,2,2,6,2,0
1,7,718,2,1640,70130,7,2,2,7,2,0
1,7,715,2,780,70131,14,2,2,7,2,0
1,7,715,2,780,70132,5,2,2,6,2,0
1,7,715,2,780,70133,2,2,2,7,2,0
1,7,715,2,780,70134,3,2,2,7,2,0
1,7,715,2,780,70135,15,2,2,8,2,0
1,7,715,2,780,70136,4,2,2,8,2,0
1,7,715,2,780,70137,10,2,2,7,2,0
1,7,715,2,780,70138,11,2,2,8,2,0
1,7,715,2,780,70139,1,2,2,6,2,0
1,7,715,2,780,70140,12,2,2,6,2,0
1,7,715,2,294,70141,6,2,2,7,2,0
1,7,715,2,294,70142,24,2,2,8,2,0
1,7,715,2,294,70144,17,2,2,6,2,0
1,7,715,2,294,70149,8,2,2,8,2,0
1,7,715,2,294,70150,1,2,2,6,2,0
1,7,713,2,304,70152,24,2,2,8,2,0
1,7,713,2,304,70153,22,2,2,6,2,0
1,7,713,2,304,70154,8,2,2,7,2,0
1,7,713,2,304,70155,19,2,2,7,2,0
1,7,713,2,304,70156,2,2,2,7,2,0
1,7,713,2,304,70157,41,2,2,6,2,0
1,7,713,2,304,70158,5,2,2,7,2,0
1,7,713,2,304,70159,16,2,2,8,2,0
1,7,713,2,304,70160,27,2,2,6,2,0
2,8,821,1,5062,80021,1,2,2,7,2,0
2,8,816,2,1270,80031,1,2,2,8,1,0
2,8,816,2,1270,80032,4,2,2,8,1,0
2,8,816,2,1270,80033,8,2,2,4,1,0
2,8,816,2,1270,80034,11,2,2,4,1,0
2,8,816,2,1270,80035,15,2,2,4,1,0
2,8,816,2,1270,80036,18,2,2,8,1,0
2,8,816,2,1270,80037,21,2,2,6,1,0
2,8,816,2,1270,80038,25,2,2,8,1,0
2,8,816,2,1270,80039,28,2,2,6,1,0
2,8,816,2,1270,80040,32,2,2,6,1,0
2,8,803,1,944,80041,9,2,2,4,1,0
2,8,803,1,944,80042,12,2,2,4,1,0
2,8,803,1,944,80043,20,2,2,6,1,0
2,8,803,1,944,80044,27,2,2,4,1,0
2,8,803,1,944,80045,34,2,2,8,1,0
2,8,803,1,944,80046,41,2,2,6,1,0
2,8,803,1,944,80047,49,2,2,8,1,0
2,8,803,1,944,80049,63,2,2,4,1,0
2,8,803,1,944,80050,70,2,2,8,1,0
2,8,811,1,1558,80051,1,2,2,5,2,0
2,8,811,1,1558,80053,3,2,2,3,2,0
2,8,811,1,1558,80054,4,2,2,5,2,0
2,8,811,1,1558,80055,6,1,2,3,2,0
2,8,811,1,1558,80057,8,2,2,7,2,0
2,8,811,1,1558,80058,9,2,2,5,2,0
2,8,811,1,1558,80059,10,2,2,7,2,0
2,8,811,1,1558,80060,12,1,2,7,2,0
2,8,811,2,390,80061,1,2,2,5,2,0
2,8,811,2,390,80062,2,2,2,5,2,0
2,8,811,2,390,80063,8,2,2,5,2,0
2,8,811,2,390,80064,5,2,2,7,2,0
2,8,811,2,390,80065,6,2,2,7,2,0
2,8,811,2,390,80066,12,2,2,7,2,0
2,8,811,2,390,80067,9,3,3,3,2,0
2,8,811,2,390,80068,10,2,2,3,2,0
2,8,811,2,390,80069,11,2,2,3,2,0
2,8,811,2,390,80070,6,2,2,3,2,0
2,8,802,2,1152,80071,1,2,2,3,2,0
2,8,802,2,1152,80072,2,2,2,3,2,0
2,8,802,2,1152,80073,4,2,2,5,2,0
2,8,802,2,1152,80074,3,2,2,5,2,0
2,8,802,2,1152,80075,5,2,2,5,2,0
2,8,802,2,1152,80076,6,2,2,5,2,0
2,8,802,2,1152,80077,11,2,2,7,2,0
2,8,802,2,1152,80078,8,3,3,7,2,0
2,8,802,2,1152,80079,7,2,2,7,2,0
2,8,802,2,1152,80080,10,2,2,3,2,0
2,8,812,2,866,80081,1,2,2,3,2,0
2,8,812,2,866,80082,2,2,2,5,2,0
2,8,812,2,866,80083,4,2,2,5,2,0
2,8,812,2,866,80084,5,2,2,5,2,0
2,8,812,2,866,80085,7,2,2,3,2,0
2,8,812,2,866,80086,8,2,2,3,2,0
2,8,812,2,866,80087,9,2,2,7,2,0
2,8,812,2,866,80088,15,2,2,3,2,0
2,8,812,2,866,80089,12,2,2,7,2,0
2,8,812,2,866,80090,14,2,2,7,2,0
2,8,805,2,46,80098,11,2,2,7,2,0
2,8,805,2,46,80099,12,2,2,7,2,0
2,8,805,2,46,80100,14,2,2,5,2,0
2,8,827,2,804,80101,2,2,2,2,7,0
2,8,827,2,804,80102,2,2,2,7,2,0
2,8,827,2,804,80103,0,2,2,7,2,0
2,8,827,2,804,80104,6,2,2,5,2,0
2,8,827,2,804,80105,5,2,2,5,2,0
2,8,827,2,804,80106,9,2,2,3,2,0
2,8,827,2,804,80107,11,4,4,3,2,0
2,8,827,2,804,80108,13,2,2,5,2,0
2,8,827,2,804,80109,14,2,2,3,2,0
2,8,827,2,804,80110,16,2,2,3,2,0
2,8,807,2,946,80111,1,2,2,5,2,0
2,8,807,2,946,80112,3,2,2,3,2,0
2,8,807,2,946,80113,5,2,2,7,2,0
2,8,807,2,946,80114,6,2,2,7,2,0
2,8,807,2,946,80115,8,2,2,7,2,0
2,8,807,2,946,80116,10,2,2,5,2,0
2,8,807,2,946,80117,12,2,2,3,2,0
2,8,807,2,946,80118,14,2,2,5,2,0
2,8,807,2,946,80119,2,2,2,5,2,0
2,8,807,2,946,80120,17,2,2,3,2,0
2,8,807,2,2396,80121,1,3,3,7,2,0
2,8,807,2,2396,80122,5,2,2,5,2,0
2,8,807,2,2396,80123,8,2,2,5,2,0
2,8,807,2,2396,80124,12,2,2,7,2,0
2,8,807,2,2396,80125,15,1,2,7,2,0
2,8,807,2,2396,80126,18,2,2,7,2,0
2,8,807,2,2396,80127,21,3,3,3,2,0
2,8,807,2,2396,80128,24,2,2,3,2,0
2,8,807,2,2396,80129,28,1,3,5,2,0
2,8,807,2,2396,80130,31,2,2,3,2,0
2,8,807,2,1438,80131,1,2,2,7,2,0
2,8,807,2,1438,80132,3,2,2,7,2,0
2,8,807,2,1438,80133,5,2,2,3,2,0
2,8,807,2,1438,80134,6,2,2,5,2,0
2,8,807,2,1438,80135,8,2,2,3,2,0
2,8,807,2,1438,80136,10,2,2,5,2,0
2,8,807,2,1438,80137,12,2,2,5,2,0
2,8,807,2,1438,80138,14,2,2,3,2,0
2,8,807,2,1438,80139,15,2,2,3,2,0
2,8,807,2,1438,80140,17,2,2,7,2,0
2,8,820,2,1030,80141,1,2,2,4,1,0
2,8,820,2,1030,80142,3,2,2,8,1,0
2,8,820,2,1030,80143,5,2,2,4,1,0
2,8,820,2,1030,80144,7,2,2,6,1,0
2,8,820,2,1030,80145,9,2,2,6,1,0
2,8,820,2,1030,80146,11,2,2,4,1,0
2,8,820,2,1030,80147,13,2,2,8,1,0
2,8,820,2,1030,80148,15,2,2,6,1,0
2,8,820,2,1030,80149,17,2,2,8,1,0
2,8,820,2,1030,80150,19,2,2,6,1,0
2,8,824,2,768,80155,8,2,2,8,1,0
2,8,824,2,768,80156,18,2,2,4,1,0
2,8,824,2,768,80159,14,2,2,6,1,0
2,8,824,2,768,80160,16,2,2,6,1,0
2,8,823,2,548,80171,1,2,2,6,1,0
2,8,823,2,548,80172,3,2,2,4,1,0
2,8,823,2,548,80173,4,2,2,4,1,0
2,8,823,2,548,80174,6,2,2,8,1,0
2,8,823,2,548,80175,7,2,2,8,1,0
2,8,823,2,548,80176,9,2,2,8,1,0
2,8,823,2,548,80177,16,2,2,6,1,0
2,8,823,2,548,80178,14,2,2,4,1,0
2,8,823,2,548,80179,13,2,2,6,1,0
2,8,823,2,548,80180,15,2,2,4,1,0
2,8,809,2,1748,80181,1,2,2,4,1,0
2,8,809,2,1748,80182,2,2,2,4,1,0
2,8,809,2,1748,80183,3,2,2,8,1,0
2,8,809,2,1748,80184,4,2,2,4,1,0
2,8,809,2,1748,80185,5,2,2,8,1,0
2,8,809,2,1748,80186,6,2,2,8,1,0
2,8,809,2,1748,80187,7,2,2,6,1,0
2,8,809,2,1748,80188,8,2,2,6,1,0
2,8,809,2,1748,80189,9,2,2,8,1,0
2,8,809,2,1748,80190,10,2,2,6,1,0
2,8,826,2,926,80191,1,2,3,6,1,0
2,8,826,2,926,80192,3,2,2,8,1,0
2,8,826,2,926,80193,5,2,2,4,1,0
2,8,826,2,926,80194,7,2,2,8,1,0
2,8,826,2,926,80195,9,2,2,8,1,0
2,8,826,2,926,80196,11,2,2,6,1,0
2,8,826,2,926,80197,13,2,2,8,4,0
2,8,826,2,926,80198,1,2,2,4,1,0
2,8,826,2,926,80199,17,2,2,6,1,0
2,8,826,2,926,80200,20,2,2,4,1,0
2,8,815,2,362,80201,1,2,2,4,1,0
2,8,815,2,362,80202,2,2,2,4,1,0
2,8,815,2,362,80203,3,2,2,6,1,0
2,8,815,2,362,80204,4,2,2,6,1,0
2,8,815,2,362,80207,9,2,2,4,1,0
2,8,815,2,362,80208,12,2,2,8,1,0
2,8,815,2,362,80210,10,2,2,8,1,0
5,9,908,1,278,90002,96,2,2,5,1,0
5,9,908,1,278,90005,75,2,2,4,1,0
5,3,311,2,0,90007,0,2,2,2,1,1
5,9,908,1,278,90009,18,2,2,4,1,0
5,9,908,1,278,90010,11,2,2,5,1,0
5,9,903,2,48,90011,7,2,2,4,1,0
5,9,903,2,48,90014,53,2,2,3,1,0
5,9,903,2,48,90015,32,2,2,3,1,0
5,9,903,2,48,90016,11,2,2,5,1,0
5,9,903,2,48,90018,15,2,2,5,1,0
5,9,903,2,48,90019,40,2,2,4,1,0
5,9,903,2,48,90020,44,2,2,4,1,0
5,9,915,1,1390,90021,5,2,2,3,1,0
5,9,915,1,1390,90022,6,2,2,3,1,0
5,9,915,1,1390,90025,8,3,3,4,1,0
5,9,915,1,1390,90026,9,2,2,4,1,0
5,9,915,1,1390,90027,10,2,2,5,1,0
5,9,915,1,1390,90029,1,2,2,5,1,0
5,9,917,1,1254,90031,1,2,2,4,1,0
5,9,917,1,1254,90032,35,2,2,5,1,0
5,9,917,1,1254,90033,41,2,2,5,1,0
5,9,917,1,1254,90035,19,2,2,3,1,0
5,9,917,1,1254,90036,32,2,2,3,1,0
5,9,917,1,1254,90037,22,3,3,4,1,0
5,9,917,1,1254,90038,16,2,2,4,1,0
5,9,917,1,1254,90040,26,2,2,5,1,0
5,9,901,2,398,90041,8,2,2,5,1,0
5,9,901,2,398,90042,33,2,2,5,1,0
5,9,901,2,398,90043,26,2,2,5,1,0
5,9,901,2,398,90044,19,2,2,3,1,0
5,9,901,2,398,90045,15,2,2,3,1,0
5,9,901,2,398,90046,12,2,2,3,1,0
5,9,901,2,398,90048,30,2,2,4,1,0
5,9,901,2,398,90049,17,2,2,4,1,0
5,9,901,2,398,90050,21,2,2,5,1,0
5,9,910,2,200,90051,2,2,2,3,1,0
5,9,910,2,200,90052,3,2,2,5,1,0
5,9,910,2,200,90053,4,2,2,4,1,0
5,9,910,2,200,90054,1,2,2,4,1,0
5,9,910,2,200,90056,6,2,2,5,1,0
5,9,910,2,200,90057,8,2,2,5,1,0
5,9,910,2,0,90058,,2,2,4,2,1
5,9,910,2,200,90059,9,2,2,3,1,0
5,9,910,2,200,90060,10,2,2,3,1,0
5,9,907,2,1446,90061,8,2,2,4,1,0
5,9,907,2,1446,90062,7,2,2,5,1,0
5,9,907,2,1446,90063,3,2,2,3,1,0
5,9,907,2,1446,90064,6,2,2,3,1,0
5,9,907,2,1446,90065,3,2,2,3,1,0
5,9,907,2,1446,90066,1,3,3,5,1,0
5,9,907,2,1446,90067,2,3,3,4,1,0
5,9,907,2,1446,90069,12,2,2,5,1,0
5,9,907,2,0,90070,0,2,2,4,2,1
5,9,912,2,102,90071,11,2,2,3,1,0
5,9,912,2,102,90072,14,2,2,3,1,0
5,9,912,2,102,90073,12,2,2,3,1,0
5,9,912,2,102,90074,15,2,2,4,1,0
5,9,912,2,102,90075,3,2,2,4,1,0
5,9,912,2,102,90076,9,2,2,4,1,0
5,9,912,2,102,90077,4,2,2,5,1,0
5,9,912,2,102,90078,1,2,2,5,1,0
5,9,912,2,102,90079,7,2,2,5,1,0
5,9,912,2,102,90080,6,2,2,5,1,0
5,9,916,2,1068,90081,24,2,2,4,1,0
5,9,916,2,1068,90082,11,2,2,5,1,0
5,9,916,2,1068,90083,9,2,2,3,1,0
5,9,916,2,1068,90084,18,2,2,3,1,0
5,9,916,2,1068,90085,16,2,2,3,1,0
5,9,916,2,1068,90086,13,2,2,4,1,0
5,9,916,2,1068,90087,26,2,2,4,1,0
5,9,916,2,1068,90089,7,2,2,5,1,0
5,9,916,2,1068,90090,20,2,2,5,1,0
5,9,918,2,834,90091,5,2,2,5,1,0
5,9,918,2,834,90092,8,2,2,5,1,0
5,9,918,2,834,90093,1,2,2,3,1,0
5,9,918,2,834,90094,6,2,2,3,1,0
5,9,918,2,834,90095,9,2,2,3,1,0
5,9,918,2,834,90096,10,2,2,4,1,0
5,9,918,2,834,90097,4,2,2,4,1,0
5,9,918,2,834,90098,3,2,2,4,1,0
5,9,918,2,834,90099,7,2,2,3,1,0
5,9,918,2,834,90100,2,2,2,5,1,0
5,9,905,2,978,90101,14,2,2,3,1,0
5,9,905,2,978,90102,15,2,2,4,1,0
1,25,2503,2,0,90103,,1,1,2,,1
5,9,905,2,978,90104,11,2,2,3,1,0
5,9,905,2,978,90105,9,2,2,3,1,0
5,9,905,2,978,90106,9,2,2,4,1,0
5,9,905,2,978,90107,9,2,2,4,1,0
5,9,905,2,978,90108,1,2,2,5,1,0
5,9,905,2,978,90109,2,2,2,5,1,0
5,9,914,2,1746,90112,16,2,2,4,1,0
5,9,914,2,1746,90113,7,2,2,3,1,0
5,9,914,2,1746,90114,5,2,2,3,1,0
5,9,914,2,1746,90115,3,2,2,3,1,0
5,9,914,2,1746,90116,11,2,2,3,1,0
5,9,914,2,1746,90117,1,2,2,4,1,0
5,9,914,2,1746,90118,22,2,2,4,1,0
5,9,914,2,1746,90120,26,2,2,5,1,0
5,9,913,2,2266,90121,2,2,2,5,1,0
5,9,913,2,2266,90122,10,2,2,4,1,0
5,9,913,2,2266,90123,7,2,2,5,1,0
5,9,913,2,2266,90124,11,3,3,3,1,0
5,9,913,2,2266,90125,9,2,2,3,1,0
5,9,913,2,2266,90126,1,2,2,5,1,0
5,9,913,2,2266,90127,5,2,2,5,1,0
5,9,913,2,2266,90128,6,2,2,3,1,0
5,9,913,2,2266,90129,3,3,3,4,1,0
5,9,913,2,2266,90130,12,2,2,4,1,0
5,10,1014,2,80,100001,9,2,2,5,1,0
5,10,1014,2,80,100002,6,2,2,4,1,0
5,10,1014,2,80,100004,4,2,2,5,1,0
5,10,1014,2,80,100005,8,2,2,5,1,0
5,10,1014,2,80,100006,11,2,2,4,1,0
5,10,1014,2,80,100007,1,2,2,4,1,0
5,10,1014,2,80,100008,5,2,2,5,1,0
5,10,1014,2,80,100009,2,2,2,4,1,0
5,10,1001,2,172,100011,10,2,2,5,1,0
5,10,1001,2,172,100014,9,2,2,5,1,0
5,10,1001,2,172,100015,7,2,2,4,1,0
5,10,1001,2,172,100017,11,2,2,4,1,0
5,10,1001,2,172,100018,21,2,2,4,1,0
5,10,1001,2,172,100020,2,2,2,4,1,0
5,10,1007,1,1166,100021,1,2,2,5,1,0
5,10,1007,1,1166,100023,10,2,2,4,1,0
5,10,1007,1,1166,100024,7,2,2,4,1,0
5,10,1007,1,1166,100025,5,2,2,4,1,0
5,10,1007,1,1166,100029,15,2,2,4,1,0
5,10,1007,1,1166,100030,8,2,2,5,1,0
5,10,1008,2,1314,100031,1,2,2,5,1,0
5,10,1008,2,1314,100032,5,2,2,4,1,0
5,10,1008,2,1314,100033,3,2,2,4,1,0
5,10,1008,2,1314,100034,2,2,2,5,1,0
5,10,1008,2,1314,100035,9,2,2,4,1,0
5,10,1008,2,1314,100036,8,2,2,4,1,0
5,10,1008,2,1314,100037,6,2,2,5,1,0
5,10,1008,2,1314,100038,8,2,2,5,1,0
5,10,1008,2,1314,100039,7,2,2,4,1,0
5,10,1008,2,1314,100040,4,2,2,5,1,0
5,10,1008,2,1718,100042,5,2,2,5,1,0
5,10,1008,2,1718,100043,4,2,2,4,1,0
5,10,1008,2,1718,100044,17,2,2,5,1,0
5,10,1008,2,1718,100045,2,2,2,5,1,0
5,10,1008,2,1718,100046,8,2,2,4,1,0
5,10,1008,2,1718,100047,1,2,2,4,1,0
5,10,1008,2,1718,100048,13,2,2,5,1,0
5,10,1008,2,1718,100049,18,2,2,4,1,0
5,10,1008,2,1718,100050,6,2,2,4,1,0
5,10,1021,2,120,100055,30,2,2,5,1,0
5,10,1010,2,20,100071,1,2,2,7,2,0
5,10,1010,2,20,100073,6,2,2,4,2,0
5,10,1010,2,20,100075,13,2,2,7,2,0
5,10,1010,2,20,100076,3,2,2,6,2,0
5,10,1010,2,20,100080,21,2,2,7,2,0
5,10,1005,2,1374,100082,6,2,2,6,2,0
5,10,1005,2,1374,100083,9,2,2,4,2,0
5,10,1005,2,1374,100085,13,2,2,4,2,0
5,10,1005,2,1374,100086,8,2,2,4,2,0
5,10,1005,2,1374,100090,13,2,2,7,2,0
5,10,1005,1,662,100093,18,2,2,7,2,0
5,10,1005,1,662,100094,22,3,3,6,2,0
5,10,1005,1,662,100097,1,2,2,4,2,0
5,10,1018,2,898,100101,24,2,2,7,2,0
5,10,1018,2,898,100102,30,2,2,4,2,0
5,10,1018,2,898,100103,49,2,2,7,2,0
5,10,1018,2,898,100104,75,2,2,7,2,0
5,10,1018,2,898,100105,11,2,2,4,2,0
5,10,1018,2,898,100108,62,2,2,6,2,0
5,10,1018,2,898,100109,14,2,2,6,2,0
5,10,1018,2,898,100110,81,2,2,6,2,0
5,10,1018,1,634,100114,4,2,2,6,2,0
5,10,1018,1,634,100115,10,2,2,4,2,0
5,10,1018,1,634,100117,9,2,2,7,2,0
5,10,1018,1,634,100120,8,2,2,7,2,0
5,10,1020,1,38,100127,18,2,2,4,2,0
4,11,1112,2,1952,110011,30,2,2,5,1,0
4,11,1112,2,1952,110012,27,2,2,5,1,0
4,11,1112,2,1952,110013,23,2,2,5,1,0
4,11,1112,2,1952,110014,20,2,2,2,1,0
4,11,1112,2,1952,110015,15,2,2,2,1,0
4,11,1112,2,1952,110016,13,2,2,3,1,0
4,11,1112,2,1952,110017,18,2,2,4,1,0
4,11,1112,2,1952,110018,11,2,2,3,1,0
4,11,1112,2,1952,110020,25,2,2,4,1,0
4,11,1112,2,78,110021,4,2,2,4,1,0
4,11,1112,2,78,110022,31,2,2,3,1,0
4,11,1112,2,78,110023,12,2,2,3,1,0
4,11,1112,2,78,110024,1,2,2,5,1,0
4,11,1112,2,78,110025,34,2,2,4,1,0
4,11,1112,2,78,110026,20,2,2,3,1,0
4,11,1112,2,78,110027,66,2,2,5,1,0
4,11,1112,2,78,110028,39,2,2,2,1,0
4,11,1112,2,78,110029,39,2,2,5,1,0
4,11,1112,2,78,110030,28,2,2,2,1,0
4,11,1110,2,714,110031,16,2,2,5,1,0
4,11,1110,2,714,110032,6,2,2,5,1,0
4,11,1110,2,714,110033,15,2,2,2,1,0
4,11,1110,2,714,110034,13,2,2,2,1,0
4,11,1110,2,714,110035,3,2,2,5,1,0
4,11,1110,2,714,110036,4,2,2,4,1,0
4,11,1110,2,714,110037,1,2,2,3,1,0
4,11,1110,2,714,110038,7,2,2,3,1,0
4,11,1110,2,714,110039,9,2,2,4,1,0
4,11,1110,2,714,110040,10,2,2,4,1,0
4,11,1110,2,2752,110041,2,2,2,5,1,0
4,11,1110,2,2752,110042,5,2,2,2,1,0
