"zone","state","lga","sector","ea","cluster_id","is_cd","c2q1","c2q3","c2q4","c2q4_os","c2q5","c2q6a","c2q6b","c2q7","c2q8"
5,10,1002,1,114,"1002-114",201,1,0,,,,,,1,4
5,10,1002,1,114,"1002-114",202,1,0,,,,,,2,0
5,10,1002,1,114,"1002-114",203,2,,,,,,,,
5,10,1002,1,114,"1002-114",204,1,0,,,,,,2,0
5,10,1002,1,114,"1002-114",205,2,,,,,,,,
5,10,1002,1,114,"1002-114",206,2,,,,,,,,
5,10,1002,1,114,"1002-114",207,1,0,,,,,,1,4
5,10,1002,1,114,"1002-114",208,1,0,,,,,,1,4
5,10,1002,1,114,"1002-114",209,1,0,,,,,,1,4
5,10,1002,1,114,"1002-114",210,2,,,,,,,,
5,10,1002,1,114,"1002-114",211,2,,,,,,,,
5,10,1002,1,114,"1002-114",212,2,,,,,,,,
5,10,1002,1,114,"1002-114",213,1,0,,,,,,1,4
5,10,1002,1,114,"1002-114",215,1,0,,,,,,1,4
5,10,1002,1,114,"1002-114",216,2,,,,,,,,
5,10,1002,1,114,"1002-114",217,1,0,,,,,,,7
5,10,1002,1,114,"1002-114",219,1,0,,,,,,1,5
5,10,1002,1,114,"1002-114",220,2,,,,,,,,
5,10,1002,1,114,"1002-114",221,1,0,,,,,,,7
5,10,1002,1,114,"1002-114",222,1,0,,,,,,,3
5,10,1002,1,114,"1002-114",223,1,0,,,,,,,7
5,10,1002,1,114,"1002-114",224,2,,,,,,,,
5,10,1002,1,114,"1002-114",225,2,,,,,,,,
5,10,1006,2,1708,"1006-1708",201,1,0,,,,,,1,5
5,10,1006,2,1708,"1006-1708",202,1,0,,,,,,2,7
5,10,1006,2,1708,"1006-1708",203,2,,,,,,,,
5,10,1006,2,1708,"1006-1708",204,1,0,,,,,,2,7
5,10,1006,2,1708,"1006-1708",205,2,,,,,,,,
5,10,1006,2,1708,"1006-1708",206,1,0,,,,,,1,7
5,10,1006,2,1708,"1006-1708",207,1,0,,,,,,1,7
5,10,1006,2,1708,"1006-1708",208,1,0,,,,,,1,7
5,10,1006,2,1708,"1006-1708",209,2,,,,,,,,
5,10,1006,2,1708,"1006-1708",210,2,,,,,,,,
5,10,1006,2,1708,"1006-1708",211,2,,,,,,,,
5,10,1006,2,1708,"1006-1708",212,2,,,,,,,,
5,10,1006,2,1708,"1006-1708",213,1,0,,,,,,1,7
5,10,1006,2,1708,"1006-1708",215,1,0,,,,,,1,5
5,10,1006,2,1708,"1006-1708",216,2,,,,,,,,
5,10,1006,2,1708,"1006-1708",217,1,0,,,,,,,7
5,10,1006,2,1708,"1006-1708",219,1,2,4,,70,0,10,1,5
5,10,1006,2,1708,"1006-1708",220,2,,,,,,,,
5,10,1006,2,1708,"1006-1708",221,1,0,,,,,,,7
5,10,1006,2,1708,"1006-1708",222,1,0,,,,,,,3
5,10,1006,2,1708,"1006-1708",223,1,0,,,,,,,7
5,10,1006,2,1708,"1006-1708",224,1,0,,,,,,,7
5,10,1006,2,1708,"1006-1708",225,1,0,,,,,,,5
5,10,1006,2,474,"1006-474",201,1,0,,,,,,1,5
5,10,1006,2,474,"1006-474",202,1,0,,,,,,2,5
5,10,1006,2,474,"1006-474",203,2,,,,,,,,
5,10,1006,2,474,"1006-474",204,1,0,,,,,,2,5
5,10,1006,2,474,"1006-474",205,2,,,,,,,,
5,10,1006,2,474,"1006-474",206,2,,,,,,,,
5,10,1006,2,474,"1006-474",207,1,0,,,,,,1,7
5,10,1006,2,474,"1006-474",208,2,,,,,,,,
5,10,1006,2,474,"1006-474",209,2,,,,,,,,
5,10,1006,2,474,"1006-474",210,2,,,,,,,,
5,10,1006,2,474,"1006-474",211,2,,,,,,,,
5,10,1006,2,474,"1006-474",212,2,,,,,,,,
5,10,1006,2,474,"1006-474",213,1,0,,,,,,1,7
5,10,1006,2,474,"1006-474",215,2,,,,,,,,
5,10,1006,2,474,"1006-474",216,2,,,,,,,,
5,10,1006,2,474,"1006-474",217,1,0,,,,,,,7
5,10,1006,2,474,"1006-474",219,2,,,,,,,,
5,10,1006,2,474,"1006-474",220,2,,,,,,,,
5,10,1006,2,474,"1006-474",221,2,,,,,,,,
5,10,1006,2,474,"1006-474",222,1,0,,,,,,,2
5,10,1006,2,474,"1006-474",223,1,0,,,,,,,7
5,10,1006,2,474,"1006-474",224,1,0,,,,,,,2
5,10,1006,2,474,"1006-474",225,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",201,1,0,,,,,,2,5
5,10,1007,1,1026,"1007-1026",202,1,0,,,,,,2,5
5,10,1007,1,1026,"1007-1026",203,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",204,1,0,,,,,,2,5
5,10,1007,1,1026,"1007-1026",205,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",206,1,0,,,,,,1,7
5,10,1007,1,1026,"1007-1026",207,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",208,1,0,,,,,,1,2
5,10,1007,1,1026,"1007-1026",209,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",210,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",211,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",212,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",213,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",215,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",216,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",217,1,0,,,,,,,7
5,10,1007,1,1026,"1007-1026",219,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",220,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",221,1,0,,,,,,,7
5,10,1007,1,1026,"1007-1026",222,1,0,,,,,,,2
5,10,1007,1,1026,"1007-1026",223,1,0,,,,,,,7
5,10,1007,1,1026,"1007-1026",224,2,,,,,,,,
5,10,1007,1,1026,"1007-1026",225,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",201,1,0,,,,,,2,5
5,10,1008,2,1314,"1008-1314",202,1,0,,,,,,2,5
5,10,1008,2,1314,"1008-1314",203,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",204,1,0,,,,,,2,5
5,10,1008,2,1314,"1008-1314",205,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",206,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",207,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",208,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",209,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",210,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",211,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",212,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",213,1,0,,,,,,1,7
5,10,1008,2,1314,"1008-1314",215,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",216,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",217,1,0,,,,,,,7
5,10,1008,2,1314,"1008-1314",219,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",220,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",221,2,,,,,,,,
5,10,1008,2,1314,"1008-1314",222,1,1,4,,50,0,8,,2
5,10,1008,2,1314,"1008-1314",223,1,0,,,,,,,3
5,10,1008,2,1314,"1008-1314",224,1,0,,,,,,,7
5,10,1008,2,1314,"1008-1314",225,2,,,,,,,,
5,10,1012,2,1106,"1012-1106",201,1,0,,,,,,1,3
5,10,1012,2,1106,"1012-1106",202,1,0,,,,,,2,7
5,10,1012,2,1106,"1012-1106",203,2,,,,,,,,
5,10,1012,2,1106,"1012-1106",204,1,0,,,,,,1,3
5,10,1012,2,1106,"1012-1106",205,2,,,,,,,,
5,10,1012,2,1106,"1012-1106",206,1,0,,,,,,1,3
5,10,1012,2,1106,"1012-1106",207,1,0,,,,,,1,7
5,10,1012,2,1106,"1012-1106",208,1,0,,,,,,1,7
5,10,1012,2,1106,"1012-1106",209,1,0,,,,,,1,7
5,10,1012,2,1106,"1012-1106",210,2,,,,,,,,
5,10,1012,2,1106,"1012-1106",211,2,,,,,,,,
5,10,1012,2,1106,"1012-1106",212,2,,,,,,,,
5,10,1012,2,1106,"1012-1106",213,1,0,,,,,,1,7
5,10,1012,2,1106,"1012-1106",215,1,0,,,,,,1,5
5,10,1012,2,1106,"1012-1106",216,2,,,,,,,,
5,10,1012,2,1106,"1012-1106",217,1,0,,,,,,,7
5,10,1012,2,1106,"1012-1106",219,1,0,,,,,,1,5
5,10,1012,2,1106,"1012-1106",220,1,0,,,,,,1,5
5,10,1012,2,1106,"1012-1106",221,1,0,,,,,,,7
5,10,1012,2,1106,"1012-1106",222,1,0,,,,,,,7
5,10,1012,2,1106,"1012-1106",223,1,0,,,,,,,3
5,10,1012,2,1106,"1012-1106",224,2,,,,,,,,
5,10,1012,2,1106,"1012-1106",225,2,,,,,,,,
5,10,1012,2,428,"1012-428",201,1,0,,,,,,2,5
5,10,1012,2,428,"1012-428",202,1,0,,,,,,2,5
5,10,1012,2,428,"1012-428",203,2,,,,,,,,
5,10,1012,2,428,"1012-428",204,1,0,,,,,,2,5
5,10,1012,2,428,"1012-428",205,2,,,,,,,,
5,10,1012,2,428,"1012-428",206,1,0,,,,,,2,7
5,10,1012,2,428,"1012-428",207,2,,,,,,,,
5,10,1012,2,428,"1012-428",208,1,2,4,,100,0,5,1,7
5,10,1012,2,428,"1012-428",209,2,,,,,,,,
5,10,1012,2,428,"1012-428",210,2,,,,,,,,
5,10,1012,2,428,"1012-428",211,2,,,,,,,,
5,10,1012,2,428,"1012-428",212,2,,,,,,,,
5,10,1012,2,428,"1012-428",213,1,0,,,,,,2,6
5,10,1012,2,428,"1012-428",215,1,0,,,,,,2,2
5,10,1012,2,428,"1012-428",216,2,,,,,,,,
5,10,1012,2,428,"1012-428",217,1,0,,,,,,,7
5,10,1012,2,428,"1012-428",219,2,,,,,,,,
5,10,1012,2,428,"1012-428",220,2,,,,,,,,
5,10,1012,2,428,"1012-428",221,1,1,4,,50,0,2,,7
5,10,1012,2,428,"1012-428",222,1,0,,,,,,,1
5,10,1012,2,428,"1012-428",223,1,0,,,,,,,3
5,10,1012,2,428,"1012-428",224,1,0,,,,,,,1
5,10,1012,2,428,"1012-428",225,2,,,,,,,,
5,10,1013,2,1054,"1013-1054",201,1,0,,,,,,1,5
5,10,1013,2,1054,"1013-1054",202,1,0,,,,,,2,5
5,10,1013,2,1054,"1013-1054",203,2,,,,,,,,
5,10,1013,2,1054,"1013-1054",204,1,0,,,,,,2,5
5,10,1013,2,1054,"1013-1054",205,2,,,,,,,,
5,10,1013,2,1054,"1013-1054",206,1,0,,,,,,1,6
5,10,1013,2,1054,"1013-1054",207,1,0,,,,,,1,7
5,10,1013,2,1054,"1013-1054",208,1,0,,,,,,1,7
5,10,1013,2,1054,"1013-1054",209,1,0,,,,,,1,7
5,10,1013,2,1054,"1013-1054",210,2,,,,,,,,
5,10,1013,2,1054,"1013-1054",211,1,0,,,,,,,7
5,10,1013,2,1054,"1013-1054",212,2,,,,,,,,
5,10,1013,2,1054,"1013-1054",213,1,0,,,,,,1,7
5,10,1013,2,1054,"1013-1054",215,2,,,,,,,,
5,10,1013,2,1054,"1013-1054",216,2,,,,,,,,
5,10,1013,2,1054,"1013-1054",217,1,0,,,,,,,7
5,10,1013,2,1054,"1013-1054",219,2,,,,,,,,
5,10,1013,2,1054,"1013-1054",220,2,,,,,,,,
5,10,1013,2,1054,"1013-1054",221,1,0,,,,,,,7
5,10,1013,2,1054,"1013-1054",222,1,0,,,,,,,1
5,10,1013,2,1054,"1013-1054",223,1,0,,,,,,,7
5,10,1013,2,1054,"1013-1054",224,2,,,,,,,,
5,10,1013,2,1054,"1013-1054",225,2,,,,,,,,
5,10,1013,2,410,"1013-410",201,1,0,,,,,,1,5
5,10,1013,2,410,"1013-410",202,1,0,,,,,,2,5
5,10,1013,2,410,"1013-410",203,2,,,,,,,,
5,10,1013,2,410,"1013-410",204,1,0,,,,,,2,5
5,10,1013,2,410,"1013-410",205,2,,,,,,,,
5,10,1013,2,410,"1013-410",206,1,0,,,,,,1,7
5,10,1013,2,410,"1013-410",207,2,,,,,,,,
5,10,1013,2,410,"1013-410",208,2,,,,,,,,
5,10,1013,2,410,"1013-410",209,1,0,,,,,,1,7
5,10,1013,2,410,"1013-410",210,2,,,,,,,,
5,10,1013,2,410,"1013-410",211,2,,,,,,,,
5,10,1013,2,410,"1013-410",212,2,,,,,,,,
5,10,1013,2,410,"1013-410",213,2,,,,,,,,
5,10,1013,2,410,"1013-410",215,2,,,,,,,,
5,10,1013,2,410,"1013-410",216,2,,,,,,,,
5,10,1013,2,410,"1013-410",217,1,0,,,,,,,7
5,10,1013,2,410,"1013-410",219,2,,,,,,,,
5,10,1013,2,410,"1013-410",220,2,,,,,,,,
5,10,1013,2,410,"1013-410",221,2,,,,,,,,
5,10,1013,2,410,"1013-410",222,1,2,4,,50,0,50,,1
5,10,1013,2,410,"1013-410",223,1,0,,,,,,,3
5,10,1013,2,410,"1013-410",224,1,0,,,,,,,6
5,10,1013,2,410,"1013-410",225,2,,,,,,,,
5,10,1013,2,88,"1013-88",201,2,,,,,,,,
5,10,1013,2,88,"1013-88",202,1,0.3,1,,,0,30,2,5
5,10,1013,2,88,"1013-88",203,2,,,,,,,,
5,10,1013,2,88,"1013-88",204,2,,,,,,,,
5,10,1013,2,88,"1013-88",205,2,,,,,,,,
5,10,1013,2,88,"1013-88",206,2,,,,,,,,
5,10,1013,2,88,"1013-88",207,2,,,,,,,,
5,10,1013,2,88,"1013-88",208,2,,,,,,,,
5,10,1013,2,88,"1013-88",209,2,,,,,,,,
5,10,1013,2,88,"1013-88",210,2,,,,,,,,
5,10,1013,2,88,"1013-88",211,2,,,,,,,,
5,10,1013,2,88,"1013-88",212,2,,,,,,,,
5,10,1013,2,88,"1013-88",213,1,0,,,,,,2,7
5,10,1013,2,88,"1013-88",215,2,,,,,,,,
5,10,1013,2,88,"1013-88",216,2,,,,,,,,
5,10,1013,2,88,"1013-88",217,1,0,,,,,,,7
5,10,1013,2,88,"1013-88",219,2,,,,,,,,
5,10,1013,2,88,"1013-88",220,2,,,,,,,,
5,10,1013,2,88,"1013-88",221,2,,,,,,,,
5,10,1013,2,88,"1013-88",222,2,,,,,,,,
5,10,1013,2,88,"1013-88",223,1,0,,,,,,,3
5,10,1013,2,88,"1013-88",224,1,0,,,,,,,2
5,10,1013,2,88,"1013-88",225,2,,,,,,,,
5,10,1013,2,948,"1013-948",201,1,0,,,,,,1,5
5,10,1013,2,948,"1013-948",202,1,0,,,,,,2,5
5,10,1013,2,948,"1013-948",203,2,,,,,,,,
5,10,1013,2,948,"1013-948",204,1,0,,,,,,2,5
5,10,1013,2,948,"1013-948",205,2,,,,,,,,
5,10,1013,2,948,"1013-948",206,1,0,,,,,,1,6
5,10,1013,2,948,"1013-948",207,1,0,,,,,,1,7
5,10,1013,2,948,"1013-948",208,2,,,,,,,,
5,10,1013,2,948,"1013-948",209,1,0,,,,,,1,7
5,10,1013,2,948,"1013-948",210,2,,,,,,,,
5,10,1013,2,948,"1013-948",211,2,,,,,,,,
5,10,1013,2,948,"1013-948",212,2,,,,,,,,
5,10,1013,2,948,"1013-948",213,1,0,,,,,,1,7
5,10,1013,2,948,"1013-948",215,2,,,,,,,,
5,10,1013,2,948,"1013-948",216,2,,,,,,,,
5,10,1013,2,948,"1013-948",217,1,0,,,,,,,7
5,10,1013,2,948,"1013-948",219,2,,,,,,,,
5,10,1013,2,948,"1013-948",220,2,,,,,,,,
5,10,1013,2,948,"1013-948",221,2,,,,,,,,
5,10,1013,2,948,"1013-948",222,1,0,,,,,,,7
5,10,1013,2,948,"1013-948",223,1,0,,,,,,,4
5,10,1013,2,948,"1013-948",224,1,0,,,,,,,7
5,10,1013,2,948,"1013-948",225,2,,,,,,,,
5,10,1018,1,634,"1018-634",201,1,0,,,,,,1,5
5,10,1018,1,634,"1018-634",202,1,0,,,,,,2,5
5,10,1018,1,634,"1018-634",203,2,,,,,,,,
5,10,1018,1,634,"1018-634",204,1,0,,,,,,2,5
5,10,1018,1,634,"1018-634",205,2,,,,,,,,
5,10,1018,1,634,"1018-634",206,1,0,,,,,,1,7
5,10,1018,1,634,"1018-634",207,2,,,,,,,,
5,10,1018,1,634,"1018-634",208,1,0,,,,,,1,7
5,10,1018,1,634,"1018-634",209,1,0,,,,,,1,7
5,10,1018,1,634,"1018-634",210,2,,,,,,,,
5,10,1018,1,634,"1018-634",211,2,,,,,,,,
5,10,1018,1,634,"1018-634",212,1,0,,,,,,1,7
5,10,1018,1,634,"1018-634",213,1,0,,,,,,1,7
5,10,1018,1,634,"1018-634",215,2,,,,,,,,
5,10,1018,1,634,"1018-634",216,1,0,,,,,,,7
5,10,1018,1,634,"1018-634",217,1,0,,,,,,,7
5,10,1018,1,634,"1018-634",219,2,,,,,,,,
5,10,1018,1,634,"1018-634",220,2,,,,,,,,
5,10,1018,1,634,"1018-634",221,1,2,4,,100,0,30,,7
5,10,1018,1,634,"1018-634",222,1,0,,,,,,,7
5,10,1018,1,634,"1018-634",223,1,0,,,,,,,7
5,10,1018,1,634,"1018-634",224,1,0,,,,,,,7
5,10,1018,1,634,"1018-634",225,2,,,,,,,,
4,1,102,1,1690,"102-1690",201,1,0,,,,,,1,5
4,1,102,1,1690,"102-1690",202,1,0,,,,,,2,7
4,1,102,1,1690,"102-1690",203,2,,,,,,,,
4,1,102,1,1690,"102-1690",204,1,0,,,,,,1,7
4,1,102,1,1690,"102-1690",205,2,,,,,,,,
4,1,102,1,1690,"102-1690",206,1,0,,,,,,1,7
4,1,102,1,1690,"102-1690",207,2,,,,,,,,
4,1,102,1,1690,"102-1690",208,1,0,,,,,,1,7
4,1,102,1,1690,"102-1690",209,2,,,,,,,,
4,1,102,1,1690,"102-1690",210,2,,,,,,,,
4,1,102,1,1690,"102-1690",211,1,0,,,,,,,7
4,1,102,1,1690,"102-1690",212,2,,,,,,,,
4,1,102,1,1690,"102-1690",213,2,,,,,,,,
4,1,102,1,1690,"102-1690",215,2,,,,,,,,
4,1,102,1,1690,"102-1690",216,1,0,,,,,,,7
4,1,102,1,1690,"102-1690",217,1,0,,,,,,,7
4,1,102,1,1690,"102-1690",219,2,,,,,,,,
4,1,102,1,1690,"102-1690",220,2,,,,,,,,
4,1,102,1,1690,"102-1690",221,1,0,,,,,,,7
4,1,102,1,1690,"102-1690",222,1,0,,,,,,,6
4,1,102,1,1690,"102-1690",223,1,0,,,,,,,7
4,1,102,1,1690,"102-1690",224,2,,,,,,,,
4,1,102,1,1690,"102-1690",225,2,,,,,,,,
4,1,102,1,2486,"102-2486",201,1,0,,,,,,1,5
4,1,102,1,2486,"102-2486",202,1,0,,,,,,1,7
4,1,102,1,2486,"102-2486",203,2,,,,,,,,
4,1,102,1,2486,"102-2486",204,2,,,,,,,,
4,1,102,1,2486,"102-2486",205,2,,,,,,,,
4,1,102,1,2486,"102-2486",206,2,,,,,,,,
4,1,102,1,2486,"102-2486",207,2,,,,,,,,
4,1,102,1,2486,"102-2486",208,1,0,,,,,,1,7
4,1,102,1,2486,"102-2486",209,1,0,,,,,,1,7
4,1,102,1,2486,"102-2486",210,2,,,,,,,,
4,1,102,1,2486,"102-2486",211,1,0,,,,,,,7
4,1,102,1,2486,"102-2486",212,2,,,,,,,,
4,1,102,1,2486,"102-2486",213,2,,,,,,,,
4,1,102,1,2486,"102-2486",215,2,,,,,,,,
4,1,102,1,2486,"102-2486",216,2,,,,,,,,
4,1,102,1,2486,"102-2486",217,2,,,,,,,,
4,1,102,1,2486,"102-2486",219,2,,,,,,,,
4,1,102,1,2486,"102-2486",220,2,,,,,,,,
4,1,102,1,2486,"102-2486",221,2,,,,,,,,
4,1,102,1,2486,"102-2486",222,2,,,,,,,,
4,1,102,1,2486,"102-2486",223,1,0,,,,,,,7
4,1,102,1,2486,"102-2486",224,2,,,,,,,,
4,1,102,1,2486,"102-2486",225,2,,,,,,,,
4,1,102,1,46,"102-46",201,1,0,,,,,,1,5
4,1,102,1,46,"102-46",202,1,0,,,,,,1,7
4,1,102,1,46,"102-46",203,2,,,,,,,,
4,1,102,1,46,"102-46",204,1,0,,,,,,1,7
4,1,102,1,46,"102-46",205,2,,,,,,,,
4,1,102,1,46,"102-46",206,1,0,,,,,,1,7
4,1,102,1,46,"102-46",207,2,,,,,,,,
4,1,102,1,46,"102-46",208,1,0,,,,,,1,7
4,1,102,1,46,"102-46",209,1,0,,,,,,1,7
4,1,102,1,46,"102-46",210,1,0,,,,,,,6
4,1,102,1,46,"102-46",211,1,0,,,,,,,7
4,1,102,1,46,"102-46",212,1,0,,,,,,1,6
4,1,102,1,46,"102-46",213,1,0,,,,,,1,6
4,1,102,1,46,"102-46",215,2,,,,,,,,
4,1,102,1,46,"102-46",216,1,1,4,,50,0,15,,7
4,1,102,1,46,"102-46",217,1,0,,,,,,,7
4,1,102,1,46,"102-46",219,1,2,4,,50,0,15,1,5
4,1,102,1,46,"102-46",220,2,,,,,,,,
4,1,102,1,46,"102-46",221,1,0,,,,,,,7
4,1,102,1,46,"102-46",222,1,2,4,,50,0,15,,6
4,1,102,1,46,"102-46",223,1,0,,,,,,,7
4,1,102,1,46,"102-46",224,2,,,,,,,,
4,1,102,1,46,"102-46",225,2,,,,,,,,
4,1,102,1,806,"102-806",201,1,0,,,,,,1,5
4,1,102,1,806,"102-806",202,1,0,,,,,,1,5
4,1,102,1,806,"102-806",203,2,,,,,,,,
4,1,102,1,806,"102-806",204,1,0,,,,,,1,5
4,1,102,1,806,"102-806",205,2,,,,,,,,
4,1,102,1,806,"102-806",206,1,0,,,,,,1,7
4,1,102,1,806,"102-806",207,1,0,,,,,,1,7
4,1,102,1,806,"102-806",208,1,0,,,,,,1,7
4,1,102,1,806,"102-806",209,1,0,,,,,,1,7
4,1,102,1,806,"102-806",210,2,,,,,,,,
4,1,102,1,806,"102-806",211,2,,,,,,,,
4,1,102,1,806,"102-806",212,2,,,,,,,,
4,1,102,1,806,"102-806",213,1,0,,,,,,1,7
4,1,102,1,806,"102-806",215,2,,,,,,,,
4,1,102,1,806,"102-806",216,2,,,,,,,,
4,1,102,1,806,"102-806",217,2,,,,,,,,
4,1,102,1,806,"102-806",219,1,0,,,,,,1,7
4,1,102,1,806,"102-806",220,2,,,,,,,,
4,1,102,1,806,"102-806",221,1,0,,,,,,,7
4,1,102,1,806,"102-806",222,1,0,,,,,,,7
4,1,102,1,806,"102-806",223,1,0,,,,,,,7
4,1,102,1,806,"102-806",224,1,0,,,,,,,7
4,1,102,1,806,"102-806",225,2,,,,,,,,
5,10,1022,1,30,"1022-30",201,1,0,,,,,,1,7
5,10,1022,1,30,"1022-30",202,1,0,,,,,,2,5
5,10,1022,1,30,"1022-30",203,2,,,,,,,,
5,10,1022,1,30,"1022-30",204,1,0,,,,,,2,5
5,10,1022,1,30,"1022-30",205,2,,,,,,,,
5,10,1022,1,30,"1022-30",206,1,0,,,,,,1,7
5,10,1022,1,30,"1022-30",207,2,,,,,,,,
5,10,1022,1,30,"1022-30",208,1,0,,,,,,1,7
5,10,1022,1,30,"1022-30",209,1,0,,,,,,1,7
5,10,1022,1,30,"1022-30",210,2,,,,,,,,
5,10,1022,1,30,"1022-30",211,1,0,,,,,,,7
5,10,1022,1,30,"1022-30",212,2,,,,,,,,
5,10,1022,1,30,"1022-30",213,1,0,,,,,,1,7
5,10,1022,1,30,"1022-30",215,2,,,,,,,,
5,10,1022,1,30,"1022-30",216,2,,,,,,,,
5,10,1022,1,30,"1022-30",217,1,0,,,,,,,7
5,10,1022,1,30,"1022-30",219,2,,,,,,,,
5,10,1022,1,30,"1022-30",220,2,,,,,,,,
5,10,1022,1,30,"1022-30",221,2,,,,,,,,
5,10,1022,1,30,"1022-30",222,1,0,,,,,,,7
5,10,1022,1,30,"1022-30",223,1,0,,,,,,,7
5,10,1022,1,30,"1022-30",224,1,0,,,,,,,2
5,10,1022,1,30,"1022-30",225,2,,,,,,,,
5,10,1022,1,386,"1022-386",201,1,0,,,,,,1,5
5,10,1022,1,386,"1022-386",202,1,0,,,,,,2,5
5,10,1022,1,386,"1022-386",203,2,,,,,,,,
5,10,1022,1,386,"1022-386",204,1,0,,,,,,2,5
5,10,1022,1,386,"1022-386",205,2,,,,,,,,
5,10,1022,1,386,"1022-386",206,2,,,,,,,,
5,10,1022,1,386,"1022-386",207,2,,,,,,,,
5,10,1022,1,386,"1022-386",208,2,,,,,,,,
5,10,1022,1,386,"1022-386",209,1,0,,,,,,1,7
5,10,1022,1,386,"1022-386",210,2,,,,,,,,
5,10,1022,1,386,"1022-386",211,2,,,,,,,,
5,10,1022,1,386,"1022-386",212,2,,,,,,,,
5,10,1022,1,386,"1022-386",213,1,0,,,,,,1,7
5,10,1022,1,386,"1022-386",215,2,,,,,,,,
5,10,1022,1,386,"1022-386",216,1,0,,,,,,,7
5,10,1022,1,386,"1022-386",217,1,0,,,,,,,7
5,10,1022,1,386,"1022-386",219,2,,,,,,,,
5,10,1022,1,386,"1022-386",220,2,,,,,,,,
5,10,1022,1,386,"1022-386",221,2,,,,,,,,
5,10,1022,1,386,"1022-386",222,1,1,4,,70,0,30,,7
5,10,1022,1,386,"1022-386",223,1,0,,,,,,,7
5,10,1022,1,386,"1022-386",224,2,,,,,,,,
5,10,1022,1,386,"1022-386",225,2,,,,,,,,
5,10,1023,2,346,"1023-346",201,2,,,,,,,,
5,10,1023,2,346,"1023-346",202,1,0,,,,,,1,5
5,10,1023,2,346,"1023-346",203,2,,,,,,,,
5,10,1023,2,346,"1023-346",204,2,,,,,,,,
5,10,1023,2,346,"1023-346",205,2,,,,,,,,
5,10,1023,2,346,"1023-346",206,2,,,,,,,,
5,10,1023,2,346,"1023-346",207,2,,,,,,,,
5,10,1023,2,346,"1023-346",208,2,,,,,,,,
5,10,1023,2,346,"1023-346",209,2,,,,,,,,
5,10,1023,2,346,"1023-346",210,2,,,,,,,,
5,10,1023,2,346,"1023-346",211,1,0,,,,,,,7
5,10,1023,2,346,"1023-346",212,2,,,,,,,,
5,10,1023,2,346,"1023-346",213,2,,,,,,,,
5,10,1023,2,346,"1023-346",215,2,,,,,,,,
5,10,1023,2,346,"1023-346",216,2,,,,,,,,
5,10,1023,2,346,"1023-346",217,1,0,,,,,,,7
5,10,1023,2,346,"1023-346",219,2,,,,,,,,
5,10,1023,2,346,"1023-346",220,2,,,,,,,,
5,10,1023,2,346,"1023-346",221,2,,,,,,,,
5,10,1023,2,346,"1023-346",222,2,,,,,,,,
5,10,1023,2,346,"1023-346",223,1,0,,,,,,,7
5,10,1023,2,346,"1023-346",224,1,0,,,,,,,2
5,10,1023,2,346,"1023-346",225,2,,,,,,,,
5,10,1025,2,1774,"1025-1774",201,1,0,,,,,,1,5
5,10,1025,2,1774,"1025-1774",202,1,0,,,,,,2,5
5,10,1025,2,1774,"1025-1774",203,2,,,,,,,,
5,10,1025,2,1774,"1025-1774",204,1,0,,,,,,2,5
5,10,1025,2,1774,"1025-1774",205,2,,,,,,,,
5,10,1025,2,1774,"1025-1774",206,1,0,,,,,,1,6
5,10,1025,2,1774,"1025-1774",207,2,,,,,,,,
5,10,1025,2,1774,"1025-1774",208,2,,,,,,,,
5,10,1025,2,1774,"1025-1774",209,1,0,,,,,,1,7
5,10,1025,2,1774,"1025-1774",210,2,,,,,,,,
5,10,1025,2,1774,"1025-1774",211,2,,,,,,,,
5,10,1025,2,1774,"1025-1774",212,2,,,,,,,,
5,10,1025,2,1774,"1025-1774",213,2,,,,,,,,
5,10,1025,2,1774,"1025-1774",215,2,,,,,,,,
5,10,1025,2,1774,"1025-1774",216,2,,,,,,,,
5,10,1025,2,1774,"1025-1774",217,2,,,,,,,,
