"zone","state","lga","sector","ea","hhid","s4aq16","s4aq17a__1","s4aq17a__2","s4aq17a__3","s4aq17a__4","s4aq17a__6","s4aq17a__5","s4aq17a_os","s4aq17b_1","s4aq17b_2","s4aq17b_3","s4aq17b_4","s4aq17b_5","s4aq17b_6","s4aq17b_7","s4aq17b_8","s4aq17b_9","s4aq17b_10","s4aq17c_1","s4aq17c_2","s4aq17c_3","s4aq17c_4","s4aq17c_5"
2,8,821,1,1628,89019,2,,,,,,,,,,,,,,,,,,,,,,
2,8,821,1,1628,89020,2,,,,,,,,,,,,,,,,,,,,,,
2,8,821,1,1628,89021,2,,,,,,,,,,,,,,,,,,,,,,
2,8,821,1,1628,89022,2,,,,,,,,,,,,,,,,,,,,,,
2,8,821,1,1628,89023,2,,,,,,,,,,,,,,,,,,,,,,
2,8,821,1,1628,89024,2,,,,,,,,,,,,,,,,,,,,,,
2,8,821,1,1628,89028,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,278,90001,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,278,90002,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,278,90003,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,278,90004,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,278,90005,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,0,90006,2,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,0,90007,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,278,90009,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,278,90010,2,,,,,,,,,,,,,,,,,,,,,,
5,9,915,1,1390,90021,2,,,,,,,,,,,,,,,,,,,,,,
5,9,915,1,1390,90022,2,,,,,,,,,,,,,,,,,,,,,,
5,9,915,1,1390,90025,2,,,,,,,,,,,,,,,,,,,,,,
5,9,915,1,1390,90026,2,,,,,,,,,,,,,,,,,,,,,,
5,9,915,1,1390,90027,2,,,,,,,,,,,,,,,,,,,,,,
5,9,915,1,1390,90028,2,,,,,,,,,,,,,,,,,,,,,,
5,9,915,1,1390,90029,2,,,,,,,,,,,,,,,,,,,,,,
5,9,915,1,1390,90030,2,,,,,,,,,,,,,,,,,,,,,,
5,9,901,2,398,90041,2,,,,,,,,,,,,,,,,,,,,,,
5,9,901,2,0,90042,2,,,,,,,,,,,,,,,,,,,,,,
5,9,901,2,0,90043,2,,,,,,,,,,,,,,,,,,,,,,
5,9,901,2,398,90044,2,,,,,,,,,,,,,,,,,,,,,,
5,9,901,2,398,90045,2,,,,,,,,,,,,,,,,,,,,,,
5,9,901,2,398,90046,2,,,,,,,,,,,,,,,,,,,,,,
5,9,901,2,398,90047,2,,,,,,,,,,,,,,,,,,,,,,
5,9,901,2,398,90048,2,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,90091,2,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,90092,2,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,90093,2,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,90094,2,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,90095,2,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,90096,2,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,90097,2,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,0,90098,2,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,90099,2,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,90100,2,,,,,,,,,,,,,,,,,,,,,,
5,9,905,2,2128,99001,2,,,,,,,,,,,,,,,,,,,,,,
5,9,905,2,2128,99002,2,,,,,,,,,,,,,,,,,,,,,,
5,9,905,2,2128,99003,2,,,,,,,,,,,,,,,,,,,,,,
5,9,905,2,2128,99004,2,,,,,,,,,,,,,,,,,,,,,,
5,9,905,2,2128,99005,2,,,,,,,,,,,,,,,,,,,,,,
5,9,905,2,2128,99006,2,,,,,,,,,,,,,,,,,,,,,,
5,9,905,2,2128,99008,2,,,,,,,,,,,,,,,,,,,,,,
5,9,905,2,2128,99009,2,,,,,,,,,,,,,,,,,,,,,,
5,9,905,2,2128,99010,2,,,,,,,,,,,,,,,,,,,,,,
5,9,905,2,2128,99011,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,78,99013,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,78,99014,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,78,99015,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,78,99016,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,78,99017,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,78,99019,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,78,99020,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,78,99021,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,78,99023,2,,,,,,,,,,,,,,,,,,,,,,
5,9,909,1,506,99026,1,1,0,0,1,0,0,,1,,,,,,,,,,,,,,
5,9,909,1,506,99027,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,
5,9,909,1,506,99029,2,,,,,,,,,,,,,,,,,,,,,,
5,9,909,1,506,99030,2,,,,,,,,,,,,,,,,,,,,,,
5,9,909,1,506,99031,2,,,,,,,,,,,,,,,,,,,,,,
5,9,909,1,506,99032,2,,,,,,,,,,,,,,,,,,,,,,
5,9,909,1,506,99033,2,,,,,,,,,,,,,,,,,,,,,,
5,9,909,1,506,99034,2,,,,,,,,,,,,,,,,,,,,,,
5,9,909,1,506,99035,2,,,,,,,,,,,,,,,,,,,,,,
5,9,909,1,506,99036,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,370,99037,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,370,99038,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,370,99039,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,370,99040,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,370,99041,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,370,99043,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,370,99044,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,370,99045,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,370,99046,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,370,99048,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,730,99051,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,730,99052,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,730,99053,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,730,99054,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,730,99055,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,730,99056,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,730,99057,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,730,99058,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,730,99059,2,,,,,,,,,,,,,,,,,,,,,,
5,9,913,2,1510,99061,2,,,,,,,,,,,,,,,,,,,,,,
5,9,913,2,1510,99062,2,,,,,,,,,,,,,,,,,,,,,,
5,9,913,2,1510,99064,2,,,,,,,,,,,,,,,,,,,,,,
5,9,913,2,1510,99065,2,,,,,,,,,,,,,,,,,,,,,,
5,9,913,2,1510,99066,2,,,,,,,,,,,,,,,,,,,,,,
5,9,913,2,1510,99068,2,,,,,,,,,,,,,,,,,,,,,,
5,9,913,2,1510,99070,2,,,,,,,,,,,,,,,,,,,,,,
5,9,913,2,1510,99071,2,,,,,,,,,,,,,,,,,,,,,,
5,9,913,2,1510,99072,2,,,,,,,,,,,,,,,,,,,,,,
5,9,917,2,2282,99074,2,,,,,,,,,,,,,,,,,,,,,,
5,9,917,2,2282,99075,2,,,,,,,,,,,,,,,,,,,,,,
5,9,917,2,2282,99076,2,,,,,,,,,,,,,,,,,,,,,,
5,9,917,2,2282,99077,2,,,,,,,,,,,,,,,,,,,,,,
5,9,917,2,2282,99079,2,,,,,,,,,,,,,,,,,,,,,,
5,9,917,2,2282,99080,2,,,,,,,,,,,,,,,,,,,,,,
5,9,917,2,2282,99081,2,,,,,,,,,,,,,,,,,,,,,,
5,9,917,2,2282,99082,2,,,,,,,,,,,,,,,,,,,,,,
5,9,917,2,2282,99083,2,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,78,99088,2,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,730,99094,2,,,,,,,,,,,,,,,,,,,,,,
5,9,913,2,1510,99096,2,,,,,,,,,,,,,,,,,,,,,,
5,9,917,2,2282,99098,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,100031,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,100032,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,100033,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,100034,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,100035,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,100036,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,100037,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,100038,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,100039,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,100040,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1018,1,634,100111,1,1,0,0,0,0,0,,1,,,,,,,,,,,,,,
5,10,1018,1,634,100113,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1018,1,634,100115,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1018,1,634,100117,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1018,1,634,100118,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1018,1,634,100119,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1018,1,634,100120,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,100131,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,100132,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,100133,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,100134,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,100135,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,100136,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,100138,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1002,1,114,109002,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1002,1,114,109005,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1002,1,114,109006,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1002,1,114,109007,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1002,1,114,109008,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1002,1,114,109009,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1002,1,114,109011,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1002,1,114,109012,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,474,109013,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,474,109014,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,474,109016,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,474,109017,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,474,109018,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,474,109019,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,474,109020,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,474,109021,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,474,109022,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,474,109023,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,1708,109025,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,1708,109026,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,1708,109028,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,1708,109029,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,1708,109030,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,1708,109031,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,1708,109032,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,1708,109033,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,1708,109034,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1006,2,1708,109035,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1026,109037,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1026,109038,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1026,109040,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1026,109041,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1026,109042,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1026,109043,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1026,109045,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1026,109046,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1026,109047,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,428,109048,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,428,109049,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,428,109052,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,428,109053,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,428,109054,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,428,109055,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,428,109056,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,428,109057,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,428,109058,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,428,109059,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,1106,109060,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,1106,109061,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,1106,109062,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,1106,109064,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,1106,109065,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,1106,109066,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,1106,109067,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,1106,109068,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,1106,109069,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,1106,109071,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,88,109073,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,88,109074,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,88,109076,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,88,109077,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,88,109078,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,88,109080,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,88,109081,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,88,109082,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,88,109083,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,410,109085,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,410,109086,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,410,109087,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,410,109088,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,410,109089,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,410,109091,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,410,109092,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,410,109093,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,410,109095,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,948,109096,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,948,109099,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,948,109100,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,948,109101,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,948,109103,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,948,109104,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,948,109106,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,948,109107,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,1054,109108,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,1054,109110,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,1054,109111,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,1054,109112,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,1054,109114,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,1054,109115,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,1054,109117,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,1054,109118,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,
5,10,1013,2,1054,109119,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,30,109121,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,30,109122,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,30,109123,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,30,109124,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,30,109126,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,30,109127,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,30,109128,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,30,109129,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,30,109130,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,30,109131,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,386,109132,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,386,109133,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,386,109134,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,386,109135,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,386,109136,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,386,109137,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,386,109139,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,386,109141,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,386,109142,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1023,2,346,109145,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1023,2,346,109147,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1023,2,346,109148,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1023,2,346,109149,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1023,2,346,109150,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1023,2,346,109151,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1023,2,346,109152,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1023,2,346,109153,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1023,2,346,109154,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1023,2,346,109155,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1002,1,114,109156,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1002,1,114,109157,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,88,109166,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,410,109169,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,948,109170,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,948,109171,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1013,2,1054,109173,2,,,,,,,,,,,,,,,,,,,,,,
5,10,1022,1,386,109176,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,1,2028,110001,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,1,2028,110002,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,1,2028,110003,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,1,2028,110004,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,1,2028,110005,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,1,2028,110006,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,1,2028,110007,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,1,2028,110008,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,
4,11,1104,1,2028,110009,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,1,2028,110010,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110021,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110022,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110023,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110024,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110025,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110026,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110027,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110028,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110029,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110030,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,434,110081,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,434,110082,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,434,110083,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,434,110084,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,434,110085,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,434,110086,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,434,110087,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,434,110088,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,434,110089,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,434,110090,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1113,2,954,110111,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1113,2,954,110112,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1113,2,954,110113,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1113,2,954,110114,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1113,2,954,110115,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1113,2,954,110116,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1113,2,954,110117,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1113,2,954,110118,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1113,2,954,110119,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1113,2,954,110120,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1102,2,936,110121,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1102,2,936,110122,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1102,2,936,110123,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1102,2,936,110124,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1102,2,936,110125,1,1,0,0,0,0,0,,1,,,,,,,,,,,,,,
4,11,1102,2,936,110126,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1102,2,936,110127,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1102,2,936,110128,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1102,2,936,110129,1,1,0,0,0,0,0,,9,,,,,,,,,,,,,,
4,11,1102,2,936,110130,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1101,2,154,110131,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1101,2,154,110132,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1101,2,154,110133,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1101,2,154,110134,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1101,2,154,110135,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1101,2,154,110136,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1101,2,154,110137,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1101,2,154,110138,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1101,2,154,110139,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1101,2,154,110140,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,914,119001,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,914,119002,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,914,119003,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,914,119005,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,914,119006,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,914,119008,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,914,119009,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,914,119010,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,914,119011,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,914,119012,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,1610,119013,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,1610,119014,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,1610,119015,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,1610,119016,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,1610,119017,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,1610,119019,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,1610,119020,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,1610,119021,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,1610,119022,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,1610,119023,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,1092,119025,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,1092,119026,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,1092,119027,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,1092,119028,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,1092,119029,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,1092,119030,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,1092,119031,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,1092,119032,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,1092,119033,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,1092,119034,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1106,2,1366,119035,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1106,2,1366,119036,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1106,2,1366,119037,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1106,2,1366,119038,2,,,,,,,,,,,,,,,,,,,,,,
4,11,1106,2,1366,119040,2,,,,,,,,,,,,,,,,,,,,,,
