"zone","state","lga","sector","ea","cluster_id","farmer_id","c9q1","c9q4","c9q2b"
6,24,2401,1,396,"2401-396",2,2,,
6,24,2401,1,884,"2401-884",1,2,,
6,24,2401,1,884,"2401-884",2,2,,
6,24,2403,1,1444,"2403-1444",1,2,,
6,24,2403,1,1444,"2403-1444",2,2,,
6,24,2403,1,7586,"2403-7586",1,2,,
6,24,2403,1,7586,"2403-7586",2,2,,
6,24,2404,1,1342,"2404-1342",1,2,,
6,24,2404,1,1342,"2404-1342",2,2,,
6,24,2405,1,1292,"2405-1292",1,2,,
6,24,2405,1,1292,"2405-1292",2,2,,
6,24,2405,1,134,"2405-134",1,2,,
6,24,2405,1,134,"2405-134",2,2,,
6,24,2405,1,152,"2405-152",1,2,,
6,24,2405,1,152,"2405-152",2,2,,
6,24,2405,1,588,"2405-588",1,2,,
6,24,2405,1,588,"2405-588",2,2,,
6,24,2410,1,2522,"2410-2522",1,2,,
6,24,2410,1,2522,"2410-2522",2,2,,
6,24,2413,1,306,"2413-306",1,2,,
6,24,2413,1,306,"2413-306",2,2,,
6,24,2415,1,550,"2415-550",1,2,,
6,24,2415,1,550,"2415-550",2,2,,
6,24,2416,1,176,"2416-176",1,2,,
6,24,2416,1,176,"2416-176",2,2,,
6,24,2416,1,2028,"2416-2028",1,2,,
6,24,2416,1,2028,"2416-2028",2,2,,
6,24,2418,1,1090,"2418-1090",1,2,,
6,24,2418,1,1090,"2418-1090",2,2,,
6,24,2418,1,1770,"2418-1770",1,2,,
6,24,2418,1,1770,"2418-1770",2,2,,
6,24,2418,1,2276,"2418-2276",1,2,,
6,24,2418,1,2276,"2418-2276",2,2,,
6,24,2418,1,920,"2418-920",1,2,,
6,24,2418,1,920,"2418-920",2,2,,
6,24,2419,1,330,"2419-330",1,2,,
6,24,2419,1,330,"2419-330",2,2,,
6,24,2419,1,488,"2419-488",1,2,,
6,24,2419,1,488,"2419-488",2,2,,
6,24,2420,1,10,"2420-10",1,2,,
6,24,2420,1,10,"2420-10",2,2,,
6,24,2420,1,1580,"2420-1580",1,2,,
6,24,2420,1,1580,"2420-1580",2,2,,
6,24,2420,1,300,"2420-300",1,2,,
6,24,2420,1,300,"2420-300",2,2,,
1,25,2503,2,1350,"2503-1350",1,1,3,1110
1,25,2503,2,1350,"2503-1350",2,1,3,2142
1,25,2504,2,222,"2504-222",1,1,3,1110
1,25,2504,2,222,"2504-222",2,1,3,1060
1,26,2602,2,118,"2602-118",1,1,1,2130
1,26,2602,2,118,"2602-118",2,2,,
1,26,2603,1,450,"2603-450",1,1,1,1110
1,26,2603,1,450,"2603-450",2,2,,
1,26,2603,1,658,"2603-658",1,1,1,1110
1,26,2603,1,658,"2603-658",2,2,,
1,26,2604,2,1652,"2604-1652",1,1,1,1070
1,26,2604,2,1652,"2604-1652",2,1,1,1060
1,26,2608,2,786,"2608-786",1,1,1,2230
1,26,2608,2,786,"2608-786",2,2,,
1,26,2609,2,204,"2609-204",1,1,1,1121
1,26,2609,2,204,"2609-204",2,1,1,1080
1,26,2611,2,424,"2611-424",1,1,1,1080
1,26,2611,2,424,"2611-424",2,2,,
1,26,2613,2,1462,"2613-1462",1,1,1,1070
1,26,2613,2,1462,"2613-1462",2,2,,
1,26,2615,2,2196,"2615-2196",1,1,1,1080
1,26,2615,2,2196,"2615-2196",2,2,,
1,26,2615,2,556,"2615-556",1,1,1,1080
1,26,2615,2,556,"2615-556",2,1,1,1110
1,26,2616,2,254,"2616-254",1,1,1,1070
1,26,2616,2,254,"2616-254",2,1,1,1060
1,26,2616,2,584,"2616-584",1,1,1,1070
1,26,2616,2,584,"2616-584",2,1,1,1110
1,26,2620,2,590,"2620-590",1,1,1,1080
1,26,2620,2,590,"2620-590",2,2,,
1,26,2624,2,118,"2624-118",1,1,1,1080
1,26,2624,2,118,"2624-118",2,1,1,1110
6,27,2701,1,506,"2701-506",1,2,,
6,27,2701,1,506,"2701-506",2,-92,,
6,27,2703,1,1076,"2703-1076",1,2,,
6,27,2703,1,1076,"2703-1076",2,-92,,
6,27,2703,1,1612,"2703-1612",1,2,,
6,27,2703,1,1612,"2703-1612",2,2,,
6,27,2705,2,568,"2705-568",1,1,2,1020
6,27,2705,2,568,"2705-568",2,1,2,1020
6,27,2706,2,362,"2706-362",1,1,1,1020
6,27,2706,2,362,"2706-362",2,1,1,1020
6,27,2711,2,1218,"2711-1218",1,1,3,1020
6,27,2711,2,1218,"2711-1218",2,1,3,1020
6,27,2711,1,710,"2711-710",1,2,,
6,27,2711,1,710,"2711-710",2,-92,,
6,27,2712,2,110,"2712-110",1,2,,
6,27,2712,2,110,"2712-110",2,-92,,
6,27,2712,2,172,"2712-172",1,1,2,1020
6,27,2712,2,172,"2712-172",2,1,2,1020
6,27,2712,2,356,"2712-356",1,1,3,1020
6,27,2712,2,356,"2712-356",2,2,,
6,27,2715,2,752,"2715-752",1,2,,
6,27,2715,2,752,"2715-752",2,2,,
6,27,2715,2,864,"2715-864",1,1,3,1020
6,27,2715,2,864,"2715-864",2,1,3,1020
6,27,2716,2,44,"2716-44",1,1,3,1020
6,27,2716,2,44,"2716-44",2,1,3,1020
6,27,2720,1,1048,"2720-1048",1,2,,
6,27,2720,1,1048,"2720-1048",2,2,,
6,27,2720,1,1836,"2720-1836",1,2,,
6,27,2720,1,1836,"2720-1836",2,-92,,
6,28,2801,1,760,"2801-760",1,1,3,1121
6,28,2801,1,760,"2801-760",2,1,3,1020
6,28,2804,1,340,"2804-340",1,1,3,3040
6,28,2804,1,340,"2804-340",2,1,3,1020
6,28,2805,2,498,"2805-498",1,1,3,1020
6,28,2805,2,498,"2805-498",2,1,3,3030
6,28,2808,2,1494,"2808-1494",1,1,3,3040
6,28,2808,2,1494,"2808-1494",2,1,3,1020
6,28,2811,2,390,"2811-390",1,1,3,3040
6,28,2811,2,390,"2811-390",2,1,3,3180
6,28,2813,2,612,"2813-612",1,1,3,3110
6,28,2813,2,612,"2813-612",2,1,3,3110
6,28,2814,1,1876,"2814-1876",1,1,3,3180
6,28,2814,1,1876,"2814-1876",2,1,1,1020
6,28,2814,1,662,"2814-662",1,1,3,3180
6,28,2814,1,662,"2814-662",2,1,3,1020
6,28,2815,2,10,"2815-10",1,1,3,3040
6,28,2815,2,10,"2815-10",2,1,3,3180
6,28,2816,1,2146,"2816-2146",1,1,3,3040
6,28,2816,1,2146,"2816-2146",2,1,3,1020
6,29,2905,1,1096,"2905-1096",1,1,1,3040
6,29,2905,1,1096,"2905-1096",2,1,1,3040
6,29,2909,2,220,"2909-220",1,1,2,1020
6,29,2909,2,220,"2909-220",2,1,2,1020
6,29,2910,1,350,"2910-350",1,1,1,3040
6,29,2910,1,350,"2910-350",2,1,1,3040
6,29,2915,1,622,"2915-622",1,1,2,1020
6,29,2915,1,622,"2915-622",2,2,,
6,29,2918,1,454,"2918-454",1,1,1,1020
6,29,2918,1,454,"2918-454",2,1,1,1020
6,29,2920,2,1628,"2920-1628",1,1,1,3040
6,29,2920,2,1628,"2920-1628",2,1,1,3040
6,29,2928,1,322,"2928-322",1,1,1,1020
6,29,2928,1,322,"2928-322",2,1,1,1020
6,29,2930,1,1300,"2930-1300",1,1,2,1020
6,29,2930,1,1300,"2930-1300",2,2,,
6,29,2930,1,530,"2930-530",1,1,2,1020
6,29,2930,1,530,"2930-530",2,1,2,3040
6,30,3002,1,1264,"3002-1264",1,1,1,1020
6,30,3002,1,1264,"3002-1264",2,1,1,1020
6,30,3002,1,1310,"3002-1310",1,1,1,1020
6,30,3002,1,1310,"3002-1310",2,1,1,1020
6,30,3005,1,2942,"3005-2942",1,2,,
6,30,3005,1,2942,"3005-2942",2,-92,,
6,30,3005,1,3648,"3005-3648",1,2,,
6,30,3005,1,3648,"3005-3648",2,-92,,
6,30,3006,1,520,"3006-520",1,2,,
6,30,3006,1,520,"3006-520",2,-92,,
6,30,3007,1,1624,"3007-1624",1,2,,
6,30,3007,1,1624,"3007-1624",2,2,,
5,3,301,1,1198,"301-1198",1,1,3,1020
5,3,301,1,1198,"301-1198",2,1,3,1020
6,30,3011,2,306,"3011-306",1,1,2,1020
6,30,3011,2,306,"3011-306",2,1,1,1020
6,30,3012,2,334,"3012-334",1,1,2,1020
6,30,3012,2,334,"3012-334",2,1,2,1020
6,30,3013,1,282,"3013-282",1,1,2,1020
6,30,3013,1,282,"3013-282",2,1,2,1020
6,30,3015,2,260,"3015-260",1,1,1,1121
6,30,3015,2,260,"3015-260",2,1,1,1121
6,30,3016,2,198,"3016-198",1,1,2,1080
6,30,3016,2,198,"3016-198",2,1,2,1080
5,3,302,2,302,"302-302",1,1,3,1020
5,3,302,2,302,"302-302",2,1,3,1020
6,30,3020,2,1092,"3020-1092",1,-91,,
6,30,3020,2,1092,"3020-1092",2,-91,,
6,30,3021,2,628,"3021-628",1,1,1,1122
6,30,3021,2,628,"3021-628",2,1,1,1020
6,30,3023,2,622,"3023-622",1,1,1,1020
6,30,3023,2,622,"3023-622",2,1,1,1020
6,30,3026,1,72,"3026-72",1,2,,
6,30,3026,1,72,"3026-72",2,2,,
6,30,3028,2,136,"3028-136",1,1,1,1121
6,30,3028,2,136,"3028-136",2,1,1,1020
5,3,304,2,10,"304-10",1,1,1,1020
5,3,304,2,10,"304-10",2,1,1,1020
5,3,304,2,184,"304-184",1,1,3,1020
5,3,304,2,184,"304-184",2,1,3,1020
5,3,305,2,1164,"305-1164",1,1,1,1020
5,3,305,2,1164,"305-1164",2,1,1,1020
5,3,305,2,1542,"305-1542",1,1,3,1020
5,3,305,2,1542,"305-1542",2,1,3,1020
5,3,307,1,634,"307-634",1,1,1,1020
5,3,307,1,634,"307-634",2,1,1,1020
5,3,308,2,102,"308-102",1,1,1,1020
5,3,308,2,102,"308-102",2,1,1,1020
5,3,309,2,698,"309-698",1,1,3,1020
5,3,309,2,698,"309-698",2,1,3,1020
1,31,3102,2,14,"3102-14",1,1,3,1080
1,31,3102,2,14,"3102-14",2,1,3,1080
1,31,3109,2,1026,"3109-1026",1,1,3,1060
1,31,3109,2,1026,"3109-1026",2,1,3,1060
1,31,3110,2,334,"3110-334",1,1,1,1070
1,31,3110,2,334,"3110-334",2,1,1,1070
1,31,3111,2,1128,"3111-1128",1,1,2,1080
1,31,3111,2,1128,"3111-1128",2,1,2,1080
1,31,3112,2,350,"3112-350",1,2,,
1,31,3112,2,350,"3112-350",2,2,,
1,31,3113,2,870,"3113-870",1,1,1,1080
1,31,3113,2,870,"3113-870",2,1,1,1080
1,31,3116,2,1344,"3116-1344",1,1,1,1124
1,31,3116,2,1344,"3116-1344",2,1,1,1124
1,31,3117,2,1288,"3117-1288",1,1,3,1080
1,31,3117,2,1288,"3117-1288",2,1,1,1080
5,3,312,2,20,"312-20",1,1,3,1020
5,3,312,2,20,"312-20",2,1,3,1020
5,3,313,2,70,"313-70",1,1,1,1020
5,3,313,2,70,"313-70",2,1,1,1020
5,3,316,2,874,"316-874",1,1,1,1020
5,3,316,2,874,"316-874",2,1,1,1020
5,3,316,2,910,"316-910",1,1,3,1020
5,3,316,2,910,"316-910",2,1,3,1020
5,3,317,2,586,"317-586",1,1,3,1020
5,3,317,2,586,"317-586",2,1,3,1020
5,3,318,2,1136,"318-1136",1,1,3,1020
5,3,318,2,1136,"318-1136",2,1,3,1020
5,3,318,2,56,"318-56",1,1,1,1020
5,3,318,2,56,"318-56",2,1,1,1020
5,3,320,2,266,"320-266",1,1,3,1020
5,3,320,2,266,"320-266",2,1,3,1020
5,32,3203,2,1420,"3203-1420",1,1,3,2170
5,32,3203,2,1420,"3203-1420",2,1,3,1020
5,32,3205,2,846,"3205-846",1,2,,
5,32,3205,2,846,"3205-846",2,2,,
5,32,3206,1,1646,"3206-1646",1,2,,
5,32,3206,1,1646,"3206-1646",2,2,,
5,32,3206,2,276,"3206-276",1,1,3,2170
5,32,3206,2,276,"3206-276",2,1,3,2170
5,32,3206,1,622,"3206-622",1,2,,
5,32,3206,1,622,"3206-622",2,2,,
5,32,3212,2,450,"3212-450",1,1,1,1121
5,32,3212,2,450,"3212-450",2,1,1,1020
5,32,3213,2,128,"3213-128",1,1,3,1020
5,32,3213,2,128,"3213-128",2,1,3,1020
5,32,3213,2,1358,"3213-1358",1,1,3,1121
5,32,3213,2,1358,"3213-1358",2,1,3,1020
5,32,3213,2,282,"3213-282",1,1,3,1020
5,32,3213,2,282,"3213-282",2,1,3,1020
5,32,3215,1,2978,"3215-2978",1,1,3,1020
5,32,3215,1,2978,"3215-2978",2,1,3,2194
5,32,3215,1,4712,"3215-4712",1,2,,
5,32,3215,1,4712,"3215-4712",2,2,,
5,32,3223,2,668,"3223-668",1,1,3,1121
5,32,3223,2,668,"3223-668",2,1,3,1020
5,3,323,2,488,"323-488",1,1,3,1020
5,3,323,2,488,"323-488",2,1,3,1020
5,3,326,2,502,"326-502",1,1,3,1020
5,3,326,2,502,"326-502",2,1,3,1020
5,3,327,2,196,"327-196",1,1,3,1020
5,3,327,2,196,"327-196",2,1,3,1020
5,3,327,2,246,"327-246",1,1,3,1020
5,3,327,2,246,"327-246",2,1,3,1020
5,3,329,2,608,"329-608",1,1,3,1020
5,3,329,2,608,"329-608",2,1,3,1020
3,33,3302,2,816,"3302-816",1,1,3,1100
3,33,3302,2,816,"3302-816",2,1,3,1100
3,33,3304,2,418,"3304-418",1,1,3,1100
3,33,3304,2,418,"3304-418",2,2,,
3,33,3305,2,846,"3305-846",1,1,3,1100
3,33,3305,2,846,"3305-846",2,1,3,1070
3,33,3313,2,930,"3313-930",1,1,3,1100
3,33,3313,2,930,"3313-930",2,1,3,1100
3,33,3318,2,1498,"3318-1498",1,1,3,1100
3,33,3318,2,1498,"3318-1498",2,1,3,1100
3,33,3321,2,118,"3321-118",1,1,3,1100
3,33,3321,2,118,"3321-118",2,2,,
3,33,3323,2,92,"3323-92",1,1,3,1100
3,33,3323,2,92,"3323-92",2,1,3,1100
2,34,3401,2,370,"3401-370",1,1,1,1080
2,34,3401,2,370,"3401-370",2,1,1,1060
2,34,3402,2,72,"3402-72",1,1,1,1070
2,34,3402,2,72,"3402-72",2,1,1,1060
2,34,3402,2,768,"3402-768",1,1,2,1070
2,34,3402,2,768,"3402-768",2,1,1,1060
2,34,3405,2,456,"3405-456",1,1,1,1080
2,34,3405,2,456,"3405-456",2,1,1,1060
2,34,3406,2,728,"3406-728",1,1,1,1110
2,34,3406,2,728,"3406-728",2,1,1,1080
2,34,3407,1,64,"3407-64",1,1,1,1110
2,34,3407,1,64,"3407-64",2,1,1,1110
2,34,3408,2,870,"3408-870",1,1,1,1110
2,34,3408,2,870,"3408-870",2,1,1,1080
2,34,3409,2,500,"3409-500",1,1,1,1080
2,34,3409,2,500,"3409-500",2,1,1,1060
2,34,3411,2,1034,"3411-1034",1,1,1,1080
2,34,3411,2,1034,"3411-1034",2,1,1,1080
2,34,3412,2,156,"3412-156",1,1,1,1080
2,34,3412,2,156,"3412-156",2,1,1,1060
2,34,3416,2,620,"3416-620",1,1,1,1110
2,34,3416,2,620,"3416-620",2,1,1,1060
2,35,3505,2,1726,"3505-1726",1,1,3,1100
2,35,3505,2,1726,"3505-1726",2,2,,
2,35,3506,2,2404,"3506-2404",1,1,1,1100
2,35,3506,2,2404,"3506-2404",2,1,1,1110
2,35,3507,2,596,"3507-596",1,1,1,1070
2,35,3507,2,596,"3507-596",2,1,1,1010
2,35,3510,2,550,"3510-550",1,1,3,1100
2,35,3510,2,550,"3510-550",2,2,,
2,35,3512,2,478,"3512-478",1,1,3,1100
2,35,3512,2,478,"3512-478",2,1,3,1100
2,35,3513,2,576,"3513-576",1,1,1,1100
2,35,3513,2,576,"3513-576",2,2,,
2,35,3514,1,1050,"3514-1050",1,1,1,1100
2,35,3514,1,1050,"3514-1050",2,1,1,1100
3,36,3606,2,1956,"3606-1956",1,1,1,1070
3,36,3606,2,1956,"3606-1956",2,2,,
3,36,3608,2,1300,"3608-1300",1,1,3,1070
3,36,3608,2,1300,"3608-1300",2,2,,
3,36,3608,2,2078,"3608-2078",1,1,1,1080
3,36,3608,2,2078,"3608-2078",2,2,,
3,36,3611,1,10,"3611-10",1,1,1,1100
3,36,3611,1,10,"3611-10",2,1,1,1100
3,36,3613,2,1066,"3613-1066",1,1,1,1080
3,36,3613,2,1066,"3613-1066",2,-92,,
3,36,3613,2,1808,"3613-1808",1,1,1,1080
3,36,3613,2,1808,"3613-1808",2,2,,
1,37,3701,1,308,"3701-308",1,1,3,1080
1,37,3701,1,308,"3701-308",2,-92,,
1,37,3702,1,1102,"3702-1102",1,1,3,1080
1,37,3702,1,1102,"3702-1102",2,1,3,1010
1,37,3702,1,158,"3702-158",1,1,3,1121
1,37,3702,1,158,"3702-158",2,1,3,1080
1,37,3702,1,972,"3702-972",1,1,3,1080
1,37,3702,1,972,"3702-972",2,1,3,1010
1,37,3703,1,202,"3703-202",1,1,3,1080
1,37,3703,1,202,"3703-202",2,1,3,1080
1,37,3703,1,236,"3703-236",1,1,3,1080
1,37,3703,1,236,"3703-236",2,1,3,1010
1,37,3704,2,214,"3704-214",1,1,3,1121
1,37,3704,2,214,"3704-214",2,1,1,1090
1,37,3705,2,254,"3705-254",1,1,2,1080
1,37,3705,2,254,"3705-254",2,1,2,1080
1,37,3705,2,32,"3705-32",1,1,3,1070
1,37,3705,2,32,"3705-32",2,1,3,1090
1,37,3706,1,1376,"3706-1376",1,1,3,1080
1,37,3706,1,1376,"3706-1376",2,1,3,1010
1,37,3706,1,156,"3706-156",1,1,3,1080
1,37,3706,1,156,"3706-156",2,1,3,1080
1,37,3706,1,1836,"3706-1836",1,1,3,1080
1,37,3706,1,1836,"3706-1836",2,1,3,1010
1,37,3706,1,4144,"3706-4144",1,1,3,1080
1,37,3706,1,4144,"3706-4144",2,2,,
4,4,402,2,1080,"402-1080",1,1,3,1121
4,4,402,2,1080,"402-1080",2,1,3,1020
4,4,402,2,874,"402-874",1,1,3,1121
4,4,402,2,874,"402-874",2,1,3,1020
4,4,405,2,716,"405-716",1,1,3,1121
4,4,405,2,716,"405-716",2,1,3,1020
4,4,407,1,680,"407-680",1,1,3,1110
4,4,407,1,680,"407-680",2,1,3,1020
4,4,408,2,630,"408-630",1,1,3,1121
4,4,408,2,630,"408-630",2,1,3,1080
4,4,412,1,1562,"412-1562",1,1,3,1121
4,4,412,1,1562,"412-1562",2,1,3,1020
4,4,416,1,372,"416-372",1,2,,
4,4,416,1,372,"416-372",2,-92,,
4,4,416,1,730,"416-730",1,2,,
4,4,416,1,730,"416-730",2,2,,
4,4,417,1,114,"417-114",1,2,,
4,4,417,1,114,"417-114",2,2,,
4,4,417,1,678,"417-678",1,2,,
4,4,417,1,678,"417-678",2,2,,
4,4,419,1,1006,"419-1006",1,1,3,1121
4,4,419,1,1006,"419-1006",2,1,3,1020
4,4,420,1,1296,"420-1296",1,1,2,1121
4,4,420,1,1296,"420-1296",2,1,2,1020
4,4,421,1,800,"421-800",1,1,3,1121
4,4,421,1,800,"421-800",2,1,3,1020
2,5,502,2,3878,"502-3878",1,1,3,1060
2,5,502,2,3878,"502-3878",2,2,,
2,5,502,1,562,"502-562",1,1,3,1110
2,5,502,1,562,"502-562",2,1,3,1110
2,5,503,2,246,"503-246",1,1,3,1070
2,5,503,2,246,"503-246",2,1,3,2010
2,5,504,2,1162,"504-1162",1,1,3,1070
2,5,504,2,1162,"504-1162",2,2,,
2,5,504,2,406,"504-406",1,1,3,1100
2,5,504,2,406,"504-406",2,1,3,1100
2,5,505,2,1292,"505-1292",1,1,3,1100
2,5,505,2,1292,"505-1292",2,2,,
2,5,505,2,1716,"505-1716",1,1,3,1100
2,5,505,2,1716,"505-1716",2,-92,,
2,5,506,2,696,"506-696",1,1,3,1080
2,5,506,2,696,"506-696",2,1,3,1110
2,5,506,2,830,"506-830",1,1,3,1080
2,5,506,2,830,"506-830",2,1,3,1110
2,5,507,2,230,"507-230",1,1,3,1100
2,5,507,2,230,"507-230",2,2,,
2,5,508,2,2196,"508-2196",1,1,3,1080
2,5,508,2,2196,"508-2196",2,-92,,
2,5,508,2,984,"508-984",1,1,3,1070
2,5,508,2,984,"508-984",2,2,,
2,5,509,2,1064,"509-1064",1,1,3,1070
2,5,509,2,1064,"509-1064",2,2,,
2,5,511,2,796,"511-796",1,1,3,1070
2,5,511,2,796,"511-796",2,-92,,
2,5,513,2,348,"513-348",1,1,3,1100
2,5,513,2,348,"513-348",2,2,,
2,5,514,2,1964,"514-1964",1,1,3,1070
2,5,514,2,1964,"514-1964",2,1,3,1070
2,5,516,2,134,"516-134",1,1,3,1100
2,5,516,2,134,"516-134",2,1,3,1100
2,5,517,2,1424,"517-1424",1,1,3,1080
2,5,517,2,1424,"517-1424",2,1,3,1110
2,5,518,2,1304,"518-1304",1,1,3,1080
2,5,518,2,1304,"518-1304",2,1,3,1110
2,5,518,2,1588,"518-1588",1,1,3,1070
2,5,518,2,1588,"518-1588",2,2,,
2,5,518,2,1788,"518-1788",1,1,3,1080
2,5,518,2,1788,"518-1788",2,1,3,1110
2,5,518,2,2802,"518-2802",1,1,3,1080
2,5,518,2,2802,"518-2802",2,1,3,1080
2,5,520,2,1756,"520-1756",1,1,2,1100
2,5,520,2,1756,"520-1756",2,-92,,
5,6,601,2,16,"601-16",1,-91,,
5,6,601,2,16,"601-16",2,-91,,
5,6,601,2,640,"601-640",1,-91,,
5,6,601,2,640,"601-640",2,-91,,
5,6,602,2,1356,"602-1356",1,1,3,2170
5,6,602,2,1356,"602-1356",2,1,3,1020
5,6,604,1,858,"604-858",1,2,,
5,6,604,1,858,"604-858",2,2,,
5,6,605,2,162,"605-162",1,1,3,2170
5,6,605,2,162,"605-162",2,1,3,1020
5,6,606,2,790,"606-790",1,1,3,2170
5,6,606,2,790,"606-790",2,1,3,1020
5,6,607,2,1892,"607-1892",1,1,1,2170
5,6,607,2,1892,"607-1892",2,1,1,1020
5,6,608,2,1288,"608-1288",1,1,3,2170
5,6,608,2,1288,"608-1288",2,1,3,2170
1,7,701,2,104,"701-104",1,1,3,1121
1,7,701,2,104,"701-104",2,1,3,1020
1,7,702,2,954,"702-954",1,1,3,1121
1,7,702,2,954,"702-954",2,1,3,1121
1,7,704,2,10,"704-10",1,1,3,1110
1,7,704,2,10,"704-10",2,1,3,1020
1,7,705,1,3834,"705-3834",1,1,3,1121
1,7,705,1,3834,"705-3834",2,1,3,1020
1,7,708,2,754,"708-754",1,1,3,1121
1,7,708,2,754,"708-754",2,1,3,1060
1,7,709,2,1226,"709-1226",1,1,3,1121
1,7,709,2,1226,"709-1226",2,1,3,1060
1,7,711,2,2532,"711-2532",1,1,3,1020
1,7,711,2,2532,"711-2532",2,1,3,1020
1,7,713,2,304,"713-304",1,1,3,1080
1,7,713,2,304,"713-304",2,1,3,3030
1,7,713,1,694,"713-694",1,2,,
1,7,713,1,694,"713-694",2,2,,
1,7,715,2,780,"715-780",1,1,3,1020
1,7,715,2,780,"715-780",2,1,3,1121
1,7,716,2,458,"716-458",1,1,3,1121
1,7,716,2,458,"716-458",2,1,3,1020
1,7,717,2,478,"717-478",1,1,3,1121
1,7,717,2,478,"717-478",2,1,3,1060
1,7,718,2,1228,"718-1228",1,1,1,1020
1,7,718,2,1228,"718-1228",2,1,1,1020
1,7,718,2,1640,"718-1640",1,1,3,1121
1,7,718,2,1640,"718-1640",2,1,3,1020
1,7,718,2,504,"718-504",1,1,3,1020
1,7,718,2,504,"718-504",2,1,3,1020
1,7,719,2,270,"719-270",1,1,3,1121
1,7,719,2,270,"719-270",2,1,3,1121
1,7,721,2,2400,"721-2400",1,1,3,1121
1,7,721,2,2400,"721-2400",2,1,3,1060
1,7,723,2,1088,"723-1088",1,1,3,1020
1,7,723,2,1088,"723-1088",2,2,,
2,8,805,2,46,"805-46",1,1,3,1080
2,8,805,2,46,"805-46",2,1,1,1110
2,8,821,1,12,"821-12",1,1,1,1100
2,8,821,1,12,"821-12",2,1,1,2040
2,8,821,1,1448,"821-1448",1,1,1,1100
2,8,821,1,1448,"821-1448",2,1,1,1060
2,8,821,1,1628,"821-1628",1,1,1,1100
2,8,821,1,1628,"821-1628",2,1,3,1060
2,8,827,2,804,"827-804",1,1,1,1080
2,8,827,2,804,"827-804",2,1,1,1110
5,9,901,2,398,"901-398",1,1,3,1020
5,9,901,2,398,"901-398",2,1,3,1020
5,9,905,2,2128,"905-2128",1,1,3,1121
5,9,905,2,2128,"905-2128",2,1,3,1020
5,9,908,1,278,"908-278",1,1,3,1020
5,9,908,1,278,"908-278",2,1,3,1020
5,9,908,1,78,"908-78",1,1,3,1020
5,9,908,1,78,"908-78",2,1,3,2120
5,9,909,1,506,"909-506",1,2,,
5,9,909,1,506,"909-506",2,-92,,
5,9,910,2,370,"910-370",1,1,3,3040
5,9,910,2,370,"910-370",2,1,3,1020
5,9,910,2,730,"910-730",1,1,3,3040
5,9,910,2,730,"910-730",2,1,3,1020
5,9,913,2,1510,"913-1510",1,1,3,1121
5,9,913,2,1510,"913-1510",2,1,3,1123
5,9,915,1,1390,"915-1390",1,1,1,1020
5,9,915,1,1390,"915-1390",2,1,1,1020
5,9,917,2,2282,"917-2282",1,1,3,1121
5,9,917,2,2282,"917-2282",2,1,3,1020
5,9,918,2,834,"918-834",1,1,3,1121
5,9,918,2,834,"918-834",2,1,3,1020
