"zone","state","lga","sector","ea","hhid","item_cd","sa4q1a","sa4q1","sa4q2a","sa4q2_1","sa4q2_2","sa4q2_3","sa4q2_4","sa4q2_5","sa4q2_6","sa4q6","sa4q7"
4,4,407,1,680,49134,304,2,,,,,,,,,,
4,4,407,1,680,49134,305,2,,,,,,,,,,
4,4,407,1,680,49134,306,2,,,,,,,,,,
4,4,407,1,680,49134,307,2,,,,,,,,,,
4,4,407,1,680,49134,308,2,,,,,,,,,,
4,4,407,1,680,49134,309,2,,,,,,,,,,
4,4,407,1,680,49134,312,1,1,1,,,,,,,2,
4,4,407,1,680,49134,313,2,,,,,,,,,,
4,4,407,1,680,49134,314,2,,,,,,,,,,
4,4,407,1,680,49134,315,2,,,,,,,,,,
4,4,407,1,680,49134,316,2,,,,,,,,,,
4,4,407,1,680,49134,318,2,,,,,,,,,,
4,4,407,1,680,49134,319,1,2,1,,,,,,,2,
4,4,407,1,680,49134,321,2,,,,,,,,,,
4,4,407,1,680,49135,301,2,,,,,,,,,,
4,4,407,1,680,49135,302,2,,,,,,,,,,
4,4,407,1,680,49135,303,2,,,,,,,,,,
4,4,407,1,680,49135,304,2,,,,,,,,,,
4,4,407,1,680,49135,305,2,,,,,,,,,,
4,4,407,1,680,49135,306,2,,,,,,,,,,
4,4,407,1,680,49135,307,2,,,,,,,,,,
4,4,407,1,680,49135,308,2,,,,,,,,,,
4,4,407,1,680,49135,309,2,,,,,,,,,,
4,4,407,1,680,49135,312,2,,,,,,,,,,
4,4,407,1,680,49135,313,2,,,,,,,,,,
4,4,407,1,680,49135,314,2,,,,,,,,,,
4,4,407,1,680,49135,315,2,,,,,,,,,,
4,4,407,1,680,49135,316,2,,,,,,,,,,
4,4,407,1,680,49135,318,2,,,,,,,,,,
4,4,407,1,680,49135,319,1,2,1,,,,,,,2,
4,4,407,1,680,49135,321,2,,,,,,,,,,
4,4,407,1,680,49136,301,2,,,,,,,,,,
4,4,407,1,680,49136,302,2,,,,,,,,,,
4,4,407,1,680,49136,303,2,,,,,,,,,,
4,4,407,1,680,49136,304,2,,,,,,,,,,
4,4,407,1,680,49136,305,2,,,,,,,,,,
4,4,407,1,680,49136,306,2,,,,,,,,,,
4,4,407,1,680,49136,307,2,,,,,,,,,,
4,4,407,1,680,49136,308,2,,,,,,,,,,
4,4,407,1,680,49136,309,2,,,,,,,,,,
4,4,407,1,680,49136,312,2,,,,,,,,,,
4,4,407,1,680,49136,313,2,,,,,,,,,,
4,4,407,1,680,49136,314,2,,,,,,,,,,
4,4,407,1,680,49136,315,2,,,,,,,,,,
4,4,407,1,680,49136,316,2,,,,,,,,,,
4,4,407,1,680,49136,318,2,,,,,,,,,,
4,4,407,1,680,49136,319,1,2,1,,,,,,,2,
4,4,407,1,680,49136,321,2,,,,,,,,,,
4,4,407,1,680,49137,301,2,,,,,,,,,,
4,4,407,1,680,49137,302,2,,,,,,,,,,
4,4,407,1,680,49137,303,2,,,,,,,,,,
4,4,407,1,680,49137,304,2,,,,,,,,,,
4,4,407,1,680,49137,305,2,,,,,,,,,,
4,4,407,1,680,49137,306,2,,,,,,,,,,
4,4,407,1,680,49137,307,2,,,,,,,,,,
4,4,407,1,680,49137,308,2,,,,,,,,,,
4,4,407,1,680,49137,309,2,,,,,,,,,,
4,4,407,1,680,49137,312,2,,,,,,,,,,
4,4,407,1,680,49137,313,2,,,,,,,,,,
4,4,407,1,680,49137,314,2,,,,,,,,,,
4,4,407,1,680,49137,315,2,,,,,,,,,,
4,4,407,1,680,49137,316,2,,,,,,,,,,
4,4,407,1,680,49137,318,2,,,,,,,,,,
4,4,407,1,680,49137,319,1,1,1,,,,,,,2,
4,4,407,1,680,49137,321,1,1,2,1,,,,,,2,
2,5,506,2,830,50001,301,2,,,,,,,,,,
2,5,506,2,830,50001,302,2,,,,,,,,,,
2,5,506,2,830,50001,303,2,,,,,,,,,,
2,5,506,2,830,50001,304,2,,,,,,,,,,
2,5,506,2,830,50001,305,2,,,,,,,,,,
2,5,506,2,830,50001,306,2,,,,,,,,,,
2,5,506,2,830,50001,307,2,,,,,,,,,,
2,5,506,2,830,50001,308,2,,,,,,,,,,
2,5,506,2,830,50001,309,2,,,,,,,,,,
2,5,506,2,830,50001,312,2,,,,,,,,,,
2,5,506,2,830,50001,313,2,,,,,,,,,,
2,5,506,2,830,50001,314,2,,,,,,,,,,
2,5,506,2,830,50001,315,2,,,,,,,,,,
2,5,506,2,830,50001,316,2,,,,,,,,,,
2,5,506,2,830,50001,318,2,,,,,,,,,,
2,5,506,2,830,50001,319,1,1,2,1,,,,,,2,
2,5,506,2,830,50001,321,2,,,,,,,,,,
2,5,506,2,830,50002,301,2,,,,,,,,,,
2,5,506,2,830,50002,302,2,,,,,,,,,,
2,5,506,2,830,50002,303,2,,,,,,,,,,
2,5,506,2,830,50002,304,2,,,,,,,,,,
2,5,506,2,830,50002,305,2,,,,,,,,,,
2,5,506,2,830,50002,306,2,,,,,,,,,,
2,5,506,2,830,50002,307,2,,,,,,,,,,
2,5,506,2,830,50002,308,2,,,,,,,,,,
2,5,506,2,830,50002,309,2,,,,,,,,,,
2,5,506,2,830,50002,312,2,,,,,,,,,,
2,5,506,2,830,50002,313,2,,,,,,,,,,
2,5,506,2,830,50002,314,2,,,,,,,,,,
2,5,506,2,830,50002,315,2,,,,,,,,,,
2,5,506,2,830,50002,316,2,,,,,,,,,,
2,5,506,2,830,50002,318,2,,,,,,,,,,
2,5,506,2,830,50002,319,2,,,,,,,,,,
2,5,506,2,830,50002,321,2,,,,,,,,,,
2,5,506,2,830,50003,301,2,,,,,,,,,,
2,5,506,2,830,50003,302,2,,,,,,,,,,
2,5,506,2,830,50003,303,2,,,,,,,,,,
2,5,506,2,830,50003,304,2,,,,,,,,,,
2,5,506,2,830,50003,305,2,,,,,,,,,,
2,5,506,2,830,50003,306,2,,,,,,,,,,
2,5,506,2,830,50003,307,2,,,,,,,,,,
2,5,506,2,830,50003,308,1,1,1,,,,,,,2,
2,5,506,2,830,50003,309,2,,,,,,,,,,
2,5,506,2,830,50003,312,2,,,,,,,,,,
2,5,506,2,830,50003,313,2,,,,,,,,,,
2,5,506,2,830,50003,314,2,,,,,,,,,,
2,5,506,2,830,50003,315,2,,,,,,,,,,
2,5,506,2,830,50003,316,2,,,,,,,,,,
2,5,506,2,830,50003,318,2,,,,,,,,,,
2,5,506,2,830,50003,319,1,2,2,1,,,,,,2,
2,5,506,2,830,50003,321,1,3,2,1,,,,,,2,
2,5,506,2,830,50004,301,2,,,,,,,,,,
2,5,506,2,830,50004,302,2,,,,,,,,,,
2,5,506,2,830,50004,303,2,,,,,,,,,,
2,5,506,2,830,50004,304,2,,,,,,,,,,
2,5,506,2,830,50004,305,2,,,,,,,,,,
2,5,506,2,830,50004,306,2,,,,,,,,,,
2,5,506,2,830,50004,307,2,,,,,,,,,,
2,5,506,2,830,50004,308,2,,,,,,,,,,
2,5,506,2,830,50004,309,2,,,,,,,,,,
2,5,506,2,830,50004,312,2,,,,,,,,,,
2,5,506,2,830,50004,313,2,,,,,,,,,,
2,5,506,2,830,50004,314,2,,,,,,,,,,
2,5,506,2,830,50004,315,2,,,,,,,,,,
2,5,506,2,830,50004,316,2,,,,,,,,,,
2,5,506,2,830,50004,318,2,,,,,,,,,,
2,5,506,2,830,50004,319,1,1,1,,,,,,,2,
2,5,506,2,830,50004,321,1,3,1,,,,,,,2,
2,5,506,2,830,50005,301,2,,,,,,,,,,
2,5,506,2,830,50005,302,2,,,,,,,,,,
2,5,506,2,830,50005,303,2,,,,,,,,,,
2,5,506,2,830,50005,304,2,,,,,,,,,,
2,5,506,2,830,50005,305,2,,,,,,,,,,
2,5,506,2,830,50005,306,2,,,,,,,,,,
2,5,506,2,830,50005,307,2,,,,,,,,,,
2,5,506,2,830,50005,308,2,,,,,,,,,,
2,5,506,2,830,50005,309,2,,,,,,,,,,
2,5,506,2,830,50005,312,2,,,,,,,,,,
2,5,506,2,830,50005,313,2,,,,,,,,,,
2,5,506,2,830,50005,314,2,,,,,,,,,,
2,5,506,2,830,50005,315,2,,,,,,,,,,
2,5,506,2,830,50005,316,2,,,,,,,,,,
2,5,506,2,830,50005,318,2,,,,,,,,,,
2,5,506,2,830,50005,319,2,,,,,,,,,,
2,5,506,2,830,50005,321,1,2,1,,,,,,,2,
2,5,506,2,830,50006,301,2,,,,,,,,,,
2,5,506,2,830,50006,302,2,,,,,,,,,,
2,5,506,2,830,50006,303,2,,,,,,,,,,
2,5,506,2,830,50006,304,2,,,,,,,,,,
2,5,506,2,830,50006,305,2,,,,,,,,,,
2,5,506,2,830,50006,306,2,,,,,,,,,,
2,5,506,2,830,50006,307,2,,,,,,,,,,
2,5,506,2,830,50006,308,2,,,,,,,,,,
2,5,506,2,830,50006,309,2,,,,,,,,,,
2,5,506,2,830,50006,312,1,1,1,,,,,,,2,
2,5,506,2,830,50006,313,2,,,,,,,,,,
2,5,506,2,830,50006,314,2,,,,,,,,,,
2,5,506,2,830,50006,315,2,,,,,,,,,,
2,5,506,2,830,50006,316,2,,,,,,,,,,
2,5,506,2,830,50006,318,2,,,,,,,,,,
2,5,506,2,830,50006,319,1,2,1,,,,,,,2,
2,5,506,2,830,50006,321,1,3,1,,,,,,,2,
2,5,506,2,830,50007,301,2,,,,,,,,,,
2,5,506,2,830,50007,302,2,,,,,,,,,,
2,5,506,2,830,50007,303,2,,,,,,,,,,
2,5,506,2,830,50007,304,2,,,,,,,,,,
2,5,506,2,830,50007,305,2,,,,,,,,,,
2,5,506,2,830,50007,306,2,,,,,,,,,,
2,5,506,2,830,50007,307,2,,,,,,,,,,
2,5,506,2,830,50007,308,2,,,,,,,,,,
2,5,506,2,830,50007,309,2,,,,,,,,,,
2,5,506,2,830,50007,312,2,,,,,,,,,,
2,5,506,2,830,50007,313,2,,,,,,,,,,
2,5,506,2,830,50007,314,2,,,,,,,,,,
2,5,506,2,830,50007,315,2,,,,,,,,,,
2,5,506,2,830,50007,316,2,,,,,,,,,,
2,5,506,2,830,50007,318,2,,,,,,,,,,
2,5,506,2,830,50007,319,1,1,1,,,,,,,2,
2,5,506,2,830,50007,321,1,2,1,,,,,,,2,
2,5,506,2,830,50008,301,2,,,,,,,,,,
2,5,506,2,830,50008,302,2,,,,,,,,,,
2,5,506,2,830,50008,303,2,,,,,,,,,,
2,5,506,2,830,50008,304,2,,,,,,,,,,
2,5,506,2,830,50008,305,2,,,,,,,,,,
2,5,506,2,830,50008,306,2,,,,,,,,,,
2,5,506,2,830,50008,307,2,,,,,,,,,,
2,5,506,2,830,50008,308,2,,,,,,,,,,
2,5,506,2,830,50008,309,2,,,,,,,,,,
2,5,506,2,830,50008,312,2,,,,,,,,,,
2,5,506,2,830,50008,313,2,,,,,,,,,,
2,5,506,2,830,50008,314,2,,,,,,,,,,
2,5,506,2,830,50008,315,2,,,,,,,,,,
2,5,506,2,830,50008,316,2,,,,,,,,,,
2,5,506,2,830,50008,318,2,,,,,,,,,,
2,5,506,2,830,50008,319,1,3,1,,,,,,,2,
2,5,506,2,830,50008,321,1,3,1,,,,,,,2,
2,5,506,2,830,50009,301,2,,,,,,,,,,
2,5,506,2,830,50009,302,2,,,,,,,,,,
2,5,506,2,830,50009,303,2,,,,,,,,,,
2,5,506,2,830,50009,304,2,,,,,,,,,,
2,5,506,2,830,50009,305,2,,,,,,,,,,
2,5,506,2,830,50009,306,2,,,,,,,,,,
2,5,506,2,830,50009,307,2,,,,,,,,,,
2,5,506,2,830,50009,308,2,,,,,,,,,,
2,5,506,2,830,50009,309,2,,,,,,,,,,
2,5,506,2,830,50009,312,1,2,1,,,,,,,2,
2,5,506,2,830,50009,313,2,,,,,,,,,,
2,5,506,2,830,50009,314,2,,,,,,,,,,
2,5,506,2,830,50009,315,2,,,,,,,,,,
2,5,506,2,830,50009,316,2,,,,,,,,,,
2,5,506,2,830,50009,318,1,1,1,,,,,,,2,
2,5,506,2,830,50009,319,1,5,1,,,,,,,2,
2,5,506,2,830,50009,321,2,,,,,,,,,,
2,5,502,2,3878,50031,301,2,,,,,,,,,,
2,5,502,2,3878,50031,302,2,,,,,,,,,,
2,5,502,2,3878,50031,303,2,,,,,,,,,,
2,5,502,2,3878,50031,304,2,,,,,,,,,,
2,5,502,2,3878,50031,305,2,,,,,,,,,,
2,5,502,2,3878,50031,306,2,,,,,,,,,,
2,5,502,2,3878,50031,307,1,1,1,,,,,,,2,
2,5,502,2,3878,50031,308,2,,,,,,,,,,
2,5,502,2,3878,50031,309,2,,,,,,,,,,
2,5,502,2,3878,50031,312,2,,,,,,,,,,
2,5,502,2,3878,50031,313,2,,,,,,,,,,
2,5,502,2,3878,50031,314,2,,,,,,,,,,
2,5,502,2,3878,50031,315,2,,,,,,,,,,
2,5,502,2,3878,50031,316,2,,,,,,,,,,
2,5,502,2,3878,50031,318,2,,,,,,,,,,
2,5,502,2,3878,50031,319,1,2,1,,,,,,,2,
2,5,502,2,3878,50031,321,1,3,1,,,,,,,2,
2,5,502,2,3878,50032,301,2,,,,,,,,,,
2,5,502,2,3878,50032,302,2,,,,,,,,,,
2,5,502,2,3878,50032,303,2,,,,,,,,,,
2,5,502,2,3878,50032,304,2,,,,,,,,,,
2,5,502,2,3878,50032,305,2,,,,,,,,,,
2,5,502,2,3878,50032,306,2,,,,,,,,,,
2,5,502,2,3878,50032,307,2,,,,,,,,,,
2,5,502,2,3878,50032,308,2,,,,,,,,,,
2,5,502,2,3878,50032,309,2,,,,,,,,,,
2,5,502,2,3878,50032,312,2,,,,,,,,,,
2,5,502,2,3878,50032,313,2,,,,,,,,,,
2,5,502,2,3878,50032,314,2,,,,,,,,,,
2,5,502,2,3878,50032,315,2,,,,,,,,,,
2,5,502,2,3878,50032,316,2,,,,,,,,,,
2,5,502,2,3878,50032,318,1,1,2,1,,,,,,1,2000
2,5,502,2,3878,50032,319,1,2,1,,,,,,,2,
2,5,502,2,3878,50032,321,2,,,,,,,,,,
2,5,502,2,3878,50033,301,2,,,,,,,,,,
2,5,502,2,3878,50033,302,2,,,,,,,,,,
2,5,502,2,3878,50033,303,2,,,,,,,,,,
2,5,502,2,3878,50033,304,1,1,1,,,,,,,2,
2,5,502,2,3878,50033,305,2,,,,,,,,,,
2,5,502,2,3878,50033,306,2,,,,,,,,,,
2,5,502,2,3878,50033,307,2,,,,,,,,,,
2,5,502,2,3878,50033,308,2,,,,,,,,,,
2,5,502,2,3878,50033,309,2,,,,,,,,,,
2,5,502,2,3878,50033,312,2,,,,,,,,,,
2,5,502,2,3878,50033,313,2,,,,,,,,,,
2,5,502,2,3878,50033,314,2,,,,,,,,,,
2,5,502,2,3878,50033,315,2,,,,,,,,,,
2,5,502,2,3878,50033,316,2,,,,,,,,,,
2,5,502,2,3878,50033,318,2,,,,,,,,,,
2,5,502,2,3878,50033,319,1,2,1,,,,,,,2,
2,5,502,2,3878,50033,321,1,2,1,,,,,,,2,
2,5,502,2,3878,50034,301,2,,,,,,,,,,
2,5,502,2,3878,50034,302,2,,,,,,,,,,
2,5,502,2,3878,50034,303,2,,,,,,,,,,
2,5,502,2,3878,50034,304,2,,,,,,,,,,
2,5,502,2,3878,50034,305,2,,,,,,,,,,
2,5,502,2,3878,50034,306,2,,,,,,,,,,
2,5,502,2,3878,50034,307,2,,,,,,,,,,
2,5,502,2,3878,50034,308,2,,,,,,,,,,
2,5,502,2,3878,50034,309,2,,,,,,,,,,
2,5,502,2,3878,50034,312,1,1,2,1,,,,,,2,
2,5,502,2,3878,50034,313,2,,,,,,,,,,
2,5,502,2,3878,50034,314,2,,,,,,,,,,
2,5,502,2,3878,50034,315,2,,,,,,,,,,
2,5,502,2,3878,50034,316,2,,,,,,,,,,
2,5,502,2,3878,50034,318,2,,,,,,,,,,
2,5,502,2,3878,50034,319,1,1,2,1,,,,,,2,
2,5,502,2,3878,50034,321,2,,,,,,,,,,
2,5,502,2,3878,50035,301,2,,,,,,,,,,
2,5,502,2,3878,50035,302,2,,,,,,,,,,
2,5,502,2,3878,50035,303,2,,,,,,,,,,
2,5,502,2,3878,50035,304,2,,,,,,,,,,
2,5,502,2,3878,50035,305,2,,,,,,,,,,
2,5,502,2,3878,50035,306,2,,,,,,,,,,
2,5,502,2,3878,50035,307,2,,,,,,,,,,
2,5,502,2,3878,50035,308,2,,,,,,,,,,
2,5,502,2,3878,50035,309,2,,,,,,,,,,
2,5,502,2,3878,50035,312,2,,,,,,,,,,
2,5,502,2,3878,50035,313,2,,,,,,,,,,
2,5,502,2,3878,50035,314,2,,,,,,,,,,
2,5,502,2,3878,50035,315,2,,,,,,,,,,
2,5,502,2,3878,50035,316,2,,,,,,,,,,
2,5,502,2,3878,50035,318,2,,,,,,,,,,
2,5,502,2,3878,50035,319,1,1,2,1,,,,,,2,
2,5,502,2,3878,50035,321,1,1,2,1,,,,,,2,
2,5,502,2,3878,50036,301,2,,,,,,,,,,
2,5,502,2,3878,50036,302,2,,,,,,,,,,
2,5,502,2,3878,50036,303,2,,,,,,,,,,
2,5,502,2,3878,50036,304,2,,,,,,,,,,
2,5,502,2,3878,50036,305,2,,,,,,,,,,
2,5,502,2,3878,50036,306,2,,,,,,,,,,
2,5,502,2,3878,50036,307,2,,,,,,,,,,
2,5,502,2,3878,50036,308,2,,,,,,,,,,
2,5,502,2,3878,50036,309,2,,,,,,,,,,
2,5,502,2,3878,50036,312,1,2,1,,,,,,,2,
2,5,502,2,3878,50036,313,2,,,,,,,,,,
2,5,502,2,3878,50036,314,2,,,,,,,,,,
2,5,502,2,3878,50036,315,2,,,,,,,,,,
2,5,502,2,3878,50036,316,2,,,,,,,,,,
2,5,502,2,3878,50036,318,2,,,,,,,,,,
2,5,502,2,3878,50036,319,1,3,1,,,,,,,2,
2,5,502,2,3878,50036,321,2,,,,,,,,,,
2,5,502,2,0,50037,301,2,,,,,,,,,,
2,5,502,2,0,50037,302,2,,,,,,,,,,
2,5,502,2,0,50037,303,2,,,,,,,,,,
2,5,502,2,0,50037,304,2,,,,,,,,,,
2,5,502,2,0,50037,305,2,,,,,,,,,,
2,5,502,2,0,50037,306,2,,,,,,,,,,
2,5,502,2,0,50037,307,2,,,,,,,,,,
2,5,502,2,0,50037,308,2,,,,,,,,,,
2,5,502,2,0,50037,309,2,,,,,,,,,,
2,5,502,2,0,50037,312,2,,,,,,,,,,
2,5,502,2,0,50037,313,2,,,,,,,,,,
2,5,502,2,0,50037,314,2,,,,,,,,,,
2,5,502,2,0,50037,315,2,,,,,,,,,,
2,5,502,2,0,50037,316,2,,,,,,,,,,
2,5,502,2,0,50037,318,2,,,,,,,,,,
2,5,502,2,0,50037,319,2,,,,,,,,,,
2,5,502,2,0,50037,321,1,2,2,2,10,,,,,2,
2,5,502,2,3878,50038,301,2,,,,,,,,,,
2,5,502,2,3878,50038,302,2,,,,,,,,,,
2,5,502,2,3878,50038,303,2,,,,,,,,,,
2,5,502,2,3878,50038,304,2,,,,,,,,,,
2,5,502,2,3878,50038,305,2,,,,,,,,,,
2,5,502,2,3878,50038,306,2,,,,,,,,,,
2,5,502,2,3878,50038,307,2,,,,,,,,,,
2,5,502,2,3878,50038,308,2,,,,,,,,,,
2,5,502,2,3878,50038,309,2,,,,,,,,,,
2,5,502,2,3878,50038,312,2,,,,,,,,,,
2,5,502,2,3878,50038,313,2,,,,,,,,,,
2,5,502,2,3878,50038,314,2,,,,,,,,,,
2,5,502,2,3878,50038,315,2,,,,,,,,,,
2,5,502,2,3878,50038,316,2,,,,,,,,,,
2,5,502,2,3878,50038,318,2,,,,,,,,,,
2,5,502,2,3878,50038,319,1,1,2,1,,,,,,2,
2,5,502,2,3878,50038,321,1,1,2,1,,,,,,2,
2,5,502,2,3878,50039,301,2,,,,,,,,,,
2,5,502,2,3878,50039,302,2,,,,,,,,,,
2,5,502,2,3878,50039,303,2,,,,,,,,,,
2,5,502,2,3878,50039,304,1,4,2,1,,,,,,2,
2,5,502,2,3878,50039,305,2,,,,,,,,,,
2,5,502,2,3878,50039,306,2,,,,,,,,,,
2,5,502,2,3878,50039,307,2,,,,,,,,,,
2,5,502,2,3878,50039,308,2,,,,,,,,,,
2,5,502,2,3878,50039,309,2,,,,,,,,,,
2,5,502,2,3878,50039,312,2,,,,,,,,,,
2,5,502,2,3878,50039,313,2,,,,,,,,,,
2,5,502,2,3878,50039,314,2,,,,,,,,,,
2,5,502,2,3878,50039,315,2,,,,,,,,,,
2,5,502,2,3878,50039,316,2,,,,,,,,,,
2,5,502,2,3878,50039,318,2,,,,,,,,,,
2,5,502,2,3878,50039,319,1,5,2,1,,,,,,1,5000
2,5,502,2,3878,50039,321,1,10,2,1,,,,,,1,5000
2,5,502,2,3878,50040,301,2,,,,,,,,,,
2,5,502,2,3878,50040,302,2,,,,,,,,,,
2,5,502,2,3878,50040,303,2,,,,,,,,,,
2,5,502,2,3878,50040,304,2,,,,,,,,,,
2,5,502,2,3878,50040,305,2,,,,,,,,,,
2,5,502,2,3878,50040,306,2,,,,,,,,,,
2,5,502,2,3878,50040,307,2,,,,,,,,,,
2,5,502,2,3878,50040,308,2,,,,,,,,,,
2,5,502,2,3878,50040,309,2,,,,,,,,,,
2,5,502,2,3878,50040,312,1,1,2,1,,,,,,2,
2,5,502,2,3878,50040,313,2,,,,,,,,,,
2,5,502,2,3878,50040,314,2,,,,,,,,,,
2,5,502,2,3878,50040,315,2,,,,,,,,,,
2,5,502,2,3878,50040,316,2,,,,,,,,,,
2,5,502,2,3878,50040,318,2,,,,,,,,,,
2,5,502,2,3878,50040,319,1,1,2,1,,,,,,2,
2,5,502,2,3878,50040,321,2,,,,,,,,,,
2,5,513,2,348,50051,301,2,,,,,,,,,,
2,5,513,2,348,50051,302,2,,,,,,,,,,
2,5,513,2,348,50051,303,2,,,,,,,,,,
2,5,513,2,348,50051,304,2,,,,,,,,,,
2,5,513,2,348,50051,305,2,,,,,,,,,,
2,5,513,2,348,50051,306,2,,,,,,,,,,
2,5,513,2,348,50051,307,2,,,,,,,,,,
2,5,513,2,348,50051,308,2,,,,,,,,,,
2,5,513,2,348,50051,309,2,,,,,,,,,,
2,5,513,2,348,50051,312,2,,,,,,,,,,
2,5,513,2,348,50051,313,2,,,,,,,,,,
2,5,513,2,348,50051,314,2,,,,,,,,,,
2,5,513,2,348,50051,315,2,,,,,,,,,,
2,5,513,2,348,50051,316,2,,,,,,,,,,
2,5,513,2,348,50051,318,1,1,1,,,,,,,2,
2,5,513,2,348,50051,319,1,2,1,,,,,,,2,
2,5,513,2,348,50051,321,1,2,1,,,,,,,2,
2,5,513,2,348,50052,301,2,,,,,,,,,,
2,5,513,2,348,50052,302,2,,,,,,,,,,
2,5,513,2,348,50052,303,2,,,,,,,,,,
2,5,513,2,348,50052,304,2,,,,,,,,,,
2,5,513,2,348,50052,305,2,,,,,,,,,,
2,5,513,2,348,50052,306,2,,,,,,,,,,
2,5,513,2,348,50052,307,2,,,,,,,,,,
2,5,513,2,348,50052,308,2,,,,,,,,,,
2,5,513,2,348,50052,309,2,,,,,,,,,,
2,5,513,2,348,50052,312,1,1,2,1,,,,,,2,
2,5,513,2,348,50052,313,2,,,,,,,,,,
2,5,513,2,348,50052,314,2,,,,,,,,,,
2,5,513,2,348,50052,315,2,,,,,,,,,,
2,5,513,2,348,50052,316,2,,,,,,,,,,
2,5,513,2,348,50052,318,2,,,,,,,,,,
2,5,513,2,348,50052,319,1,3,2,1,,,,,,2,
2,5,513,2,348,50052,321,2,,,,,,,,,,
2,5,513,2,348,50053,301,2,,,,,,,,,,
2,5,513,2,348,50053,302,2,,,,,,,,,,
2,5,513,2,348,50053,303,2,,,,,,,,,,
2,5,513,2,348,50053,304,2,,,,,,,,,,
2,5,513,2,348,50053,305,2,,,,,,,,,,
2,5,513,2,348,50053,306,2,,,,,,,,,,
2,5,513,2,348,50053,307,2,,,,,,,,,,
2,5,513,2,348,50053,308,2,,,,,,,,,,
2,5,513,2,348,50053,309,2,,,,,,,,,,
2,5,513,2,348,50053,312,2,,,,,,,,,,
2,5,513,2,348,50053,313,2,,,,,,,,,,
2,5,513,2,348,50053,314,2,,,,,,,,,,
2,5,513,2,348,50053,315,2,,,,,,,,,,
2,5,513,2,348,50053,316,2,,,,,,,,,,
2,5,513,2,348,50053,318,1,1,2,1,,,,,,2,
2,5,513,2,348,50053,319,1,1,2,1,,,,,,2,
2,5,513,2,348,50053,321,1,1,2,1,,,,,,2,
2,5,513,2,348,50054,301,2,,,,,,,,,,
2,5,513,2,348,50054,302,2,,,,,,,,,,
2,5,513,2,348,50054,303,2,,,,,,,,,,
2,5,513,2,348,50054,304,2,,,,,,,,,,
2,5,513,2,348,50054,305,2,,,,,,,,,,
2,5,513,2,348,50054,306,2,,,,,,,,,,
2,5,513,2,348,50054,307,2,,,,,,,,,,
2,5,513,2,348,50054,308,2,,,,,,,,,,
2,5,513,2,348,50054,309,2,,,,,,,,,,
2,5,513,2,348,50054,312,2,,,,,,,,,,
2,5,513,2,348,50054,313,2,,,,,,,,,,
2,5,513,2,348,50054,314,2,,,,,,,,,,
2,5,513,2,348,50054,315,2,,,,,,,,,,
2,5,513,2,348,50054,316,2,,,,,,,,,,
2,5,513,2,348,50054,318,2,,,,,,,,,,
2,5,513,2,348,50054,319,2,,,,,,,,,,
2,5,513,2,348,50054,321,1,2,1,,,,,,,2,
2,5,513,2,348,50055,301,2,,,,,,,,,,
2,5,513,2,348,50055,302,2,,,,,,,,,,
2,5,513,2,348,50055,303,2,,,,,,,,,,
2,5,513,2,348,50055,304,2,,,,,,,,,,
2,5,513,2,348,50055,305,2,,,,,,,,,,
2,5,513,2,348,50055,306,2,,,,,,,,,,
2,5,513,2,348,50055,307,2,,,,,,,,,,
2,5,513,2,348,50055,308,2,,,,,,,,,,
2,5,513,2,348,50055,309,2,,,,,,,,,,
2,5,513,2,348,50055,312,2,,,,,,,,,,
2,5,513,2,348,50055,313,2,,,,,,,,,,
2,5,513,2,348,50055,314,2,,,,,,,,,,
2,5,513,2,348,50055,315,2,,,,,,,,,,
2,5,513,2,348,50055,316,2,,,,,,,,,,
2,5,513,2,348,50055,318,2,,,,,,,,,,
2,5,513,2,348,50055,319,1,2,1,,,,,,,2,
2,5,513,2,348,50055,321,1,3,1,,,,,,,2,
2,5,513,2,348,50056,301,2,,,,,,,,,,
2,5,513,2,348,50056,302,2,,,,,,,,,,
2,5,513,2,348,50056,303,2,,,,,,,,,,
2,5,513,2,348,50056,304,2,,,,,,,,,,
2,5,513,2,348,50056,305,2,,,,,,,,,,
2,5,513,2,348,50056,306,2,,,,,,,,,,
2,5,513,2,348,50056,307,2,,,,,,,,,,
2,5,513,2,348,50056,308,2,,,,,,,,,,
2,5,513,2,348,50056,309,2,,,,,,,,,,
2,5,513,2,348,50056,312,1,3,1,,,,,,,2,
2,5,513,2,348,50056,313,2,,,,,,,,,,
2,5,513,2,348,50056,314,2,,,,,,,,,,
2,5,513,2,348,50056,315,2,,,,,,,,,,
2,5,513,2,348,50056,316,2,,,,,,,,,,
2,5,513,2,348,50056,318,1,3,1,,,,,,,2,
2,5,513,2,348,50056,319,2,,,,,,,,,,
2,5,513,2,348,50056,321,2,,,,,,,,,,
2,5,513,2,348,50057,301,2,,,,,,,,,,
2,5,513,2,348,50057,302,2,,,,,,,,,,
2,5,513,2,348,50057,303,2,,,,,,,,,,
2,5,513,2,348,50057,304,2,,,,,,,,,,
2,5,513,2,348,50057,305,2,,,,,,,,,,
2,5,513,2,348,50057,306,2,,,,,,,,,,
2,5,513,2,348,50057,307,2,,,,,,,,,,
2,5,513,2,348,50057,308,2,,,,,,,,,,
2,5,513,2,348,50057,309,2,,,,,,,,,,
2,5,513,2,348,50057,312,2,,,,,,,,,,
2,5,513,2,348,50057,313,2,,,,,,,,,,
