"zone","state","lga","sector","ea","cluster_id","tenure_cd","c4q1","c4q2","c4q3"
6,13,1309,2,674,"1309-674",4,1,2,2
6,13,1309,2,674,"1309-674",5,1,2,1
6,13,1309,2,674,"1309-674",6,0,,
6,13,1309,2,674,"1309-674",7,1,2,1
6,13,1310,1,762,"1310-762",1,1,3,1
6,13,1310,1,762,"1310-762",2,1,2,1
6,13,1310,1,762,"1310-762",3,1,2,1
6,13,1310,1,762,"1310-762",4,1,3,1
6,13,1310,1,762,"1310-762",5,1,3,1
6,13,1310,1,762,"1310-762",6,1,3,1
6,13,1310,1,762,"1310-762",7,1,2,1
6,13,1311,1,1134,"1311-1134",1,1,3,1
6,13,1311,1,1134,"1311-1134",2,1,2,1
6,13,1311,1,1134,"1311-1134",3,1,2,1
6,13,1311,1,1134,"1311-1134",4,1,3,1
6,13,1311,1,1134,"1311-1134",5,1,2,1
6,13,1311,1,1134,"1311-1134",6,1,2,1
6,13,1311,1,1134,"1311-1134",7,1,2,1
6,13,1312,1,24,"1312-24",1,1,3,1
6,13,1312,1,24,"1312-24",2,1,3,1
6,13,1312,1,24,"1312-24",3,1,3,1
6,13,1312,1,24,"1312-24",4,1,3,1
6,13,1312,1,24,"1312-24",5,1,3,1
6,13,1312,1,24,"1312-24",6,0,,
6,13,1312,1,24,"1312-24",7,0,,
6,13,1315,1,264,"1315-264",1,1,3,2
6,13,1315,1,264,"1315-264",2,1,3,1
6,13,1315,1,264,"1315-264",3,1,3,2
6,13,1315,1,264,"1315-264",4,1,3,2
6,13,1315,1,264,"1315-264",5,1,3,2
6,13,1315,1,264,"1315-264",6,1,3,2
6,13,1315,1,264,"1315-264",7,1,3,2
6,13,1316,1,1236,"1316-1236",1,1,3,1
6,13,1316,1,1236,"1316-1236",2,1,3,1
6,13,1316,1,1236,"1316-1236",3,1,3,1
6,13,1316,1,1236,"1316-1236",4,1,3,1
6,13,1316,1,1236,"1316-1236",5,1,2,1
6,13,1316,1,1236,"1316-1236",6,1,2,1
6,13,1316,1,1236,"1316-1236",7,1,3,1
4,14,1401,2,1116,"1401-1116",1,0,,
4,14,1401,2,1116,"1401-1116",2,1,3,1
4,14,1401,2,1116,"1401-1116",3,1,3,1
4,14,1401,2,1116,"1401-1116",4,0,,
4,14,1401,2,1116,"1401-1116",5,1,2,1
4,14,1401,2,1116,"1401-1116",6,1,1,2
4,14,1401,2,1116,"1401-1116",7,1,1,1
4,14,1401,2,386,"1401-386",1,0,,
4,14,1401,2,386,"1401-386",2,1,1,1
4,14,1401,2,386,"1401-386",3,1,1,1
4,14,1401,2,386,"1401-386",4,1,1,1
4,14,1401,2,386,"1401-386",5,1,1,1
4,14,1401,2,386,"1401-386",6,1,3,2
4,14,1401,2,386,"1401-386",7,1,3,2
4,14,1401,2,746,"1401-746",1,1,3,2
4,14,1401,2,746,"1401-746",2,0,,
4,14,1401,2,746,"1401-746",3,0,,
4,14,1401,2,746,"1401-746",4,0,,
4,14,1401,2,746,"1401-746",5,1,3,1
4,14,1401,2,746,"1401-746",6,0,,
4,14,1401,2,746,"1401-746",7,1,3,2
4,14,1402,2,1686,"1402-1686",1,1,2,1
4,14,1402,2,1686,"1402-1686",2,1,1,1
4,14,1402,2,1686,"1402-1686",3,0,,
4,14,1402,2,1686,"1402-1686",4,0,,
4,14,1402,2,1686,"1402-1686",5,1,2,1
4,14,1402,2,1686,"1402-1686",6,1,1,2
4,14,1402,2,1686,"1402-1686",7,1,1,2
4,14,1403,1,1418,"1403-1418",1,0,,
4,14,1403,1,1418,"1403-1418",2,0,,
4,14,1403,1,1418,"1403-1418",3,0,,
4,14,1403,1,1418,"1403-1418",4,0,,
4,14,1403,1,1418,"1403-1418",5,0,,
4,14,1403,1,1418,"1403-1418",6,0,,
4,14,1403,1,1418,"1403-1418",7,0,,
4,14,1403,1,306,"1403-306",1,1,2,2
4,14,1403,1,306,"1403-306",2,1,1,1
4,14,1403,1,306,"1403-306",3,0,,
4,14,1403,1,306,"1403-306",4,1,3,2
4,14,1403,1,306,"1403-306",5,1,3,2
4,14,1403,1,306,"1403-306",6,1,1,2
4,14,1403,1,306,"1403-306",7,1,1,2
4,14,1403,2,944,"1403-944",1,1,3,2
4,14,1403,2,944,"1403-944",2,1,1,2
4,14,1403,2,944,"1403-944",3,1,1,2
4,14,1403,2,944,"1403-944",4,0,,
4,14,1403,2,944,"1403-944",5,1,3,1
4,14,1403,2,944,"1403-944",6,1,1,2
4,14,1403,2,944,"1403-944",7,1,1,2
4,14,1405,1,846,"1405-846",1,0,,
4,14,1405,1,846,"1405-846",2,1,1,1
4,14,1405,1,846,"1405-846",3,1,1,1
4,14,1405,1,846,"1405-846",4,0,,
4,14,1405,1,846,"1405-846",5,1,3,1
4,14,1405,1,846,"1405-846",6,1,1,2
4,14,1405,1,846,"1405-846",7,1,1,2
4,14,1406,2,1002,"1406-1002",1,0,,
4,14,1406,2,1002,"1406-1002",2,1,1,1
4,14,1406,2,1002,"1406-1002",3,1,3,1
4,14,1406,2,1002,"1406-1002",4,1,3,1
4,14,1406,2,1002,"1406-1002",5,0,,
4,14,1406,2,1002,"1406-1002",6,1,3,2
4,14,1406,2,1002,"1406-1002",7,1,1,2
4,14,1406,2,694,"1406-694",1,0,,
4,14,1406,2,694,"1406-694",2,1,1,1
4,14,1406,2,694,"1406-694",3,0,,
4,14,1406,2,694,"1406-694",4,0,,
4,14,1406,2,694,"1406-694",5,0,,
4,14,1406,2,694,"1406-694",6,1,1,2
4,14,1406,2,694,"1406-694",7,1,1,2
4,14,1408,2,1996,"1408-1996",1,1,3,1
4,14,1408,2,1996,"1408-1996",2,1,1,1
4,14,1408,2,1996,"1408-1996",3,1,3,2
4,14,1408,2,1996,"1408-1996",4,0,,
4,14,1408,2,1996,"1408-1996",5,1,3,1
4,14,1408,2,1996,"1408-1996",6,1,1,2
4,14,1408,2,1996,"1408-1996",7,1,1,2
4,14,1410,2,236,"1410-236",1,1,3,2
4,14,1410,2,236,"1410-236",2,1,1,1
4,14,1410,2,236,"1410-236",3,1,1,2
4,14,1410,2,236,"1410-236",4,0,,
4,14,1410,2,236,"1410-236",5,0,,
4,14,1410,2,236,"1410-236",6,0,,
4,14,1410,2,236,"1410-236",7,1,1,2
4,14,1411,2,1414,"1411-1414",1,1,3,1
4,14,1411,2,1414,"1411-1414",2,1,1,1
4,14,1411,2,1414,"1411-1414",3,0,,
4,14,1411,2,1414,"1411-1414",4,0,,
4,14,1411,2,1414,"1411-1414",5,1,3,1
4,14,1411,2,1414,"1411-1414",6,1,1,1
4,14,1411,2,1414,"1411-1414",7,1,1,1
4,14,1411,2,836,"1411-836",1,0,,
4,14,1411,2,836,"1411-836",2,1,1,1
4,14,1411,2,836,"1411-836",3,1,1,1
4,14,1411,2,836,"1411-836",4,0,,
4,14,1411,2,836,"1411-836",5,1,1,1
4,14,1411,2,836,"1411-836",6,1,1,2
4,14,1411,2,836,"1411-836",7,1,1,2
4,14,1413,2,670,"1413-670",1,0,,
4,14,1413,2,670,"1413-670",2,1,1,1
4,14,1413,2,670,"1413-670",3,1,2,2
4,14,1413,2,670,"1413-670",4,0,,
4,14,1413,2,670,"1413-670",5,1,2,1
4,14,1413,2,670,"1413-670",6,1,1,2
4,14,1413,2,670,"1413-670",7,1,1,2
4,14,1416,2,1134,"1416-1134",1,0,,
4,14,1416,2,1134,"1416-1134",2,1,1,1
4,14,1416,2,1134,"1416-1134",3,1,2,1
4,14,1416,2,1134,"1416-1134",4,0,,
4,14,1416,2,1134,"1416-1134",5,0,,
4,14,1416,2,1134,"1416-1134",6,1,1,2
4,14,1416,2,1134,"1416-1134",7,1,1,2
4,14,1416,2,2314,"1416-2314",1,1,1,2
4,14,1416,2,2314,"1416-2314",2,1,1,1
4,14,1416,2,2314,"1416-2314",3,1,3,1
4,14,1416,2,2314,"1416-2314",4,0,,
4,14,1416,2,2314,"1416-2314",5,0,,
4,14,1416,2,2314,"1416-2314",6,0,,
4,14,1416,2,2314,"1416-2314",7,1,3,2
4,14,1417,2,36,"1417-36",1,0,,
4,14,1417,2,36,"1417-36",2,1,1,1
4,14,1417,2,36,"1417-36",3,1,1,1
4,14,1417,2,36,"1417-36",4,1,3,1
4,14,1417,2,36,"1417-36",5,0,,
4,14,1417,2,36,"1417-36",6,0,,
4,14,1417,2,36,"1417-36",7,1,1,2
2,15,1502,2,1386,"1502-1386",1,1,3,1
2,15,1502,2,1386,"1502-1386",2,1,1,1
2,15,1502,2,1386,"1502-1386",3,1,1,1
2,15,1502,2,1386,"1502-1386",4,0,,
2,15,1502,2,1386,"1502-1386",5,1,3,1
2,15,1502,2,1386,"1502-1386",6,1,1,1
2,15,1502,2,1386,"1502-1386",7,1,1,1
2,15,1503,2,1076,"1503-1076",1,1,3,1
2,15,1503,2,1076,"1503-1076",2,1,1,1
2,15,1503,2,1076,"1503-1076",3,1,2,1
2,15,1503,2,1076,"1503-1076",4,0,,
2,15,1503,2,1076,"1503-1076",5,1,3,1
2,15,1503,2,1076,"1503-1076",6,1,3,1
2,15,1503,2,1076,"1503-1076",7,1,1,1
2,15,1503,2,634,"1503-634",1,1,3,2
2,15,1503,2,634,"1503-634",2,1,3,1
2,15,1503,2,634,"1503-634",3,1,3,1
2,15,1503,2,634,"1503-634",4,0,,
2,15,1503,2,634,"1503-634",5,1,3,1
2,15,1503,2,634,"1503-634",6,1,3,1
2,15,1503,2,634,"1503-634",7,1,3,1
2,15,1503,2,864,"1503-864",1,1,3,2
2,15,1503,2,864,"1503-864",2,1,1,1
2,15,1503,2,864,"1503-864",3,1,1,1
2,15,1503,2,864,"1503-864",4,0,,
2,15,1503,2,864,"1503-864",5,1,3,2
2,15,1503,2,864,"1503-864",6,1,1,1
2,15,1503,2,864,"1503-864",7,1,1,1
2,15,1506,1,1328,"1506-1328",1,1,3,1
2,15,1506,1,1328,"1506-1328",2,1,1,1
2,15,1506,1,1328,"1506-1328",3,1,3,2
2,15,1506,1,1328,"1506-1328",4,0,,
2,15,1506,1,1328,"1506-1328",5,1,3,2
2,15,1506,1,1328,"1506-1328",6,1,3,2
2,15,1506,1,1328,"1506-1328",7,1,3,1
2,15,1506,1,148,"1506-148",1,1,3,2
2,15,1506,1,148,"1506-148",2,1,3,2
2,15,1506,1,148,"1506-148",3,1,2,2
2,15,1506,1,148,"1506-148",4,0,,
2,15,1506,1,148,"1506-148",5,1,2,2
2,15,1506,1,148,"1506-148",6,1,1,2
2,15,1506,1,148,"1506-148",7,1,1,1
2,15,1506,1,244,"1506-244",1,1,2,1
2,15,1506,1,244,"1506-244",2,1,3,2
2,15,1506,1,244,"1506-244",3,1,3,2
2,15,1506,1,244,"1506-244",4,0,,
2,15,1506,1,244,"1506-244",5,1,3,1
2,15,1506,1,244,"1506-244",6,1,1,1
2,15,1506,1,244,"1506-244",7,1,1,1
2,15,1506,1,398,"1506-398",1,0,,
2,15,1506,1,398,"1506-398",2,1,1,2
2,15,1506,1,398,"1506-398",3,0,,
2,15,1506,1,398,"1506-398",4,0,,
2,15,1506,1,398,"1506-398",5,1,3,2
2,15,1506,1,398,"1506-398",6,1,2,2
2,15,1506,1,398,"1506-398",7,1,2,2
2,15,1506,1,458,"1506-458",1,1,3,1
2,15,1506,1,458,"1506-458",2,0,,
2,15,1506,1,458,"1506-458",3,1,2,2
2,15,1506,1,458,"1506-458",4,0,,
2,15,1506,1,458,"1506-458",5,1,3,1
2,15,1506,1,458,"1506-458",6,1,1,1
2,15,1506,1,458,"1506-458",7,1,1,1
2,15,1508,2,1682,"1508-1682",1,1,3,1
2,15,1508,2,1682,"1508-1682",2,1,3,1
2,15,1508,2,1682,"1508-1682",3,1,3,1
2,15,1508,2,1682,"1508-1682",4,1,3,2
2,15,1508,2,1682,"1508-1682",5,1,3,1
2,15,1508,2,1682,"1508-1682",6,1,3,2
2,15,1508,2,1682,"1508-1682",7,1,3,2
2,15,1509,2,388,"1509-388",1,1,3,2
2,15,1509,2,388,"1509-388",2,1,3,2
2,15,1509,2,388,"1509-388",3,1,3,2
2,15,1509,2,388,"1509-388",4,0,,
2,15,1509,2,388,"1509-388",5,1,3,2
2,15,1509,2,388,"1509-388",6,1,3,2
2,15,1509,2,388,"1509-388",7,1,3,2
2,15,1510,2,838,"1510-838",1,1,3,1
2,15,1510,2,838,"1510-838",2,1,3,1
2,15,1510,2,838,"1510-838",3,1,3,1
2,15,1510,2,838,"1510-838",4,0,,
2,15,1510,2,838,"1510-838",5,1,3,1
2,15,1510,2,838,"1510-838",6,1,1,1
2,15,1510,2,838,"1510-838",7,1,1,1
2,15,1511,2,1498,"1511-1498",1,1,3,1
2,15,1511,2,1498,"1511-1498",2,1,3,1
2,15,1511,2,1498,"1511-1498",3,1,1,1
2,15,1511,2,1498,"1511-1498",4,0,,
2,15,1511,2,1498,"1511-1498",5,1,3,1
2,15,1511,2,1498,"1511-1498",6,1,3,1
2,15,1511,2,1498,"1511-1498",7,1,3,1
2,15,1511,2,1938,"1511-1938",1,1,3,2
2,15,1511,2,1938,"1511-1938",2,1,3,2
2,15,1511,2,1938,"1511-1938",3,1,3,2
2,15,1511,2,1938,"1511-1938",4,0,,
2,15,1511,2,1938,"1511-1938",5,1,3,2
2,15,1511,2,1938,"1511-1938",6,1,3,2
2,15,1511,2,1938,"1511-1938",7,1,3,2
4,16,1601,2,2484,"1601-2484",1,1,2,1
4,16,1601,2,2484,"1601-2484",2,1,1,1
4,16,1601,2,2484,"1601-2484",3,0,,
4,16,1601,2,2484,"1601-2484",4,0,,
4,16,1601,2,2484,"1601-2484",5,0,,
4,16,1601,2,2484,"1601-2484",6,1,2,2
4,16,1601,2,2484,"1601-2484",7,1,1,2
4,16,1602,2,234,"1602-234",1,1,3,2
4,16,1602,2,234,"1602-234",2,1,1,1
4,16,1602,2,234,"1602-234",3,0,,
4,16,1602,2,234,"1602-234",4,0,,
4,16,1602,2,234,"1602-234",5,0,,
4,16,1602,2,234,"1602-234",6,1,1,2
4,16,1602,2,234,"1602-234",7,1,1,2
4,16,1605,2,180,"1605-180",1,1,3,1
4,16,1605,2,180,"1605-180",2,1,1,1
4,16,1605,2,180,"1605-180",3,0,,
4,16,1605,2,180,"1605-180",4,0,,
4,16,1605,2,180,"1605-180",5,0,,
4,16,1605,2,180,"1605-180",6,1,1,2
4,16,1605,2,180,"1605-180",7,1,1,2
4,16,1607,2,574,"1607-574",1,1,2,1
4,16,1607,2,574,"1607-574",2,1,1,1
4,16,1607,2,574,"1607-574",3,0,,
4,16,1607,2,574,"1607-574",4,0,,
4,16,1607,2,574,"1607-574",5,0,,
4,16,1607,2,574,"1607-574",6,1,2,2
4,16,1607,2,574,"1607-574",7,1,1,2
4,16,1608,2,1480,"1608-1480",1,0,,
4,16,1608,2,1480,"1608-1480",2,1,2,1
4,16,1608,2,1480,"1608-1480",3,0,,
4,16,1608,2,1480,"1608-1480",4,0,,
4,16,1608,2,1480,"1608-1480",5,1,2,1
4,16,1608,2,1480,"1608-1480",6,1,3,2
4,16,1608,2,1480,"1608-1480",7,1,1,2
4,16,1610,2,490,"1610-490",1,0,,
4,16,1610,2,490,"1610-490",2,1,2,1
4,16,1610,2,490,"1610-490",3,0,,
4,16,1610,2,490,"1610-490",4,0,,
4,16,1610,2,490,"1610-490",5,1,2,1
4,16,1610,2,490,"1610-490",6,0,,
4,16,1610,2,490,"1610-490",7,1,1,2
4,16,1610,2,66,"1610-66",1,1,1,2
4,16,1610,2,66,"1610-66",2,1,1,1
4,16,1610,2,66,"1610-66",3,0,,
4,16,1610,2,66,"1610-66",4,1,3,2
4,16,1610,2,66,"1610-66",5,0,,
4,16,1610,2,66,"1610-66",6,1,1,1
4,16,1610,2,66,"1610-66",7,1,1,1
4,16,1610,2,776,"1610-776",1,1,3,2
4,16,1610,2,776,"1610-776",2,1,1,2
4,16,1610,2,776,"1610-776",3,0,,
4,16,1610,2,776,"1610-776",4,1,3,2
4,16,1610,2,776,"1610-776",5,0,,
4,16,1610,2,776,"1610-776",6,1,1,2
4,16,1610,2,776,"1610-776",7,1,1,2
4,16,1611,2,1878,"1611-1878",1,1,1,1
4,16,1611,2,1878,"1611-1878",2,1,1,1
4,16,1611,2,1878,"1611-1878",3,0,,
4,16,1611,2,1878,"1611-1878",4,1,3,1
4,16,1611,2,1878,"1611-1878",5,0,,
4,16,1611,2,1878,"1611-1878",6,1,1,2
4,16,1611,2,1878,"1611-1878",7,1,1,1
4,16,1613,2,440,"1613-440",1,1,1,1
4,16,1613,2,440,"1613-440",2,1,1,1
4,16,1613,2,440,"1613-440",3,0,,
4,16,1613,2,440,"1613-440",4,0,,
4,16,1613,2,440,"1613-440",5,0,,
4,16,1613,2,440,"1613-440",6,1,2,2
4,16,1613,2,440,"1613-440",7,1,1,2
4,16,1615,2,220,"1615-220",1,0,,
4,16,1615,2,220,"1615-220",2,1,1,2
4,16,1615,2,220,"1615-220",3,1,3,2
4,16,1615,2,220,"1615-220",4,1,3,2
4,16,1615,2,220,"1615-220",5,0,,
4,16,1615,2,220,"1615-220",6,1,1,2
4,16,1615,2,220,"1615-220",7,1,1,2
4,16,1616,2,902,"1616-902",1,1,2,2
4,16,1616,2,902,"1616-902",2,1,1,1
4,16,1616,2,902,"1616-902",3,0,,
4,16,1616,2,902,"1616-902",4,0,,
4,16,1616,2,902,"1616-902",5,0,,
4,16,1616,2,902,"1616-902",6,1,2,2
4,16,1616,2,902,"1616-902",7,1,1,2
4,16,1622,2,692,"1622-692",1,1,3,1
4,16,1622,2,692,"1622-692",2,1,1,1
4,16,1622,2,692,"1622-692",3,0,,
4,16,1622,2,692,"1622-692",4,0,,
4,16,1622,2,692,"1622-692",5,0,,
4,16,1622,2,692,"1622-692",6,1,1,2
4,16,1622,2,692,"1622-692",7,1,1,2
4,16,1624,1,136,"1624-136",1,1,2,1
4,16,1624,1,136,"1624-136",2,1,1,1
4,16,1624,1,136,"1624-136",3,0,,
4,16,1624,1,136,"1624-136",4,0,,
4,16,1624,1,136,"1624-136",5,0,,
4,16,1624,1,136,"1624-136",6,0,,
4,16,1624,1,136,"1624-136",7,1,1,2
4,16,1625,2,210,"1625-210",1,1,2,1
4,16,1625,2,210,"1625-210",2,0,,
4,16,1625,2,210,"1625-210",3,0,,
4,16,1625,2,210,"1625-210",4,0,,
4,16,1625,2,210,"1625-210",5,0,,
4,16,1625,2,210,"1625-210",6,1,2,2
4,16,1625,2,210,"1625-210",7,1,1,2
4,16,1627,2,126,"1627-126",1,1,3,1
4,16,1627,2,126,"1627-126",2,1,1,1
4,16,1627,2,126,"1627-126",3,0,,
4,16,1627,2,126,"1627-126",4,0,,
4,16,1627,2,126,"1627-126",5,0,,
4,16,1627,2,126,"1627-126",6,1,1,2
4,16,1627,2,126,"1627-126",7,1,1,2
3,17,1701,2,10,"1701-10",1,1,3,2
3,17,1701,2,10,"1701-10",2,1,1,1
3,17,1701,2,10,"1701-10",3,0,,
3,17,1701,2,10,"1701-10",4,0,,
3,17,1701,2,10,"1701-10",5,1,3,1
3,17,1701,2,10,"1701-10",6,1,1,1
3,17,1701,2,10,"1701-10",7,1,1,1
3,17,1707,2,284,"1707-284",1,1,2,1
3,17,1707,2,284,"1707-284",2,1,1,1
3,17,1707,2,284,"1707-284",3,0,,
3,17,1707,2,284,"1707-284",4,0,,
3,17,1707,2,284,"1707-284",5,1,2,1
3,17,1707,2,284,"1707-284",6,1,1,1
3,17,1707,2,284,"1707-284",7,1,1,1
3,17,1712,2,126,"1712-126",1,0,,
3,17,1712,2,126,"1712-126",2,1,1,1
3,17,1712,2,126,"1712-126",3,0,,
3,17,1712,2,126,"1712-126",4,0,,
3,17,1712,2,126,"1712-126",5,0,,
3,17,1712,2,126,"1712-126",6,1,1,1
3,17,1712,2,126,"1712-126",7,1,1,1
3,17,1715,2,3064,"1715-3064",1,1,3,1
3,17,1715,2,3064,"1715-3064",2,1,1,1
3,17,1715,2,3064,"1715-3064",3,1,3,1
3,17,1715,2,3064,"1715-3064",4,1,3,1
3,17,1715,2,3064,"1715-3064",5,1,3,1
3,17,1715,2,3064,"1715-3064",6,1,1,1
3,17,1715,2,3064,"1715-3064",7,1,1,1
3,17,1716,2,1344,"1716-1344",1,1,3,2
3,17,1716,2,1344,"1716-1344",2,1,1,2
3,17,1716,2,1344,"1716-1344",3,0,,
3,17,1716,2,1344,"1716-1344",4,1,3,2
3,17,1716,2,1344,"1716-1344",5,1,3,2
3,17,1716,2,1344,"1716-1344",6,1,1,2
3,17,1716,2,1344,"1716-1344",7,1,1,1
3,17,1716,2,1452,"1716-1452",1,1,3,1
3,17,1716,2,1452,"1716-1452",2,1,2,1
3,17,1716,2,1452,"1716-1452",3,0,,
3,17,1716,2,1452,"1716-1452",4,1,3,1
3,17,1716,2,1452,"1716-1452",5,1,3,1
3,17,1716,2,1452,"1716-1452",6,1,1,1
3,17,1716,2,1452,"1716-1452",7,1,3,1
3,17,1717,2,378,"1717-378",1,1,1,1
3,17,1717,2,378,"1717-378",2,1,3,1
3,17,1717,2,378,"1717-378",3,1,2,1
3,17,1717,2,378,"1717-378",4,1,3,1
3,17,1717,2,378,"1717-378",5,1,3,1
3,17,1717,2,378,"1717-378",6,1,3,1
3,17,1717,2,378,"1717-378",7,1,1,1
3,17,1721,1,1272,"1721-1272",1,1,1,1
3,17,1721,1,1272,"1721-1272",2,1,3,1
3,17,1721,1,1272,"1721-1272",3,1,3,1
3,17,1721,1,1272,"1721-1272",4,1,3,1
3,17,1721,1,1272,"1721-1272",5,1,3,1
3,17,1721,1,1272,"1721-1272",6,1,3,1
3,17,1721,1,1272,"1721-1272",7,1,3,1
3,17,1722,2,96,"1722-96",1,0,,
3,17,1722,2,96,"1722-96",2,1,1,1
3,17,1722,2,96,"1722-96",3,0,,
3,17,1722,2,96,"1722-96",4,1,3,1
3,17,1722,2,96,"1722-96",5,1,3,1
3,17,1722,2,96,"1722-96",6,1,1,1
3,17,1722,2,96,"1722-96",7,1,1,1
3,17,1723,1,668,"1723-668",1,1,2,1
3,17,1723,1,668,"1723-668",2,1,1,1
3,17,1723,1,668,"1723-668",3,0,,
3,17,1723,1,668,"1723-668",4,1,3,1
3,17,1723,1,668,"1723-668",5,1,1,1
3,17,1723,1,668,"1723-668",6,1,1,1
3,17,1723,1,668,"1723-668",7,1,1,1
3,17,1725,2,200,"1725-200",1,1,1,1
3,17,1725,2,200,"1725-200",2,1,1,1
3,17,1725,2,200,"1725-200",3,0,,
3,17,1725,2,200,"1725-200",4,1,3,1
3,17,1725,2,200,"1725-200",5,1,3,1
3,17,1725,2,200,"1725-200",6,1,3,1
3,17,1725,2,200,"1725-200",7,1,1,1
3,18,1802,2,1040,"1802-1040",1,1,3,1
3,18,1802,2,1040,"1802-1040",2,1,1,1
3,18,1802,2,1040,"1802-1040",3,1,3,1
3,18,1802,2,1040,"1802-1040",4,1,1,1
3,18,1802,2,1040,"1802-1040",5,1,1,1
3,18,1802,2,1040,"1802-1040",6,1,1,1
3,18,1802,2,1040,"1802-1040",7,1,1,1
3,18,1802,2,1554,"1802-1554",1,1,3,1
3,18,1802,2,1554,"1802-1554",2,1,1,1
3,18,1802,2,1554,"1802-1554",3,1,1,1
3,18,1802,2,1554,"1802-1554",4,0,,
3,18,1802,2,1554,"1802-1554",5,1,1,1
3,18,1802,2,1554,"1802-1554",6,1,1,2
3,18,1802,2,1554,"1802-1554",7,1,1,1
3,18,1802,1,3204,"1802-3204",1,1,1,1
3,18,1802,1,3204,"1802-3204",2,1,3,1
3,18,1802,1,3204,"1802-3204",3,0,,
3,18,1802,1,3204,"1802-3204",4,1,3,1
3,18,1802,1,3204,"1802-3204",5,1,3,1
3,18,1802,1,3204,"1802-3204",6,1,1,1
3,18,1802,1,3204,"1802-3204",7,1,3,1
3,18,1803,2,840,"1803-840",1,0,,
3,18,1803,2,840,"1803-840",2,1,1,1
3,18,1803,2,840,"1803-840",3,1,3,1
3,18,1803,2,840,"1803-840",4,1,3,1
3,18,1803,2,840,"1803-840",5,1,2,1
3,18,1803,2,840,"1803-840",6,1,1,1
3,18,1803,2,840,"1803-840",7,1,3,1
3,18,1804,1,2690,"1804-2690",1,1,3,2
3,18,1804,1,2690,"1804-2690",2,1,1,2
3,18,1804,1,2690,"1804-2690",3,1,1,2
3,18,1804,1,2690,"1804-2690",4,1,3,2
3,18,1804,1,2690,"1804-2690",5,1,1,2
3,18,1804,1,2690,"1804-2690",6,1,1,1
3,18,1804,1,2690,"1804-2690",7,1,1,1
3,18,1805,2,674,"1805-674",1,0,,
3,18,1805,2,674,"1805-674",2,1,1,1
3,18,1805,2,674,"1805-674",3,0,,
3,18,1805,2,674,"1805-674",4,1,1,1
3,18,1805,2,674,"1805-674",5,1,3,1
3,18,1805,2,674,"1805-674",6,1,2,1
3,18,1805,2,674,"1805-674",7,1,1,1
3,18,1805,2,792,"1805-792",1,0,,
3,18,1805,2,792,"1805-792",2,1,1,1
3,18,1805,2,792,"1805-792",3,0,,
3,18,1805,2,792,"1805-792",4,0,,
3,18,1805,2,792,"1805-792",5,1,3,1
3,18,1805,2,792,"1805-792",6,1,1,1
3,18,1805,2,792,"1805-792",7,1,1,1
3,18,1807,2,1754,"1807-1754",1,0,,
3,18,1807,2,1754,"1807-1754",2,1,1,1
3,18,1807,2,1754,"1807-1754",3,1,1,1
3,18,1807,2,1754,"1807-1754",4,1,1,1
3,18,1807,2,1754,"1807-1754",5,1,1,1
3,18,1807,2,1754,"1807-1754",6,1,1,1
3,18,1807,2,1754,"1807-1754",7,1,1,1
3,18,1809,1,1098,"1809-1098",1,0,,
3,18,1809,1,1098,"1809-1098",2,0,,
3,18,1809,1,1098,"1809-1098",3,0,,
3,18,1809,1,1098,"1809-1098",4,1,3,1
3,18,1809,1,1098,"1809-1098",5,1,3,1
3,18,1809,1,1098,"1809-1098",6,1,1,1
3,18,1809,1,1098,"1809-1098",7,1,3,1
3,18,1809,1,1756,"1809-1756",1,0,,
3,18,1809,1,1756,"1809-1756",2,1,1,1
3,18,1809,1,1756,"1809-1756",3,1,1,1
3,18,1809,1,1756,"1809-1756",4,1,1,1
3,18,1809,1,1756,"1809-1756",5,1,1,1
3,18,1809,1,1756,"1809-1756",6,1,1,1
3,18,1809,1,1756,"1809-1756",7,1,1,1
3,18,1810,1,540,"1810-540",1,1,1,1
3,18,1810,1,540,"1810-540",2,1,3,1
3,18,1810,1,540,"1810-540",3,1,1,1
3,18,1810,1,540,"1810-540",4,0,,
3,18,1810,1,540,"1810-540",5,1,1,1
3,18,1810,1,540,"1810-540",6,1,1,1
3,18,1810,1,540,"1810-540",7,1,1,1
3,18,1812,2,42,"1812-42",1,1,3,1
3,18,1812,2,42,"1812-42",2,1,1,1
3,18,1812,2,42,"1812-42",3,1,1,2
3,18,1812,2,42,"1812-42",4,1,1,1
3,18,1812,2,42,"1812-42",5,1,3,1
3,18,1812,2,42,"1812-42",6,1,1,2
3,18,1812,2,42,"1812-42",7,1,1,2
3,18,1813,2,522,"1813-522",1,0,,
3,18,1813,2,522,"1813-522",2,1,3,1
3,18,1813,2,522,"1813-522",3,0,,
3,18,1813,2,522,"1813-522",4,1,3,1
3,18,1813,2,522,"1813-522",5,1,3,1
3,18,1813,2,522,"1813-522",6,1,1,1
3,18,1813,2,522,"1813-522",7,1,1,1
3,18,1816,1,378,"1816-378",1,1,3,1
3,18,1816,1,378,"1816-378",2,1,3,1
3,18,1816,1,378,"1816-378",3,0,,
3,18,1816,1,378,"1816-378",4,1,3,1
3,18,1816,1,378,"1816-378",5,1,3,2
3,18,1816,1,378,"1816-378",6,1,1,1
3,18,1816,1,378,"1816-378",7,1,1,1
3,18,1817,2,572,"1817-572",1,0,,
3,18,1817,2,572,"1817-572",2,1,3,1
