"zone","state","lga","ea","sector","hhid","ag1","ag2","ag3","ag4"
5,3,320,266,2,39108,1,1,1,2
5,3,320,266,2,39110,1,1,2,1
5,3,320,266,2,39111,1,2,2,2
5,3,320,266,2,39112,1,1,2,2
5,3,320,266,2,39114,1,1,2,1
5,3,320,266,2,39115,1,1,2,2
5,3,320,266,2,39116,1,1,1,1
5,3,320,266,2,39117,2,2,2,2
5,3,320,266,2,39118,1,1,1,1
5,3,323,488,2,39119,1,2,2,2
5,3,323,488,2,39120,1,2,2,2
5,3,323,488,2,39121,1,2,2,2
5,3,323,488,2,39123,1,1,2,2
5,3,323,488,2,39125,1,1,1,2
5,3,323,488,2,39126,2,1,2,2
5,3,323,488,2,39127,1,1,1,2
5,3,323,488,2,39128,1,1,2,2
5,3,323,488,2,39130,1,1,2,2
5,3,326,502,2,39132,1,2,2,2
5,3,326,502,2,39133,1,1,1,2
5,3,326,502,2,39135,1,1,2,2
5,3,326,502,2,39136,1,1,2,2
5,3,326,502,2,39137,1,2,1,2
5,3,326,502,2,39138,1,1,2,2
5,3,326,502,2,39139,1,2,2,2
5,3,326,502,2,39140,1,1,1,2
5,3,326,502,2,39141,1,2,1,2
5,3,326,502,2,39142,1,1,1,1
5,3,327,196,2,39143,1,2,2,2
5,3,327,196,2,39144,1,1,2,2
5,3,327,196,2,39146,1,1,1,1
5,3,327,196,2,39147,1,2,2,2
5,3,327,196,2,39149,1,1,2,2
5,3,327,196,2,39150,1,1,2,2
5,3,327,196,2,39151,1,1,1,2
5,3,327,196,2,39152,1,1,1,2
5,3,327,196,2,39153,1,1,1,2
5,3,327,196,2,39154,1,1,1,2
5,3,327,246,2,39155,1,2,1,2
5,3,327,246,2,39156,1,1,1,2
5,3,327,246,2,39157,1,1,1,2
5,3,327,246,2,39158,1,1,2,2
5,3,327,246,2,39159,1,1,1,2
5,3,327,246,2,39160,1,2,1,1
5,3,327,246,2,39161,1,1,1,2
5,3,327,246,2,39162,1,1,1,2
5,3,327,246,2,39165,1,1,1,2
5,3,327,246,2,39166,1,2,1,2
5,3,329,608,2,39167,1,2,1,2
5,3,329,608,2,39168,2,2,2,2
5,3,329,608,2,39169,1,1,2,2
5,3,329,608,2,39170,1,1,1,2
5,3,329,608,2,39171,1,1,1,1
5,3,329,608,2,39174,1,1,1,2
5,3,329,608,2,39175,1,1,2,2
5,3,329,608,2,39176,1,2,2,2
5,3,329,608,2,39177,1,1,2,1
5,3,329,608,2,39178,1,1,2,2
5,3,316,910,2,39185,2,1,2,2
5,3,316,910,2,39186,1,1,1,1
5,3,317,586,2,39187,1,1,2,2
5,3,317,586,2,39188,1,1,2,2
5,3,318,56,2,39190,1,1,2,2
5,3,304,184,2,39193,1,1,2,2
5,3,323,488,2,39198,1,2,2,2
4,4,417,678,1,40011,1,1,2,2
4,4,417,678,1,40012,2,1,2,2
5,12,1209,0,2,40013,2,2,2,2
4,4,417,678,1,40015,1,1,2,2
4,4,417,678,1,40016,2,1,2,2
4,4,417,678,1,40017,2,1,2,2
4,4,417,678,1,40018,2,1,2,2
4,4,417,678,1,40019,2,1,2,2
4,4,417,678,1,40020,2,1,2,2
4,4,421,800,1,40171,2,1,2,1
4,4,421,800,1,40172,1,1,1,2
4,4,421,0,1,40173,1,1,1,2
4,4,421,800,1,40174,1,1,2,2
4,4,421,800,1,40175,1,1,1,2
4,4,421,0,1,40176,1,1,2,2
4,4,421,800,1,40177,1,1,1,2
4,4,421,800,1,40178,1,1,1,2
4,4,421,800,1,40180,2,1,2,2
4,4,402,1080,2,40202,1,2,1,1
4,4,402,1080,2,40203,2,1,1,2
4,4,402,1080,2,40204,2,1,2,2
4,4,402,1080,2,40206,1,1,2,2
4,4,402,1080,2,40207,1,2,2,2
4,4,402,1080,2,40208,1,1,1,2
4,4,402,1080,2,40209,1,1,1,2
6,24,406,0,1,40210,2,1,2,2
4,4,402,874,2,49001,1,2,1,2
4,4,402,874,2,49003,1,1,2,2
4,4,402,874,2,49004,1,1,1,1
4,4,402,874,2,49005,1,1,1,1
4,4,402,874,2,49006,1,2,1,2
4,4,402,874,2,49007,1,1,1,1
4,4,402,874,2,49008,1,1,1,1
4,4,402,874,2,49009,1,1,1,1
4,4,402,874,2,49010,1,1,1,1
4,4,402,874,2,49011,1,2,2,2
4,4,405,716,2,49013,1,2,2,2
4,4,405,716,2,49015,1,1,2,2
4,4,405,716,2,49017,1,1,1,1
4,4,405,716,2,49018,1,1,2,1
4,4,405,716,2,49019,1,1,1,2
4,4,405,716,2,49020,2,2,2,2
4,4,405,716,2,49023,1,1,1,1
4,4,405,716,2,49024,1,1,2,2
4,4,408,630,2,49025,1,1,2,2
4,4,408,630,2,49026,1,1,1,1
4,4,408,630,2,49027,1,1,1,2
4,4,408,630,2,49030,1,1,1,2
4,4,408,630,2,49032,2,2,2,2
4,4,408,630,2,49034,1,1,2,2
4,4,408,630,2,49035,1,1,1,1
4,4,408,630,2,49036,1,1,2,2
4,4,412,1562,1,49037,1,1,,1
4,4,412,1562,1,49038,1,1,1,2
4,4,412,1562,1,49039,1,1,1,2
4,4,412,1562,1,49040,1,1,1,2
4,4,412,1562,1,49041,1,1,1,2
4,4,412,1562,1,49042,1,1,1,2
4,4,412,1562,1,49043,1,1,1,2
4,4,412,1562,1,49044,1,1,1,1
4,4,412,1562,1,49045,1,1,1,2
4,4,412,1562,1,49046,1,1,1,2
4,4,416,372,1,49049,2,1,2,2
4,4,416,372,1,49051,1,1,2,2
4,4,416,372,1,49052,2,1,2,2
4,4,416,372,1,49054,2,2,2,2
4,4,416,372,1,49055,1,1,1,2
4,4,416,372,1,49057,2,1,2,2
4,4,416,372,1,49058,2,1,2,2
4,4,416,372,1,49060,1,1,2,2
4,4,416,730,1,49062,2,1,2,2
4,4,416,730,1,49063,2,1,2,2
4,4,416,730,1,49064,2,1,2,2
4,4,416,730,1,49065,2,2,2,2
4,4,416,730,1,49066,2,2,2,2
4,4,416,730,1,49067,2,2,2,2
4,4,416,730,1,49068,2,1,2,2
4,4,416,730,1,49069,2,2,2,2
4,4,416,730,1,49070,1,1,1,1
4,4,416,730,1,49071,1,1,1,2
4,4,417,114,1,49073,2,1,2,2
4,4,417,114,1,49075,2,2,2,2
4,4,417,114,1,49076,1,1,2,2
4,4,417,114,1,49077,1,1,2,2
4,4,417,114,1,49079,2,1,2,2
4,4,417,114,1,49080,1,1,2,2
4,4,417,114,1,49081,2,1,2,2
4,4,417,114,1,49082,2,1,2,2
4,4,417,114,1,49083,1,1,2,2
4,4,419,1006,1,49085,1,1,2,2
4,4,419,1006,1,49086,1,1,1,2
4,4,419,1006,1,49088,1,2,2,2
4,4,419,1006,1,49089,2,2,2,2
4,4,419,1006,1,49090,1,1,2,2
4,4,419,1006,1,49091,1,1,1,2
4,4,419,1006,1,49093,1,1,1,2
4,4,419,1006,1,49094,1,1,1,2
4,4,419,1006,1,49095,1,1,1,2
4,4,420,1296,1,49097,1,2,2,2
4,4,420,1296,1,49098,2,2,2,2
4,4,420,1296,1,49100,1,1,1,2
4,4,420,1296,1,49101,1,1,2,2
4,4,420,1296,1,49102,1,1,1,2
4,4,420,1296,1,49103,1,1,2,2
4,4,420,1296,1,49104,1,1,2,2
4,4,420,1296,1,49105,1,1,2,2
4,4,420,1296,1,49106,1,1,2,2
4,4,420,1296,1,49108,1,1,1,2
4,4,405,716,2,49111,1,1,1,2
4,4,405,716,2,49112,1,1,1,2
4,4,408,630,2,49113,1,1,2,1
4,4,408,630,2,49114,1,2,1,2
4,4,416,372,1,49117,2,2,2,2
4,4,416,372,1,49118,2,1,2,2
4,4,417,114,1,49122,1,1,2,2
4,4,419,1006,1,49124,2,1,2,2
4,4,407,680,1,49126,1,1,1,1
4,4,407,680,1,49129,1,1,1,2
4,4,407,680,1,49130,1,1,1,1
4,4,407,680,1,49131,1,2,1,2
4,4,407,680,1,49132,1,1,1,1
4,4,407,680,1,49133,1,1,1,2
4,4,407,680,1,49134,1,1,1,2
4,4,407,680,1,49135,1,1,1,2
4,4,407,680,1,49136,1,1,1,2
4,4,407,680,1,49137,1,1,1,1
2,5,506,830,2,50001,1,1,1,2
2,5,506,830,2,50002,1,1,1,2
2,5,506,830,2,50003,1,1,1,2
2,5,506,830,2,50004,1,1,1,2
2,5,506,830,2,50005,1,1,1,2
2,5,506,830,2,50006,1,1,1,2
2,5,506,830,2,50007,1,1,1,2
2,5,506,830,2,50008,1,1,1,2
2,5,506,830,2,50009,1,1,1,1
2,5,506,830,2,50010,2,1,2,2
2,5,502,3878,2,50031,1,2,1,2
2,5,502,3878,2,50032,1,1,1,2
2,5,502,3878,2,50033,1,1,1,1
2,5,502,3878,2,50034,1,1,1,2
2,5,502,3878,2,50035,1,1,1,1
2,5,502,3878,2,50036,1,1,1,2
2,5,502,0,2,50037,1,1,1,2
2,5,502,3878,2,50038,1,1,1,2
2,5,502,3878,2,50039,1,1,1,2
2,5,502,3878,2,50040,1,1,1,2
2,5,513,348,2,50051,1,1,1,2
2,5,513,348,2,50052,1,1,1,2
2,5,513,348,2,50053,1,1,1,2
2,5,513,348,2,50054,1,2,1,1
2,5,513,348,2,50055,1,1,1,1
2,5,513,348,2,50056,1,1,1,2
2,5,513,348,2,50057,1,1,1,2
2,5,513,348,2,50058,1,1,1,1
2,5,513,348,2,50059,1,1,1,2
2,5,513,348,2,50060,1,1,2,2
2,5,508,984,2,50091,1,1,1,2
2,5,508,984,2,50092,1,1,1,2
2,5,508,984,2,50093,1,1,1,2
2,5,508,984,2,50094,1,1,1,2
2,5,508,984,2,50095,1,1,1,2
2,5,508,984,2,50096,2,2,2,2
2,5,508,984,2,50097,1,1,1,2
2,5,508,984,2,50098,2,1,1,2
2,5,508,984,2,50099,1,1,1,2
2,5,508,984,2,50100,1,1,1,2
2,5,518,1588,2,50131,1,1,1,2
2,5,518,1588,2,50132,1,1,1,2
2,5,518,1588,2,50133,1,1,1,2
2,5,518,1588,2,50134,1,1,1,2
2,5,518,1588,2,50135,1,1,1,2
2,5,518,1588,2,50136,1,1,1,2
2,5,518,1588,2,50137,1,1,1,2
2,5,518,1588,2,50138,1,1,1,2
2,5,518,1588,2,50139,1,1,1,2
1,31,3105,0,1,50140,1,1,2,2
2,5,518,1304,2,50151,1,1,1,2
2,5,518,1304,2,50152,1,2,1,2
2,5,518,1304,2,50153,1,1,1,2
2,5,518,1304,2,50154,1,1,1,2
2,5,518,1304,2,50155,1,1,1,2
2,5,518,1304,2,50156,1,1,1,2
2,5,518,1304,2,50157,1,1,1,2
2,5,518,1304,2,50158,1,1,1,2
2,5,518,1304,2,50159,1,1,1,2
2,5,518,1304,2,50160,1,1,2,2
2,5,520,1756,2,50161,1,2,1,1
2,5,520,1756,2,50162,1,1,1,1
2,5,520,1756,2,50163,1,1,1,2
2,5,520,1756,2,50164,1,1,1,2
2,5,520,1756,2,50165,1,1,1,2
2,5,520,1756,2,50166,1,1,1,2
2,5,520,1756,2,50167,1,1,1,2
2,5,520,1756,2,50168,1,1,1,2
2,5,520,1756,2,50169,1,1,1,2
2,5,520,1756,2,50170,1,1,1,2
2,5,502,562,1,59002,2,1,2,2
2,5,502,562,1,59003,2,1,2,2
2,5,502,562,1,59004,2,2,2,2
2,5,502,562,1,59005,1,1,1,2
2,5,502,562,1,59006,1,1,2,2
2,5,502,562,1,59007,2,2,1,2
2,5,502,562,1,59009,2,1,2,2
2,5,502,562,1,59010,2,2,1,2
2,5,502,562,1,59011,2,1,2,2
2,5,502,562,1,59012,1,1,2,2
2,5,503,246,2,59013,1,1,2,2
2,5,503,246,2,59014,1,1,2,2
2,5,503,246,2,59015,1,1,1,2
2,5,503,246,2,59016,1,1,1,2
2,5,503,246,2,59017,1,1,1,2
2,5,503,246,2,59018,1,1,2,2
2,5,503,246,2,59021,1,1,1,2
2,5,503,246,2,59022,1,1,1,2
2,5,503,246,2,59023,1,1,1,2
2,5,503,246,2,59024,1,1,1,2
2,5,504,406,2,59025,1,1,1,1
2,5,504,406,2,59026,1,2,1,2
2,5,504,406,2,59027,1,2,1,2
2,5,504,406,2,59028,1,2,1,2
2,5,504,406,2,59030,1,1,1,2
2,5,504,406,2,59031,1,1,1,2
2,5,504,406,2,59032,1,1,1,2
2,5,504,406,2,59034,1,1,1,1
2,5,504,406,2,59035,1,1,1,1
2,5,504,406,2,59036,1,1,1,2
2,5,504,1162,2,59037,1,1,1,1
2,5,504,1162,2,59039,1,1,1,1
2,5,504,1162,2,59040,1,1,1,1
2,5,504,1162,2,59041,1,1,2,1
2,5,504,1162,2,59042,1,2,1,2
2,5,504,1162,2,59043,1,2,1,2
2,5,504,1162,2,59044,1,2,1,2
2,5,504,1162,2,59046,1,1,1,2
2,5,504,1162,2,59047,1,1,1,2
2,5,504,1162,2,59048,1,1,1,2
2,5,505,1292,2,59049,1,1,1,2
2,5,505,1292,2,59050,1,1,1,1
2,5,505,1292,2,59052,1,1,1,1
2,5,505,1292,2,59053,2,2,2,2
2,5,505,1292,2,59054,1,2,1,2
2,5,505,1292,2,59056,1,2,1,2
2,5,505,1292,2,59057,1,2,1,2
2,5,505,1292,2,59058,1,1,1,1
2,5,505,1292,2,59059,1,1,1,2
2,5,505,1292,2,59060,1,1,1,2
2,5,505,1716,2,59062,1,1,1,1
2,5,505,1716,2,59063,1,1,1,1
2,5,505,1716,2,59064,1,1,1,1
2,5,505,1716,2,59066,1,2,1,2
2,5,505,1716,2,59067,1,2,1,2
2,5,505,1716,2,59068,1,2,1,2
2,5,505,1716,2,59069,1,1,1,2
2,5,505,1716,2,59070,1,1,1,2
2,5,505,1716,2,59071,1,1,1,2
2,5,505,1716,2,59072,1,1,1,2
2,5,506,696,2,59073,1,1,1,2
2,5,506,696,2,59075,1,1,1,2
2,5,506,696,2,59076,1,1,1,2
2,5,506,696,2,59077,1,1,1,2
2,5,506,696,2,59078,1,1,1,2
2,5,506,696,2,59079,1,1,2,2
2,5,506,696,2,59080,1,1,1,2
2,5,506,696,2,59081,1,1,1,2
2,5,506,696,2,59083,1,1,1,2
2,5,506,696,2,59084,1,1,1,2
2,5,507,230,2,59085,1,1,1,2
2,5,507,230,2,59086,1,1,1,1
2,5,507,230,2,59087,1,1,1,2
2,5,507,230,2,59088,1,1,1,2
2,5,507,230,2,59089,1,2,1,2
2,5,507,230,2,59090,1,2,1,2
2,5,507,230,2,59092,1,1,1,1
2,5,507,230,2,59093,1,1,1,1
2,5,507,230,2,59094,1,1,1,1
2,5,507,230,2,59095,1,1,1,1
2,5,509,1064,2,59097,1,1,1,1
2,5,509,1064,2,59098,1,1,1,1
2,5,509,1064,2,59099,1,1,1,1
2,5,509,1064,2,59101,1,2,1,2
2,5,509,1064,2,59102,1,2,1,2
2,5,509,1064,2,59103,1,2,1,2
2,5,509,1064,2,59104,1,1,1,2
2,5,509,1064,2,59105,1,1,1,2
2,5,509,1064,2,59106,1,1,1,2
2,5,509,1064,2,59108,1,1,1,2
2,5,508,2196,2,59110,1,1,1,1
2,5,508,2196,2,59111,1,1,1,1
2,5,508,2196,2,59112,1,1,1,1
2,5,508,2196,2,59113,1,2,1,2
2,5,508,2196,2,59115,1,2,1,2
2,5,508,2196,2,59116,1,2,1,2
2,5,508,2196,2,59117,1,1,1,2
2,5,508,2196,2,59118,1,1,1,2
2,5,508,2196,2,59119,1,1,1,2
2,5,508,2196,2,59120,1,1,1,2
2,5,511,796,2,59121,1,1,1,2
2,5,511,796,2,59122,1,1,1,1
2,5,511,796,2,59124,1,1,1,1
2,5,511,796,2,59125,1,1,1,1
2,5,511,796,2,59127,1,2,1,2
2,5,511,796,2,59128,1,2,1,2
2,5,511,796,2,59129,1,1,1,2
2,5,511,796,2,59130,1,1,1,2
2,5,511,796,2,59132,1,1,1,2
2,5,514,1964,2,59133,1,1,2,2
2,5,514,1964,2,59135,2,2,1,2
2,5,514,1964,2,59136,2,2,2,2
2,5,514,1964,2,59137,2,2,2,2
2,5,514,1964,2,59138,1,2,1,2
2,5,514,1964,2,59140,1,2,2,2
2,5,514,1964,2,59142,2,1,1,2
2,5,514,1964,2,59143,1,1,1,2
2,5,514,1964,2,59144,1,1,1,2
2,5,516,134,2,59145,1,1,1,1
2,5,516,134,2,59147,1,1,1,1
2,5,516,134,2,59148,1,1,1,1
2,5,516,134,2,59149,1,2,1,2
2,5,516,134,2,59150,1,1,1,2
2,5,516,134,2,59151,1,2,1,1
2,5,516,134,2,59153,1,2,1,2
2,5,516,134,2,59154,1,1,1,2
2,5,516,134,2,59155,1,1,1,2
2,5,516,134,2,59156,1,1,1,2
2,5,517,1424,2,59157,1,1,1,2
2,5,517,1424,2,59158,2,1,2,2
2,5,517,1424,2,59159,1,1,1,2
2,5,517,1424,2,59160,1,1,1,1
2,5,517,1424,2,59161,1,1,1,2
2,5,517,1424,2,59162,1,1,1,2
2,5,517,1424,2,59163,1,1,1,2
2,5,517,1424,2,59164,1,1,1,2
2,5,517,1424,2,59165,1,1,1,2
2,5,517,1424,2,59168,1,1,1,2
2,5,518,1788,2,59169,1,1,1,2
2,5,518,1788,2,59170,1,1,1,2
2,5,518,1788,2,59171,1,1,1,2
2,5,518,1788,2,59172,1,2,2,2
2,5,518,1788,2,59173,1,1,1,2
2,5,518,1788,2,59174,1,1,1,2
2,5,518,1788,2,59175,1,1,1,2
2,5,518,1788,2,59176,1,1,1,1
2,5,518,1788,2,59179,1,1,1,2
2,5,518,1788,2,59180,1,1,1,2
2,5,518,2802,2,59182,1,1,1,2
2,5,518,2802,2,59184,1,1,1,2
2,5,518,2802,2,59185,1,1,1,2
2,5,518,2802,2,59186,1,1,1,2
2,5,518,2802,2,59187,1,1,1,2
2,5,518,2802,2,59188,1,1,1,2
2,5,518,2802,2,59189,1,1,2,2
2,5,518,2802,2,59190,1,1,1,2
2,5,518,2802,2,59191,1,1,1,2
2,5,518,2802,2,59192,1,1,1,2
2,5,511,796,2,59212,1,1,2,2
2,5,514,1964,2,59214,1,1,2,2
5,6,602,0,2,60001,2,2,2,2
5,6,602,1356,2,60002,1,1,1,1
5,6,602,0,2,60004,1,1,2,2
5,6,602,1356,2,60005,1,1,2,2
5,6,602,0,2,60006,1,1,2,2
5,6,602,1356,2,60008,2,2,2,2
5,6,602,1356,2,60009,1,2,2,2
5,6,602,1356,2,60010,1,1,2,2
5,6,607,1892,2,60031,2,2,2,2
5,6,608,0,1,60032,2,1,2,2
5,6,608,0,1,60033,2,1,2,2
5,6,607,1892,2,60034,2,1,2,2
5,6,607,1892,2,60035,1,1,2,2
5,6,607,1892,2,60037,2,1,2,2
5,6,607,1892,2,60038,2,1,2,2
5,6,607,1892,2,60039,1,1,2,2
5,6,607,1892,2,60040,1,1,2,2
5,6,601,640,2,60041,1,1,2,2
5,6,601,640,2,60042,2,1,2,2
5,6,601,640,2,60043,2,2,2,2
5,6,601,640,2,60044,2,1,2,2
5,6,601,640,2,60045,1,1,2,2
5,6,601,640,2,60047,2,2,2,2
5,6,601,640,2,60048,2,2,2,2
5,6,601,640,2,60049,2,2,2,2
5,6,601,640,2,60050,2,1,2,2
5,6,605,162,2,60051,1,1,1,2
5,6,605,162,2,60052,1,2,2,2
5,3,318,0,2,60053,1,1,2,2
5,3,313,0,2,60054,1,2,2,2
5,6,605,162,2,60055,1,1,2,2
5,6,605,0,2,60056,2,1,2,2
5,6,605,0,2,60057,1,2,2,2
5,6,605,0,2,60058,1,1,2,2
5,6,605,162,2,60059,1,1,2,2
5,6,608,0,1,60060,2,2,2,2
5,6,601,16,2,69001,2,1,2,2
5,6,601,16,2,69004,2,1,2,2
5,6,601,16,2,69005,2,2,2,2
5,6,601,16,2,69006,2,2,2,2
5,6,601,16,2,69007,2,2,2,2
5,6,601,16,2,69009,2,2,2,2
5,6,601,16,2,69010,2,2,2,2
5,6,601,16,2,69012,2,1,2,2
5,6,604,858,1,69013,2,2,2,2
5,6,604,858,1,69014,2,2,2,2
5,6,604,858,1,69016,2,2,2,2
5,6,604,858,1,69017,2,2,2,2
5,6,604,858,1,69020,2,2,2,2
5,6,604,858,1,69021,2,1,2,2
5,6,604,858,1,69022,2,1,2,2
5,6,604,858,1,69023,2,2,2,2
5,6,606,790,2,69025,1,1,2,2
5,6,606,790,2,69026,1,2,2,2
5,6,606,790,2,69027,1,1,2,2
5,6,606,790,2,69028,1,1,2,2
5,6,606,790,2,69029,1,1,2,2
5,6,606,790,2,69030,1,1,2,2
5,6,606,790,2,69031,1,1,2,2
5,6,606,790,2,69033,1,2,2,2
5,6,606,790,2,69034,1,2,2,2
5,6,606,790,2,69036,1,1,2,2
5,6,608,1288,2,69037,1,1,2,2
5,6,608,1288,2,69038,1,1,2,2
5,6,608,1288,2,69040,1,2,2,2
5,6,608,1288,2,69041,1,2,2,2
5,6,608,1288,2,69042,1,1,2,2
5,6,608,1288,2,69043,1,2,2,2
5,6,608,1288,2,69045,1,1,2,2
5,6,608,1288,2,69046,1,1,2,2
5,6,608,1288,2,69047,1,2,2,2
5,6,608,1288,2,69048,1,1,2,2
5,6,601,16,2,69049,2,1,2,2
5,6,601,16,2,69050,2,2,2,2
5,6,604,858,1,69051,2,1,2,2
5,6,604,858,1,69052,2,2,2,2
1,7,708,754,2,70011,1,2,1,1
1,7,708,754,2,70012,1,2,1,1
1,7,708,754,2,70013,1,2,1,1
1,7,708,754,2,70015,1,1,1,2
1,7,708,754,2,70016,1,1,1,2
1,7,708,754,2,70017,1,1,1,2
1,7,708,754,2,70018,1,1,1,1
1,7,708,754,2,70019,1,1,2,2
1,7,708,754,2,70020,1,1,1,2
1,7,711,2532,2,70062,1,2,1,2
1,7,711,2532,2,70063,1,2,1,1
1,7,711,2532,2,70064,1,1,1,2
1,7,711,2532,2,70066,1,1,1,2
1,7,711,2532,2,70067,1,1,1,2
1,7,711,2532,2,70068,1,1,1,2
1,7,711,2532,2,70069,1,1,2,2
1,7,711,2532,2,70070,1,1,1,2
1,7,709,1226,2,70071,1,1,1,1
1,7,709,1226,2,70072,1,2,1,2
1,7,709,1226,2,70073,1,1,1,2
1,7,709,1226,2,70074,1,2,1,2
1,7,709,1226,2,70075,1,2,2,1
1,7,709,1226,2,70076,1,2,2,2
1,7,709,1226,2,70077,1,1,2,2
1,7,709,1226,2,70078,1,1,1,2
1,7,709,1226,2,70079,1,2,1,2
1,7,709,1226,2,70080,1,1,1,2
1,7,718,1640,2,70121,1,1,1,2
1,7,718,1640,2,70122,1,1,1,2
1,7,718,1640,2,70123,1,1,1,2
1,7,718,1640,2,70124,1,1,1,1
1,7,718,1640,2,70125,1,1,1,1
1,7,718,1640,2,70126,1,1,1,1
1,7,718,1640,2,70127,1,2,1,2
1,7,718,1640,2,70128,1,2,1,2
1,7,718,1640,2,70129,1,2,2,2
1,7,718,1640,2,70130,1,2,2,2
1,7,715,780,2,70131,1,1,1,2
1,7,715,780,2,70132,1,1,2,2
1,7,715,780,2,70133,1,2,1,2
1,7,715,780,2,70134,1,1,1,2
1,7,715,780,2,70135,1,2,2,2
1,7,715,780,2,70136,1,1,2,2
1,7,715,780,2,70137,1,1,2,2
1,7,715,780,2,70139,1,2,1,2
1,7,715,780,2,70140,1,2,1,2
1,7,713,304,2,70151,1,2,2,2
1,25,2503,0,2,70152,1,1,1,2
1,7,713,304,2,70153,2,2,1,2
1,7,713,304,2,70154,1,2,1,2
1,7,713,304,2,70155,1,2,1,1
1,7,713,304,2,70156,1,2,1,2
1,7,713,304,2,70157,1,2,2,2
1,7,713,304,2,70158,2,1,2,2
1,7,713,304,2,70159,1,2,2,2
1,7,713,304,2,70160,1,2,1,2
1,7,701,104,2,79002,1,1,1,2
1,7,701,104,2,79004,1,1,2,2
1,7,701,104,2,79005,1,1,1,1
1,7,701,104,2,79006,1,1,1,2
1,7,701,104,2,79007,1,1,1,2
1,7,701,104,2,79008,1,1,1,2
1,7,701,104,2,79009,1,1,1,1
1,7,701,104,2,79010,1,2,2,2
1,7,701,104,2,79011,1,2,1,2
1,7,701,104,2,79012,1,2,1,2
1,7,702,954,2,79014,1,2,1,2
1,7,702,954,2,79015,1,1,1,2
1,7,702,954,2,79016,1,2,2,2
1,7,702,954,2,79017,1,2,1,2
1,7,702,954,2,79018,1,2,1,2
1,7,702,954,2,79019,1,2,1,2
1,7,702,954,2,79020,1,2,1,2
1,7,702,954,2,79021,1,2,1,2
1,7,702,954,2,79023,1,2,1,2
1,7,702,954,2,79024,1,2,1,2
1,7,704,10,2,79025,1,2,2,2
1,7,704,10,2,79026,1,2,1,2
1,7,704,10,2,79028,1,2,2,2
1,7,704,10,2,79029,1,1,2,2
1,7,704,10,2,79030,1,1,1,1
1,7,704,10,2,79032,1,1,1,2
1,7,704,10,2,79033,1,1,1,2
1,7,704,10,2,79034,1,1,1,2
1,7,704,10,2,79035,1,1,1,2
1,7,704,10,2,79036,1,2,2,2
1,7,705,3834,1,79037,2,2,2,1
1,7,705,3834,1,79038,1,2,2,1
1,7,705,3834,1,79039,1,1,1,2
1,7,705,3834,1,79040,1,2,2,2
1,7,705,3834,1,79041,2,2,2,1
1,7,705,3834,1,79042,1,2,2,2
1,7,705,3834,1,79043,1,2,2,2
1,7,705,3834,1,79045,2,1,2,2
1,7,705,3834,1,79046,2,1,2,2
1,7,705,3834,1,79047,1,1,2,2
1,7,713,694,1,79051,2,2,2,2
1,7,713,694,1,79052,2,2,2,2
1,7,713,694,1,79053,2,2,1,1
1,7,713,694,1,79054,2,2,2,2
1,7,713,694,1,79055,2,1,2,2
1,7,713,694,1,79056,2,1,2,2
1,7,713,694,1,79057,2,1,1,2
1,7,713,694,1,79058,2,2,2,2
1,7,713,694,1,79059,2,2,2,2
1,7,713,694,1,79060,2,2,2,2
1,7,716,458,2,79061,1,2,1,2
1,7,716,458,2,79062,1,2,1,2
1,7,716,458,2,79064,1,1,2,2
1,7,716,458,2,79065,1,1,2,2
1,7,716,458,2,79066,1,2,2,2
1,7,716,458,2,79067,1,1,1,1
1,7,716,458,2,79068,1,1,1,2
1,7,716,458,2,79069,1,1,1,2
1,7,716,458,2,79070,1,1,1,2
1,7,716,458,2,79072,1,2,1,2
1,7,717,478,2,79073,1,2,2,1
1,7,717,478,2,79074,1,1,1,1
1,7,717,478,2,79075,1,1,1,2
1,7,717,478,2,79077,1,1,1,2
1,7,717,478,2,79078,1,1,2,1
1,7,717,478,2,79080,1,1,1,2
1,7,717,478,2,79081,1,1,1,1
1,7,717,478,2,79082,1,2,1,2
1,7,717,478,2,79083,1,2,1,2
1,7,717,478,2,79084,1,2,2,2
1,7,718,504,2,79085,1,1,2,2
1,7,718,504,2,79087,1,2,2,2
1,7,718,504,2,79088,2,1,2,2
1,7,718,504,2,79090,1,2,2,2
1,7,718,504,2,79091,1,1,1,2
1,7,718,504,2,79092,1,2,1,2
1,7,718,504,2,79093,1,2,1,1
1,7,718,504,2,79094,1,2,1,2
1,7,718,504,2,79095,1,2,1,2
1,7,718,504,2,79096,1,2,1,2
1,7,718,1228,2,79097,1,2,1,2
1,7,718,1228,2,79098,1,2,2,2
1,7,718,1228,2,79099,1,1,1,2
1,7,718,1228,2,79101,1,1,1,2
1,7,718,1228,2,79102,1,2,2,2
1,7,718,1228,2,79104,1,2,2,2
1,7,718,1228,2,79105,1,2,1,2
1,7,718,1228,2,79106,1,1,1,2
1,7,718,1228,2,79107,1,1,1,2
1,7,718,1228,2,79108,1,1,1,2
1,7,719,270,2,79109,1,2,1,2
1,7,719,270,2,79110,1,2,2,2
1,7,719,270,2,79111,1,1,1,2
1,7,719,270,2,79112,2,1,1,2
1,7,719,270,2,79113,1,1,1,2
1,7,719,270,2,79114,1,1,2,2
1,7,719,270,2,79116,1,2,1,2
1,7,719,270,2,79117,1,2,1,2
1,7,719,270,2,79119,1,2,1,2
1,7,719,270,2,79120,1,2,2,2
