"zone","state","lga","sector","ea","hhid","s11c3q12"
2,5,503,2,246,59015,200
2,5,503,2,246,59016,1200
2,5,503,2,246,59017,300
2,5,503,2,246,59018,0
2,5,503,2,246,59021,0
2,5,503,2,246,59022,0
2,5,503,2,246,59023,0
2,5,503,2,246,59024,0
2,5,504,2,406,59025,400
2,5,504,2,406,59026,1200
2,5,504,2,406,59027,200
2,5,504,2,406,59028,200
2,5,504,2,406,59030,200
2,5,504,2,406,59031,
2,5,504,2,406,59032,600
2,5,504,2,406,59034,200
2,5,504,2,406,59035,200
2,5,504,2,406,59036,1000
2,5,504,2,1162,59037,500
2,5,504,2,1162,59039,200
2,5,504,2,1162,59040,100
2,5,504,2,1162,59041,
2,5,504,2,1162,59042,
2,5,504,2,1162,59043,200
2,5,504,2,1162,59044,200
2,5,504,2,1162,59046,600
2,5,504,2,1162,59047,1000
2,5,504,2,1162,59048,400
2,5,505,2,1292,59049,500
2,5,505,2,1292,59050,1200
2,5,505,2,1292,59052,400
2,5,505,2,1292,59053,
2,5,505,2,1292,59054,1000
2,5,505,2,1292,59056,
2,5,505,2,1292,59057,300
2,5,505,2,1292,59058,0
2,5,505,2,1292,59059,700
2,5,505,2,1292,59060,500
2,5,505,2,1716,59062,400
2,5,505,2,1716,59063,300
2,5,505,2,1716,59064,500
2,5,505,2,1716,59066,0
2,5,505,2,1716,59067,100
2,5,505,2,1716,59068,300
2,5,505,2,1716,59069,0
2,5,505,2,1716,59070,0
2,5,505,2,1716,59071,500
2,5,505,2,1716,59072,1000
2,5,506,2,696,59073,1000
2,5,506,2,696,59075,1600
2,5,506,2,696,59076,500
2,5,506,2,696,59077,500
2,5,506,2,696,59078,
2,5,506,2,696,59079,0
2,5,506,2,696,59080,600
2,5,506,2,696,59081,500
2,5,506,2,696,59083,800
2,5,506,2,696,59084,2000
2,5,507,2,230,59085,1000
2,5,507,2,230,59086,
2,5,507,2,230,59087,
2,5,507,2,230,59088,220
2,5,507,2,230,59089,
2,5,507,2,230,59090,200
2,5,507,2,230,59092,
2,5,507,2,230,59093,200
2,5,507,2,230,59094,200
2,5,507,2,230,59095,200
2,5,509,2,1064,59097,0
2,5,509,2,1064,59098,700
2,5,509,2,1064,59099,200
2,5,509,2,1064,59101,
2,5,509,2,1064,59102,
2,5,509,2,1064,59103,200
2,5,509,2,1064,59104,1000
2,5,509,2,1064,59105,0
2,5,509,2,1064,59106,
2,5,509,2,1064,59108,400
2,5,508,2,2196,59110,500
2,5,508,2,2196,59111,
2,5,508,2,2196,59112,
2,5,508,2,2196,59113,600
2,5,508,2,2196,59115,200
2,5,508,2,2196,59116,200
2,5,508,2,2196,59117,300
2,5,508,2,2196,59118,300
2,5,508,2,2196,59119,
2,5,508,2,2196,59120,400
2,5,511,2,796,59121,
2,5,511,2,796,59122,300
2,5,511,2,796,59124,300
2,5,511,2,796,59125,200
2,5,511,2,796,59127,
2,5,511,2,796,59128,300
2,5,511,2,796,59129,
2,5,511,2,796,59130,400
2,5,511,2,796,59132,200
2,5,514,2,1964,59133,200
2,5,514,2,1964,59135,
2,5,514,2,1964,59136,
2,5,514,2,1964,59137,
2,5,514,2,1964,59138,200
2,5,514,2,1964,59140,200
2,5,514,2,1964,59142,
2,5,514,2,1964,59143,100
2,5,514,2,1964,59144,
2,5,516,2,134,59145,0
2,5,516,2,134,59147,0
2,5,516,2,134,59148,100
2,5,516,2,134,59149,0
2,5,516,2,134,59150,0
2,5,516,2,134,59151,100
2,5,516,2,134,59153,200
2,5,516,2,134,59154,0
2,5,516,2,134,59155,1000
2,5,516,2,134,59156,500
2,5,517,2,1424,59157,600
2,5,517,2,1424,59158,
2,5,517,2,1424,59159,500
2,5,517,2,1424,59160,2000
2,5,517,2,1424,59161,0
2,5,517,2,1424,59162,1000
2,5,517,2,1424,59163,0
2,5,517,2,1424,59164,0
2,5,517,2,1424,59165,0
2,5,517,2,1424,59168,2500
2,5,518,2,1788,59169,200
2,5,518,2,1788,59170,500
2,5,518,2,1788,59171,500
2,5,518,2,1788,59172,500
2,5,518,2,1788,59173,1000
2,5,518,2,1788,59174,600
2,5,518,2,1788,59175,600
2,5,518,2,1788,59176,0
2,5,518,2,1788,59179,0
2,5,518,2,1788,59180,1200
2,5,518,2,2802,59182,0
2,5,518,2,2802,59184,800
2,5,518,2,2802,59185,600
2,5,518,2,2802,59186,0
2,5,518,2,2802,59187,0
2,5,518,2,2802,59188,1000
2,5,518,2,2802,59189,2000
2,5,518,2,2802,59190,2000
2,5,518,2,2802,59191,1200
2,5,518,2,2802,59192,400
2,5,511,2,796,59212,400
2,5,514,2,1964,59214,
5,6,602,2,0,60001,
5,6,602,2,1356,60002,
5,6,602,2,0,60004,
5,6,602,2,1356,60005,
5,6,602,2,0,60006,
5,6,602,2,0,60008,
5,6,602,2,1356,60009,
5,6,602,2,1356,60010,
5,6,607,2,1892,60031,
5,6,608,1,0,60032,
5,6,608,1,0,60033,
5,6,607,2,1892,60034,
5,6,607,2,1892,60035,0
5,6,607,2,1892,60037,
5,6,607,2,1892,60038,
5,6,607,2,1892,60039,
5,6,607,2,1892,60040,
5,6,601,2,640,60041,
5,6,601,2,640,60042,
5,6,601,2,640,60043,
5,6,601,2,640,60044,
5,6,601,2,640,60045,
5,6,601,2,640,60047,
5,6,601,2,640,60048,
5,6,601,2,640,60049,
5,6,601,2,640,60050,
5,6,605,2,162,60051,
5,6,605,2,162,60052,
5,3,318,2,0,60053,
5,3,313,2,0,60054,150
5,6,605,2,162,60055,
5,6,605,2,0,60056,
5,6,605,2,0,60057,
5,6,605,2,0,60058,1000
5,6,605,2,162,60059,
5,6,608,1,0,60060,
5,6,601,2,16,69001,
5,6,601,2,16,69004,
5,6,601,2,16,69005,
5,6,601,2,16,69006,
5,6,601,2,16,69007,
5,6,601,2,16,69009,
5,6,601,2,16,69010,
5,6,601,2,16,69012,
5,6,604,1,858,69013,
1,25,2508,,0,69014,
5,6,604,1,858,69016,
5,6,604,1,858,69017,
5,6,604,1,858,69020,
5,6,604,1,858,69021,
5,6,604,1,858,69022,
5,6,604,1,858,69023,
5,6,606,2,790,69025,500
5,6,606,2,790,69026,0
5,6,606,2,790,69027,
5,6,606,2,790,69028,
5,6,606,2,790,69029,
5,6,606,2,790,69030,
5,6,606,2,790,69031,
5,6,606,2,790,69033,
5,6,606,2,790,69034,
5,6,606,2,790,69036,
5,6,608,2,1288,69037,
5,6,608,2,1288,69038,
5,6,608,2,1288,69040,
5,6,608,2,1288,69041,
5,6,608,2,1288,69042,
5,6,608,2,1288,69043,
5,6,608,2,1288,69045,
5,6,608,2,1288,69046,
5,6,608,2,1288,69047,
5,6,608,2,1288,69048,200
5,6,601,2,16,69049,
5,6,601,2,16,69050,
5,6,604,1,858,69051,
5,6,604,1,858,69052,
1,7,708,2,754,70011,1000
1,7,708,2,754,70012,
1,7,708,2,754,70013,600
1,7,708,2,754,70015,1000
1,7,708,2,754,70016,200
1,7,708,2,754,70017,1500
1,7,708,2,754,70018,1500
1,7,708,2,754,70019,200
1,7,708,2,754,70020,600
1,7,711,2,2532,70062,600
1,7,711,2,2532,70063,1000
1,7,711,2,2532,70064,1500
1,7,711,2,2532,70066,
1,7,711,2,2532,70067,200
1,7,711,2,2532,70068,200
1,7,711,2,2532,70069,600
1,7,711,2,2532,70070,
1,7,709,2,1226,70071,600
1,7,709,2,1226,70072,600
1,7,709,2,1226,70073,600
1,7,709,2,1226,70074,1000
1,7,709,2,1226,70075,1000
1,7,709,2,1226,70076,1000
1,7,709,2,1226,70077,600
1,7,709,2,1226,70078,1000
1,7,709,2,1226,70079,
1,7,709,2,1226,70080,1200
1,7,718,2,1640,70121,300
1,7,718,2,1640,70122,
1,7,718,2,1640,70123,500
1,7,718,2,1640,70124,300
1,7,718,2,1640,70125,0
1,7,718,2,1640,70126,500
1,7,718,2,1640,70127,
1,7,718,2,1640,70128,
1,7,718,2,1640,70129,0
1,7,718,2,1640,70130,600
1,7,715,2,780,70131,400
1,7,715,2,780,70132,400
1,7,715,2,780,70133,400
1,7,715,2,780,70134,500
1,7,715,2,780,70135,
1,7,715,2,780,70136,400
1,7,715,2,780,70137,400
1,7,715,2,780,70139,0
1,7,715,2,780,70140,500
1,7,713,2,304,70151,200
1,25,2503,2,0,70152,
1,7,713,2,304,70153,
1,7,713,2,304,70154,200
1,7,713,2,304,70155,
1,7,713,2,304,70156,
1,7,713,2,304,70157,400
1,7,713,2,304,70158,
1,7,713,2,304,70159,
1,7,713,2,304,70160,
1,7,701,2,104,79002,
1,7,701,2,104,79004,
1,7,701,2,104,79005,5000
1,7,701,2,104,79006,600
1,7,701,2,104,79007,0
1,7,701,2,104,79008,0
1,7,701,2,104,79009,
1,7,701,2,104,79010,0
1,7,701,2,104,79011,3000
1,7,701,2,104,79012,
1,7,702,2,954,79014,600
1,7,702,2,954,79015,
1,7,702,2,954,79016,2600
1,7,702,2,954,79017,3600
1,7,702,2,954,79018,4500
1,7,702,2,954,79019,0
1,7,702,2,954,79020,0
1,7,702,2,954,79021,1600
1,7,702,2,954,79023,1200
1,7,702,2,954,79024,0
1,7,704,2,10,79025,
1,7,704,2,10,79026,
1,7,704,2,10,79028,600
1,7,704,2,10,79029,1000
1,7,704,2,10,79030,1200
1,7,704,2,10,79032,1000
1,7,704,2,10,79033,200
1,7,704,2,10,79034,0
1,7,704,2,10,79035,1200
1,7,704,2,10,79036,1200
1,7,705,1,3834,79038,500
1,7,705,1,3834,79039,750
1,7,705,1,3834,79040,
1,7,705,1,3834,79041,
1,7,705,1,3834,79042,
1,7,705,1,3834,79043,0
1,7,723,,0,79045,
1,7,705,1,3834,79046,
1,7,705,1,3834,79047,500
6,24,2402,,0,79051,
1,7,713,1,694,79052,
1,7,713,1,694,79053,
1,7,713,1,694,79054,
1,7,713,1,694,79055,
1,7,713,1,694,79056,
1,7,713,1,694,79057,
1,7,713,1,694,79058,
1,7,713,1,694,79059,
1,7,716,2,458,79061,750
1,7,716,2,458,79062,700
1,7,716,2,458,79064,
1,7,716,2,458,79065,1000
1,7,716,2,458,79066,3000
1,7,716,2,458,79067,
1,7,716,2,458,79068,700
1,7,716,2,458,79069,1200
1,7,716,2,458,79070,1600
1,7,716,2,458,79072,700
1,7,717,2,478,79073,
1,7,717,2,478,79074,
1,7,717,2,478,79075,0
1,7,717,2,478,79077,
1,7,717,2,478,79078,0
1,7,717,2,478,79080,0
1,7,717,2,478,79081,0
1,7,717,2,478,79082,
1,7,717,2,478,79083,
1,7,717,2,478,79084,
1,7,718,2,504,79085,200
1,7,718,2,504,79087,
1,7,718,2,504,79088,
1,7,718,2,504,79090,100
1,7,718,2,504,79091,100
1,7,718,2,504,79092,0
1,7,718,2,504,79093,0
1,7,718,2,504,79094,
1,7,718,2,504,79095,0
1,7,718,2,504,79096,0
1,7,718,2,1228,79097,500
1,7,718,2,1228,79098,
1,7,718,2,1228,79099,500
1,7,718,2,1228,79101,400
1,7,718,2,1228,79102,400
1,7,718,2,1228,79104,400
1,7,718,2,1228,79105,500
1,7,718,2,1228,79106,400
1,7,718,2,1228,79107,
1,7,718,2,1228,79108,400
1,7,719,2,270,79109,0
1,7,719,2,270,79110,400
1,7,719,2,270,79111,1000
1,7,719,2,270,79112,0
1,7,719,2,270,79113,3000
1,7,719,2,270,79114,0
1,7,719,2,270,79116,0
1,7,719,2,270,79117,0
1,7,719,2,270,79119,0
1,7,719,2,270,79120,0
1,7,721,2,2400,79121,400
1,7,721,2,2400,79122,700
1,7,721,2,2400,79123,600
1,7,721,2,2400,79124,600
1,7,721,2,2400,79125,600
1,7,721,2,2400,79127,1500
1,7,721,2,2400,79128,600
1,7,721,2,2400,79129,300
1,7,721,2,2400,79131,600
1,7,721,2,2400,79132,400
1,7,723,2,1088,79133,2400
1,7,723,2,1088,79134,1200
1,7,723,2,1088,79136,1000
1,7,723,2,1088,79137,
1,7,723,2,1088,79138,400
1,7,723,2,1088,79139,600
1,7,723,2,1088,79140,600
1,7,723,2,1088,79141,600
1,7,723,2,1088,79142,300
1,7,723,2,1088,79143,600
2,8,821,1,1448,80011,
2,8,821,1,1448,80012,
2,8,821,1,1448,80013,
2,8,821,1,1448,80014,
2,8,821,1,1448,80015,1500
2,8,821,1,1448,80016,200
2,8,821,1,1448,80017,
2,8,821,1,1448,80018,
2,8,821,1,1448,80019,200
2,8,821,1,1448,80020,
2,8,805,2,46,80091,1200
2,8,805,2,46,80092,0
2,8,805,2,46,80095,1000
2,8,805,2,46,80097,1000
2,8,805,2,46,80098,100
2,8,805,2,46,80099,
2,8,805,2,46,80100,500
2,8,827,2,804,80101,0
2,8,827,2,804,80102,400
2,8,827,2,804,80103,1000
2,8,827,2,804,80104,
2,8,827,2,804,80105,200
2,8,827,2,804,80106,500
2,8,827,2,804,80107,1000
2,8,827,2,804,80108,1000
2,8,827,2,804,80109,1000
2,8,827,2,804,80110,500
2,8,821,1,12,89001,
2,8,821,1,12,89002,
2,8,821,1,12,89003,
2,8,821,1,12,89004,
2,8,821,1,12,89005,
2,8,821,1,12,89006,
2,8,821,1,12,89007,200
2,8,821,1,12,89009,300
2,8,821,1,12,89010,
2,8,821,1,12,89011,
2,8,821,1,1628,89015,
2,8,821,1,1628,89016,
2,8,821,1,1628,89017,400
2,8,821,1,1628,89019,
2,8,821,1,1628,89020,500
2,8,821,1,1628,89021,1000
2,8,821,1,1628,89022,
2,8,821,1,1628,89023,1000
2,8,821,1,1628,89024,200
2,8,821,1,1628,89028,
5,9,908,1,278,90001,
5,9,908,1,278,90002,200
5,9,908,1,278,90003,
5,9,908,1,278,90004,
5,9,908,1,278,90005,
5,3,312,2,0,90007,
5,9,908,1,278,90009,
5,9,908,1,278,90010,
5,9,915,1,1390,90021,
5,9,915,1,1390,90022,
5,9,915,1,1390,90025,
5,9,915,1,1390,90026,
5,9,915,1,1390,90027,
5,9,915,1,1390,90028,
5,9,915,1,1390,90029,
5,9,915,1,1390,90030,
5,9,901,2,398,90041,
5,9,901,2,0,90042,
5,9,901,2,0,90043,1000
5,9,901,2,398,90044,
5,9,901,2,398,90046,
5,9,901,2,398,90047,
5,9,901,2,398,90048,
5,9,918,2,834,90091,
5,9,918,2,834,90092,
5,9,918,2,834,90093,
5,9,918,2,834,90094,
5,9,918,2,834,90095,
5,9,918,2,834,90096,0
5,9,918,2,834,90097,0
5,9,918,,0,90098,
5,9,918,2,834,90099,
5,9,918,2,834,90100,
5,9,905,2,2128,99001,0
5,9,905,2,2128,99002,
5,9,905,2,2128,99003,
5,9,905,2,2128,99004,
5,9,905,2,2128,99005,1200
5,9,905,2,2128,99006,0
5,9,905,2,2128,99008,
5,9,905,2,2128,99009,
5,9,905,2,2128,99010,
5,9,905,2,2128,99011,
5,9,908,1,78,99013,
5,9,908,1,78,99014,
5,9,908,1,78,99015,
5,9,908,1,78,99016,
5,9,908,1,78,99017,
5,9,908,1,78,99019,
5,9,908,1,78,99020,
5,9,908,1,78,99021,
5,9,908,1,78,99023,
5,9,909,1,506,99026,
5,9,909,1,506,99027,
5,9,909,1,506,99029,
5,9,909,1,506,99030,
5,9,909,1,506,99031,
5,9,909,1,506,99032,
5,9,909,1,506,99033,
5,9,909,1,506,99034,
5,9,909,1,506,99035,
5,9,909,1,506,99036,
5,9,910,2,370,99037,200
5,9,910,2,370,99038,
5,9,910,2,370,99040,600
5,9,910,2,370,99041,
5,9,910,2,370,99043,2000
5,9,910,2,370,99044,
5,9,910,2,370,99045,
5,9,910,2,370,99046,
5,9,910,2,370,99048,600
5,9,910,2,730,99051,
5,9,910,2,730,99052,
5,9,910,2,730,99053,3000
5,9,910,2,730,99054,
5,9,910,2,730,99055,
5,9,910,2,730,99056,500
5,9,910,2,730,99057,
5,9,910,2,730,99058,500
5,9,910,2,730,99059,1600
5,9,913,2,1510,99061,
5,9,913,2,1510,99062,
5,9,913,2,1510,99064,
5,9,913,2,1510,99065,
5,9,913,2,1510,99066,
5,9,913,2,1510,99068,0
5,9,913,2,1510,99070,
5,9,913,2,1510,99071,0
5,9,913,2,1510,99072,
5,9,917,2,2282,99074,
5,9,917,2,2282,99075,
5,9,917,2,2282,99076,
5,9,917,2,2282,99077,0
5,9,917,2,2282,99079,
5,9,917,2,2282,99080,
5,9,917,2,2282,99081,
5,9,917,2,2282,99082,0
5,9,917,2,2282,99083,0
5,9,908,1,78,99088,
5,9,910,2,730,99094,
5,9,913,2,1510,99096,
5,9,917,2,2282,99098,0
5,10,1008,2,1314,100031,0
5,10,1008,2,1314,100032,100
5,10,1008,2,1314,100033,0
5,10,1008,2,1314,100034,0
5,10,1008,2,1314,100035,0
5,10,1008,2,1314,100036,0
5,10,1008,2,1314,100037,0
5,10,1008,2,1314,100038,800
5,10,1008,2,1314,100039,400
5,10,1008,2,1314,100040,0
5,10,1018,1,634,100111,
5,10,1018,1,634,100113,
5,10,1018,1,634,100115,
5,10,1018,1,634,100117,
5,10,1018,1,634,100118,
5,10,1018,1,634,100119,
5,10,1018,1,634,100120,
5,10,1025,2,1774,100131,
5,10,1025,2,1774,100132,
5,10,1025,2,1774,100133,
5,10,1025,2,1774,100134,
5,10,1025,2,1774,100135,
5,10,1025,2,1774,100136,
5,10,1025,2,1774,100138,
5,10,1002,1,114,109002,
5,10,1002,1,114,109005,
5,10,1002,1,114,109006,
5,10,1002,1,114,109007,
5,10,1002,1,114,109008,
5,10,1002,1,114,109009,0
5,10,1002,1,114,109011,
5,10,1002,1,114,109012,
5,10,1006,2,474,109013,0
5,10,1006,2,474,109014,0
5,10,1006,2,474,109016,
5,10,1006,2,474,109017,
5,10,1006,2,474,109018,0
5,10,1006,2,474,109019,
5,10,1006,2,474,109020,0
5,10,1006,2,474,109021,100
5,10,1006,2,474,109022,0
5,10,1006,2,474,109023,0
5,10,1006,2,1708,109025,
5,10,1006,2,1708,109026,
5,10,1006,2,1708,109028,
5,10,1006,2,1708,109029,
5,10,1006,2,1708,109030,
5,10,1006,2,1708,109031,
5,10,1006,2,1708,109032,
5,10,1006,2,1708,109033,
5,10,1006,2,1708,109034,
5,10,1006,2,1708,109035,
5,10,1007,1,1026,109037,
5,10,1007,1,1026,109038,0
5,10,1007,1,1026,109040,
5,10,1007,1,1026,109041,
5,10,1007,1,1026,109042,0
5,10,1007,1,1026,109043,
5,10,1007,1,1026,109046,0
5,10,1007,1,1026,109047,0
5,10,1012,2,428,109048,400
5,10,1012,2,428,109049,200
5,10,1012,2,428,109052,0
5,10,1012,2,428,109053,0
5,10,1015,,0,109054,0
5,10,1012,2,428,109055,0
5,10,1012,2,428,109056,0
5,10,1012,2,428,109057,0
5,10,1012,2,428,109058,100
5,10,1011,,0,109059,0
5,10,1012,2,1106,109060,400
5,10,1012,2,1106,109061,200
5,10,1012,2,1106,109062,
5,10,1012,2,1106,109064,
6,24,2411,,0,109065,1600
5,10,1012,2,1106,109066,
5,10,1012,2,1106,109067,
5,10,1012,2,1106,109068,
5,10,1012,2,1106,109069,
5,10,1012,2,1106,109071,140
5,10,1013,2,88,109073,
5,10,1013,2,88,109074,
5,10,1013,2,88,109076,200
5,10,1013,2,88,109077,200
5,10,1013,2,88,109078,
5,10,1013,2,88,109080,200
5,10,1013,2,88,109081,200
5,10,1013,2,88,109082,
5,10,1013,2,88,109083,
5,10,1013,2,410,109085,100
5,10,1013,2,410,109086,100
5,10,1013,2,410,109087,0
5,10,1013,2,410,109088,800
5,10,1013,2,410,109089,
5,10,1013,2,410,109091,
5,10,1013,2,410,109092,0
5,10,1013,2,410,109093,
5,10,1013,2,410,109095,200
5,10,1013,2,948,109096,
5,10,1013,2,948,109099,
5,10,1013,2,948,109100,
5,10,1013,2,948,109101,
5,10,1013,2,948,109103,
5,10,1013,2,948,109104,
5,10,1013,2,948,109106,
5,10,1013,2,948,109107,
5,10,1013,2,1054,109108,
5,10,1013,2,1054,109110,
5,10,1013,2,1054,109111,
5,10,1013,2,1054,109112,
5,10,1013,2,1054,109114,
5,10,1013,2,1054,109115,
5,10,1013,2,1054,109117,
5,10,1013,2,1054,109118,
5,10,1013,2,1054,109119,
5,10,1022,1,30,109121,
5,10,1022,1,30,109122,
5,10,1022,1,30,109123,
5,10,1022,1,30,109124,
5,10,1022,1,30,109126,
5,10,1022,1,30,109127,
5,10,1022,1,30,109128,
5,10,1022,1,30,109129,
5,10,1022,1,30,109130,
5,10,1022,1,30,109131,
5,10,1022,1,386,109132,
5,10,1022,1,386,109133,
5,10,1022,1,386,109134,
5,10,1022,1,386,109135,
5,10,1022,1,386,109136,
5,10,1022,1,386,109137,
5,10,1022,1,386,109139,
5,10,1022,1,386,109141,
5,10,1022,1,386,109142,
5,10,1023,2,346,109145,
5,10,1023,2,346,109147,
5,10,1023,2,346,109148,
5,10,1023,2,346,109149,
5,10,1023,2,346,109150,
5,10,1023,2,346,109151,
5,10,1023,2,346,109152,
5,10,1023,2,346,109153,
5,10,1023,2,346,109154,
5,10,1023,2,346,109155,
5,10,1002,1,114,109156,
5,10,1002,1,114,109157,1000
5,10,1013,2,88,109166,
5,10,1013,2,410,109169,0
5,10,1013,2,948,109170,
5,10,1013,2,948,109171,
5,10,1013,2,1054,109173,
5,10,1022,1,386,109176,
4,11,1104,1,2028,110001,
4,11,1104,1,2028,110002,
4,11,1104,1,2028,110003,
4,11,1104,1,2028,110004,
4,11,1104,1,2028,110005,
4,11,1104,1,2028,110006,
4,11,1104,1,2028,110007,
4,11,1104,1,2028,110008,
4,11,1104,1,2028,110009,
4,11,1104,1,2028,110010,
4,11,1112,2,78,110021,600
4,11,1112,2,78,110022,
4,11,1112,2,78,110023,
4,11,1112,2,78,110024,
4,11,1112,2,78,110025,
4,11,1112,2,78,110026,600
4,11,1112,2,78,110027,
4,11,1112,2,78,110028,
4,11,1112,2,78,110029,400
4,11,1112,2,78,110030,600
4,11,1104,2,434,110081,200
4,11,1104,2,434,110082,
4,11,1104,2,434,110083,
4,11,1104,2,434,110084,
4,11,1104,2,434,110085,3000
4,11,1104,2,434,110086,
4,11,1104,2,434,110087,
4,11,1104,2,434,110088,
4,11,1104,2,434,110089,350
4,11,1104,2,434,110090,
4,11,1113,2,954,110111,
4,11,1113,2,954,110112,300
4,11,1113,2,954,110113,
4,11,1113,2,954,110114,
4,11,1113,2,954,110115,
4,11,1113,2,954,110116,
4,11,1113,2,954,110117,
4,11,1113,2,954,110118,
4,11,1113,2,954,110119,0
4,11,1113,2,954,110120,
4,11,1102,2,936,110121,0
4,11,1102,2,936,110122,
4,11,1102,2,936,110123,500
4,11,1102,2,936,110124,200
4,11,1102,2,936,110125,
4,11,1102,2,936,110126,0
4,11,1102,2,936,110127,
4,11,1102,2,936,110128,
4,11,1102,2,936,110129,
4,11,1102,2,936,110130,
4,11,1101,2,154,110131,
4,11,1101,2,154,110132,300
4,11,1101,2,154,110133,
4,11,1101,2,154,110134,600
4,11,1101,2,154,110135,
4,11,1101,2,154,110136,
4,11,1101,2,154,110137,
4,11,1101,2,154,110138,
4,11,1101,2,154,110139,
4,11,1101,2,154,110140,
4,11,1104,2,914,119001,1000
4,11,1104,2,914,119002,600
4,11,1104,2,914,119003,
4,11,1104,2,914,119005,
4,11,1104,2,914,119006,
4,11,1104,2,914,119008,
4,11,1104,2,914,119009,
4,11,1104,2,914,119010,
4,11,1104,2,914,119011,600
4,11,1104,2,914,119012,
4,11,1104,2,1610,119013,500
4,11,1104,2,1610,119014,
4,11,1104,2,1610,119015,
4,11,1104,2,1610,119016,
4,11,1104,2,1610,119017,
4,11,1104,2,1610,119019,
4,11,1104,2,1610,119020,
4,11,1104,2,1610,119021,
4,11,1104,2,1610,119022,500
4,11,1104,2,1610,119023,
4,11,1105,2,1092,119025,600
4,11,1105,2,1092,119026,
4,11,1105,2,1092,119027,
4,11,1105,2,1092,119028,
4,11,1105,2,1092,119029,
4,11,1105,2,1092,119030,
4,11,1105,2,1092,119031,
4,11,1105,2,1092,119032,300
4,11,1105,2,1092,119033,200
4,11,1105,2,1092,119034,1500
4,11,1106,2,1366,119035,600
4,11,1106,2,1366,119036,600
4,11,1106,2,1366,119037,
4,11,1106,2,1366,119038,
4,11,1106,2,1366,119040,
4,11,1106,2,1366,119041,
4,11,1106,2,1366,119043,
4,11,1106,2,1366,119044,
4,11,1106,2,1366,119045,
4,11,1106,2,1366,119046,400
4,11,1109,2,1556,119047,
4,11,1109,2,1556,119048,0
4,11,1109,2,1556,119049,500
4,11,1109,2,1556,119050,
4,11,1109,2,1556,119052,0
4,11,1109,2,1556,119053,
4,11,1109,2,1556,119054,
4,11,1109,2,1556,119055,1200
4,11,1109,2,1556,119057,0
4,11,1109,2,1556,119058,1500
5,12,1211,1,2856,120001,
5,12,1211,1,2856,120002,
5,12,1211,1,2856,120003,
5,12,1211,1,2856,120004,
5,12,1211,1,2856,120005,
5,12,1211,1,2856,120006,
5,12,1211,1,2856,120007,
5,12,1211,1,0,120008,
5,12,1211,1,2856,120010,
5,12,1208,2,526,120041,400
5,12,1208,2,526,120042,500
5,12,1208,2,526,120043,500
5,12,1208,2,526,120044,400
5,12,1208,2,526,120045,
5,12,1208,2,526,120046,400
5,12,1208,2,526,120047,600
5,12,1208,2,526,120048,500
5,12,1208,2,526,120049,
5,12,1208,2,526,120050,
5,12,1216,2,618,120051,1000
5,12,1216,2,618,120052,
5,12,1216,2,618,120053,
5,12,1216,2,618,120054,0
5,12,1216,2,618,120055,2500
5,12,1216,2,618,120056,600
5,12,1216,2,618,120057,0
5,12,1216,2,618,120058,0
5,12,1216,2,618,120059,0
5,12,1216,2,0,120060,0
5,12,1214,2,452,120091,0
5,10,1019,1,0,120092,
5,12,1214,2,452,120093,1500
5,12,1214,2,452,120094,
5,12,1214,2,452,120099,0
5,12,1214,2,452,120100,1000
5,12,1201,2,320,129001,
5,12,1201,2,320,129002,
5,12,1201,2,320,129003,600
5,12,1201,2,320,129005,
5,12,1201,2,320,129006,0
5,12,1201,2,320,129007,
5,12,1201,2,320,129009,
5,12,1201,2,320,129010,600
5,12,1201,2,320,129011,
5,12,1201,2,320,129012,
5,12,1203,1,334,129013,
5,12,1203,1,334,129014,
5,12,1203,1,334,129015,
5,12,1203,1,334,129016,
5,12,1203,1,334,129017,
5,12,1203,1,334,129020,
5,12,1203,1,334,129021,0
5,12,1203,1,334,129022,
5,12,1203,1,334,129023,
5,12,1203,1,334,129024,
5,12,1207,1,144,129025,
5,12,1207,1,144,129026,
5,12,1207,1,144,129027,
5,12,1207,1,144,129028,
5,12,1207,1,144,129029,800
5,12,1207,1,144,129030,700
5,12,1207,1,144,129031,1200
5,12,1207,1,144,129032,2000
5,12,1207,1,144,129033,
5,12,1207,1,144,129034,200
5,12,1208,2,76,129038,0
5,12,1208,2,76,129039,300
5,12,1208,2,76,129040,900
5,12,1208,2,76,129041,
5,12,1208,2,76,129042,600
5,12,1208,2,76,129043,300
5,12,1208,2,76,129044,2300
5,12,1208,2,76,129046,
5,12,1208,2,76,129047,
5,12,1208,2,76,129048,
5,12,1208,2,630,129050,
5,12,1208,2,630,129051,
5,12,1208,2,630,129052,0
5,12,1208,2,630,129053,
5,12,1208,2,630,129054,
5,12,1208,2,630,129055,0
5,12,1208,2,630,129056,0
5,12,1208,2,630,129057,
5,12,1208,2,630,129059,
5,12,1208,2,630,129060,
5,12,1209,1,226,129061,
5,12,1209,1,226,129062,
5,12,1209,1,226,129063,
5,12,1209,1,226,129064,200
5,12,1209,1,226,129067,
5,12,1209,1,226,129068,100
5,12,1209,1,226,129069,
5,12,1209,1,226,129070,
5,12,1209,1,226,129072,
5,12,1209,1,566,129073,
5,12,1209,1,566,129074,
5,12,1209,1,566,129076,
5,12,1209,1,566,129077,
5,12,1209,1,566,129079,
5,12,1209,1,566,129080,
5,12,1209,1,566,129081,
5,12,1209,1,566,129083,
