"zone","state","lga","sector","ea","hhid","item_cd","s10cq8"
5,9,910,2,730,99054,11,7
5,9,910,2,730,99055,1,4
5,9,910,2,730,99055,2,7
5,9,910,2,730,99055,3,3
5,9,910,2,730,99055,4,7
5,9,910,2,730,99055,5,0
5,9,910,2,730,99055,6,0
5,9,910,2,730,99055,7,4
5,9,910,2,730,99055,8,0
5,9,910,2,730,99055,9,7
5,9,910,2,730,99055,10,0
5,9,910,2,730,99055,11,7
5,9,910,2,730,99056,1,5
5,9,910,2,730,99056,2,7
5,9,910,2,730,99056,3,3
5,9,910,2,730,99056,4,7
5,9,910,2,730,99056,5,7
5,9,910,2,730,99056,6,0
5,9,910,2,730,99056,7,4
5,9,910,2,730,99056,8,5
5,9,910,2,730,99056,9,7
5,9,910,2,730,99056,10,0
5,9,910,2,730,99056,11,7
5,9,910,2,730,99057,1,3
5,9,910,2,730,99057,2,5
5,9,910,2,730,99057,3,2
5,9,910,2,730,99057,4,4
5,9,910,2,730,99057,5,5
5,9,910,2,730,99057,6,0
5,9,910,2,730,99057,7,2
5,9,910,2,730,99057,8,0
5,9,910,2,730,99057,9,3
5,9,910,2,730,99057,10,0
5,9,910,2,730,99057,11,6
5,9,910,2,730,99058,1,4
5,9,910,2,730,99058,2,5
5,9,910,2,730,99058,3,2
5,9,910,2,730,99058,4,4
5,9,910,2,730,99058,5,5
5,9,910,2,730,99058,6,0
5,9,910,2,730,99058,7,2
5,9,910,2,730,99058,8,2
5,9,910,2,730,99058,9,4
5,9,910,2,730,99058,10,3
5,9,910,2,730,99058,11,5
5,9,910,2,730,99059,1,2
5,9,910,2,730,99059,2,7
5,9,910,2,730,99059,3,4
5,9,910,2,730,99059,4,7
5,9,910,2,730,99059,5,7
5,9,910,2,730,99059,6,0
5,9,910,2,730,99059,7,7
5,9,910,2,730,99059,8,7
5,9,910,2,730,99059,9,7
5,9,910,2,730,99059,10,7
5,9,910,2,730,99059,11,7
5,9,913,2,1510,99061,1,2
5,9,913,2,1510,99061,2,5
5,9,913,2,1510,99061,3,2
5,9,913,2,1510,99061,4,4
5,9,913,2,1510,99061,5,2
5,9,913,2,1510,99061,6,0
5,9,913,2,1510,99061,7,5
5,9,913,2,1510,99061,8,0
5,9,913,2,1510,99061,9,6
5,9,913,2,1510,99061,10,0
5,9,913,2,1510,99061,11,6
5,9,913,2,1510,99062,1,2
5,9,913,2,1510,99062,2,3
5,9,913,2,1510,99062,3,1
5,9,913,2,1510,99062,4,4
5,9,913,2,1510,99062,5,4
5,9,913,2,1510,99062,6,0
5,9,913,2,1510,99062,7,2
5,9,913,2,1510,99062,8,0
5,9,913,2,1510,99062,9,4
5,9,913,2,1510,99062,10,1
5,9,913,2,1510,99062,11,3
5,9,913,2,1510,99064,1,0
5,9,913,2,1510,99064,2,4
5,9,913,2,1510,99064,3,2
5,9,913,2,1510,99064,4,3
5,9,913,2,1510,99064,5,2
5,9,913,2,1510,99064,6,2
5,9,913,2,1510,99064,7,1
5,9,913,2,1510,99064,8,0
5,9,913,2,1510,99064,9,6
5,9,913,2,1510,99064,10,0
5,9,913,2,1510,99064,11,4
5,9,913,2,1510,99065,1,5
5,9,913,2,1510,99065,2,3
5,9,913,2,1510,99065,3,1
5,9,913,2,1510,99065,4,7
5,9,913,2,1510,99065,5,4
5,9,913,2,1510,99065,6,0
5,9,913,2,1510,99065,7,1
5,9,913,2,1510,99065,8,0
5,9,913,2,1510,99065,9,7
5,9,913,2,1510,99065,10,0
5,9,913,2,1510,99065,11,7
5,9,913,2,1510,99066,1,4
5,9,913,2,1510,99066,2,7
5,9,913,2,1510,99066,3,2
5,9,913,2,1510,99066,4,7
5,9,913,2,1510,99066,5,3
5,9,913,2,1510,99066,6,3
5,9,913,2,1510,99066,7,1
5,9,913,2,1510,99066,8,0
5,9,913,2,1510,99066,9,7
5,9,913,2,1510,99066,10,0
5,9,913,2,1510,99066,11,7
5,9,913,2,1510,99068,1,7
5,9,913,2,1510,99068,2,4
5,9,913,2,1510,99068,3,3
5,9,913,2,1510,99068,4,7
5,9,913,2,1510,99068,5,1
5,9,913,2,1510,99068,6,2
5,9,913,2,1510,99068,7,1
5,9,913,2,1510,99068,8,1
5,9,913,2,1510,99068,9,7
5,9,913,2,1510,99068,10,0
5,9,913,2,1510,99068,11,7
5,9,913,2,1510,99070,1,2
5,9,913,2,1510,99070,2,6
5,9,913,2,1510,99070,3,2
5,9,913,2,1510,99070,4,3
5,9,913,2,1510,99070,5,4
5,9,913,2,1510,99070,6,0
5,9,913,2,1510,99070,7,0
5,9,913,2,1510,99070,8,2
5,9,913,2,1510,99070,9,4
5,9,913,2,1510,99070,10,2
5,9,913,2,1510,99070,11,6
5,9,913,2,1510,99071,1,1
5,9,913,2,1510,99071,2,6
5,9,913,2,1510,99071,3,2
5,9,913,2,1510,99071,4,3
5,9,913,2,1510,99071,5,2
5,9,913,2,1510,99071,6,0
5,9,913,2,1510,99071,7,2
5,9,913,2,1510,99071,8,0
5,9,913,2,1510,99071,9,4
5,9,913,2,1510,99071,10,0
5,9,913,2,1510,99071,11,6
5,9,913,2,1510,99072,1,0
5,9,913,2,1510,99072,2,7
5,9,913,2,1510,99072,3,2
5,9,913,2,1510,99072,4,7
5,9,913,2,1510,99072,5,7
5,9,913,2,1510,99072,6,0
5,9,913,2,1510,99072,7,0
5,9,913,2,1510,99072,8,0
5,9,913,2,1510,99072,9,7
5,9,913,2,1510,99072,10,0
5,9,913,2,1510,99072,11,7
5,9,917,2,2282,99074,1,3
5,9,917,2,2282,99074,2,3
5,9,917,2,2282,99074,3,2
5,9,917,2,2282,99074,4,3
5,9,917,2,2282,99074,5,4
5,9,917,2,2282,99074,6,0
5,9,917,2,2282,99074,7,2
5,9,917,2,2282,99074,8,0
5,9,917,2,2282,99074,9,5
5,9,917,2,2282,99074,10,2
5,9,917,2,2282,99074,11,7
5,9,917,2,2282,99075,1,0
5,9,917,2,2282,99075,2,5
5,9,917,2,2282,99075,3,3
5,9,917,2,2282,99075,4,5
5,9,917,2,2282,99075,5,3
5,9,917,2,2282,99075,6,0
5,9,917,2,2282,99075,7,2
5,9,917,2,2282,99075,8,0
5,9,917,2,2282,99075,9,5
5,9,917,2,2282,99075,10,2
5,9,917,2,2282,99075,11,7
5,9,917,2,2282,99076,1,2
5,9,917,2,2282,99076,2,5
5,9,917,2,2282,99076,3,2
5,9,917,2,2282,99076,4,7
5,9,917,2,2282,99076,5,7
5,9,917,2,2282,99076,6,0
5,9,917,2,2282,99076,7,3
5,9,917,2,2282,99076,8,2
5,9,917,2,2282,99076,9,7
5,9,917,2,2282,99076,10,0
5,9,917,2,2282,99076,11,7
5,9,917,2,2282,99077,1,4
5,9,917,2,2282,99077,2,4
5,9,917,2,2282,99077,3,4
5,9,917,2,2282,99077,4,7
5,9,917,2,2282,99077,5,5
5,9,917,2,2282,99077,6,0
5,9,917,2,2282,99077,7,2
5,9,917,2,2282,99077,8,1
5,9,917,2,2282,99077,9,7
5,9,917,2,2282,99077,10,1
5,9,917,2,2282,99077,11,7
5,9,917,2,2282,99079,1,4
5,9,917,2,2282,99079,2,7
5,9,917,2,2282,99079,3,4
5,9,917,2,2282,99079,4,7
5,9,917,2,2282,99079,5,7
5,9,917,2,2282,99079,6,1
5,9,917,2,2282,99079,7,2
5,9,917,2,2282,99079,8,1
5,9,917,2,2282,99079,9,7
5,9,917,2,2282,99079,10,2
5,9,917,2,2282,99079,11,7
5,9,917,2,2282,99080,1,2
5,9,917,2,2282,99080,2,6
5,9,917,2,2282,99080,3,2
5,9,917,2,2282,99080,4,4
5,9,917,2,2282,99080,5,3
5,9,917,2,2282,99080,6,0
5,9,917,2,2282,99080,7,2
5,9,917,2,2282,99080,8,2
5,9,917,2,2282,99080,9,2
5,9,917,2,2282,99080,10,2
5,9,917,2,2282,99080,11,5
5,9,917,2,2282,99081,1,3
5,9,917,2,2282,99081,2,6
5,9,917,2,2282,99081,3,2
5,9,917,2,2282,99081,4,5
5,9,917,2,2282,99081,5,4
5,9,917,2,2282,99081,6,0
5,9,917,2,2282,99081,7,1
5,9,917,2,2282,99081,8,2
5,9,917,2,2282,99081,9,3
5,9,917,2,2282,99081,10,2
5,9,917,2,2282,99081,11,6
5,9,917,2,2282,99082,1,4
5,9,917,2,2282,99082,2,5
5,9,917,2,2282,99082,3,2
5,9,917,2,2282,99082,4,5
5,9,917,2,2282,99082,5,5
5,9,917,2,2282,99082,6,0
5,9,917,2,2282,99082,7,3
5,9,917,2,2282,99082,8,4
5,9,917,2,2282,99082,9,5
5,9,917,2,2282,99082,10,2
5,9,917,2,2282,99082,11,6
5,9,917,2,2282,99083,1,2
5,9,917,2,2282,99083,2,7
5,9,917,2,2282,99083,3,3
5,9,917,2,2282,99083,4,7
5,9,917,2,2282,99083,5,7
5,9,917,2,2282,99083,6,0
5,9,917,2,2282,99083,7,5
5,9,917,2,2282,99083,8,0
5,9,917,2,2282,99083,9,7
5,9,917,2,2282,99083,10,0
5,9,917,2,2282,99083,11,7
5,9,908,1,78,99088,1,3
5,9,908,1,78,99088,2,7
5,9,908,1,78,99088,3,3
5,9,908,1,78,99088,4,5
5,9,908,1,78,99088,5,7
5,9,908,1,78,99088,6,0
5,9,908,1,78,99088,7,3
5,9,908,1,78,99088,8,1
5,9,908,1,78,99088,9,7
5,9,908,1,78,99088,10,0
5,9,908,1,78,99088,11,7
5,9,910,2,730,99094,1,2
5,9,910,2,730,99094,2,7
5,9,910,2,730,99094,3,4
5,9,910,2,730,99094,4,7
5,9,910,2,730,99094,5,7
5,9,910,2,730,99094,6,0
5,9,910,2,730,99094,7,4
5,9,910,2,730,99094,8,0
5,9,910,2,730,99094,9,7
5,9,910,2,730,99094,10,0
5,9,910,2,730,99094,11,7
5,9,913,2,1510,99096,1,7
5,9,913,2,1510,99096,2,7
5,9,913,2,1510,99096,3,4
5,9,913,2,1510,99096,4,7
5,9,913,2,1510,99096,5,5
5,9,913,2,1510,99096,6,0
5,9,913,2,1510,99096,7,2
5,9,913,2,1510,99096,8,0
5,9,913,2,1510,99096,9,7
5,9,913,2,1510,99096,10,0
5,9,913,2,1510,99096,11,7
5,9,917,2,2282,99098,1,2
5,9,917,2,2282,99098,2,7
5,9,917,2,2282,99098,3,3
5,9,917,2,2282,99098,4,7
5,9,917,2,2282,99098,5,7
5,9,917,2,2282,99098,6,0
5,9,917,2,2282,99098,7,4
5,9,917,2,2282,99098,8,0
5,9,917,2,2282,99098,9,7
5,9,917,2,2282,99098,10,0
5,9,917,2,2282,99098,11,7
5,10,1008,2,1314,100031,1,7
5,10,1008,2,1314,100031,2,7
5,10,1008,2,1314,100031,3,5
5,10,1008,2,1314,100031,4,5
5,10,1008,2,1314,100031,5,4
5,10,1008,2,1314,100031,6,0
5,10,1008,2,1314,100031,7,1
5,10,1008,2,1314,100031,8,2
5,10,1008,2,1314,100031,9,6
5,10,1008,2,1314,100031,10,2
5,10,1008,2,1314,100031,11,3
5,10,1008,2,1314,100032,1,7
5,10,1008,2,1314,100032,2,6
5,10,1008,2,1314,100032,3,5
5,10,1008,2,1314,100032,4,7
5,10,1008,2,1314,100032,5,7
5,10,1008,2,1314,100032,6,7
5,10,1008,2,1314,100032,7,3
5,10,1008,2,1314,100032,8,0
5,10,1008,2,1314,100032,9,7
5,10,1008,2,1314,100032,10,5
5,10,1008,2,1314,100032,11,7
5,10,1008,2,1314,100033,1,6
5,10,1008,2,1314,100033,2,5
5,10,1008,2,1314,100033,3,3
5,10,1008,2,1314,100033,4,6
5,10,1008,2,1314,100033,5,6
5,10,1008,2,1314,100033,6,3
5,10,1008,2,1314,100033,7,2
5,10,1008,2,1314,100033,8,5
5,10,1008,2,1314,100033,9,6
5,10,1008,2,1314,100033,10,3
5,10,1008,2,1314,100033,11,3
5,10,1008,2,1314,100034,1,7
5,10,1008,2,1314,100034,2,7
5,10,1008,2,1314,100034,3,4
5,10,1008,2,1314,100034,4,5
5,10,1008,2,1314,100034,5,3
5,10,1008,2,1314,100034,6,2
5,10,1008,2,1314,100034,7,4
5,10,1008,2,1314,100034,8,4
5,10,1008,2,1314,100034,9,5
5,10,1008,2,1314,100034,10,2
5,10,1008,2,1314,100034,11,2
5,10,1008,2,1314,100035,1,6
5,10,1008,2,1314,100035,2,7
5,10,1008,2,1314,100035,3,5
5,10,1008,2,1314,100035,4,4
5,10,1008,2,1314,100035,5,5
5,10,1008,2,1314,100035,6,2
5,10,1008,2,1314,100035,7,2
5,10,1008,2,1314,100035,8,5
5,10,1008,2,1314,100035,9,3
5,10,1008,2,1314,100035,10,2
5,10,1008,2,1314,100035,11,5
5,10,1008,2,1314,100036,1,6
5,10,1008,2,1314,100036,2,7
5,10,1008,2,1314,100036,3,5
5,10,1008,2,1314,100036,4,6
5,10,1008,2,1314,100036,5,5
5,10,1008,2,1314,100036,6,2
5,10,1008,2,1314,100036,7,3
5,10,1008,2,1314,100036,8,0
5,10,1008,2,1314,100036,9,5
5,10,1008,2,1314,100036,10,3
5,10,1008,2,1314,100036,11,5
5,10,1008,2,1314,100037,1,2
5,10,1008,2,1314,100037,2,7
5,10,1008,2,1314,100037,3,2
5,10,1008,2,1314,100037,4,4
5,10,1008,2,1314,100037,5,7
5,10,1008,2,1314,100037,6,0
5,10,1008,2,1314,100037,7,1
5,10,1008,2,1314,100037,8,0
5,10,1008,2,1314,100037,9,7
5,10,1008,2,1314,100037,10,0
5,10,1008,2,1314,100037,11,7
5,10,1008,2,1314,100038,1,0
5,10,1008,2,1314,100038,2,7
5,10,1008,2,1314,100038,3,3
5,10,1008,2,1314,100038,4,7
5,10,1008,2,1314,100038,5,7
5,10,1008,2,1314,100038,6,0
5,10,1008,2,1314,100038,7,2
5,10,1008,2,1314,100038,8,1
5,10,1008,2,1314,100038,9,7
5,10,1008,2,1314,100038,10,1
5,10,1008,2,1314,100038,11,7
5,10,1008,2,1314,100039,1,2
5,10,1008,2,1314,100039,2,7
5,10,1008,2,1314,100039,3,0
5,10,1008,2,1314,100039,4,7
5,10,1008,2,1314,100039,5,7
5,10,1008,2,1314,100039,6,0
5,10,1008,2,1314,100039,7,0
5,10,1008,2,1314,100039,8,0
5,10,1008,2,1314,100039,9,7
5,10,1008,2,1314,100039,10,0
5,10,1008,2,1314,100039,11,7
5,10,1008,2,1314,100040,1,6
5,10,1008,2,1314,100040,2,5
5,10,1008,2,1314,100040,3,3
5,10,1008,2,1314,100040,4,7
5,10,1008,2,1314,100040,5,7
5,10,1008,2,1314,100040,6,6
5,10,1008,2,1314,100040,7,2
5,10,1008,2,1314,100040,8,0
5,10,1008,2,1314,100040,9,6
5,10,1008,2,1314,100040,10,4
5,10,1008,2,1314,100040,11,5
5,10,1018,1,634,100111,1,5
5,10,1018,1,634,100111,2,4
5,10,1018,1,634,100111,3,4
5,10,1018,1,634,100111,4,5
5,10,1018,1,634,100111,5,7
5,10,1018,1,634,100111,6,0
5,10,1018,1,634,100111,7,3
5,10,1018,1,634,100111,8,3
5,10,1018,1,634,100111,9,4
5,10,1018,1,634,100111,10,3
5,10,1018,1,634,100111,11,3
5,10,1018,1,634,100113,1,3
5,10,1018,1,634,100113,2,3
5,10,1018,1,634,100113,3,3
5,10,1018,1,634,100113,4,4
5,10,1018,1,634,100113,5,7
5,10,1018,1,634,100113,6,0
5,10,1018,1,634,100113,7,2
5,10,1018,1,634,100113,8,3
5,10,1018,1,634,100113,9,4
5,10,1018,1,634,100113,10,2
5,10,1018,1,634,100113,11,4
5,10,1018,1,634,100115,1,5
5,10,1018,1,634,100115,2,4
5,10,1018,1,634,100115,3,6
5,10,1018,1,634,100115,4,7
5,10,1018,1,634,100115,5,7
5,10,1018,1,634,100115,6,0
5,10,1018,1,634,100115,7,0
5,10,1018,1,634,100115,8,6
5,10,1018,1,634,100115,9,7
5,10,1018,1,634,100115,10,0
5,10,1018,1,634,100115,11,7
5,10,1018,1,634,100117,1,7
5,10,1018,1,634,100117,2,7
5,10,1018,1,634,100117,3,2
5,10,1018,1,634,100117,4,7
5,10,1018,1,634,100117,5,7
5,10,1018,1,634,100117,6,0
5,10,1018,1,634,100117,7,5
5,10,1018,1,634,100117,8,4
5,10,1018,1,634,100117,9,7
5,10,1018,1,634,100117,10,0
5,10,1018,1,634,100117,11,4
5,10,1018,1,634,100118,1,7
5,10,1018,1,634,100118,2,6
5,10,1018,1,634,100118,3,2
5,10,1018,1,634,100118,4,7
5,10,1018,1,634,100118,5,6
5,10,1018,1,634,100118,6,0
5,10,1018,1,634,100118,7,3
5,10,1018,1,634,100118,8,3
5,10,1018,1,634,100118,9,7
5,10,1018,1,634,100118,10,0
5,10,1018,1,634,100118,11,3
5,10,1018,1,634,100119,1,7
5,10,1018,1,634,100119,2,6
5,10,1018,1,634,100119,3,4
5,10,1018,1,634,100119,4,7
5,10,1018,1,634,100119,5,7
5,10,1018,1,634,100119,6,0
5,10,1018,1,634,100119,7,5
5,10,1018,1,634,100119,8,4
5,10,1018,1,634,100119,9,7
5,10,1018,1,634,100119,10,3
5,10,1018,1,634,100119,11,4
5,10,1018,1,634,100120,1,5
5,10,1018,1,634,100120,2,4
5,10,1018,1,634,100120,3,3
5,10,1018,1,634,100120,4,7
5,10,1018,1,634,100120,5,7
5,10,1018,1,634,100120,6,0
5,10,1018,1,634,100120,7,4
5,10,1018,1,634,100120,8,6
5,10,1018,1,634,100120,9,7
5,10,1018,1,634,100120,10,7
5,10,1018,1,634,100120,11,7
5,10,1025,2,1774,100131,1,6
5,10,1025,2,1774,100131,2,5
5,10,1025,2,1774,100131,3,2
5,10,1025,2,1774,100131,4,7
5,10,1025,2,1774,100131,5,7
5,10,1025,2,1774,100131,6,0
5,10,1025,2,1774,100131,7,3
5,10,1025,2,1774,100131,8,3
5,10,1025,2,1774,100131,9,7
5,10,1025,2,1774,100131,10,0
5,10,1025,2,1774,100131,11,7
5,10,1025,2,1774,100132,1,5
5,10,1025,2,1774,100132,2,4
5,10,1025,2,1774,100132,3,2
5,10,1025,2,1774,100132,4,7
5,10,1025,2,1774,100132,5,7
5,10,1025,2,1774,100132,6,0
5,10,1025,2,1774,100132,7,3
5,10,1025,2,1774,100132,8,4
5,10,1025,2,1774,100132,9,7
5,10,1025,2,1774,100132,10,0
5,10,1025,2,1774,100132,11,7
5,10,1025,2,1774,100133,1,5
5,10,1025,2,1774,100133,2,3
5,10,1025,2,1774,100133,3,3
5,10,1025,2,1774,100133,4,6
5,10,1025,2,1774,100133,5,7
5,10,1025,2,1774,100133,6,0
5,10,1025,2,1774,100133,7,4
5,10,1025,2,1774,100133,8,4
5,10,1025,2,1774,100133,9,7
5,10,1025,2,1774,100133,10,5
5,10,1025,2,1774,100133,11,7
5,10,1025,2,1774,100134,1,4
5,10,1025,2,1774,100134,2,4
5,10,1025,2,1774,100134,3,3
5,10,1025,2,1774,100134,4,5
5,10,1025,2,1774,100134,5,7
5,10,1025,2,1774,100134,6,0
5,10,1025,2,1774,100134,7,3
5,10,1025,2,1774,100134,8,2
5,10,1025,2,1774,100134,9,5
5,10,1025,2,1774,100134,10,0
5,10,1025,2,1774,100134,11,4
5,10,1025,2,1774,100135,1,4
5,10,1025,2,1774,100135,2,5
5,10,1025,2,1774,100135,3,3
5,10,1025,2,1774,100135,4,6
5,10,1025,2,1774,100135,5,4
5,10,1025,2,1774,100135,6,0
5,10,1025,2,1774,100135,7,2
5,10,1025,2,1774,100135,8,3
5,10,1025,2,1774,100135,9,7
5,10,1025,2,1774,100135,10,6
5,10,1025,2,1774,100135,11,7
5,10,1025,2,1774,100136,1,4
5,10,1025,2,1774,100136,2,3
5,10,1025,2,1774,100136,3,3
5,10,1025,2,1774,100136,4,4
5,10,1025,2,1774,100136,5,7
5,10,1025,2,1774,100136,6,0
5,10,1025,2,1774,100136,7,3
5,10,1025,2,1774,100136,8,4
5,10,1025,2,1774,100136,9,4
5,10,1025,2,1774,100136,10,0
5,10,1025,2,1774,100136,11,4
5,10,1025,2,1774,100138,1,4
5,10,1025,2,1774,100138,2,4
5,10,1025,2,1774,100138,3,3
5,10,1025,2,1774,100138,4,5
5,10,1025,2,1774,100138,5,7
5,10,1025,2,1774,100138,6,3
5,10,1025,2,1774,100138,7,2
5,10,1025,2,1774,100138,8,3
5,10,1025,2,1774,100138,9,4
5,10,1025,2,1774,100138,10,0
5,10,1025,2,1774,100138,11,5
5,10,1002,1,114,109002,1,3
5,10,1002,1,114,109002,2,6
5,10,1002,1,114,109002,3,3
5,10,1002,1,114,109002,4,7
5,10,1002,1,114,109002,5,7
5,10,1002,1,114,109002,6,0
5,10,1002,1,114,109002,7,0
5,10,1002,1,114,109002,8,0
5,10,1002,1,114,109002,9,7
5,10,1002,1,114,109002,10,0
5,10,1002,1,114,109002,11,7
5,10,1002,1,114,109005,1,7
5,10,1002,1,114,109005,2,7
5,10,1002,1,114,109005,3,3
5,10,1002,1,114,109005,4,7
5,10,1002,1,114,109005,5,7
5,10,1002,1,114,109005,6,0
5,10,1002,1,114,109005,7,4
5,10,1002,1,114,109005,8,2
5,10,1002,1,114,109005,9,7
5,10,1002,1,114,109005,10,2
5,10,1002,1,114,109005,11,7
5,10,1002,1,114,109006,1,6
5,10,1002,1,114,109006,2,4
5,10,1002,1,114,109006,3,4
5,10,1002,1,114,109006,4,6
5,10,1002,1,114,109006,5,6
5,10,1002,1,114,109006,6,1
5,10,1002,1,114,109006,7,3
5,10,1002,1,114,109006,8,7
5,10,1002,1,114,109006,9,3
5,10,1002,1,114,109006,10,6
5,10,1002,1,114,109006,11,2
5,10,1002,1,114,109007,1,7
5,10,1002,1,114,109007,2,7
5,10,1002,1,114,109007,3,3
5,10,1002,1,114,109007,4,7
5,10,1002,1,114,109007,5,7
5,10,1002,1,114,109007,6,0
5,10,1002,1,114,109007,7,4
5,10,1002,1,114,109007,8,3
5,10,1002,1,114,109007,9,5
5,10,1002,1,114,109007,10,3
5,10,1002,1,114,109007,11,7
5,10,1002,1,114,109008,1,6
5,10,1002,1,114,109008,2,5
5,10,1002,1,114,109008,3,5
5,10,1002,1,114,109008,4,7
5,10,1002,1,114,109008,5,5
5,10,1002,1,114,109008,6,5
5,10,1002,1,114,109008,7,2
5,10,1002,1,114,109008,8,3
5,10,1002,1,114,109008,9,6
5,10,1002,1,114,109008,10,4
5,10,1002,1,114,109008,11,7
5,10,1002,1,114,109009,1,7
5,10,1002,1,114,109009,2,6
5,10,1002,1,114,109009,3,5
5,10,1002,1,114,109009,4,7
5,10,1002,1,114,109009,5,6
5,10,1002,1,114,109009,6,5
5,10,1002,1,114,109009,7,2
5,10,1002,1,114,109009,8,1
5,10,1002,1,114,109009,9,7
5,10,1002,1,114,109009,10,4
5,10,1002,1,114,109009,11,6
5,10,1002,1,114,109011,1,4
5,10,1002,1,114,109011,2,6
5,10,1002,1,114,109011,3,3
5,10,1002,1,114,109011,4,7
5,10,1002,1,114,109011,5,5
5,10,1002,1,114,109011,6,1
5,10,1002,1,114,109011,7,2
5,10,1002,1,114,109011,8,2
5,10,1002,1,114,109011,9,6
5,10,1002,1,114,109011,10,0
5,10,1002,1,114,109011,11,2
5,10,1002,1,114,109012,1,6
5,10,1002,1,114,109012,2,4
5,10,1002,1,114,109012,3,4
5,10,1002,1,114,109012,4,7
5,10,1002,1,114,109012,5,5
5,10,1002,1,114,109012,6,1
5,10,1002,1,114,109012,7,2
5,10,1002,1,114,109012,8,1
5,10,1002,1,114,109012,9,3
5,10,1002,1,114,109012,10,3
5,10,1002,1,114,109012,11,2
5,10,1006,2,474,109013,1,7
5,10,1006,2,474,109013,2,7
5,10,1006,2,474,109013,3,7
5,10,1006,2,474,109013,4,7
5,10,1006,2,474,109013,5,7
5,10,1006,2,474,109013,6,6
5,10,1006,2,474,109013,7,3
5,10,1006,2,474,109013,8,3
5,10,1006,2,474,109013,9,7
5,10,1006,2,474,109013,10,4
5,10,1006,2,474,109013,11,3
5,10,1006,2,474,109014,1,7
5,10,1006,2,474,109014,2,5
5,10,1006,2,474,109014,3,7
5,10,1006,2,474,109014,4,7
5,10,1006,2,474,109014,5,5
5,10,1006,2,474,109014,6,6
5,10,1006,2,474,109014,7,1
5,10,1006,2,474,109014,8,5
5,10,1006,2,474,109014,9,6
5,10,1006,2,474,109014,10,6
5,10,1006,2,474,109014,11,6
5,10,1006,2,474,109016,1,7
5,10,1006,2,474,109016,2,7
5,10,1006,2,474,109016,3,6
5,10,1006,2,474,109016,4,7
5,10,1006,2,474,109016,5,5
5,10,1006,2,474,109016,6,6
5,10,1006,2,474,109016,7,0
5,10,1006,2,474,109016,8,3
5,10,1006,2,474,109016,9,7
5,10,1006,2,474,109016,10,4
5,10,1006,2,474,109016,11,3
5,10,1006,2,474,109017,1,3
5,10,1006,2,474,109017,2,7
5,10,1006,2,474,109017,3,3
5,10,1006,2,474,109017,4,7
5,10,1006,2,474,109017,5,7
5,10,1006,2,474,109017,6,0
5,10,1006,2,474,109017,7,2
5,10,1006,2,474,109017,8,0
5,10,1006,2,474,109017,9,7
5,10,1006,2,474,109017,10,0
5,10,1006,2,474,109017,11,7
5,10,1006,2,474,109018,1,6
5,10,1006,2,474,109018,2,7
5,10,1006,2,474,109018,3,2
5,10,1006,2,474,109018,4,7
5,10,1006,2,474,109018,5,7
5,10,1006,2,474,109018,6,0
5,10,1006,2,474,109018,7,0
5,10,1006,2,474,109018,8,0
5,10,1006,2,474,109018,9,7
5,10,1006,2,474,109018,10,0
5,10,1006,2,474,109018,11,7
5,10,1006,2,474,109019,1,2
5,10,1006,2,474,109019,2,7
5,10,1006,2,474,109019,3,2
5,10,1006,2,474,109019,4,7
5,10,1006,2,474,109019,5,7
5,10,1006,2,474,109019,6,0
5,10,1006,2,474,109019,7,2
5,10,1006,2,474,109019,8,0
5,10,1006,2,474,109019,9,7
5,10,1006,2,474,109019,10,0
5,10,1006,2,474,109019,11,7
5,10,1006,2,474,109020,1,6
5,10,1006,2,474,109020,2,6
5,10,1006,2,474,109020,3,5
5,10,1006,2,474,109020,4,4
5,10,1006,2,474,109020,5,5
5,10,1006,2,474,109020,6,2
5,10,1006,2,474,109020,7,0
5,10,1006,2,474,109020,8,3
5,10,1006,2,474,109020,9,4
5,10,1006,2,474,109020,10,2
5,10,1006,2,474,109020,11,5
5,10,1006,2,474,109021,1,6
5,10,1006,2,474,109021,2,6
5,10,1006,2,474,109021,3,5
5,10,1006,2,474,109021,4,7
5,10,1006,2,474,109021,5,3
5,10,1006,2,474,109021,6,0
5,10,1006,2,474,109021,7,0
5,10,1006,2,474,109021,8,0
5,10,1006,2,474,109021,9,5
5,10,1006,2,474,109021,10,0
5,10,1006,2,474,109021,11,2
5,10,1006,2,474,109022,1,5
5,10,1006,2,474,109022,2,6
5,10,1006,2,474,109022,3,4
5,10,1006,2,474,109022,4,7
5,10,1006,2,474,109022,5,5
5,10,1006,2,474,109022,6,0
5,10,1006,2,474,109022,7,0
5,10,1006,2,474,109022,8,5
5,10,1006,2,474,109022,9,6
5,10,1006,2,474,109022,10,4
5,10,1006,2,474,109022,11,4
5,10,1006,2,474,109023,1,5
5,10,1006,2,474,109023,2,6
5,10,1006,2,474,109023,3,3
5,10,1006,2,474,109023,4,5
5,10,1006,2,474,109023,5,6
5,10,1006,2,474,109023,6,0
5,10,1006,2,474,109023,7,0
5,10,1006,2,474,109023,8,6
5,10,1006,2,474,109023,9,4
5,10,1006,2,474,109023,10,5
5,10,1006,2,474,109023,11,4
5,10,1006,2,1708,109025,1,7
5,10,1006,2,1708,109025,2,5
5,10,1006,2,1708,109025,3,4
5,10,1006,2,1708,109025,4,7
5,10,1006,2,1708,109025,5,7
5,10,1006,2,1708,109025,6,6
5,10,1006,2,1708,109025,7,3
5,10,1006,2,1708,109025,8,3
5,10,1006,2,1708,109025,9,6
